Epoch 01 | Edge Type: o-o-bank  | Validation AUCROC 0.5598 | GPU: 92.2MiB
Epoch 01 | Edge Type: o-o-nobank  | Validation AUCROC 0.5370 | GPU: 92.2MiB
Epoch 01 | Edge Type: o-n  | Validation AUCROC 0.5368 | GPU: 92.2MiB
Epoch 01 | Edge Type: n-n  | Validation AUCROC 0.5366 | GPU: 92.2MiB
Epoch 01 | Edge Type: o-o-bank  | Validation AUCROC 0.5659 | GPU: 92.2MiB
Epoch 01 | Edge Type: o-o-nobank  | Validation AUCROC 0.5456 | GPU: 92.2MiB
Epoch 01 | Edge Type: o-n  | Validation AUCROC 0.5432 | GPU: 92.2MiB
Epoch 01 | Edge Type: n-n  | Validation AUCROC 0.5430 | GPU: 92.2MiB
Epoch 02 | Edge Type: o-o-bank  | Validation AUCROC 0.5781 | GPU: 92.2MiB
Epoch 02 | Edge Type: o-o-nobank  | Validation AUCROC 0.5584 | GPU: 92.2MiB
Epoch 02 | Edge Type: o-n  | Validation AUCROC 0.5545 | GPU: 92.2MiB
Epoch 02 | Edge Type: n-n  | Validation AUCROC 0.5558 | GPU: 92.2MiB
Epoch 03 | Edge Type: o-o-bank  | Validation AUCROC 0.5758 | GPU: 92.2MiB
Epoch 03 | Edge Type: o-o-nobank  | Validation AUCROC 0.5581 | GPU: 92.2MiB
Epoch 03 | Edge Type: o-n  | Validation AUCROC 0.5523 | GPU: 92.2MiB
Epoch 03 | Edge Type: n-n  | Validation AUCROC 0.5531 | GPU: 92.2MiB
Epoch 04 | Edge Type: o-o-bank  | Validation AUCROC 0.5721 | GPU: 92.2MiB
Epoch 04 | Edge Type: o-o-nobank  | Validation AUCROC 0.5524 | GPU: 92.2MiB
Epoch 04 | Edge Type: o-n  | Validation AUCROC 0.5484 | GPU: 92.2MiB
Epoch 04 | Edge Type: n-n  | Validation AUCROC 0.5490 | GPU: 92.2MiB
Epoch 05 | Edge Type: o-o-bank  | Validation AUCROC 0.5686 | GPU: 92.2MiB
Epoch 05 | Edge Type: o-o-nobank  | Validation AUCROC 0.5506 | GPU: 92.2MiB
Epoch 05 | Edge Type: o-n  | Validation AUCROC 0.5446 | GPU: 92.2MiB
Epoch 05 | Edge Type: n-n  | Validation AUCROC 0.5453 | GPU: 92.2MiB
Epoch 06 | Edge Type: o-o-bank  | Validation AUCROC 0.5658 | GPU: 92.2MiB
Epoch 06 | Edge Type: o-o-nobank  | Validation AUCROC 0.5490 | GPU: 92.2MiB
Epoch 06 | Edge Type: o-n  | Validation AUCROC 0.5414 | GPU: 92.2MiB
Epoch 06 | Edge Type: n-n  | Validation AUCROC 0.5421 | GPU: 92.2MiB
Epoch 07 | Edge Type: o-o-bank  | Validation AUCROC 0.5206 | GPU: 92.2MiB
Epoch 07 | Edge Type: o-o-nobank  | Validation AUCROC 0.5579 | GPU: 92.2MiB
Epoch 07 | Edge Type: o-n  | Validation AUCROC 0.5485 | GPU: 92.2MiB
Epoch 07 | Edge Type: n-n  | Validation AUCROC 0.5495 | GPU: 92.2MiB
