0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
165.0,23.0,557.1536,165.0,23.0,557.1536,165.0,23.0,557.1536,165.0,23.0,557.1536,165.0,23.0,557.1536,165.0,23.0,557.1536,165.0,23.0,557.1536,235.0,69.0,1688.31,235.0,69.0,1688.31,252.0,242.0,5902.978
136.0,19.0,462.40466,136.0,19.0,462.40466,136.0,19.0,462.40466,136.0,19.0,462.40466,136.0,19.0,462.40466,136.0,19.0,462.40466,136.0,19.0,462.40466,194.0,57.0,1413.1426,194.0,57.0,1413.1426,205.0,199.0,4870.844
113.0,19.0,463.73648,113.0,19.0,463.73648,113.0,19.0,463.73648,113.0,19.0,463.73648,113.0,19.0,463.73648,113.0,19.0,463.73648,113.0,19.0,463.73648,157.0,52.0,1284.7485,157.0,52.0,1284.7485,164.0,151.0,3685.1472
105.0,20.0,472.72525,105.0,20.0,472.72525,105.0,20.0,472.72525,105.0,20.0,472.72525,105.0,20.0,472.72525,105.0,20.0,472.72525,105.0,20.0,472.72525,143.0,46.0,1105.974,143.0,46.0,1105.974,151.0,138.0,3327.6658
112.0,23.0,549.5549,112.0,23.0,549.5549,112.0,23.0,549.5549,112.0,23.0,549.5549,112.0,23.0,549.5549,112.0,23.0,549.5549,112.0,23.0,549.5549,152.0,48.0,1158.5758,152.0,48.0,1158.5758,161.0,147.0,3550.2534
101.0,24.0,582.05334,101.0,24.0,582.05334,101.0,24.0,582.05334,101.0,24.0,582.05334,101.0,24.0,582.05334,101.0,24.0,582.05334,101.0,24.0,582.05334,133.0,42.0,1022.03925,133.0,42.0,1022.03925,141.0,125.0,3033.4294
93.0,19.0,464.4172,93.0,19.0,464.4172,93.0,19.0,464.4172,93.0,19.0,464.4172,93.0,19.0,464.4172,93.0,19.0,464.4172,93.0,19.0,464.4172,123.0,37.0,899.7757,123.0,37.0,899.7757,133.0,118.0,2864.8354
92.0,15.0,363.90393,92.0,15.0,363.90393,92.0,15.0,363.90393,92.0,15.0,363.90393,92.0,15.0,363.90393,92.0,15.0,363.90393,92.0,15.0,363.90393,119.0,33.0,799.26245,119.0,33.0,799.26245,130.0,115.0,2784.7412
90.0,14.0,344.41727,90.0,14.0,344.41727,90.0,14.0,344.41727,90.0,14.0,344.41727,90.0,14.0,344.41727,90.0,14.0,344.41727,90.0,14.0,344.41727,115.0,28.0,683.6019,115.0,28.0,683.6019,126.0,113.0,2746.3633
84.0,12.0,292.98376,84.0,12.0,292.98376,84.0,12.0,292.98376,84.0,12.0,292.98376,84.0,12.0,292.98376,84.0,12.0,292.98376,84.0,12.0,292.98376,110.0,26.0,634.7918,110.0,26.0,634.7918,121.0,111.0,2693.0134
76.0,6.0,152.36383,76.0,6.0,152.36383,76.0,6.0,152.36383,76.0,6.0,152.36383,76.0,6.0,152.36383,76.0,6.0,152.36383,76.0,6.0,152.36383,100.0,21.0,523.9486,100.0,21.0,523.9486,110.0,103.0,2530.2666
78.0,8.0,200.32693,78.0,8.0,200.32693,78.0,8.0,200.32693,78.0,8.0,200.32693,78.0,8.0,200.32693,78.0,8.0,200.32693,78.0,8.0,200.32693,102.0,23.0,574.0075,102.0,23.0,574.0075,111.0,103.0,2534.4727
76.0,10.0,244.25443,76.0,10.0,244.25443,76.0,10.0,244.25443,76.0,10.0,244.25443,76.0,10.0,244.25443,76.0,10.0,244.25443,76.0,10.0,244.25443,98.0,22.0,540.78656,98.0,22.0,540.78656,107.0,98.0,2400.3184
83.0,11.0,275.26917,83.0,11.0,275.26917,83.0,11.0,275.26917,83.0,11.0,275.26917,83.0,11.0,275.26917,83.0,11.0,275.26917,83.0,11.0,275.26917,106.0,26.0,640.75476,106.0,26.0,640.75476,115.0,104.0,2540.7515
84.0,15.0,365.38968,84.0,15.0,365.38968,84.0,15.0,365.38968,84.0,15.0,365.38968,84.0,15.0,365.38968,84.0,15.0,365.38968,84.0,15.0,365.38968,110.0,32.0,781.20337,110.0,32.0,781.20337,118.0,105.0,2552.6765
69.0,13.0,316.58344,69.0,13.0,316.58344,69.0,13.0,316.58344,69.0,13.0,316.58344,69.0,13.0,316.58344,69.0,13.0,316.58344,69.0,13.0,316.58344,98.0,34.0,822.16223,98.0,34.0,822.16223,104.0,93.0,2257.4065
65.0,13.0,315.69614,65.0,13.0,315.69614,65.0,13.0,315.69614,65.0,13.0,315.69614,65.0,13.0,315.69614,65.0,13.0,315.69614,65.0,13.0,315.69614,92.0,32.0,767.43335,92.0,32.0,767.43335,98.0,87.0,2100.4766
66.0,16.0,399.1545,66.0,16.0,399.1545,66.0,16.0,399.1545,66.0,16.0,399.1545,66.0,16.0,399.1545,66.0,16.0,399.1545,66.0,16.0,399.1545,94.0,36.0,877.83044,94.0,36.0,877.83044,99.0,86.0,2092.5671
56.0,11.0,269.486,56.0,11.0,269.486,56.0,11.0,269.486,56.0,11.0,269.486,56.0,11.0,269.486,56.0,11.0,269.486,56.0,11.0,269.486,79.0,32.0,767.963,79.0,32.0,767.963,83.0,70.0,1680.9019
57.0,13.0,316.97687,57.0,13.0,316.97687,57.0,13.0,316.97687,57.0,13.0,316.97687,57.0,13.0,316.97687,57.0,13.0,316.97687,57.0,13.0,316.97687,82.0,36.0,871.8014,82.0,36.0,871.8014,86.0,71.0,1725.9929
51.0,10.0,241.05266,51.0,10.0,241.05266,51.0,10.0,241.05266,51.0,10.0,241.05266,51.0,10.0,241.05266,51.0,10.0,241.05266,51.0,10.0,241.05266,70.0,27.0,654.50415,70.0,27.0,654.50415,75.0,65.0,1596.1528
55.0,11.0,276.35052,55.0,11.0,276.35052,55.0,11.0,276.35052,55.0,11.0,276.35052,55.0,11.0,276.35052,55.0,11.0,276.35052,55.0,11.0,276.35052,79.0,31.0,756.56696,79.0,31.0,756.56696,84.0,76.0,1872.1469
60.0,11.0,268.97278,60.0,11.0,268.97278,60.0,11.0,268.97278,60.0,11.0,268.97278,60.0,11.0,268.97278,60.0,11.0,268.97278,60.0,11.0,268.97278,81.0,30.0,732.43066,81.0,30.0,732.43066,86.0,76.0,1873.0266
65.0,13.0,311.45123,65.0,13.0,311.45123,65.0,13.0,311.45123,65.0,13.0,311.45123,65.0,13.0,311.45123,65.0,13.0,311.45123,65.0,13.0,311.45123,85.0,30.0,738.515,85.0,30.0,738.515,91.0,80.0,1970.1724
66.0,16.0,383.08603,66.0,16.0,383.08603,66.0,16.0,383.08603,66.0,16.0,383.08603,66.0,16.0,383.08603,66.0,16.0,383.08603,66.0,16.0,383.08603,84.0,28.0,680.2183,84.0,28.0,680.2183,89.0,77.0,1881.9895
64.0,16.0,387.5999,64.0,16.0,387.5999,64.0,16.0,387.5999,64.0,16.0,387.5999,64.0,16.0,387.5999,64.0,16.0,387.5999,64.0,16.0,387.5999,84.0,27.0,667.8145,84.0,27.0,667.8145,89.0,80.0,1976.2041
62.0,16.0,378.4503,62.0,16.0,378.4503,62.0,16.0,378.4503,62.0,16.0,378.4503,62.0,16.0,378.4503,62.0,16.0,378.4503,62.0,16.0,378.4503,84.0,29.0,706.1908,84.0,29.0,706.1908,89.0,80.0,1961.8352
59.0,16.0,373.51288,59.0,16.0,373.51288,59.0,16.0,373.51288,59.0,16.0,373.51288,59.0,16.0,373.51288,59.0,16.0,373.51288,59.0,16.0,373.51288,83.0,33.0,787.9264,83.0,33.0,787.9264,87.0,76.0,1822.3422
57.0,13.0,291.2047,57.0,13.0,291.2047,57.0,13.0,291.2047,57.0,13.0,291.2047,57.0,13.0,291.2047,57.0,13.0,291.2047,57.0,13.0,291.2047,79.0,29.0,687.4622,79.0,29.0,687.4622,82.0,72.0,1709.559
65.0,15.0,343.1611,65.0,15.0,343.1611,65.0,15.0,343.1611,65.0,15.0,343.1611,65.0,15.0,343.1611,65.0,15.0,343.1611,65.0,15.0,343.1611,88.0,32.0,762.09503,88.0,32.0,762.09503,92.0,80.0,1910.1691
74.0,14.0,330.62527,74.0,14.0,330.62527,74.0,14.0,330.62527,74.0,14.0,330.62527,74.0,14.0,330.62527,74.0,14.0,330.62527,74.0,14.0,330.62527,97.0,32.0,766.0235,97.0,32.0,766.0235,102.0,89.0,2159.3423
70.0,13.0,315.0658,70.0,13.0,315.0658,70.0,13.0,315.0658,70.0,13.0,315.0658,70.0,13.0,315.0658,70.0,13.0,315.0658,70.0,13.0,315.0658,92.0,30.0,724.9111,92.0,30.0,724.9111,97.0,85.0,2065.914
95.0,23.0,564.9025,95.0,23.0,564.9025,95.0,23.0,564.9025,95.0,23.0,564.9025,95.0,23.0,564.9025,95.0,23.0,564.9025,95.0,23.0,564.9025,121.0,46.0,1122.4772,121.0,46.0,1122.4772,126.0,102.0,2491.6165
102.0,25.0,629.06696,102.0,25.0,629.06696,102.0,25.0,629.06696,102.0,25.0,629.06696,102.0,25.0,629.06696,102.0,25.0,629.06696,102.0,25.0,629.06696,128.0,47.0,1175.9186,128.0,47.0,1175.9186,135.0,109.0,2697.0278
