Subgraph 1,Subgraph 2,Subgraph 3,Subgraph 4
14333,20300,422640,0,0,2808,946395,9672467,0,0,0,0,75,300,0,0,0,0,0,0,0
15703,28370,441824,2144,60,17460,1183551,10172189,23532,16150,1848,79140,249,916,4005,2670,30,23,12,100,0
16496,32495,452612,2960,84,29900,1303451,10337949,36252,24925,3028,108370,539,2016,5922,3983,36,27,87,175,0
9897,12451,187172,1072,8,36900,277863,2879007,10239,6944,472,26920,349,1196,399,266,0,3,2,0,0
11304,18409,212972,968,4,56228,466376,3282576,14205,9536,264,25565,919,3356,267,178,0,30,20,0,0
12531,22921,261256,1072,4,53100,677136,4600809,19470,13059,316,31960,1213,4652,324,216,0,60,40,0,0
16020,28597,391148,1224,4,66280,1001911,7946424,25740,17240,320,42300,1395,5380,375,250,0,60,40,0,0
20816,31073,670820,3596,60,61684,1409824,16956837,94287,63035,708,158670,2227,8908,6525,4350,15,115,70,100,0
23610,25906,783952,172,0,228840,952263,20100132,0,169,676,4305,5042,19328,0,0,0,165,110,0,0
29404,32509,1091732,724,0,321512,1321637,31407726,11424,7827,844,26780,6761,26064,0,5,0,210,140,0,0
30065,37217,1085648,2528,16,295148,1543643,30136549,33498,22695,1452,118590,4885,18680,1338,902,6,124,105,5,0
37253,42702,1511936,4568,64,413424,1985850,46500726,76650,51598,1992,238470,7396,28684,5946,3964,27,228,250,70,5
46050,48962,2138716,7448,124,612324,2557803,75178583,145773,97958,3104,440610,13824,54596,13911,9309,54,564,592,225,20
63801,64423,3759220,11168,220,889896,4096917,170926462,270972,181555,3628,835275,21906,86544,31275,20900,81,966,903,650,20
81717,86928,6034632,17260,364,898516,6618288,350482740,473601,317235,6004,1571130,23189,91536,60579,40461,2271,2405,1084,2407,578
92565,46735,8181716,4588,76,1167656,3195245,557656739,17979,13343,5428,346265,32191,128684,3480,2330,1278,1899,1048,70,135
151446,66242,18560848,5532,96,1760836,6217981,1709697523,22512,16748,6960,554755,60351,241324,4734,3166,1476,3030,1769,120,140
157123,133395,19297808,4448,40,1456764,15203484,1807196747,5595,4227,1988,526515,43538,174092,1635,1125,216,1392,872,25,15
156682,191087,19217500,11584,40,1081200,21977496,1808240394,161907,110278,9360,1868960,31683,126052,7803,5372,18,765,867,25,0
