Epoch: 01 | Edge Type: o-o-bank | Train Loss: 0.4996 | Train AUCROC: 0.3958 | GPU: 80.8MiB
Epoch: 01 | Edge Type: o-o-nobank | Train Loss: 0.6332 | Train AUCROC: 0.1603 | GPU: 80.8MiB
Epoch: 01 | Edge Type: o-n | Train Loss: 0.6231 | Train AUCROC: 0.6303 | GPU: 80.8MiB
Epoch: 01 | Edge Type: n-n | Train Loss: 0.6371 | Train AUCROC: 0.4546 | GPU: 80.8MiB
Epoch: 01 | Edge Type: o-o-bank | Train Loss: 0.5010 | Train AUCROC: 0.4126 | GPU: 80.8MiB
Epoch: 01 | Edge Type: o-o-nobank | Train Loss: 0.6345 | Train AUCROC: 0.1570 | GPU: 80.8MiB
Epoch: 01 | Edge Type: o-n | Train Loss: 0.6242 | Train AUCROC: 0.6311 | GPU: 80.8MiB
Epoch: 01 | Edge Type: n-n | Train Loss: 0.6373 | Train AUCROC: 0.4526 | GPU: 80.8MiB
Epoch: 02 | Edge Type: o-o-bank | Train Loss: 0.4728 | Train AUCROC: 0.3957 | GPU: 139.1MiB
Epoch: 02 | Edge Type: o-o-nobank | Train Loss: 0.6317 | Train AUCROC: 0.1807 | GPU: 139.1MiB
Epoch: 02 | Edge Type: o-n | Train Loss: 0.6147 | Train AUCROC: 0.6370 | GPU: 139.1MiB
Epoch: 02 | Edge Type: n-n | Train Loss: 0.6368 | Train AUCROC: 0.4498 | GPU: 139.1MiB
Epoch: 03 | Edge Type: o-o-bank | Train Loss: 0.4738 | Train AUCROC: 0.3847 | GPU: 139.1MiB
Epoch: 03 | Edge Type: o-o-nobank | Train Loss: 0.6315 | Train AUCROC: 0.1907 | GPU: 139.1MiB
Epoch: 03 | Edge Type: o-n | Train Loss: 0.6121 | Train AUCROC: 0.6464 | GPU: 139.1MiB
Epoch: 03 | Edge Type: n-n | Train Loss: 0.6345 | Train AUCROC: 0.4504 | GPU: 139.1MiB
