0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1660.0,190.0,4.7172492e+24,1660.0,190.0,4.7172492e+24,1660.0,190.0,4.7172492e+24,1660.0,190.0,4.7172492e+24,1660.0,190.0,4.7172492e+24,1660.0,190.0,4.7172492e+24,1660.0,190.0,4.7172492e+24,2191.0,426.0,1.8679498e+25,2191.0,426.0,1.8679498e+25,2281.0,2461.0,1.24108975e+26
2336.0,180.0,4.970265e+24,2336.0,180.0,4.970265e+24,2336.0,180.0,4.970265e+24,2336.0,180.0,4.970265e+24,2336.0,180.0,4.970265e+24,2336.0,180.0,4.970265e+24,2336.0,180.0,4.970265e+24,3042.0,477.0,2.218594e+25,3042.0,477.0,2.218594e+25,3154.0,3483.0,1.4848526e+26
2741.0,163.0,4.5724017e+24,2741.0,163.0,4.5724017e+24,2741.0,163.0,4.5724017e+24,2741.0,163.0,4.5724017e+24,2741.0,163.0,4.5724017e+24,2741.0,163.0,4.5724017e+24,2741.0,163.0,4.5724017e+24,3633.0,522.0,2.5676265e+25,3633.0,522.0,2.5676265e+25,3756.0,4251.0,1.6541819e+26
2805.0,169.0,5.8149083e+24,2805.0,169.0,5.8149083e+24,2805.0,169.0,5.8149083e+24,2805.0,169.0,5.8149083e+24,2805.0,169.0,5.8149083e+24,2805.0,169.0,5.8149083e+24,2805.0,169.0,5.8149083e+24,3935.0,622.0,3.0307459e+25,3935.0,622.0,3.0307459e+25,4068.0,4708.0,1.5608976e+26
3194.0,173.0,5.723521e+24,3194.0,173.0,5.723521e+24,3194.0,173.0,5.723521e+24,3194.0,173.0,5.723521e+24,3194.0,173.0,5.723521e+24,3194.0,173.0,5.723521e+24,3194.0,173.0,5.723521e+24,4531.0,682.0,3.0310772e+25,4531.0,682.0,3.0310772e+25,4690.0,5515.0,1.734365e+26
3500.0,178.0,5.706559e+24,3500.0,178.0,5.706559e+24,3500.0,178.0,5.706559e+24,3500.0,178.0,5.706559e+24,3500.0,178.0,5.706559e+24,3500.0,178.0,5.706559e+24,3500.0,178.0,5.706559e+24,4983.0,733.0,3.111825e+25,4983.0,733.0,3.111825e+25,5138.0,6050.0,1.8573134e+26
3630.0,174.0,4.9100327e+24,3630.0,174.0,4.9100327e+24,3630.0,174.0,4.9100327e+24,3630.0,174.0,4.9100327e+24,3630.0,174.0,4.9100327e+24,3630.0,174.0,4.9100327e+24,3630.0,174.0,4.9100327e+24,5188.0,755.0,3.1998509e+25,5188.0,755.0,3.1998509e+25,5343.0,6305.0,1.9059325e+26
3293.0,177.0,4.8395736e+24,3293.0,177.0,4.8395736e+24,3293.0,177.0,4.8395736e+24,3293.0,177.0,4.8395736e+24,3293.0,177.0,4.8395736e+24,3293.0,177.0,4.8395736e+24,3293.0,177.0,4.8395736e+24,4746.0,733.0,2.78799e+25,4746.0,733.0,2.78799e+25,4878.0,5724.0,1.628453e+26
2861.0,190.0,8.8514044e+24,2861.0,190.0,8.8514044e+24,2861.0,190.0,8.8514044e+24,2861.0,190.0,8.8514044e+24,2861.0,190.0,8.8514044e+24,2861.0,190.0,8.8514044e+24,2861.0,190.0,8.8514044e+24,4160.0,724.0,3.0718909e+25,4160.0,724.0,3.0718909e+25,4271.0,4951.0,1.4105745e+26
2477.0,198.0,8.622743e+24,2477.0,198.0,8.622743e+24,2477.0,198.0,8.622743e+24,2477.0,198.0,8.622743e+24,2477.0,198.0,8.622743e+24,2477.0,198.0,8.622743e+24,2477.0,198.0,8.622743e+24,3580.0,671.0,2.6970565e+25,3580.0,671.0,2.6970565e+25,3669.0,4178.0,1.21529465e+26
2371.0,187.0,8.974472e+24,2371.0,187.0,8.974472e+24,2371.0,187.0,8.974472e+24,2371.0,187.0,8.974472e+24,2371.0,187.0,8.974472e+24,2371.0,187.0,8.974472e+24,2371.0,187.0,8.974472e+24,3323.0,595.0,2.39738e+25,3323.0,595.0,2.39738e+25,3385.0,3791.0,9.4369955e+25
