0,1,2,3,4,5
0.9319319,0.068068065,0.9205955,0.027295286,0.045905706,0.006203474
0.9261242,0.0738758,0.9158752,0.029850746,0.04613297,0.0081411125
0.8804348,0.11956522,0.84531885,0.048846677,0.09090909,0.014925373
0.89485717,0.105142854,0.8693182,0.04403409,0.08096591,0.0056818184
0.93921334,0.06078665,0.92082113,0.017595308,0.052785926,0.008797654
0.8874092,0.1125908,0.8835098,0.057488654,0.04992436,0.009077156
0.9195531,0.08044693,0.77172506,0.028534371,0.053177692,0.1465629
0.8931217,0.10687831,0.8687351,0.03699284,0.07875895,0.015513127
0.90204084,0.09795918,0.88483465,0.04218928,0.060433295,0.012542759
0.8924623,0.10753769,0.85523385,0.027839644,0.10467706,0.012249443
0.9387331,0.061266873,0.9224537,0.018518519,0.053240743,0.005787037
0.91938776,0.08061224,0.90898746,0.046643913,0.037542664,0.0068259384
0.9334719,0.06652807,0.92201835,0.026376147,0.04701835,0.0045871558
0.9048165,0.095183484,0.87928843,0.031766202,0.07496823,0.013977128
0.92659444,0.073405534,0.9081081,0.032432433,0.048648648,0.010810811
0.9124538,0.08754624,0.89660054,0.031161472,0.063739374,0.008498584
0.8855263,0.114473686,0.8396947,0.05038168,0.097709924,0.0122137405
0.8938619,0.10613811,0.86090773,0.03660322,0.08931186,0.013177159
0.93157893,0.06842105,0.9047619,0.02529762,0.05357143,0.016369049
0.8982188,0.10178117,0.8871201,0.037626628,0.0723589,0.002894356
0.9151436,0.0848564,0.88375556,0.026825633,0.08196721,0.007451565
0.91645247,0.083547555,0.8895349,0.02616279,0.069767445,0.014534884
0.9168798,0.083120205,0.8975469,0.028860029,0.060606062,0.012987013
0.91525424,0.084745765,0.8870728,0.026745914,0.0742942,0.011887073
0.92076504,0.07923497,0.89563864,0.028037382,0.062305298,0.014018691
0.91849935,0.08150065,0.8862974,0.023323616,0.072886296,0.017492712
0.90967745,0.090322584,0.882948,0.018786127,0.085260116,0.01300578
0.9329759,0.06702413,0.92097265,0.02431611,0.045592707,0.009118541
0.9281768,0.0718232,0.9126984,0.01904762,0.06349207,0.004761905
0.9342857,0.065714285,0.91143316,0.0273752,0.046698872,0.014492754
