Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
2,1.7592752372735116,13,0.0007592901326169666,-0.2118678658386708,0.018974332976865533,0.0003796450663084833,387,2282,2318,2039,2.6336504137445313,-1.316825206872263,-1.316825206872263,-1.0000000000000004,1.0000000000000002
3,1.7817028985507246,10,0.0008072962838924898,-0.21313712466510928,0.019553762593705348,0.00040364814194624485,336,2178,2208,1967,2.3736498222558144,-1.1868249111279072,-1.1868249111279072,-1.0000000000000002,1.0000000000000002
4,1.7540322580645162,8,0.0008845346737592114,-0.2318841250670853,0.017305387130374193,0.0004422673368796057,327,1963,1984,1740,2.0867453398826648,-1.0433726699413333,-1.0433726699413333,-1.0000000000000013,1.0000000000000009
5,1.7667364016736402,9,0.000924508844413208,-0.23743703872788693,0.021095158468396154,0.00046225442220660393,308,1893,1912,1689,1.9999999999999991,-1.0000000000000004,1.0000000000000002,1.0,-1.0
6,1.7579957356076759,9,0.0009375977256574272,-0.22916827915049962,0.019190051449167998,0.00046879886282871357,304,1859,1876,1649,1.9041608591349217,-1.0000000000000016,1.0000000000000013,1.0000000000000009,-1.0000000000000009
7,1.8472449536279323,9,0.001008321481237954,-0.3249766168800112,0.048500306805860906,0.0005041607406189772,277,1758,1833,1693,3.176247641372652,1.9962114453611182,-1.5880955729598085,-1.5880955729598085,1.0000000000000018
8,1.8293431553100061,9,0.001123675156824328,-0.31095163910044016,0.04595940452108744,0.000561837578412164,267,1553,1629,1490,3.2100374200509325,1.7878329477761448,-1.6049782329148286,-1.6049782329148286,1.4142135623730958
9,1.8345370978332238,9,0.0012053463192071116,-0.32029243138968916,0.04504346618272367,0.0006026731596035558,244,1455,1523,1397,3.1097808305104273,-1.5548904152552185,-1.5548904152552185,1.4303130746383026,1.4142135623730954
10,1.8213296398891967,9,0.001262182702625916,-0.3176513182074806,0.04277563892442406,0.000631091351312958,236,1372,1444,1315,3.1151102920814426,-1.557555146040721,-1.557555146040721,1.5565444338088017,1.4142135623730956
11,1.8151373074346953,9,0.0012165799647685625,-0.31723721472841254,0.037844045580968315,0.0006082899823842813,245,1421,1493,1355,3.127085104913222,-1.563785525065904,-1.563785525065904,1.5324215292386933,-1.0000000000000013
12,1.8587786259541985,12,0.0011831818115558234,-0.3307452321131458,0.047036732010508134,0.0005915909057779117,251,1477,1572,1461,3.7920252165898956,-1.8960712850992514,-1.8960712850992514,1.385278627868364,-1.0000000000000007
13,1.8411507191994998,12,0.0011521593987481227,-0.3337986528589834,0.04192718169590812,0.0005760796993740612,250,1512,1599,1472,3.6945467438514816,-1.8464347096737077,-1.8464347096737077,1.6396416583334352,-1.0000000000000007
14,1.8528470889315418,14,0.0011862017214670562,-0.30425776714681074,0.04775854721010924,0.0005931008607335281,254,1474,1563,1448,3.871284916382657,-1.9253963324406307,-1.9253963324406307,1.607866969986613,1.0000000000000024
15,1.967005076142132,18,0.0012488921118362741,-0.3216040797192553,0.08957601810592128,0.0006244460559181372,217,1417,1576,1550,4.960176065062991,-2.371168572210257,-2.371168572210257,2.0472651328395117,-1.029699393617115
16,1.9636363636363636,19,0.0011163367615897465,-0.3005176549776539,0.0826116883669269,0.0005581683807948731,227,1599,1760,1728,4.991705263210989,-2.377632002691181,-2.377632002691181,2.1677560706975156,-1.1058993920201323
17,2.069151809832523,19,0.0011184604377473095,-0.3517085500274656,0.13152340216684522,0.0005592302188736548,233,1587,1851,1915,6.07061201329768,-2.912391698042934,-2.912391698042934,2.16659039284772,-1.10345725536093
18,2.077720207253886,19,0.0010770970488615276,-0.36136755849740426,0.13647904058162993,0.0005385485244307636,239,1644,1930,2005,6.146504757922636,-2.9426565873603634,-2.9426565873603634,2.4151700577572703,1.414213562373096
19,2.028727092620109,17,0.0010053157049653664,-0.3591342546147246,0.09507758311438039,0.0005026578524826831,258,1761,2019,2048,5.398378577433164,-2.497834040470308,-2.497834040470308,2.381584503303211,-1.414213562373094
20,2.066355140186916,17,0.000966037933701223,-0.36683748931150056,0.11500478702690839,0.0004830189668506115,271,1835,2140,2211,5.838046533106775,-2.7623201708981213,-2.7623201708981213,2.257446123970515,1.4142135623730974
21,2.0515222482435598,16,0.0009613506317917338,-0.3588622914124962,0.10004342507147335,0.0004806753158958668,266,1863,2135,2190,5.6266380574634836,-2.639970856634596,-2.639970856634596,2.2570105386354355,1.4142135623730983
22,1.9597000937207123,15,0.0009187529740837846,-0.34490063866321946,0.07125000218270194,0.0004593764870418922,305,1932,2134,2091,4.872819444159937,-2.3225060858331945,-2.3225060858331945,2.205879785148047,1.4142135623730963
23,1.9130009775171066,12,0.0009354528007418616,-0.37751491844200613,0.05419491332461881,0.0004677264003709307,278,1931,2046,1957,4.143210501459477,-2.07160698034605,-2.07160698034605,1.700086244273554,1.414213562373096
24,1.9177648919346337,13,0.0010114793733832456,-0.331182426567438,0.059400679519234716,0.0005057396866916228,268,1778,1897,1819,4.1816126346387925,-2.0907962782443312,-2.0907962782443312,1.7189673568160118,1.4142135623730956
25,1.8954177897574125,13,0.001022339692425789,-0.3140093325643303,0.05404304892084219,0.0005111698462128944,264,1753,1855,1758,4.043573233507176,-2.021788798801086,-2.021788798801086,1.5767199296304244,-1.4142135623730945
26,1.8800232964472918,15,0.001095584671589331,-0.29339790220243267,0.04926595617392044,0.0005477923357946655,248,1629,1717,1614,3.7815223226020835,-1.8907651438956459,-1.8907651438956459,1.4354084804020475,-1.4142135623730938
27,1.811272957568081,14,0.001147828236735159,-0.26526513788085354,0.02408865944188535,0.0005739141183675795,243,1535,1579,1430,2.3021338314504027,1.4303857232832016,1.4142135623730958,-1.4142135623730956,-1.1510759781264785
28,1.8468834688346885,13,0.001252124385650636,-0.2863407795394593,0.03776433863737424,0.000626062192825318,234,1424,1476,1363,3.1851511533084507,-1.5769505915553268,-1.5769505915553268,1.000000013449127,-1.0000000000000007
29,1.8289473684210527,13,0.0013379278481500019,-0.2916659814223293,0.034117883113228005,0.0006689639240750009,221,1325,1368,1251,3.048401590789649,-1.506343681589745,-1.506343681589745,1.0000000000000004,1.0000000000000004
30,1.8337012509197939,13,0.001350295471958611,-0.2849730939338362,0.034833987754994356,0.0006751477359793056,216,1304,1359,1246,3.053595326229982,-1.5091299175707031,-1.5091299175707031,1.0,-0.9999999999999998
31,1.8229557389347337,13,0.0013685853895906413,-0.27748028589610857,0.037839560841024605,0.0006842926947953204,223,1268,1333,1215,3.0887309736593367,-1.5234139568284641,-1.5234139568284641,1.2054142337591065,-1.000000000000002
32,1.8029253271747498,12,0.0013890025633087443,-0.27275547180047643,0.041568096723610885,0.0006945012816543721,233,1230,1299,1171,3.223728415504038,-1.5938479589901977,-1.5938479589901977,1.3980202769793417,1.000000000000001
33,1.7518796992481203,10,0.001318193904626125,-0.2904075430110487,0.03905438484945021,0.0006590969523130626,241,1274,1330,1165,3.0736224069953497,-1.536811203497678,-1.536811203497678,1.2599210498948732,1.2521060239923656
34,1.7781132075471697,11,0.001342985806304509,-0.2879614674183283,0.05009644476356513,0.0006714929031522545,237,1253,1325,1178,3.363706289964233,-1.6818531449821161,-1.6818531449821161,1.5795947647883268,1.2599210498948732
35,1.7557603686635945,12,0.0013495467860596422,-0.2612395645397266,0.051613645248988906,0.0006747733930298211,253,1232,1302,1143,3.44897420496771,-1.7244871024838515,-1.7244871024838515,1.5838203612579809,1.2599210498948732
36,1.7924944812362031,13,0.001319951753487631,-0.26603054131154663,0.05820121880359921,0.0006599758767438156,255,1276,1359,1218,3.7806954491330127,-1.8903477245665044,-1.8903477245665044,1.5820962334039756,-1.0000000000000004
37,1.8004640371229699,13,0.001393548016349048,-0.2546700454748146,0.06413845326396724,0.0006967740081745239,246,1203,1293,1164,3.83347279837618,-1.9076483267343498,-1.9076483267343498,1.7099759466766988,-1.0000000000000013
38,1.7872,13,0.0014309047237790232,-0.25555325624720093,0.06986841378283062,0.0007154523618895116,247,1160,1250,1117,3.7726707728112174,-1.866740739718931,-1.866740739718931,1.7099759466766946,1.236766032631353
39,1.7988552739165986,13,0.0014720583256273311,-0.262494933122035,0.05720986387768688,0.0007360291628136656,235,1150,1223,1100,3.3572427831314218,-1.649250256818556,-1.649250256818556,1.5874010519681987,1.409685096480759
40,1.7742998352553543,12,0.0014627368798477774,-0.25267464583878907,0.04904196834348977,0.0007313684399238888,231,1144,1214,1077,3.32722631200834,-1.6342504415095882,-1.6342504415095882,1.5874010519681985,1.3644230341636783
41,1.7850045167118338,12,0.0016139281344591627,-0.25778323708890505,0.053031617345605936,0.0008069640672295812,206,1038,1107,988,3.3279660490645737,-1.63373296098513,-1.63373296098513,1.50821226847334,1.4422495703074087
42,1.7577981651376147,12,0.0016141397292356425,-0.250825228385942,0.048451147582560715,0.0008070698646178212,209,1029,1090,958,3.1196092500668593,-1.5412860927917638,-1.5412860927917638,1.5278111301272141,1.442249570307407
43,1.7313432835820894,11,0.0017244455015757861,-0.2519448093958934,0.028814605219968113,0.0008622227507878932,191,970,1005,870,2.3817748424967053,1.3667125355281822,1.2599210498948743,-1.1454310440807913,-1.1454310440807913
44,1.727177334732424,11,0.0018142619062315377,-0.23546959660831085,0.03125565846228228,0.0009071309531157688,187,922,953,823,2.3513346877207564,1.539613346081975,-1.1756673438603777,-1.1756673438603777,1.0000000000000004
45,1.799618320610687,14,0.0017188331619968356,-0.26318431818631294,0.033104175747954954,0.0008594165809984179,169,1010,1048,943,2.694761695410325,1.539613346081976,-1.2524768279613294,-1.2524768279613294,1.0000000000000016
