graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
1,229.09386722476881,0.9989577097417452,1,1,21,-40,21,-40,21,-40,21,-40,21,-40,21,-40,21,-40,-53,-167,5,-57,0,-65
2,147.50932173933958,0.999184708435538,0,0,18,-20,18,-20,18,-20,18,-20,18,-20,18,-20,18,-20,-36,-111,5,-32,0,-45
3,113.17243480636087,0.9991760284375962,0,0,5,-21,5,-21,5,-21,5,-21,5,-21,5,-21,5,-21,-30,-83,2,-27,0,-32
4,93.39164844888434,0.9993221234827385,0,0,7,-18,7,-18,7,-18,7,-18,7,-18,7,-18,7,-18,-18,-64,1,-27,0,-31
5,1147.3935680489062,0.9918490909355006,1,1,121,92,121,92,121,92,121,92,121,92,121,92,121,92,-624,-672,32,292,0,-477
6,1813.0675663085476,0.9937891263819838,1,1,224,155,224,155,224,155,224,155,224,155,224,155,224,155,-919,-955,68,431,0,-906
7,2177.4384032619614,0.9932863512103518,1,1,185,282,185,282,185,282,185,282,185,282,185,282,185,282,-1141,-979,80,697,0,-1092
8,2524.621555798017,0.9924869798201518,1,1,191,372,191,372,191,372,191,372,191,372,191,372,191,372,-1290,-1005,103,938,0,-1259
9,2662.800968904736,0.9925210369996706,1,1,195,354,195,354,195,354,195,354,195,354,195,354,195,354,-1380,-1073,96,1004,0,-1369
10,2875.495783338936,0.9920440941908958,1,1,189,437,189,437,189,437,189,437,189,437,189,437,189,437,-1457,-1054,106,1119,0,-1478
11,3092.3525025455942,0.9917938569499657,1,1,207,433,207,433,207,433,207,433,207,433,207,433,207,433,-1598,-1132,96,1197,0,-1635
12,2405.911885335787,0.9931375697175239,0,0,159,411,159,411,159,411,159,411,159,411,159,411,159,411,-1006,-567,78,1005,0,-1442
13,1822.8573723689958,0.9924825159883136,0,0,125,364,125,364,125,364,125,364,125,364,125,364,125,364,-635,-288,60,777,0,-1092
14,1603.7761689213366,0.992318626890543,0,0,98,340,98,340,98,340,98,340,98,340,98,340,98,340,-502,-162,50,701,0,-961
15,1408.602853894596,0.9924376037530501,0,0,75,289,75,289,75,289,75,289,75,289,75,289,75,289,-441,-137,39,637,0,-860
16,1358.918319841189,0.9919849902501816,0,0,93,302,93,302,93,302,93,302,93,302,93,302,93,302,-395,-113,34,577,0,-803
17,1306.3230840798917,0.9919845406450463,0,0,73,291,73,291,73,291,73,291,73,291,73,291,73,291,-392,-105,29,572,0,-764
18,1133.719542038506,0.9925707384710456,0,0,79,228,79,228,79,228,79,228,79,228,79,228,79,228,-347,-130,28,494,0,-704
19,1021.9735808718344,0.9924917558499095,0,0,73,224,73,224,73,224,73,224,73,224,73,224,73,224,-323,-116,15,426,0,-597
20,924.1612413426566,0.9929289841205675,0,0,75,188,75,188,75,188,75,188,75,188,75,188,75,188,-285,-111,26,413,0,-550
21,843.6586987639018,0.9934951413457999,0,0,67,168,67,168,67,168,67,168,67,168,67,168,67,168,-270,-110,24,373,0,-508
22,746.5996249664207,0.9942717398404879,0,0,54,121,54,121,54,121,54,121,54,121,54,121,54,121,-269,-133,19,351,0,-470
23,699.6413366861624,0.9943314349365768,0,0,46,114,46,114,46,114,46,114,46,114,46,114,46,114,-249,-116,21,330,0,-446
24,629.731688896152,0.9950718746232201,0,0,42,84,42,84,42,84,42,84,42,84,42,84,42,84,-241,-135,14,292,0,-416
25,643.0233277261409,0.9943112035520855,0,0,62,77,62,77,62,77,62,77,62,77,62,77,62,77,-241,-119,19,287,0,-436
26,616.8006160827014,0.9941585651643043,0,0,52,88,52,88,52,88,52,88,52,88,52,88,52,88,-213,-91,21,300,0,-404
27,608.4167979272104,0.9942464067165492,1,1,49,85,49,85,49,85,49,85,49,85,49,85,49,85,-217,-97,19,289,0,-403
28,659.8083054948611,0.9931630107818284,0,0,59,117,59,117,59,117,59,117,59,117,59,117,59,117,-214,-85,20,306,0,-410
29,653.8967808454175,0.9948049076733881,1,1,54,109,54,109,54,109,54,109,54,109,54,109,54,109,-235,-134,14,280,0,-415
30,701.8276141617683,0.9943987202501908,1,1,57,111,57,111,57,111,57,111,57,111,57,111,57,111,-269,-183,23,308,0,-427
31,717.1826824456932,0.9941784446208014,1,1,58,137,58,137,58,137,58,137,58,137,58,137,58,137,-275,-167,16,283,0,-419
32,717.4754351195586,0.9953822630571773,1,1,69,84,69,84,69,84,69,84,69,84,69,84,69,84,-324,-304,20,254,0,-412
33,768.1946367946082,0.9952073088867317,1,1,69,107,69,107,69,107,69,107,69,107,69,107,69,107,-351,-301,19,277,0,-431
34,806.1327434114062,0.9947857842587403,0,0,66,116,66,116,66,116,66,116,66,116,66,116,66,116,-356,-304,27,322,0,-449
35,774.5592294976543,0.9950609638284708,0,0,74,122,74,122,74,122,74,122,74,122,74,122,74,122,-344,-295,18,276,0,-419
36,711.3093560470015,0.994981321598967,0,0,67,93,67,93,67,93,67,93,67,93,67,93,67,93,-306,-242,25,301,0,-413
37,638.790262918902,0.9953327222653615,0,0,56,50,56,50,56,50,56,50,56,50,56,50,56,50,-289,-234,22,276,0,-392
38,589.9313519385116,0.9954431576699366,0,0,52,47,52,47,52,47,52,47,52,47,52,47,52,47,-276,-230,14,234,0,-360
39,516.8897367911264,0.9943324360336204,0,0,50,78,50,78,50,78,50,78,50,78,50,78,50,78,-199,-130,15,219,0,-320
40,472.66901738954715,0.9944210531468709,0,0,34,56,34,56,34,56,34,56,34,56,34,56,34,56,-193,-121,16,225,0,-301
41,486.0565810685007,0.9939822920324266,0,0,54,69,54,69,54,69,54,69,54,69,54,69,54,69,-158,-88,18,214,0,-322
42,513.826819074287,0.993219697138723,1,1,49,74,49,74,49,74,49,74,49,74,49,74,49,74,-180,-86,17,235,0,-337
