Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
0,1.6444444444444444,4,0.009186840471756674,-0.2288976066156869,0.0,0.004593420235878337,34,178,180,148,1.0,-1.0,1.0,-1.0,0.0
1,1.6630434782608696,5,0.009087669280114041,-0.27289872453321296,0.0,0.0045438346400570205,35,180,184,153,1.0,-1.0,1.0,-1.0,1.0
2,1.7053571428571428,5,0.007647341447789881,-0.23980857178998008,0.0,0.003823670723894939,38,220,224,191,1.0,-1.0,1.0,-1.0,1.0
3,1.8346456692913387,9,0.007251563910242441,-0.13345264551553324,0.018459309719152238,0.0036257819551212224,37,248,254,233,-1.4142135623730951,1.414213562373095,1.0,-1.0,1.0
4,1.8489208633093526,9,0.006674804560683583,-0.14320326502213127,0.03063588815068277,0.0033374022803417916,43,271,278,257,-1.4142135623730951,1.414213562373095,1.0,-1.0,1.0
5,1.8046875,9,0.007077205882352939,-0.08550326604321108,0.02230506777466696,0.0035386029411764706,47,247,256,231,-1.4142135623730951,1.414213562373095,1.0,-1.0,1.0
6,1.8333333333333333,9,0.0069708491761723695,-0.023350831452130405,0.011402958657985879,0.003485424588086185,44,256,264,242,-1.4142135623730951,1.414213562373095,1.0,-1.0,1.0
7,1.8690909090909091,8,0.006821499668214996,0.008656617810794095,0.010938719782152249,0.003410749834107498,44,264,275,257,1.0,-1.0,1.0,-1.0,1.0
8,1.8566775244299674,9,0.006067573609248259,0.0077575427171353685,0.009793366971802945,0.0030337868046241296,49,295,307,285,1.0,-1.0,1.0,-1.0,1.0
9,1.8280254777070064,8,0.005840336989479253,0.01499614356647479,0.02337438495477128,0.0029201684947396268,55,301,314,287,1.0,-1.0,1.0,-1.0,1.0
10,1.7865168539325842,8,0.005032441842063617,0.04520820886352118,0.012175253976926306,0.002516220921031809,67,339,356,318,1.0,-1.0,1.0,-1.0,1.0
11,1.8297872340425532,8,0.004879432624113475,0.016987619793587108,0.014188716312136683,0.0024397163120567374,63,359,376,344,1.0,-1.0,1.0,-1.0,1.0
12,1.79,8,0.004486215538847118,0.003922254420408498,0.02175718639772066,0.002243107769423559,70,391,400,358,1.0,-1.0,1.0,-1.0,1.0
13,1.8141809290953546,8,0.004446521885037632,0.0011467428492863338,0.022920117693407526,0.002223260942518817,65,405,409,371,1.0,-1.0,1.0,-1.0,1.0
14,1.8726415094339623,7,0.004427048485659485,-0.005981915055187645,0.030743581264572068,0.0022135242428297426,62,417,424,397,1.0,-1.0,1.0,-1.0,1.0
15,1.922077922077922,7,0.0041693664253317185,-0.02409054720693226,0.03471664640286207,0.0020846832126658593,61,453,462,444,1.0,-1.0,1.0,-1.0,1.0
16,1.9755600814663952,9,0.004031755268298766,-0.09894961811493055,0.037744654747406015,0.002015877634149383,58,480,491,485,1.0,-1.0,1.0,-1.0,1.0
17,1.9284294234592445,9,0.003841492875416821,-0.13449794197333811,0.01951181854672096,0.0019207464377084108,62,495,503,485,1.0,-1.0,1.0,-1.0,1.0
18,1.9225589225589226,9,0.003242089245461927,-0.1784940442328683,0.018214245626339266,0.0016210446227309635,73,587,594,571,-1.4142135623730951,1.414213562373095,1.0,-1.0,1.0
19,1.8275449101796408,11,0.002191300851534341,-0.11735171303029678,0.018382907748462577,0.0010956504257671707,156,787,835,763,1.4970940487627926,1.4142135623730965,-1.4142135623730954,-1.4142135623730951,1.414213562373095
20,1.819915254237288,12,0.0019299207362007298,-0.09790414088328106,0.026000113848092435,0.0009649603681003649,192,879,944,859,1.4970940487627975,1.4142135623730971,-1.414213562373095,-1.4142135623730945,1.4142135623730938
21,1.7916666666666667,12,0.0017792121813968882,-0.09553639642974379,0.02719603288997876,0.0008896060906984442,223,936,1008,903,1.497094048762797,-1.414213562373096,1.414213562373096,1.4142135623730958,-1.4142135623730958
22,1.7658536585365854,12,0.0017244664634146342,-0.11412428535390375,0.027069155409982185,0.0008622332317073171,234,953,1025,905,1.4970940487627942,-1.4142135623730951,-1.4142135623730951,1.414213562373095,1.414213562373095
23,1.7412935323383085,13,0.0017343561079066815,-0.0885452888220432,0.02857927823994854,0.0008671780539533408,239,938,1005,875,-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,1.414213562373095
