Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
0,1.8194805194805195,24,0.0011822485506696031,-0.24183551568720543,0.02263161885093712,0.0005911242753348017,214,1491,1540,1401,2.6580539672124575,1.9999999999999982,1.610182791071391,-1.4142135623730951,1.4142135623730936
1,1.8201669877970457,25,0.001169773128404271,-0.24195142811026182,0.02101173286770776,0.0005848865642021355,217,1507,1557,1417,2.6580539672124597,2.0000000000000004,1.6101827910713875,-1.4142135623730956,1.414213562373095
2,1.8358340688437775,18,0.0016217615449149979,-0.3195739372248262,0.011326365477083763,0.0008108807724574989,132,1110,1133,1040,1.9495476375354288,-1.414213562373096,1.4142135623730956,1.000000000000001,1.0000000000000009
3,1.8408071748878925,16,0.002066001318617163,-0.33491777801858585,0.011585244422872332,0.0010330006593085815,98,872,892,821,1.9438231774462813,-1.4142135623730951,1.414213562373095,1.0000000000000002,1.0
4,1.816689466484268,15,0.002488615707512696,-0.31962079535172533,0.014365167119723438,0.001244307853756348,87,716,731,664,1.9041608591349228,1.0000000000000013,-1.0000000000000009,1.0,-1.0
5,1.7505112474437627,10,0.003587113211974923,-0.3779239751721995,0.023588062283356998,0.0017935566059874618,80,474,489,428,1.904160859134921,1.0,-1.0,1.0,1.0
6,1.7724288840262583,11,0.003886905447426005,-0.38678323091006694,0.020861621552144227,0.0019434527237130023,68,443,457,405,1.9041608591349228,1.0,-1.0,-1.0,1.0
7,1.6635514018691588,9,0.005198598130841121,-0.36773582663457116,0.023480544865921445,0.0025992990654205607,66,311,321,267,1.7963219032594442,1.0,1.0,1.0,1.0
8,1.6567656765676568,9,0.005485979061482307,-0.3711691907149494,0.02487775141991535,0.0027429895307411536,63,293,303,251,1.79632190325944,1.0,1.0,0.9999999999999999,-0.9999999999999993
9,1.6852459016393442,9,0.0055435720448662636,-0.4045206640057512,0.024711350099534447,0.002771786022433132,60,295,305,257,1.7963219032594449,-1.000000000000001,1.0,1.0,0.9999999999999982
10,1.6643835616438356,8,0.005719531139669538,-0.4122521734644602,0.015990122076227752,0.002859765569834769,58,286,292,243,1.5213797068045687,1.0,-1.0,1.0,1.0
11,1.6199095022624435,7,0.007363225010283832,-0.4513391469680736,0.0,0.003681612505141917,47,219,221,179,1.0,-1.0,1.0,-1.0,1.0
12,1.670995670995671,7,0.007265198569546396,-0.46719351699596834,0.0,0.003632599284773198,42,230,231,193,1.0,-1.0,1.0,0.0,0.0
13,1.7806451612903227,8,0.005762605699968682,-0.4688550593963909,0.02581617783881051,0.002881302849984341,41,309,310,276,1.0,-1.0,0.0,0.0,0.0
14,1.795275590551181,8,0.004724409448818898,-0.45452189116915087,0.031506089131246987,0.002362204724409449,53,375,381,342,1.521379706804566,1.0,-1.0,-0.7606898534022841,-0.7606898534022841
15,1.7583892617449663,9,0.0039425768200559794,-0.42525404913538817,0.026853763789668625,0.0019712884100279893,68,441,447,393,1.5213797068045687,1.0,-1.0,-0.7606898534022838,-0.7606898534022838
16,1.7372881355932204,8,0.0036885098420238226,-0.4032590865642778,0.030382897210108353,0.001844254921011911,78,467,472,410,1.259921049894873,1.0,-1.0,-0.6299605249474365,-0.6299605249474365
17,1.7206477732793521,9,0.0034901577551305326,-0.3946398888813767,0.03307891136066355,0.0017450788775652658,87,486,494,425,1.6716998816571598,-0.9999999999999998,0.9999999999999998,-0.83584994082858,-0.83584994082858
18,1.7137096774193548,8,0.0034620397523623335,-0.38978015665268134,0.035634239624410265,0.0017310198761811666,90,486,496,425,1.7963219032594413,-1.0000000000000002,1.0,-0.8981609516297215,-0.8981609516297215
19,1.6885245901639345,8,0.003467196283704178,-0.38148140111624806,0.032790614332853796,0.0017335981418520887,95,480,488,412,1.6716998816571627,1.0,-1.0,-0.8358499408285822,-0.8358499408285822
20,1.60613810741688,7,0.004118302839530461,-0.31143412705667445,0.011937308082098003,0.0020591514197652303,92,383,391,314,1.6716998816571598,-0.9999999999999998,0.9999999999999996,-0.83584994082858,-0.83584994082858
21,1.5891238670694865,7,0.004815526869907534,-0.30916130780923795,0.014102554196511127,0.0024077634349537673,79,324,331,263,1.6716998816571613,-0.8358499408285807,-0.8358499408285807,-1.4538216227420728e-10,1.453743180470762e-10
22,1.6074766355140186,6,0.005023364485981309,-0.3096593272453917,0.014542129341961956,0.0025116822429906544,73,314,321,258,1.6716998816571607,-0.8358499408285813,-0.8358499408285813,-6.09479574456389e-09,6.0947953473892594e-09
23,1.6194029850746268,6,0.006065179719380626,-0.2984845276772713,0.02426456252843186,0.0030325898596903125,61,261,268,217,1.6716998816571609,-0.8358499408285802,-0.8358499408285802,1.4320342881585344e-08,-1.4320342869059513e-08
24,1.6305220883534137,6,0.006574685840134731,-0.2973759290110038,0.023442562520613858,0.0032873429200673664,56,243,249,203,1.4422495703074105,-0.7211247851537046,-0.7211247851537046,3.640208794120081e-17,0.0
25,1.6186770428015564,6,0.00632295719844358,-0.2928925746979937,0.014926042442807076,0.00316147859922179,58,251,257,208,1.4422495703074105,-0.7211247851537044,-0.7211247851537044,2.314095542803452e-08,-2.3140955172507872e-08
26,1.628691983122363,6,0.006901237216620181,-0.2956535166172438,0.013371263911554123,0.003450618608310091,50,233,237,193,1.2599210498948739,-0.6299605249474372,-0.6299605249474372,1.5712461171567271e-16,0.0
27,1.6372093023255814,6,0.0076505107585307505,-0.30595184890317373,0.0,0.003825255379265377,45,215,215,176,0.0,0.0,0.0,0.0,0.0
28,1.625,6,0.00785024154589372,-0.30056128245646824,0.0,0.00392512077294686,45,208,208,169,0.0,0.0,0.0,0.0,0.0
29,1.6097560975609757,6,0.009875804279515187,-0.3122861306290241,0.0,0.004937902139757594,36,164,164,132,0.0,0.0,0.0,0.0,0.0
30,1.617283950617284,6,0.010045241929299899,-0.30880765728894805,0.012354009430032821,0.00502262096464995,35,162,162,131,0.0,0.0,0.0,0.0,0.0
31,1.6305732484076434,5,0.01045239261799771,-0.3343532085299124,0.012747019434917524,0.005226196308998857,33,157,157,128,0.0,0.0,0.0,0.0,0.0
32,1.6233766233766234,6,0.010610304727951787,-0.32905754394215375,0.012994204024104358,0.005305152363975893,35,154,154,125,0.0,0.0,0.0,0.0,0.0
33,1.6233766233766234,6,0.010610304727951785,-0.3441171083996249,0.01299493189737092,0.005305152363975893,34,154,154,125,0.0,0.0,0.0,0.0,0.0
