dataset,decay_factor,alpha,beta,mean_precision,std_precision,mode_precision,min_precision,max_precision,mean_recall,std_recall,mode_recall,min_recall,max_recall,mean_f1,std_f1,mode_f1,min_f1,max_f1
networkiconomi,0,0,0.1,0.06811093887197876,0.05530723169795751,0.0,0.0,0.35294117647058826,0.018404891985201604,0.017511273202640273,0.0,0.0,0.10638297872340426,0.028539834405729898,0.026017856709712482,0.0,0.0,0.15384615384615385
networkiconomi,0,0,0.25,0.06909031606685022,0.05472035076194923,0.0,0.0,0.3333333333333333,0.01887839394826058,0.01762595408445244,0.0,0.0,0.10714285714285714,0.029203173301235154,0.02605152201470168,0.0,0.0,0.15189873417721517
networkiconomi,0,0,0.5,0.07225434380716249,0.057471994815088794,0.0,0.0,0.3888888888888889,0.01990687332122587,0.01918476507753111,0.0,0.0,0.14893617021276595,0.030749745161860388,0.028177966919808974,0.0,0.0,0.21538461538461537
networkiconomi,0,0,0.75,0.08687660829472652,0.06201867769013824,0.0,0.0,0.4,0.023675087780114533,0.021296437262903048,0.0,0.0,0.17647058823529413,0.036594126128285075,0.03072389641025561,0.0,0.0,0.22857142857142856
networkiconomi,0,0,1.0,0.10526334271243767,0.06889911787934999,0.0,0.0,0.4444444444444444,0.02818741830040417,0.022689059978182123,0.0,0.0,0.1320754716981132,0.043781177951155784,0.03331932341816531,0.0,0.0,0.19148936170212763
networkiconomi,0,0,2.0,0.18715209217531234,0.08884700960430877,0.16666666666666666,0.0,0.5,0.04920484955493563,0.030189220833594682,0.0,0.0,0.18,0.07668670359640635,0.043503534250069406,0.0,0.0,0.25675675675675674
networkiconomi,0,0,3.0,0.2689820248951051,0.10695182010880648,0.2,0.0,0.6666666666666666,0.06939907737118453,0.03592646502376182,0.0625,0.0,0.24,0.10858871982194582,0.05154662856710719,0.18181818181818182,0.0,0.3380281690140845
networkiconomi,0,0,5.0,0.324227141064172,0.11664195882966623,0.3333333333333333,0.11764705882352941,0.7333333333333333,0.08338209241841432,0.04008828504179649,0.125,0.02276707530647986,0.29411764705882354,0.1305248442876274,0.056855035654593586,0.10526315789473684,0.04166666666666667,0.35714285714285715
networkiconomi,0,0.1,0,0.06136101506999141,0.05418208627162458,0.0,0.0,0.3,0.01695254356868694,0.017960913879598597,0.0,0.0,0.125,0.026138866423647274,0.026312361109225333,0.0,0.0,0.17647058823529413
networkiconomi,0,0.1,0.1,0.06198559968990673,0.051074586985823574,0.0,0.0,0.3333333333333333,0.016838252638547855,0.016102569154546977,0.0,0.0,0.1,0.02609015579124299,0.02390063700323441,0.0,0.0,0.15384615384615383
