0,1,2,3,4,5
0.96456695,0.035433073,0.9494585,0.0036101083,0.039711192,0.0072202166
0.97402596,0.025974026,0.96747965,0.0040650405,0.020325202,0.008130081
0.96135265,0.038647342,0.94859815,0.009345794,0.028037382,0.014018691
0.9516129,0.048387095,0.9402174,0.0,0.05978261,0.0
0.93413174,0.065868266,0.9074074,0.018518519,0.06790123,0.0061728396
0.9870968,0.012903226,0.96575344,0.0,0.01369863,0.020547945
0.9528302,0.047169812,0.9574468,0.010638298,0.031914894,0.0
0.9339623,0.06603774,0.9139785,0.0,0.07526882,0.010752688
0.91150445,0.088495575,0.8958333,0.03125,0.072916664,0.0
0.9059829,0.094017096,0.8224299,0.028037382,0.14018692,0.009345794
0.89908254,0.10091743,0.8611111,0.009259259,0.11111111,0.018518519
0.91588783,0.08411215,0.9238095,0.01904762,0.057142857,0.0
0.9380531,0.061946902,0.89908254,0.0091743115,0.07339449,0.018348623
0.88235295,0.11764706,0.76296294,0.05925926,0.17037037,0.0074074073
0.765,0.235,0.64356434,0.06930693,0.16831683,0.11881188
0.9241706,0.07582939,0.88372093,0.004651163,0.07906977,0.03255814
0.91855204,0.08144797,0.88839287,0.008928572,0.07589286,0.026785715
0.9292035,0.07079646,0.9122807,0.02631579,0.05263158,0.00877193
0.92116183,0.07883818,0.902439,0.024390243,0.05691057,0.016260162
0.96694213,0.03305785,0.94758064,0.0,0.03629032,0.016129032
0.9194915,0.08050848,0.9198312,0.016877636,0.06329114,0.0
0.85714287,0.14285715,0.8453608,0.020618556,0.12371134,0.010309278
0.8578199,0.1421801,0.8168317,0.00990099,0.14356436,0.02970297
0.9126214,0.08737864,0.91709846,0.041450776,0.041450776,0.0
0.84753364,0.15246637,0.8357488,0.0,0.16425121,0.0
0.9569378,0.043062203,0.9285714,0.0051020407,0.06632653,0.0
0.8831169,0.116883114,0.8511628,0.009302326,0.11627907,0.023255814
0.93333334,0.06666667,0.9362745,0.024509804,0.039215688,0.0
0.9478673,0.0521327,0.93121696,0.01058201,0.04761905,0.01058201
0.8333333,0.16666667,0.7348837,0.013953488,0.23255815,0.018604651
0.8020833,0.19791667,0.6862069,0.024137931,0.26206896,0.027586207
0.9283154,0.07168459,0.9049296,0.017605634,0.059859157,0.017605634
0.89341694,0.106583074,0.8440367,0.01529052,0.119266056,0.021406727
0.89442813,0.10557185,0.8587896,0.017291067,0.09798271,0.0259366
0.88372093,0.11627907,0.86410254,0.015384615,0.11794872,0.0025641026
0.9182692,0.08173077,0.89302325,0.009302326,0.0883721,0.009302326
0.9488491,0.051150896,0.94513714,0.0049875313,0.04488778,0.0049875313
