Subgraph 1,Subgraph 2,Subgraph 3,Subgraph 4
1483541,3034239,627150364,330320,80,18440292,1093811500,191594847011,139275,178946,344384,200614545,995139,3976876,23565,33075,12195,47877,27383,7826,1969
1702981,3422765,769776208,387836,108,24077404,1318825499,251588415950,183609,220006,390400,251881405,1229117,4911608,37836,46079,13086,57384,33630,8398,2107
1430606,2590854,582916904,296132,100,28322672,898906881,172874673855,88347,122293,253580,174734760,1665078,6655672,34425,37500,6372,92049,60254,7646,1919
904704,1524567,284407620,167112,80,21909776,407219627,65840228032,49164,68812,144144,76986920,1383019,5523796,26976,25364,648,93024,63483,15,10
680681,1051736,185769344,108392,48,14009656,243236533,37329115096,21324,34317,80404,43230970,884654,3533516,17490,15730,501,59137,40197,10,5
575438,861510,145144476,92624,36,10684548,184709334,26904038138,23175,30730,61120,34021535,766556,3063224,11169,10941,1803,56477,37800,5,5
490041,707603,114146144,65612,24,8102048,139755416,19540872116,18099,22848,43128,22153005,546352,2183628,5352,5593,1656,38139,25520,0,5
478058,648045,110360656,58832,12,7490392,126639352,18696736406,13113,18056,37256,19490090,512482,2049028,375,1900,1638,35544,23583,0,0
412707,561463,88803700,51936,16,5673340,102468811,14012849394,9471,15229,35660,15661960,388696,1554724,666,1919,1527,26347,17456,0,0
344590,452080,67349428,45588,16,4317852,74942457,9677632796,7299,12565,30796,12485945,240810,963160,630,1780,1392,14434,9469,0,0
263319,310410,45327284,29664,8,2193968,45052271,5721652596,5193,7753,17164,7089810,88519,354076,498,1077,3,3437,2590,0,0
233299,289697,37537340,21188,4,1970508,39347733,4444210809,4899,6648,13528,4771865,75223,300892,246,579,3,2924,2233,0,0
166597,200315,22333212,11192,0,1006244,22882580,2217937291,2337,3488,7720,2083055,21635,86540,0,155,0,501,394,0,0
131167,160320,15610428,5976,0,642472,16363675,1378208713,1707,2124,3944,1014735,12329,49296,0,50,0,252,168,0,0
101786,127501,10555744,5220,0,506152,11378734,816609389,0,882,3528,780355,10593,42372,0,50,0,252,168,0,0
104094,139721,10746324,6004,0,853224,12447330,831844381,0,1025,4100,933600,34702,138808,0,75,0,1680,1120,0,0
101501,135801,10453596,5956,0,816144,12110652,804609799,0,1023,4092,918690,42559,170236,0,75,0,2448,1632,0,0
94811,130376,9376728,6696,0,806116,11224999,694958770,0,1143,4572,995225,45676,182704,0,105,0,2907,1938,0,0
90543,121732,8789832,6556,0,696556,10275718,638345946,0,1096,4384,953925,35862,143448,0,105,0,2040,1360,0,0
186778,219947,27509456,11012,0,1141656,27489633,2952699386,0,1577,6308,2359560,70935,283720,0,140,0,3423,2282,0,0
233923,284603,38310072,17200,0,2040280,39401140,4581695115,1068,3129,9668,4057435,165343,661352,0,275,0,10965,7450,0,0
249360,305471,42036660,19992,4,2231608,43631674,5181317008,2301,4684,12600,4738180,139182,555668,0,345,1281,8582,5277,0,120
275434,333215,49602124,19568,4,1752884,50962454,6485471892,0,3104,12416,4862770,86210,344420,0,305,1356,4273,2246,0,90
264738,300451,47089676,25712,4,1270764,45408873,6058283203,1236,4432,14432,6384295,53539,213816,0,555,1332,2529,1094,0,70
261595,303201,46369584,28572,8,1071812,45684308,5940661920,2700,6589,19156,7142880,46194,184476,1227,1508,1311,2203,1021,0,70
264421,299565,47356432,30340,8,914836,45540091,6114219113,3927,7127,18036,7668280,40425,161420,1236,1599,1308,1931,831,0,65
154890,251215,20679960,20380,8,629320,28980622,2028281943,2970,6117,16548,3909730,28903,115192,936,1224,942,1558,765,0,0
130116,218666,15942612,15176,0,398048,23252402,1436304415,1848,4853,14484,2670395,14507,57648,0,395,0,342,293,0,0
120447,202912,14190624,10028,0,350508,20803455,1230003927,4119,4950,8816,1707920,12746,50844,0,180,0,240,200,0,0
96738,166488,9975276,5892,4,366456,15011577,766425772,1416,2470,6104,894125,12398,49592,732,558,0,360,320,0,5
106916,181578,11422328,4120,4,565616,17037635,914030439,1470,1982,4008,650235,19320,77280,765,535,0,660,540,0,5
109550,180601,11654408,5432,0,948292,16839874,930465749,732,1396,3632,833385,44916,179664,0,50,0,2448,1717,0,0
114712,187081,12593672,5564,0,911444,17955908,1034411938,756,1421,3668,878230,41176,164704,0,50,0,2040,1440,0,0
110867,187134,12123044,4432,0,791300,17795012,987641658,747,1251,3012,686835,39810,159240,0,30,0,2040,1440,0,0
123567,193635,14321080,7996,0,962360,19385339,1232061831,783,1764,4968,1337220,57723,230892,0,105,0,3420,2375,0,0
126747,198726,14934936,9224,0,937192,20201500,1304193393,798,1959,5708,1571000,52588,210352,0,140,0,2907,2028,0,0
117367,184283,13258196,8624,0,899068,17965354,1111947273,1560,2372,5328,1441560,55715,222080,0,140,0,3420,2380,0,0
108209,172323,11813640,9332,0,742864,16189903,955567478,1497,2451,5812,1503135,52669,209896,0,180,0,3420,2380,0,0
132579,204392,16195948,13836,0,923776,21374488,1456799631,2523,3753,8284,2479020,83085,331380,0,330,0,6072,4168,0,0
134956,191139,16545468,15092,0,936936,20039022,1496407282,2607,3790,8208,2723045,65640,262120,0,390,0,3990,2665,0,0
118283,160280,13401636,12972,0,882660,15563025,1126019005,2427,3308,6760,2178240,56100,224000,0,330,0,3420,2285,0,0
102765,137345,10783492,11056,0,704312,12365513,842006340,2253,2917,5660,1725075,38257,152688,0,275,0,2040,1370,0,0
102630,151860,10776320,12048,4,721088,13824212,842674420,1449,2712,6984,1879350,42212,168848,750,825,3,2450,1722,0,0
107671,143316,11683376,12384,4,675896,13418849,938906910,1497,2603,6420,1985960,34487,137948,771,839,3,1685,1202,0,0
117688,152011,13270220,12908,4,846512,14753774,1109471274,756,2128,6496,2159430,40970,163880,804,861,3,2045,1442,0,0
103162,137720,10800804,14292,8,642652,12459556,842091417,894,2437,7364,2201405,22419,89416,750,950,861,1402,607,0,60
99335,116207,10283568,15276,8,568008,10233300,788413512,879,2309,6892,2291025,18568,74032,738,1017,849,1196,470,0,55
95051,110726,9483564,15156,8,725824,9346417,704057119,1863,3192,7800,2175910,32655,130620,717,1013,819,2184,1312,0,75
94376,114402,9369004,14156,8,749680,9605650,692866225,4179,4679,7572,2015940,36924,147676,720,945,813,2537,1570,0,80
89316,103407,8667312,11924,0,627436,8526445,625650849,4203,4843,8164,1645810,28064,112236,0,350,0,1365,1195,0,0
86371,108072,8393028,10788,0,474892,8954659,603897404,4233,4805,7932,1477440,21099,84316,0,295,0,861,764,0,0
78652,102688,7418272,9208,0,309288,8283312,515180050,4380,4305,5540,1232410,14881,59424,0,235,0,507,448,0,0
74867,94141,7007000,6124,4,194760,7515948,479053737,4530,3758,2952,825490,11783,47132,654,536,9,318,278,0,0
90905,117293,9447980,9688,4,218204,10389911,714106420,7164,6212,5744,1443170,14793,59152,723,707,9,366,360,0,0
96193,132907,10289792,11956,4,217196,12142886,800690153,8148,7256,7296,1834570,11507,46008,744,826,9,222,214,0,0
157426,199894,21830276,26852,4,329188,23573572,2181265440,11457,11200,14248,5320445,17944,71756,954,1686,6,247,222,0,0
340264,469972,68827404,56252,4,2063368,80402047,10074960805,25122,25054,33224,16382720,159120,633820,1401,3114,6,5272,3802,0,0
421648,613562,92069352,64204,4,5717772,112885530,14778012158,39792,36482,39816,20512710,381725,1518720,1542,3358,6,16867,11922,0,0
418317,609540,87923072,67204,4,8124720,108122220,13793328355,39282,36623,41740,21083370,451502,1797148,1515,3655,6,21727,15197,0,0
465207,694100,99798236,68076,4,12098940,126446190,16159444325,32865,32954,44176,22114210,596648,2376952,1575,3535,6,29512,20562,0,0
589040,916198,124833240,54108,4,31291628,169012832,20272990145,29433,30228,42424,17789555,1468274,5858356,1647,2383,6,108826,74298,0,0
848900,1242326,188840084,76212,20,73712616,241924689,31173046055,48438,46844,58208,25878400,4033283,16107372,5184,5421,4749,492670,329591,0,465
943252,1331213,212885404,75548,32,94100364,255312402,35158618759,46458,46227,61020,24168980,6793421,27144224,6285,5975,7995,1152950,769250,0,1160
894353,1134249,203745844,55960,28,80744972,207037760,34992890638,42441,39575,45124,16168580,7297752,29168068,3684,3581,8298,1404213,935699,0,1370
890478,1095831,212274024,44408,16,69332524,205439611,38693880970,24207,24915,35108,13346010,7399402,29572508,2196,2134,2856,1471001,982173,0,745
928921,1114542,228530044,41560,12,69845024,215157710,43052708766,22083,22396,30696,12709085,7502683,29977972,2211,2099,1749,1458872,973139,0,690
896549,1067033,217544096,40580,12,64224664,200465488,40669127048,26316,25142,30392,12047025,7167868,28644312,2097,2023,1722,1438001,959212,0,690
667243,787867,138376384,22844,8,40059468,125644170,22328049617,17289,15620,16376,5391850,4602168,18387032,864,836,1500,986503,657992,0,615
366227,434874,51670712,13052,0,15556656,47507403,5661576576,10698,9530,9592,2186775,1275096,5090684,0,190,0,225480,150590,0,0
247264,332833,26265332,9272,0,8846924,29676569,2127954777,10116,8505,7044,1376375,379632,1513248,0,85,0,36783,24752,0,0
204059,297248,19687904,8924,0,6441124,25356115,1499267911,9837,8287,6916,1184385,225239,898136,0,75,0,19590,13345,0,0
223003,356501,24736028,12200,0,6783700,34744633,2218063547,11967,10624,10584,1946625,182224,725636,0,130,0,9798,7062,0,0
237332,390177,28525000,16944,0,7039548,41143806,2790669291,14655,13632,15448,3015390,174795,696280,0,255,0,7047,5348,0,0
283661,490600,38253136,17228,0,9301408,58214359,4169974883,10809,11192,15944,3585590,247601,987544,0,235,0,11880,8520,0,0
407400,711404,71005144,24000,0,12508320,109023159,9867668886,13341,14147,21012,6543775,299230,1193980,0,335,0,11247,8088,0,0
650368,1223152,143034292,61852,16,28486464,234438780,24747697281,37164,37328,50208,21004190,822560,3283460,5241,4914,945,37605,25435,0,115
797339,1439912,192101136,96996,32,41631668,303283670,36375007322,56193,57240,79112,36126285,1221101,4875084,8025,8255,4104,55494,36687,0,320
894355,1649047,220452516,123248,48,59732076,357661908,42984848446,78414,81176,115600,45814825,1918958,7661352,11793,11912,5892,92533,62335,0,530
1074072,2057870,260640872,166016,52,112572824,442213811,48743750600,98295,103109,150316,58200055,4527972,18077648,12906,14634,9975,328799,220201,0,1120
1111479,2107537,270222708,156932,48,121189872,458675784,50600440399,90114,97198,148488,54766120,4791240,19134000,12918,13692,3021,335107,226717,0,290
1102836,2018643,258744048,147376,48,124914336,426541746,46143720533,91152,96440,142688,49250280,4928682,19692628,12804,13016,3195,351192,238093,0,310
966747,1653368,202635196,119048,44,110129064,313837851,31714091280,64791,71360,112664,35778730,4183744,16718156,10413,10267,3240,292746,198119,0,250
702828,1023157,120426508,57256,28,68415632,160198529,15230121864,44940,43562,54408,13867045,2360956,9433944,5328,4637,1392,152002,103831,0,125
591413,809442,91456364,30316,12,50856356,113904167,10380457637,21606,21293,27556,6442535,1567836,6261304,2247,1848,3,89321,60781,0,5
555405,761009,84427192,28016,16,46491272,103797671,9527837727,16503,16542,22160,5682635,1524345,6086480,1851,1649,3306,91991,60653,0,335
339957,505012,39990744,16840,36,19874632,55192693,3576628975,4983,6227,11620,2978550,616082,2455768,4905,3490,4293,39612,24870,10,525
272860,385590,28399124,13232,36,14127980,36928280,2233850045,8643,7988,8904,2059795,413881,1649004,4248,2997,3744,25599,15727,10,435
216363,293269,19927860,12464,36,9711392,25015760,1378182613,7326,7010,8504,1681965,270667,1077588,3888,2777,3438,16791,10101,10,390
209009,282522,19034468,14260,36,8613736,23715514,1300392465,9777,9357,11356,1839820,257021,1023344,3708,2767,3240,17373,10857,10,405
225188,289351,22336468,17012,44,8478984,26560893,1673092373,10305,10347,13908,2330465,244219,973616,4323,3307,4497,17107,10266,10,550
245306,282823,25940312,20588,48,8068212,27682908,2075852540,9732,10107,14476,3044680,208889,833316,4425,3470,5877,14727,7936,10,640
227108,273304,23115368,14528,12,6795092,25483730,1792926658,11211,10786,13248,1986910,199318,792952,450,590,2271,12827,8352,0,265
233127,292330,23559364,17184,12,7868920,26789029,1834759426,15879,14426,15360,2528135,251474,1002196,462,653,2277,17199,11374,0,295
267591,339934,29326368,23368,16,9615260,34160369,2481307851,15582,15305,19668,3824190,286010,1140680,1428,1522,2247,16786,11227,0,205
332318,409824,41369220,24040,4,12911524,46546483,3995455663,16224,15713,19588,4575810,372761,1486104,0,475,1107,19839,13644,0,65
360332,446818,46395252,32712,8,15823380,52870179,4627488381,17913,17996,24216,6526480,485194,1937056,0,800,2607,29839,20054,0,235
648126,986358,108215892,53868,32,48169564,150493510,13897106326,38412,38258,50600,14238685,1550695,6193380,5886,5309,5007,101012,67651,5,430
795183,1261360,145243320,73228,56,71818620,209905047,20276052908,38757,43500,70648,20716705,2485682,9923148,9738,8567,10926,178095,117539,10,1020
894307,1395800,172116816,68540,48,85457008,243351139,24927987193,39711,43306,67328,19946255,3005417,12001488,7491,6604,11271,222530,146834,10,1025
930213,1451927,182345020,72324,52,90971344,256603762,26651052364,47250,49775,73100,21172925,3225559,12882296,7551,6689,13488,246736,162716,10,1300
1057844,1666428,218635940,74664,60,113557856,312078164,33538617905,49404,51011,72300,22875840,3824835,15275700,7998,6807,18855,280194,181811,15,1515
1088837,1680841,228640568,78512,56,117191908,321579358,35572503014,46221,49394,74320,24622390,3900592,15580708,8166,7014,16722,278496,181452,15,1320
1392340,1925251,339646388,87236,60,147977708,428090042,62190090945,50499,52917,77004,31483060,4197446,16770524,10884,8651,19158,253534,163943,15,1300
1191390,1408593,269907192,72392,64,108525556,289102414,45870588445,65328,56338,51144,23563785,2715186,10848984,10536,8044,17880,141259,88661,15,1090
1075036,1263517,228286452,61380,72,97048492,242994547,36217245111,65079,52083,34788,18267735,2588483,10346232,10377,7708,17133,144403,89419,15,1090
972151,1098990,194894484,64904,72,82597996,198835975,29143061569,70923,55497,32860,18572395,2261327,9040388,10104,7721,16428,130877,80325,15,1045
923531,1008623,180688928,55840,68,71380012,177864190,26423885863,69186,53050,27704,15450920,1731754,6921496,9039,6801,13965,88759,53641,20,765
755515,775640,133114044,39872,48,48304440,122365863,17586695072,43101,33910,20704,10408455,1072257,4285208,5217,3998,10119,50495,29701,15,555
728781,724208,125178428,32872,44,47059280,111990650,16094365785,22779,19235,16196,8276390,1049429,4194376,4758,3512,9888,52444,31033,15,535
495630,498402,67317472,22700,44,27784348,61581694,6733334583,19860,16825,14340,4363340,632243,2528332,4116,3014,8016,32569,18690,15,455
373350,380592,43671452,10472,28,18732976,40809187,3805784527,11823,10376,9976,1713640,448739,1794616,1827,1308,4167,23199,14024,5,265
340600,351511,38424860,10488,16,17275876,36489211,3211717288,10059,9484,11112,1677550,456696,1824484,1842,1313,957,24083,16230,0,25
328057,332119,36186076,9812,16,17231288,33724370,2953713387,8613,8239,9988,1446370,453951,1814104,1704,1211,891,25326,16903,0,25
296356,299721,30666308,8400,12,14425996,28888237,2359525417,7044,6931,8940,1191165,338504,1351856,906,659,885,16508,10977,0,20
300948,317932,31733808,11788,20,14960492,31101692,2474677236,7788,9037,15380,1771215,370791,1480684,1701,1279,18,18267,12895,5,15
303716,319246,32479088,10500,16,14355860,31193663,2576277072,5379,6286,10800,1583595,335408,1339672,168,172,1434,16478,10658,5,145
316589,336521,34820740,23904,68,15136540,33559075,2847790770,23001,19341,16028,3698360,332666,1329624,5886,4279,9825,20788,9847,20,675
343284,357141,39146944,25312,60,15068340,37551399,3270722481,20559,18110,17616,4105405,252837,1010448,5139,3791,9096,14143,5871,20,465
362598,403225,43105920,23508,72,19642080,44752154,3762517240,15786,14635,16444,3911080,481297,1922948,4572,3383,10032,31279,16729,1006,894
449665,506787,62655292,32840,68,25904032,65666868,6528239524,23181,22137,26732,6440820,654307,2612628,6114,4686,7935,38695,23120,841,749
