,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,994,0,716,0,0
1,129,788,54,319,284,29
2,114,365,54,112,191,21
3,104,363,43,198,140,24
4,97,213,58,49,132,14
5,131,192,70,42,134,20
6,109,247,53,47,170,19
7,164,431,108,83,296,28
8,112,244,75,59,145,11
9,92,244,63,37,191,7
10,68,147,48,28,99,4
11,75,138,48,29,95,8
12,63,180,46,44,107,5
13,126,218,46,56,146,61
14,74,244,37,87,125,7
15,63,168,39,43,98,9
16,66,161,39,33,113,3
17,60,192,27,37,139,6
18,68,227,40,74,173,6
19,61,197,32,56,115,5
20,75,233,43,70,164,10
21,82,257,31,83,224,13
22,92,359,50,82,248,6
23,181,253,51,53,181,107
24,63,266,39,57,199,6
25,113,313,67,67,218,11
26,100,311,45,76,255,5
27,79,214,50,50,159,6
28,86,240,50,54,151,5
29,84,184,39,37,138,24
30,55,196,25,35,161,4
31,50,197,32,28,158,6
32,42,188,39,56,104,2
33,49,194,24,50,108,3
34,84,125,16,33,72,56
35,40,132,14,46,50,8
36,58,219,17,54,127,27
37,50,181,25,51,113,6
38,28,175,12,63,91,2
39,38,169,17,43,122,4
40,69,195,36,52,120,3
41,35,139,21,48,76,2
42,53,186,27,39,139,3
43,47,161,30,38,107,6
44,36,152,19,43,84,0
45,31,133,18,39,91,1
46,34,141,23,38,91,2
47,25,103,16,26,60,2
48,27,119,15,36,57,3
49,24,110,17,24,73,0
50,29,121,15,32,79,2
51,41,248,22,41,196,5
52,38,198,20,27,157,3
53,43,193,25,22,168,5
54,46,289,26,42,241,0
55,82,520,55,73,452,3
56,76,401,51,50,363,7
57,73,310,37,36,288,7
58,89,293,43,40,276,5
59,64,223,27,36,197,4
60,66,207,39,31,194,5
61,54,253,25,40,222,7
62,69,333,40,52,285,9
63,67,308,29,58,256,15
64,68,322,32,73,262,4
65,56,289,30,58,251,7
66,71,275,32,42,266,5
67,51,282,26,57,231,6
68,62,290,31,54,249,4
69,68,271,33,46,244,4
70,62,287,40,41,249,7
71,67,284,33,39,264,10
72,73,298,34,55,259,5
73,56,258,26,41,226,4
74,47,219,22,29,203,6
75,40,251,21,59,193,2
76,14,89,2,25,47,1
77,39,192,15,45,135,4
78,68,358,36,84,289,3
79,55,368,33,74,305,3
80,81,415,33,106,347,9
81,52,324,23,65,273,6
82,73,406,28,112,303,4
83,84,416,33,107,339,16
84,87,381,37,92,316,11
85,115,580,63,147,458,12
86,157,569,98,117,504,17
87,126,448,46,89,397,13
88,133,468,45,116,430,13
89,119,390,47,91,334,10
90,96,325,42,72,273,9
91,85,283,49,63,221,9
92,74,328,35,87,246,5
93,71,276,31,63,223,8
94,59,337,29,105,241,3
95,63,325,28,70,249,7
96,77,352,39,97,275,7
97,46,271,16,72,202,4
98,57,318,30,76,246,3
99,51,322,18,86,232,5
100,67,315,29,76,241,7
101,65,321,22,74,265,8
102,69,322,28,86,267,7
103,69,396,29,92,337,10
104,88,397,40,99,315,19
105,90,393,44,115,290,6
106,90,427,35,119,327,4
107,109,473,45,128,381,10
108,66,334,24,83,188,8
109,54,244,22,58,145,7
110,84,366,47,86,230,4
111,266,345,25,73,260,210
112,53,290,18,78,174,6
113,74,359,35,90,216,5
114,208,276,20,74,203,161
115,52,267,20,50,222,6
116,56,236,26,58,180,5
117,39,229,15,49,175,4
118,51,238,26,54,200,3
119,40,229,22,66,155,5
120,48,209,23,57,165,4
121,34,237,17,70,167,0
122,22,178,8,38,135,4
123,37,158,20,42,114,6
124,43,221,19,54,166,2
125,48,211,24,51,159,3
126,45,162,20,34,148,2
127,49,197,19,46,160,3
128,34,160,17,43,120,2
129,34,154,16,40,106,3
130,35,172,11,45,135,2
131,40,191,18,55,121,6
132,27,195,8,57,130,2
133,35,172,15,48,129,4
134,27,230,9,75,144,2
135,24,159,9,44,112,4
136,34,190,15,47,142,2
137,34,174,15,46,134,3
138,35,184,13,46,137,1
139,47,211,24,56,147,5
140,26,192,19,61,106,3
141,40,183,13,50,137,2
142,33,220,14,48,169,0
143,22,147,13,38,106,1
144,35,200,15,62,140,4
145,44,242,19,81,156,5
146,38,243,15,71,174,3
147,33,199,14,69,126,2
148,41,252,16,74,175,5
149,66,579,31,251,370,3
150,47,272,19,74,191,4
151,44,193,26,49,151,8
152,43,212,13,50,171,7
153,48,320,22,64,251,10
154,44,190,30,43,153,8
155,47,243,18,66,178,5
156,51,232,24,56,189,5
157,41,220,12,61,164,4
158,30,194,17,56,128,2
159,42,239,23,69,176,0
160,54,301,18,72,235,7
161,34,201,13,62,134,5
162,46,212,25,44,168,2
163,32,171,14,49,131,3
164,34,188,17,55,137,4
165,43,243,21,68,178,4
166,35,201,14,42,167,3
167,38,237,19,71,178,0
168,67,350,44,105,254,2
169,71,335,42,87,258,6
170,52,327,28,87,257,5
171,44,288,19,74,231,3
172,45,221,24,56,183,1
173,52,208,25,41,177,7
174,46,164,22,34,134,4
175,53,248,24,54,216,4
176,66,438,28,107,353,8
177,85,395,33,96,343,8
178,70,277,32,61,258,6
179,100,359,30,89,330,13
180,53,252,25,50,213,1
181,42,134,24,31,99,3
182,46,303,10,80,233,7
183,68,290,30,64,244,9
184,65,364,31,84,302,1
185,61,320,22,74,269,2
186,68,379,18,73,346,8
187,70,323,44,75,263,4
188,81,351,33,72,323,8
189,86,455,41,97,371,7
190,91,366,33,79,312,8
191,69,333,27,73,268,7
192,99,550,53,139,438,7
193,134,494,35,124,448,10
194,116,637,45,136,527,13
195,137,628,50,130,557,22
196,137,634,52,161,549,9
197,90,369,38,78,296,12
198,90,382,33,63,351,11
199,87,495,25,123,398,9
200,81,469,22,106,386,6
201,58,448,23,105,339,2
202,110,457,33,90,332,28
203,60,255,13,70,158,2
204,40,148,8,44,73,15
205,179,367,29,96,258,122
206,36,289,11,85,191,1
207,73,346,17,103,229,7
208,47,631,15,187,434,7
209,97,806,37,218,579,16
210,115,739,43,144,621,15
211,103,583,46,123,479,13
212,97,423,28,86,362,9
213,108,465,42,99,382,10
214,101,537,31,116,423,10
215,99,535,40,88,443,9
216,147,895,57,166,744,32
217,131,601,39,108,565,8
218,130,650,52,125,519,15
219,119,490,33,106,403,17
220,102,466,37,96,377,6
221,88,372,30,96,295,7
222,91,549,34,152,374,5
223,92,498,24,127,377,10
224,93,473,23,113,374,14
225,79,467,21,127,342,8
226,91,613,17,168,434,14
227,76,479,19,123,361,8
228,63,482,14,151,309,11
229,74,390,22,95,219,9
230,144,307,20,105,132,94
231,144,896,42,234,623,36
232,125,473,22,113,266,65
233,230,895,43,230,605,105
234,211,609,31,133,451,92
235,161,489,37,137,296,62
236,159,394,34,72,290,95
237,83,166,28,52,84,14
238,61,280,30,86,146,2
239,156,690,29,215,473,55
240,106,465,19,139,303,23
241,115,588,23,154,380,25
242,167,473,44,131,341,63
243,74,448,25,129,322,3
244,125,481,48,163,332,17
245,79,322,31,99,246,16
246,70,342,18,101,236,27
247,59,306,15,84,221,15
248,51,362,12,120,259,8
249,32,305,9,111,202,3
250,36,308,8,104,203,10
251,83,528,14,146,404,42
252,30,298,10,100,227,2
253,37,340,10,123,222,7
254,57,412,26,139,332,7
255,59,454,26,145,369,6
256,70,326,18,95,271,10
257,49,327,18,107,238,3
258,55,327,25,107,226,7
259,50,249,24,85,160,9
260,50,255,22,79,185,11
261,57,404,23,117,304,11
262,35,237,14,71,173,7
263,33,218,11,68,154,4
264,33,262,14,90,180,3
265,34,235,14,78,166,5
266,24,174,8,54,127,2
267,24,152,6,49,100,4
268,19,161,7,56,102,0
269,30,188,11,65,131,4
270,19,128,7,37,92,3
271,27,139,8,50,85,2
272,31,181,11,64,111,2
273,29,263,12,108,148,3
274,31,195,11,68,116,2
275,26,203,9,70,119,4
276,21,171,6,63,100,5
277,23,118,14,35,74,3
278,23,186,10,67,99,5
279,29,198,10,75,98,10
280,25,201,13,79,110,3
281,21,138,7,59,70,2
282,20,95,4,29,61,2
283,16,121,10,39,64,0
284,20,91,9,29,56,4
285,7,106,3,37,64,1
286,25,183,10,69,96,3
287,21,126,6,49,60,7
288,15,171,5,60,101,0
289,21,150,16,44,99,3
290,23,216,10,73,146,1
291,29,111,10,34,72,4
292,33,319,17,110,202,6
293,40,166,13,44,141,12
294,34,149,14,43,98,7
295,20,152,7,60,76,4
296,32,128,13,43,82,3
297,27,117,13,38,74,4
298,17,82,4,19,62,2
299,14,92,9,38,48,3
300,12,66,4,19,41,0
301,14,111,7,38,63,0
302,17,108,9,36,68,0
303,21,75,8,25,48,1
304,14,95,7,29,58,1
