,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,994,0,716,0,0
1,129,788,54,319,284,29
2,114,365,54,112,191,21
3,104,363,43,198,140,24
4,97,213,58,49,132,14
5,131,192,70,42,134,20
6,126,230,59,41,164,25
7,207,388,130,66,280,39
8,137,219,83,45,144,18
9,105,231,68,30,191,9
10,76,139,53,25,96,5
11,88,125,55,23,93,9
12,77,166,54,38,104,6
13,162,182,57,42,136,74
14,94,224,44,70,131,11
15,73,158,45,38,97,9
16,71,156,41,31,112,4
17,67,185,31,35,135,8
18,79,216,47,60,180,6
19,76,182,38,48,115,7
20,88,220,47,62,166,12
21,87,252,35,81,222,13
22,105,346,56,76,244,10
23,191,243,58,49,177,108
24,78,251,44,50,194,13
25,132,294,81,62,209,11
26,110,301,48,71,255,7
27,86,207,50,46,159,10
28,92,234,54,51,150,5
29,94,174,42,32,137,27
30,64,187,28,29,164,4
31,55,192,35,26,157,6
32,52,178,42,49,108,2
33,61,182,28,43,110,4
34,92,117,20,31,68,58
35,43,129,14,44,51,9
36,84,193,36,49,110,30
37,55,176,29,49,112,5
38,43,160,19,54,94,1
39,39,168,18,43,121,4
40,80,184,41,46,120,4
41,41,133,24,46,73,4
42,59,180,28,38,135,7
43,54,154,34,34,107,6
44,45,143,24,39,81,2
45,37,127,20,35,93,1
46,40,135,26,34,91,3
47,27,101,17,25,60,2
48,33,113,18,34,55,4
49,28,106,19,22,73,0
50,31,119,16,31,79,2
51,43,246,22,40,196,6
52,40,196,21,26,157,3
53,45,191,26,21,168,5
54,48,287,29,42,238,0
55,91,511,60,69,451,3
56,80,397,54,48,362,7
57,80,303,41,32,288,7
58,97,285,49,38,272,5
59,69,218,29,32,200,3
60,70,203,41,28,196,4
61,76,231,38,31,217,8
62,87,315,52,45,281,8
63,80,295,32,48,263,15
64,88,302,37,59,268,7
65,65,280,35,54,250,7
66,80,266,39,39,263,4
67,63,270,32,51,230,7
68,72,280,36,50,247,5
69,86,253,43,35,245,4
70,72,277,45,36,249,7
71,73,278,39,36,264,7
72,85,286,42,50,255,6
73,65,249,30,37,225,5
74,51,215,23,26,204,7
75,48,243,23,54,195,3
76,17,86,4,24,46,1
77,47,184,17,40,137,5
78,84,342,40,74,293,5
79,73,350,42,64,305,4
80,97,399,40,96,349,10
81,63,313,25,55,280,7
82,78,401,29,108,306,4
83,86,414,33,106,339,17
84,99,369,44,80,323,9
85,141,554,73,128,462,17
86,185,541,122,108,492,14
87,147,427,56,79,393,17
88,141,460,50,110,429,15
89,133,376,48,79,344,11
90,103,318,44,66,278,8
91,97,271,53,55,225,9
92,101,301,45,69,254,5
93,90,257,35,51,227,12
94,80,316,34,87,253,4
95,76,312,31,63,250,10
96,85,344,42,90,277,9
97,55,262,18,67,203,6
98,72,303,38,69,243,5
99,59,314,20,80,235,6
100,79,303,35,69,240,9
101,78,308,30,69,261,9
102,83,308,31,75,275,7
103,78,387,34,91,329,14
104,95,390,46,96,312,19
105,107,376,50,103,295,7
106,96,421,38,117,325,5
107,119,463,46,120,387,11
108,80,320,29,76,188,10
109,65,233,27,52,145,8
110,105,345,58,77,227,5
111,276,335,27,67,262,212
112,65,278,23,69,178,6
113,92,341,43,81,213,9
114,213,271,23,70,204,161
115,59,260,23,46,223,6
116,73,219,33,47,181,8
117,52,216,22,45,170,6
118,60,229,30,49,201,3
119,48,221,25,59,158,6
120,55,202,23,51,170,5
121,49,222,21,61,169,3
122,29,171,12,35,133,5
123,46,149,23,37,113,9
124,49,215,21,51,165,4
125,56,203,28,47,159,3
126,50,157,22,31,149,2
127,53,193,20,44,160,4
128,40,154,18,39,122,3
129,37,151,17,38,107,3
130,39,168,12,43,135,3
131,53,178,23,47,124,6
132,33,189,10,54,130,3
133,38,169,15,45,132,4
134,30,227,9,71,148,2
135,29,154,11,40,115,3
136,36,188,15,45,144,2
137,41,167,15,41,137,5
138,40,179,13,42,140,2
139,52,206,26,53,147,6
140,30,188,20,58,108,3
141,50,173,15,43,141,3
142,37,216,15,46,169,1
143,33,136,16,33,105,4
144,39,196,16,59,141,5
145,52,234,22,76,157,6
146,43,238,17,68,175,3
147,33,199,14,69,126,2
148,49,244,18,68,178,6
149,77,568,35,244,373,3
150,53,266,21,71,191,5
151,49,188,31,46,151,6
152,50,205,20,48,167,6
153,51,317,23,62,252,10
154,53,181,31,37,156,10
155,53,237,23,63,178,3
156,64,219,28,49,190,7
157,54,207,21,57,157,6
158,40,184,19,50,130,4
159,44,237,25,69,174,0
160,59,296,19,68,238,7
161,45,190,18,53,138,5
162,52,206,28,41,168,2
163,37,166,16,46,132,3
164,36,186,18,54,137,4
165,50,236,25,64,179,3
166,47,189,18,35,169,4
167,46,229,23,65,180,0
168,80,337,49,98,254,4
169,82,324,51,83,254,5
170,58,321,32,82,259,4
171,55,277,24,67,231,5
172,50,216,25,52,186,1
173,59,201,31,37,178,4
174,51,159,27,33,131,3
175,66,235,28,45,219,6
176,85,419,33,95,358,10
177,94,386,39,89,347,5
178,79,268,32,52,264,9
179,103,356,33,86,332,11
180,56,249,26,48,214,1
181,47,129,27,29,97,4
182,59,290,13,68,244,5
183,82,276,33,52,254,8
184,73,356,35,81,300,2
185,71,310,26,69,268,4
186,87,360,35,68,334,8
187,79,314,45,67,270,4
188,88,344,36,65,327,8
189,91,450,44,94,372,6
190,106,351,37,67,321,7
191,81,321,30,64,274,7
192,126,523,64,124,439,10
193,149,479,42,106,459,10
194,126,627,52,131,527,11
195,156,609,59,117,562,21
196,158,613,59,146,555,11
197,96,363,42,75,296,11
198,101,371,40,55,356,7
199,104,478,31,112,401,11
200,102,448,29,85,401,5
201,81,425,33,90,344,2
202,149,418,59,58,334,32
203,67,248,16,66,159,2
204,48,140,12,40,71,17
205,190,356,31,89,261,124
206,42,283,11,80,194,3
207,92,327,20,85,241,10
208,80,598,23,161,448,11
209,120,783,43,202,586,19
210,119,735,45,143,619,16
211,114,572,53,118,478,12
212,109,411,33,78,366,8
213,113,460,46,94,385,8
214,119,519,41,106,425,8
215,109,525,49,83,440,8
216,177,865,78,150,740,31
217,148,584,44,95,570,11
218,152,628,62,113,520,16
219,138,471,39,91,412,17
220,113,455,41,89,379,7
221,95,365,31,88,302,7
222,120,520,41,130,388,6
223,107,483,27,113,389,9
224,105,461,29,105,377,13
225,101,445,27,106,358,7
226,103,601,22,158,439,14
227,86,469,23,115,366,7
228,77,468,15,139,319,12
229,93,371,28,82,223,12
230,153,298,22,98,137,94
231,164,876,51,220,626,38
232,141,457,26,103,270,67
233,258,867,51,213,610,109
234,220,600,34,122,461,90
235,172,478,41,127,298,66
236,169,384,41,68,287,95
237,98,151,33,45,83,17
238,71,270,32,78,151,3
239,192,654,35,180,498,59
240,121,450,20,125,315,24
241,135,568,26,138,391,27
242,188,452,54,118,344,63
243,81,441,26,121,329,3
244,135,471,54,155,336,15
245,87,314,36,95,246,15
246,87,325,20,96,229,37
247,68,297,19,81,218,17
248,56,357,14,119,256,10
249,37,300,9,90,222,4
250,45,299,10,97,206,12
251,105,506,17,132,407,50
252,36,292,11,95,231,2
253,47,330,13,115,227,7
254,65,404,28,134,332,10
255,67,446,27,136,376,7
256,76,320,21,92,270,11
257,58,318,24,104,235,3
258,64,318,33,104,223,5
259,56,243,26,82,160,10
260,56,249,24,75,187,11
261,70,391,30,109,304,12
262,42,230,17,68,172,8
263,42,209,13,61,159,4
264,42,253,17,83,185,2
265,42,227,18,75,163,7
266,26,172,8,52,129,2
267,25,151,6,48,101,4
268,27,153,8,49,108,0
269,36,182,14,64,125,8
270,22,125,11,36,91,1
271,30,136,9,49,82,5
272,33,179,12,63,111,2
273,35,257,12,103,152,4
274,32,194,12,67,116,2
275,31,198,10,67,120,5
276,27,165,7,59,101,7
277,24,117,15,35,73,3
278,26,183,11,65,100,5
279,36,191,10,71,99,13
280,28,198,16,76,112,1
281,23,136,7,57,72,2
282,22,93,5,28,61,2
283,19,118,10,37,65,1
284,22,89,11,29,54,4
285,11,102,5,34,65,1
286,28,180,14,67,95,2
287,23,124,8,49,58,7
288,17,169,5,58,103,0
289,25,146,17,38,103,4
290,26,213,12,72,145,1
291,29,111,10,34,72,4
292,34,318,18,109,203,5
293,44,162,15,43,139,13
294,36,147,17,43,96,6
295,22,150,9,59,75,4
296,38,122,17,41,80,3
297,30,114,15,37,73,4
298,18,81,6,18,63,0
299,21,85,10,31,52,5
300,14,64,5,18,41,0
301,24,101,11,32,65,0
302,25,100,15,33,65,0
303,21,75,8,25,48,1
304,15,94,8,28,58,1
