,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,994,0,716,0,0
1,129,788,54,319,284,29
2,114,365,54,112,191,21
3,104,363,43,198,140,24
4,97,213,58,49,132,14
5,131,192,70,42,134,20
6,126,230,59,41,164,25
7,207,388,130,66,280,39
8,147,209,86,40,144,20
9,117,219,69,22,194,13
10,94,121,60,15,98,6
11,104,109,63,13,92,12
12,97,146,60,23,110,9
13,195,149,74,23,131,81
14,137,181,56,35,147,18
15,115,116,64,13,100,12
16,106,121,58,13,106,11
17,107,145,47,18,128,16
18,124,171,72,42,162,17
19,117,141,55,16,130,7
20,126,182,61,38,173,15
21,123,216,60,62,213,16
22,165,286,86,46,241,13
23,257,177,82,11,181,118
24,136,193,69,18,197,17
25,200,226,111,25,207,20
26,169,242,65,25,278,13
27,128,165,70,22,162,11
28,163,163,83,12,151,14
29,146,122,66,8,131,33
30,99,152,44,12,163,6
31,95,152,54,4,155,11
32,94,136,59,11,125,6
33,112,131,49,13,115,8
34,134,75,32,5,76,64
35,92,80,28,8,71,11
36,145,132,60,11,122,32
37,101,130,45,14,131,5
38,88,115,38,24,103,3
39,85,122,32,14,131,9
40,140,124,66,7,133,5
41,88,86,43,18,77,9
42,111,128,52,13,132,11
43,94,114,51,11,109,10
44,102,86,48,6,84,8
45,67,97,29,10,105,5
46,78,97,41,10,95,8
47,66,62,34,4,59,7
48,71,75,31,9,66,5
49,61,73,32,6,69,7
50,70,80,34,12,73,9
51,87,202,39,16,197,12
52,76,160,34,5,161,7
53,66,170,33,7,174,6
54,100,235,53,14,240,2
55,172,430,87,25,452,19
56,123,354,67,20,368,16
57,115,268,56,14,286,12
58,137,245,59,14,279,12
59,102,185,36,8,212,8
60,102,171,53,8,203,5
61,105,202,45,12,225,12
62,145,257,79,13,282,12
63,138,237,54,12,277,15
64,158,232,66,10,285,10
65,112,233,49,12,280,5
66,135,211,65,10,259,11
67,127,206,62,13,239,6
68,133,219,60,9,262,7
69,149,190,73,3,245,6
70,138,211,82,6,241,8
71,136,215,71,6,258,11
72,163,208,73,3,269,8
73,128,186,59,4,224,10
74,95,171,41,5,202,12
75,113,178,42,6,223,4
76,49,54,14,2,55,4
77,99,132,36,6,151,6
78,163,263,68,14,322,8
79,171,252,93,11,305,6
80,210,286,77,7,402,9
81,144,232,70,11,279,7
82,184,295,53,18,370,6
83,205,295,67,9,402,17
84,193,275,79,15,348,14
85,296,399,143,19,503,15
86,325,401,185,10,526,15
87,265,309,112,17,394,22
88,261,340,94,13,486,11
89,223,286,77,13,381,11
90,188,233,74,8,306,8
91,158,210,73,11,250,8
92,183,219,70,12,283,8
93,159,188,71,10,237,7
94,181,215,52,3,311,12
95,178,210,74,5,259,16
96,183,246,71,14,322,11
97,132,185,35,8,239,12
98,167,208,73,10,261,11
99,165,208,58,9,264,10
100,171,211,67,6,269,11
101,163,223,61,11,291,6
102,167,224,57,7,315,9
103,195,270,75,15,357,21
104,217,268,107,15,338,13
105,228,255,96,22,328,9
106,236,281,82,15,377,11
107,266,316,93,17,432,22
108,165,235,58,11,226,8
109,125,173,47,8,165,12
110,224,226,112,8,234,13
111,383,228,69,4,276,219
112,152,191,64,12,191,9
113,198,235,90,11,233,12
114,301,183,51,9,232,166
115,125,194,54,9,225,10
116,147,145,62,3,192,12
117,119,149,45,10,172,16
118,140,149,68,7,197,11
119,127,142,52,5,182,9
120,117,140,47,10,187,5
121,141,130,57,4,182,11
122,86,114,40,2,140,3
123,95,100,43,6,125,8
124,124,140,45,3,182,11
125,124,135,56,2,176,3
126,92,115,37,4,159,4
127,116,130,43,3,174,8
128,88,106,34,2,140,6
129,82,106,26,4,129,6
130,88,119,26,4,156,7
131,118,113,44,0,151,5
132,93,129,19,4,165,9
133,90,117,30,5,156,5
134,122,135,30,2,189,9
135,82,101,31,4,130,4
136,102,122,43,1,156,6
137,94,114,36,1,155,6
138,98,121,33,2,159,3
139,125,133,51,3,171,7
140,92,126,33,7,143,6
141,107,116,35,4,158,5
142,101,152,34,1,193,3
143,69,100,29,5,120,4
144,106,129,37,2,179,3
145,137,149,45,7,202,7
146,114,167,39,17,203,4
147,102,130,30,7,167,7
148,135,158,44,3,216,7
149,252,393,78,13,559,5
150,141,178,51,7,224,6
151,107,130,50,2,177,5
152,101,154,39,6,192,4
153,120,248,53,15,270,9
154,104,130,51,4,169,10
155,127,163,43,10,207,7
156,123,160,53,4,213,4
157,124,137,45,6,184,6
158,101,123,35,5,152,11
159,119,162,46,12,206,4
160,141,214,50,9,266,7
161,104,131,36,3,169,6
162,108,150,45,3,184,7
163,87,116,30,9,153,5
164,103,119,40,4,160,9
165,122,164,43,9,214,5
166,99,137,36,2,182,6
167,117,158,44,9,212,3
168,205,212,86,6,301,12
169,209,197,103,9,269,12
170,160,219,73,17,275,12
171,132,200,51,11,258,7
172,112,154,44,10,205,5
173,124,136,59,3,180,8
174,98,112,46,3,141,4
175,126,175,54,4,237,3
176,189,315,69,26,387,14
177,184,296,76,24,376,4
178,151,196,63,10,271,13
179,199,260,73,24,355,10
180,130,175,55,4,223,7
181,88,88,42,2,108,5
182,144,205,46,4,276,4
183,142,216,58,11,273,5
184,165,264,73,18,320,7
185,150,231,49,9,303,6
186,178,269,75,14,340,16
187,167,226,76,6,297,7
188,168,264,67,9,349,11
189,214,327,80,10,411,15
190,196,261,69,8,347,8
191,178,224,68,7,290,10
192,268,381,129,15,482,11
193,268,360,79,11,517,10
194,286,467,109,15,586,11
195,293,472,112,16,616,15
196,324,447,111,23,624,13
197,193,266,78,7,329,10
198,186,286,81,5,366,6
199,227,355,70,17,453,15
200,206,344,64,12,438,6
201,189,317,77,15,373,4
202,232,335,97,8,348,30
203,124,191,33,5,201,4
204,98,90,29,5,88,18
205,303,243,76,3,298,128
206,139,186,35,7,235,11
207,203,216,55,6,281,14
208,270,408,81,17,534,11
209,358,545,117,18,693,22
210,295,559,103,21,678,21
211,256,430,113,19,515,14
212,209,311,68,11,392,14
213,227,346,75,7,436,15
214,244,394,72,18,472,18
215,223,411,103,19,446,12
216,384,658,169,28,763,39
217,265,467,93,18,597,12
218,303,477,128,16,552,15
219,251,358,74,12,449,24
220,217,351,75,23,400,18
221,173,287,63,17,341,7
222,257,383,80,17,457,11
223,234,356,56,15,452,15
224,228,338,65,12,430,17
225,215,331,56,14,418,10
226,283,421,63,8,538,24
227,216,339,52,4,439,16
228,218,327,40,8,416,21
229,200,264,72,9,255,9
230,272,179,48,10,191,102
231,431,609,142,10,748,35
232,269,329,65,7,329,65
233,517,608,137,19,712,115
234,361,459,75,6,535,91
235,300,350,78,6,382,66
236,281,272,92,5,292,102
237,154,95,42,8,92,36
238,161,180,55,2,200,7
239,385,461,94,7,613,58
240,254,317,47,13,396,28
241,297,406,73,11,469,29
242,307,333,78,6,428,67
243,226,296,59,0,412,8
244,306,300,88,7,445,20
245,198,203,72,4,308,8
246,220,192,62,5,266,49
247,168,197,42,4,265,24
248,176,237,44,6,338,11
249,128,209,22,7,288,8
250,147,197,38,6,261,20
251,276,335,58,13,458,77
252,128,200,31,5,297,6
253,182,195,42,2,307,11
254,196,273,59,2,433,10
255,210,303,55,3,472,16
256,182,214,46,3,335,10
257,173,203,47,3,302,14
258,175,207,57,8,292,8
259,151,148,50,2,216,10
260,157,148,60,9,214,14
261,210,251,76,7,358,14
262,123,149,30,1,220,14
263,112,139,24,7,193,13
264,143,152,35,2,241,9
265,133,136,47,4,205,7
266,79,119,20,1,165,5
267,89,87,24,2,126,7
268,83,97,16,1,140,8
269,105,113,37,1,161,12
270,72,75,27,1,105,6
271,83,83,23,1,117,4
272,103,109,28,6,148,6
273,142,150,32,3,230,6
274,107,119,24,4,165,4
275,111,118,26,4,162,10
276,87,105,19,3,145,7
277,77,64,27,0,86,13
278,94,115,21,4,149,7
279,116,111,23,0,157,13
280,108,118,41,4,158,2
281,75,84,15,4,113,6
282,58,57,13,0,79,4
283,68,69,22,1,86,4
284,63,48,24,2,66,6
285,53,60,14,4,83,4
286,96,112,26,6,145,1
287,75,72,18,1,98,5
288,90,96,22,2,134,8
289,98,73,35,5,93,29
290,129,110,26,2,171,31
291,67,73,18,2,96,4
292,160,192,37,4,277,17
293,93,113,31,4,163,12
294,88,95,30,3,121,8
295,84,88,20,5,118,4
296,89,71,31,1,100,9
297,69,75,23,3,100,3
298,50,49,20,0,64,3
299,57,49,27,7,61,3
300,33,45,7,0,56,1
301,71,54,25,0,78,5
302,70,55,28,2,74,9
303,48,48,11,1,66,4
304,59,50,24,3,64,4
