,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,3145,0,2655,0,0
1,2387,388,2028,66,280,39
2,2109,209,1835,40,144,20
3,1989,219,1738,22,194,13
4,1863,121,1621,15,98,6
5,1803,109,1572,13,92,12
6,1730,146,1507,23,110,9
7,1684,149,1458,23,131,81
8,1448,181,1290,35,147,18
9,1407,116,1272,13,100,12
10,1323,121,1185,13,106,11
11,1348,145,1193,18,128,16
12,1401,171,1240,42,162,17
13,1458,141,1319,16,130,7
14,1381,182,1222,38,173,15
15,1360,216,1259,62,213,16
16,1474,286,1428,46,241,13
17,1674,177,1605,11,181,118
18,1737,193,1773,18,197,17
19,1793,226,1796,25,207,20
20,1898,242,1895,25,278,13
21,1970,165,1995,22,162,11
22,1971,163,1914,12,151,14
23,1924,122,1785,8,131,33
24,1745,152,1638,12,163,6
25,1703,152,1588,4,155,11
26,1581,136,1472,11,125,6
27,1448,131,1294,13,115,8
28,1401,75,1218,5,76,64
29,1288,80,1161,8,71,11
30,1227,132,1081,11,122,32
31,1203,130,1065,14,131,5
32,1184,115,1041,24,103,3
33,1208,122,1011,14,131,9
34,1201,124,1033,7,133,5
35,1216,86,1039,18,77,9
36,1231,128,1062,13,132,11
37,1179,114,1034,11,109,10
38,1164,86,1019,6,84,8
39,1126,97,980,10,105,5
40,1117,97,964,10,95,8
41,1045,62,918,4,59,7
42,1015,75,878,9,66,5
43,932,73,788,6,69,7
44,873,80,729,12,73,9
45,846,202,718,16,197,12
46,945,160,820,5,161,7
47,980,170,863,7,174,6
48,1100,235,987,14,240,2
49,1297,430,1178,25,452,19
50,1665,354,1590,20,368,16
51,1951,268,1907,14,286,12
52,2038,245,2006,14,279,12
53,2141,185,2136,8,212,8
54,2176,171,2187,8,203,5
55,2132,202,2160,12,225,12
56,1923,257,1937,13,282,12
57,1861,237,1843,12,277,15
58,1884,232,1847,10,285,10
59,1866,233,1846,12,280,5
60,1906,211,1927,10,259,11
61,1969,206,2009,13,239,6
62,1996,219,2029,9,262,7
63,1975,190,1998,3,245,6
64,1936,211,1977,6,241,8
65,1897,215,1936,6,258,11
66,1910,208,1926,3,269,8
67,1913,186,1929,4,224,10
68,1879,171,1892,5,202,12
69,1828,178,1826,6,223,4
70,1766,54,1770,2,55,4
71,1606,132,1561,6,151,6
72,1535,263,1438,14,322,8
73,1588,252,1503,11,305,6
74,1707,286,1596,7,402,9
