,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,2,0,1,0,0
1,0,98,0,89,0,0
2,0,56,0,35,0,0
3,0,37,0,28,0,0
4,0,11,0,6,0,0
5,0,49,0,40,0,0
6,0,49,0,44,0,0
7,14,24,1,8,11,5
8,17,54,2,10,42,6
9,25,42,5,11,25,7
10,21,36,2,7,23,11
11,10,38,1,6,26,1
12,16,39,4,7,29,5
13,18,74,5,16,52,6
14,18,51,5,7,39,3
15,21,69,8,14,45,7
16,21,57,8,7,44,9
17,20,58,4,7,50,9
18,21,77,7,9,64,6
19,36,72,13,10,61,10
20,19,74,5,10,56,4
21,32,136,18,20,104,9
22,71,303,14,119,123,18
23,74,159,16,53,75,27
24,77,106,30,42,48,12
25,41,79,14,16,48,9
26,44,53,15,16,25,8
27,46,57,14,9,42,15
28,38,158,13,17,126,5
29,47,330,17,14,308,6
30,51,321,22,24,275,5
31,23,317,10,26,269,1
32,44,525,13,32,480,9
33,40,300,15,18,268,7
34,53,516,16,32,463,9
35,70,656,20,39,591,9
36,51,375,21,26,326,8
37,88,656,12,579,103,5
38,143,766,97,38,709,20
39,159,932,109,25,891,19
40,109,874,63,23,840,16
41,208,870,165,23,836,15
42,125,701,100,27,665,4
43,44,442,22,25,405,7
44,72,642,39,28,602,4
45,84,342,58,45,288,3
46,55,221,20,105,99,9
47,52,200,26,62,140,10
48,91,199,47,74,113,24
49,66,163,18,33,122,16
50,55,127,20,35,79,12
51,51,63,18,17,40,10
52,55,80,21,25,45,9
53,58,127,24,57,57,9
54,63,141,16,60,72,13
55,110,251,57,90,169,16
56,101,509,51,154,299,13
57,139,342,43,109,200,55
58,94,306,32,150,104,15
59,125,311,38,61,228,29
60,164,212,51,52,132,58
61,103,178,56,43,114,10
62,86,113,30,35,55,20
63,111,197,38,64,86,13
64,95,234,35,80,123,15
65,93,176,38,56,90,13
66,110,189,46,39,141,28
67,111,212,53,49,144,20
68,94,180,39,43,116,16
69,97,159,40,52,94,12
70,102,179,45,61,86,21
71,90,172,45,54,92,13
72,105,378,50,297,63,27
73,150,146,24,33,121,38
74,78,113,27,26,75,5
75,83,148,34,42,107,23
76,84,163,44,45,98,24
77,66,116,38,34,63,11
78,63,95,35,24,63,14
79,51,90,26,19,61,9
80,61,105,39,32,64,10
81,89,107,56,30,68,12
82,75,93,46,27,53,12
83,62,127,42,44,57,8
84,66,195,38,45,137,18
85,53,88,28,17,68,3
86,50,70,29,20,38,5
87,56,91,29,25,50,4
88,47,111,25,35,56,7
89,50,98,35,36,41,2
90,60,122,35,32,85,10
91,50,91,34,30,45,6
92,48,85,36,21,60,7
93,36,81,27,26,45,8
94,38,130,23,74,50,5
95,38,61,24,16,39,7
96,37,81,20,27,34,3
97,49,100,31,31,56,8
98,32,106,10,37,50,6
99,42,130,23,43,62,3
100,41,106,31,34,49,7
101,45,139,22,66,46,9
102,54,123,36,46,48,8
103,54,312,30,85,224,7
104,53,106,20,32,67,3
