Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
0,1.7916666666666667,6,0.03812056737588652,-0.20200627037194985,0.0,0.019060283687943262,8,48,48,43,0.0,0.0,0.0,0.0,0.0
1,2.984126984126984,16,0.02387301587301588,-0.12132799679975126,0.03261191770700837,0.011936507936507936,9,111,126,188,1.8477590650225741,-1.8477590650225715,-1.7320508075688765,1.7320508075688745,-1.4142135623730951
2,3.6178343949044587,17,0.023191246121182424,-0.19275473448208746,0.020354416475539622,0.011595623060591214,5,133,157,284,-2.1357792050698574,2.1357792050698556,-2.0528808400337173,2.0528808400337155,1.8477590650225735
3,4.302752293577981,24,0.019828351583308673,-0.1854582942989683,0.03875630523636904,0.009914175791654335,4,168,218,469,2.9577060185524324,-2.862239180090784,-2.356826436567703,2.2314327104844303,2.2314327104844303
4,4.808163265306122,25,0.019705587152893948,-0.17171954290280417,0.04754799018701207,0.009852793576446972,5,183,245,589,3.7505830386483696,-3.1346978606717957,-2.8265926795118044,2.308673106826144,2.292737603466268
5,4.983050847457627,30,0.01694915254237288,-0.17911890230675656,0.044281456950966386,0.00847457627118644,4,216,295,735,4.157309561193328,-3.2386916776653836,-3.2386916776653836,2.6809071840155636,2.6809071840155636
6,5.881305637982196,33,0.017503885827327963,-0.18686292984880815,0.06267250549913211,0.008751942913663982,2,228,337,991,4.925761339237119,-3.8004687401258432,3.7465049600037976,3.406372670572374,-3.321254788552451
7,6.528,38,0.017454545454545452,-0.18385987854411517,0.062218873048045686,0.008727272727272728,2,231,375,1224,5.857397195626895,4.2682109433696604,-4.248382934978408,-3.7283539928145717,3.723825193950116
8,7.260204081632653,40,0.01856829688397098,-0.17227638395417824,0.06716451944484664,0.00928414844198549,5,222,392,1423,6.63110878648392,-4.441315520229444,4.303962170612633,3.968463937253696,-3.723682658792661
9,7.538793103448276,40,0.01628249050420794,-0.14306964049539989,0.07157464315083914,0.00814124525210397,5,266,464,1749,7.270421163412521,-4.772519594626394,4.633812050312324,4.633812050312324,-4.269413350600069
10,7.889830508474576,46,0.016751232502069165,-0.12597229012371083,0.06732913399253805,0.008375616251034583,5,255,472,1862,7.485130375049168,-5.1400248671349225,4.984141252985761,4.3098780123879195,-4.268119156154877
11,8.296610169491526,48,0.01761488358703084,-0.12021015158200436,0.06483832125673829,0.00880744179351542,6,238,472,1958,7.881236572572515,-5.450804305066547,5.1381227321494345,-4.3303360675518245,-4.2884334959496595
12,8.928286852589641,50,0.017820931841496288,-0.10337120170020543,0.06932289538431735,0.008910465920748145,7,236,502,2241,8.963839050153478,-6.500828093581189,5.623558401604394,-4.964723881451499,4.8580823700884235
13,9.341506129597198,52,0.016388607244907365,-0.12182045504172122,0.07662034897100987,0.008194303622453682,4,262,571,2667,10.105341922523909,-7.044811072210201,5.730063559691834,5.202359979939758,-5.119604201078966
14,9.770867430441898,55,0.016017815459740816,-0.1192069089864142,0.0749939339924029,0.008008907729870408,4,268,611,2985,10.937160904362615,-7.711772795510566,5.644595790705607,5.644595790705607,5.354257912079147
15,10.401869158878505,58,0.016227564990450086,-0.12243378750447963,0.07765789266516704,0.008113782495225043,3,270,642,3339,11.953496750302374,-8.425671714006363,6.475655418892063,-5.9353779888529115,5.92317097287083
16,10.444444444444445,61,0.01529201236375468,-0.11270411935451066,0.07463240704879083,0.007646006181877338,4,269,684,3572,12.487075023615088,-9.075382437842654,6.591905130995057,6.591905130995057,6.039421030331304
