Subgraph 1,Subgraph 2,Subgraph 3,Subgraph 4
108680,118589,6831872,12864,16,565996,7398271,399505828,8112,7607,8796,1595680,8494,32976,1239,1341,1239,940,221,0,0
111910,125050,7165808,13056,16,665648,7954091,424870076,8859,8176,9080,1644315,10689,41636,1257,1353,1257,1015,283,0,0
100703,72660,6193864,4800,4,635452,4740919,340981264,3621,2996,2328,577325,11191,44664,591,464,0,255,260,0,0
81457,40946,4843224,3968,0,308956,2494756,253082818,2187,1762,1216,432200,4622,18408,0,50,0,63,77,0,0
64373,25802,3767916,3676,0,163740,1501287,189414723,1539,1246,880,375255,1516,6064,0,50,0,12,23,0,0
50859,19413,3387240,4260,4,125276,1112012,173804777,2505,1911,964,429710,1444,5776,510,410,0,12,38,0,0
48772,14006,3196616,3996,4,58684,759982,161344389,2472,1829,724,409070,417,1668,501,404,0,0,10,0,0
9848,5535,170304,992,4,17068,98143,2317329,717,633,620,28840,130,520,150,145,0,0,10,0,0
8849,4611,142100,912,4,14344,75838,1789768,657,582,576,24230,120,480,138,137,0,0,10,0,0
9527,5019,161016,1032,4,20420,90233,2204707,741,636,568,31295,281,1124,156,149,0,3,22,0,0
8803,4125,141500,568,4,13364,72335,1833581,0,51,204,16430,90,320,141,104,0,0,0,0,0
5650,3348,80880,0,0,11888,52103,953129,0,0,0,0,85,300,0,0,0,0,0,0,0
7810,3948,127476,0,0,15260,65936,1614989,0,0,0,0,95,340,0,0,0,0,0,0,0
17785,5472,458304,1032,0,24552,101208,9226875,0,0,0,44895,267,1068,0,15,0,3,2,0,0
23921,12642,681332,1584,0,96088,328615,14580432,0,66,264,68345,2442,9768,0,20,0,105,70,0,0
28067,17218,864392,1664,0,130940,509855,19944945,0,76,304,75695,2841,11364,0,20,0,105,70,0,0
30575,21937,1020400,1656,0,180448,703630,25262182,0,165,660,78250,4191,16604,0,20,0,168,112,0,0
31350,21304,1059048,2004,0,187324,696490,26525096,0,205,820,96920,4275,16940,0,30,0,168,112,0,0
30873,20811,1034372,2348,0,182172,675681,25718472,255,414,976,114740,4219,16716,0,45,0,168,112,0,0
29638,21916,993224,1932,0,191432,697001,24502587,483,586,1056,94980,5229,20736,0,30,0,252,208,0,0
19743,19385,657400,1016,0,182688,612882,16385845,483,496,696,52260,5129,20336,0,15,0,252,208,0,0
14408,11889,400564,812,0,95532,314466,8315532,390,398,552,33135,1895,7460,0,15,0,60,65,0,0
14587,12141,409928,788,0,95920,320959,8583691,378,390,552,31170,1915,7540,0,15,0,60,65,0,0
9879,7632,223060,828,0,60320,165233,3814402,429,459,692,25445,1500,6000,0,30,0,60,90,0,0
8818,7568,190192,720,0,57720,152121,3164464,495,506,704,18865,1911,7644,0,30,0,105,130,0,0
8459,7417,173728,568,0,56112,144561,2749697,519,498,608,15500,1869,7476,0,15,0,105,130,0,0
7160,6102,134132,328,0,35680,107728,1971372,228,237,340,7795,840,3360,0,5,0,30,40,0,0
6379,5652,114520,0,0,34852,94927,1637216,0,0,0,0,1175,4580,0,0,0,60,40,0,0
5531,4908,89416,0,0,29900,75440,1155775,0,0,0,0,1085,4220,0,0,0,60,40,0,0
3663,3208,45844,0,0,16808,40325,460572,0,0,0,0,574,2296,0,0,0,30,20,0,0
3820,2555,51088,148,0,14400,31995,545620,0,7,28,3330,360,1440,0,0,0,12,8,0,0
4264,2667,61228,152,0,17052,36735,679683,0,7,28,3515,390,1560,0,0,0,12,8,0,0
4345,2899,65524,164,0,21688,40105,773102,0,9,36,4100,915,3660,0,0,0,60,40,0,0
4369,2723,64368,156,0,20548,37747,728990,0,6,24,3705,640,2560,0,0,0,30,20,0,0
4514,2651,67628,160,0,18160,36949,781961,0,5,20,3900,402,1608,0,0,0,12,8,0,0
4495,2440,67772,0,0,14484,34293,784703,0,0,0,0,207,828,0,0,0,3,2,0,0
5384,2780,91084,0,0,21776,43523,1179016,0,0,0,0,444,1776,0,0,0,12,8,0,0
5229,3040,85424,0,0,31292,46760,1065463,0,0,0,0,1407,5628,0,0,0,105,70,0,0
4523,2460,67804,0,0,21160,34630,783815,0,0,0,0,650,2600,0,0,0,30,20,0,0
4970,2280,74056,0,0,19920,34428,856632,0,0,0,0,420,1680,0,0,0,12,8,0,0
4953,2144,71668,0,0,15436,31153,819671,0,0,0,0,213,852,0,0,0,3,2,0,0
5078,2152,76012,0,0,15712,31606,897902,0,0,0,0,216,864,0,0,0,3,2,0,0
5186,2483,78252,136,0,16428,36423,930914,0,13,52,2805,219,876,0,0,0,3,2,0,0
6671,4371,115560,160,0,22184,73718,1574878,0,21,84,3900,252,1008,0,0,0,3,2,0,0
8200,5195,162224,172,0,27400,96751,2506524,0,21,84,4515,282,1128,0,0,0,3,2,0,0
9057,6130,188420,392,0,31056,123789,3020955,0,42,168,11750,300,1200,0,5,0,3,2,0,0
9946,6569,224996,632,0,34764,137853,3857733,0,54,216,20505,318,1272,0,5,0,3,2,0,0
9560,6354,215028,424,0,33208,130027,3657030,0,31,124,13905,312,1248,0,0,0,3,2,0,0
9283,6414,205824,416,0,32296,128356,3477933,0,32,128,13440,306,1224,0,0,0,3,2,0,0
9960,7533,229212,676,0,52944,160632,4015764,180,168,192,23330,1020,4080,0,5,0,30,20,0,0
11377,7649,298844,564,4,36860,180710,6050140,0,31,124,24140,474,1896,0,5,207,141,2,0,5
16760,9733,549172,692,4,20272,268576,13635032,0,29,116,36540,170,680,0,5,255,170,0,0,5
20295,12045,770768,796,4,43552,393079,22326189,0,39,156,48500,348,1392,0,5,294,196,0,0,5
22658,13138,927104,428,4,47508,451212,28896990,0,18,72,27825,370,1480,0,0,315,210,0,0,5
25904,14513,1120272,916,4,71088,532398,37714289,0,41,164,64400,718,2872,0,5,339,229,2,0,5
26641,13765,1190860,940,4,49132,517294,41379329,0,39,156,67850,409,1596,0,5,348,232,0,0,5
28091,13523,1306520,484,0,73372,516943,47096005,0,19,76,36300,522,2028,0,0,0,3,2,0,0
24375,10131,1074476,456,0,57412,358441,36730297,0,15,60,32205,477,1848,0,0,0,3,2,0,0
21331,10394,861108,424,0,48432,339747,27450576,0,17,68,27825,468,1812,0,0,0,9,6,0,0
20357,10422,793880,856,0,46712,346946,24552917,0,64,256,36225,446,1784,0,15,0,9,6,0,0
21269,12978,844044,888,0,51092,449996,26615727,0,72,288,38385,473,1832,0,15,0,9,6,0,0
20860,14287,862388,480,0,91468,501715,27662792,0,57,228,11670,2115,8460,0,15,0,66,44,0,0
21919,13875,882048,600,0,114632,477209,27437464,0,60,240,18345,2250,9000,0,15,0,66,44,0,0
20957,12931,806276,624,0,99008,424748,23934529,0,60,240,19860,1512,6048,0,15,0,36,24,0,0
19366,10832,715404,600,0,74660,346550,20375795,0,48,192,18345,883,3532,0,15,0,18,12,0,0
15653,9413,522952,532,0,60824,277622,13332094,0,34,136,23880,867,3468,0,0,0,12,8,0,0
18642,11338,700420,776,0,109900,355879,20053641,0,38,152,46550,2874,11496,0,5,0,105,70,0,0
22884,13394,961768,872,0,152292,483396,30686287,648,474,168,57775,4184,16576,0,5,0,168,112,0,0
22432,13234,960144,880,0,95468,485888,31253564,654,480,176,58855,1525,6000,0,5,0,30,20,0,0
23465,14270,1066252,636,0,88936,550624,36795730,810,579,156,36515,1525,6000,0,0,0,30,20,0,0
24286,13645,1123400,1112,0,106928,543641,39387546,825,610,240,71210,2295,9060,0,5,0,60,40,0,0
27727,15185,1353216,1192,0,147872,630818,50021370,885,653,252,80905,3437,13608,0,5,0,105,70,0,0
24010,12265,1082028,1108,0,127212,463650,36992443,822,603,220,69580,3185,12600,0,5,0,105,70,0,0
20907,9553,888136,1032,0,80696,342062,28587092,765,555,180,60805,1445,5680,0,5,0,30,20,0,0
19223,8522,751112,584,0,68960,274076,22281224,135,119,116,29700,849,3396,0,0,0,12,8,0,0
23361,10868,979284,1104,4,110484,374922,31021364,654,498,248,51135,1416,5664,3,17,471,335,14,0,15
26981,16464,1178188,1244,4,224516,630896,38719463,705,640,680,62810,5739,22956,3,17,492,559,194,0,35
26222,15665,1134848,1916,8,214160,598703,37011847,690,666,824,101150,5634,22536,3,37,819,777,194,0,35
23885,14583,966976,1872,12,200144,525323,29411488,672,773,1300,93590,5389,21556,6,39,780,751,194,0,35
23189,15743,909792,1872,12,198620,551480,26836990,672,782,1336,91760,5383,21532,9,41,765,741,204,0,35
23802,15738,936280,1924,12,208652,549122,27548751,690,872,1648,95660,5491,21964,9,41,774,747,204,0,35
18648,14092,636204,1228,12,159836,427280,16353944,609,737,1324,56840,4784,19136,9,16,675,681,204,0,35
14426,12374,427596,456,4,108824,332630,9679521,432,698,1640,13255,3349,13396,6,9,3,170,192,0,0
12791,9136,368876,384,0,62004,237336,8161945,516,635,1164,9900,1196,4784,0,5,0,30,60,0,0
13018,9721,380924,376,0,81480,253947,8550153,369,459,852,9895,2392,9568,0,5,0,105,130,0,0
15249,6997,519140,172,0,42836,210428,13522046,0,52,208,4100,381,1524,0,0,0,3,2,0,0
16725,8246,588092,188,0,63936,260253,15729246,0,11,44,5175,798,3192,0,0,0,12,8,0,0
16029,7502,558936,176,0,58692,234870,14858033,0,10,40,4515,774,3096,0,0,0,12,8,0,0
18856,11528,681720,816,0,137500,371692,18634973,162,164,224,36155,3848,15232,0,5,0,168,112,0,0
23074,13727,910464,1184,0,212892,491157,26830206,192,207,316,55965,6800,27000,0,15,0,360,240,0,0
22478,13865,855636,932,0,215564,482819,24168712,201,196,248,45865,6805,26820,0,5,0,360,240,0,0
24454,16795,977076,1656,4,267036,611724,29034935,207,235,388,87680,10000,39520,0,20,456,934,420,0,50
