0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
843.0,245.0,12668.89,843.0,245.0,12668.89,843.0,245.0,12668.89,843.0,245.0,12668.89,843.0,245.0,12668.89,843.0,245.0,12668.89,843.0,245.0,12668.89,988.0,402.0,20845.512,988.0,402.0,20845.512,1023.0,754.0,38865.547
843.0,265.0,13699.762,843.0,265.0,13699.762,843.0,265.0,13699.762,843.0,265.0,13699.762,843.0,265.0,13699.762,843.0,265.0,13699.762,843.0,265.0,13699.762,955.0,395.0,20442.703,955.0,395.0,20442.703,982.0,688.0,35455.375
801.0,234.0,12062.701,801.0,234.0,12062.701,801.0,234.0,12062.701,801.0,234.0,12062.701,801.0,234.0,12062.701,801.0,234.0,12062.701,801.0,234.0,12062.701,939.0,373.0,19296.477,939.0,373.0,19296.477,974.0,726.0,37401.457
744.0,168.0,8708.05,744.0,168.0,8708.05,744.0,168.0,8708.05,744.0,168.0,8708.05,744.0,168.0,8708.05,744.0,168.0,8708.05,744.0,168.0,8708.05,919.0,339.0,17548.578,919.0,339.0,17548.578,955.0,780.0,40273.37
759.0,156.0,8091.708,759.0,156.0,8091.708,759.0,156.0,8091.708,759.0,156.0,8091.708,759.0,156.0,8091.708,759.0,156.0,8091.708,759.0,156.0,8091.708,935.0,325.0,16751.297,935.0,325.0,16751.297,978.0,819.0,42241.68
792.0,157.0,8123.1157,792.0,157.0,8123.1157,792.0,157.0,8123.1157,792.0,157.0,8123.1157,792.0,157.0,8123.1157,792.0,157.0,8123.1157,792.0,157.0,8123.1157,953.0,312.0,16101.113,953.0,312.0,16101.113,995.0,840.0,43469.77
802.0,149.0,7696.4736,802.0,149.0,7696.4736,802.0,149.0,7696.4736,802.0,149.0,7696.4736,802.0,149.0,7696.4736,802.0,149.0,7696.4736,802.0,149.0,7696.4736,961.0,310.0,16002.399,961.0,310.0,16002.399,1004.0,856.0,44314.215
856.0,165.0,8553.553,856.0,165.0,8553.553,856.0,165.0,8553.553,856.0,165.0,8553.553,856.0,165.0,8553.553,856.0,165.0,8553.553,856.0,165.0,8553.553,1043.0,352.0,18197.621,1043.0,352.0,18197.621,1084.0,927.0,47998.883
832.0,154.0,7994.37,832.0,154.0,7994.37,832.0,154.0,7994.37,832.0,154.0,7994.37,832.0,154.0,7994.37,832.0,154.0,7994.37,832.0,154.0,7994.37,1010.0,330.0,17072.045,1010.0,330.0,17072.045,1050.0,909.0,47076.316
762.0,143.0,7425.156,762.0,143.0,7425.156,762.0,143.0,7425.156,762.0,143.0,7425.156,762.0,143.0,7425.156,762.0,143.0,7425.156,762.0,143.0,7425.156,924.0,303.0,15682.178,924.0,303.0,15682.178,963.0,835.0,43251.293
635.0,140.0,7209.716,635.0,140.0,7209.716,635.0,140.0,7209.716,635.0,140.0,7209.716,635.0,140.0,7209.716,635.0,140.0,7209.716,635.0,140.0,7209.716,794.0,295.0,15224.504,794.0,295.0,15224.504,823.0,692.0,35847.527
585.0,143.0,7421.0293,585.0,143.0,7421.0293,585.0,143.0,7421.0293,585.0,143.0,7421.0293,585.0,143.0,7421.0293,585.0,143.0,7421.0293,585.0,143.0,7421.0293,738.0,294.0,15197.665,738.0,294.0,15197.665,760.0,623.0,32247.402
670.0,195.0,10140.9375,670.0,195.0,10140.9375,670.0,195.0,10140.9375,670.0,195.0,10140.9375,670.0,195.0,10140.9375,670.0,195.0,10140.9375,670.0,195.0,10140.9375,806.0,337.0,17465.836,806.0,337.0,17465.836,827.0,626.0,32445.85
712.0,201.0,10471.16,712.0,201.0,10471.16,712.0,201.0,10471.16,712.0,201.0,10471.16,712.0,201.0,10471.16,712.0,201.0,10471.16,712.0,201.0,10471.16,904.0,387.0,20085.9,904.0,387.0,20085.9,929.0,737.0,38264.664
657.0,168.0,8750.54,657.0,168.0,8750.54,657.0,168.0,8750.54,657.0,168.0,8750.54,657.0,168.0,8750.54,657.0,168.0,8750.54,657.0,168.0,8750.54,884.0,375.0,19460.309,884.0,375.0,19460.309,910.0,765.0,39765.965
698.0,181.0,9436.096,698.0,181.0,9436.096,698.0,181.0,9436.096,698.0,181.0,9436.096,698.0,181.0,9436.096,698.0,181.0,9436.096,698.0,181.0,9436.096,935.0,398.0,20685.262,935.0,398.0,20685.262,961.0,805.0,41920.535
723.0,184.0,9591.144,723.0,184.0,9591.144,723.0,184.0,9591.144,723.0,184.0,9591.144,723.0,184.0,9591.144,723.0,184.0,9591.144,723.0,184.0,9591.144,965.0,408.0,21216.857,965.0,408.0,21216.857,989.0,827.0,43040.65
710.0,188.0,9785.96,710.0,188.0,9785.96,710.0,188.0,9785.96,710.0,188.0,9785.96,710.0,188.0,9785.96,710.0,188.0,9785.96,710.0,188.0,9785.96,951.0,405.0,21089.158,951.0,405.0,21089.158,972.0,815.0,42393.78
692.0,173.0,8988.868,692.0,173.0,8988.868,692.0,173.0,8988.868,692.0,173.0,8988.868,692.0,173.0,8988.868,692.0,173.0,8988.868,692.0,173.0,8988.868,938.0,392.0,20410.752,938.0,392.0,20410.752,963.0,826.0,42978.33
664.0,157.0,8103.138,664.0,157.0,8103.138,664.0,157.0,8103.138,664.0,157.0,8103.138,664.0,157.0,8103.138,664.0,157.0,8103.138,664.0,157.0,8103.138,876.0,342.0,17692.16,876.0,342.0,17692.16,901.0,783.0,40599.89
592.0,133.0,6911.747,592.0,133.0,6911.747,592.0,133.0,6911.747,592.0,133.0,6911.747,592.0,133.0,6911.747,592.0,133.0,6911.747,592.0,133.0,6911.747,774.0,293.0,15172.164,774.0,293.0,15172.164,804.0,699.0,36176.797
563.0,138.0,7173.721,563.0,138.0,7173.721,563.0,138.0,7173.721,563.0,138.0,7173.721,563.0,138.0,7173.721,563.0,138.0,7173.721,563.0,138.0,7173.721,754.0,300.0,15566.597,754.0,300.0,15566.597,777.0,664.0,34310.555
548.0,134.0,6953.436,548.0,134.0,6953.436,548.0,134.0,6953.436,548.0,134.0,6953.436,548.0,134.0,6953.436,548.0,134.0,6953.436,548.0,134.0,6953.436,733.0,287.0,14870.384,733.0,287.0,14870.384,763.0,661.0,34105.145
580.0,146.0,7561.0303,580.0,146.0,7561.0303,580.0,146.0,7561.0303,580.0,146.0,7561.0303,580.0,146.0,7561.0303,580.0,146.0,7561.0303,580.0,146.0,7561.0303,760.0,302.0,15643.547,760.0,302.0,15643.547,792.0,666.0,34397.484
630.0,167.0,8671.621,630.0,167.0,8671.621,630.0,167.0,8671.621,630.0,167.0,8671.621,630.0,167.0,8671.621,630.0,167.0,8671.621,630.0,167.0,8671.621,797.0,317.0,16453.26,797.0,317.0,16453.26,833.0,678.0,35038.734
634.0,157.0,8150.0327,634.0,157.0,8150.0327,634.0,157.0,8150.0327,634.0,157.0,8150.0327,634.0,157.0,8150.0327,634.0,157.0,8150.0327,634.0,157.0,8150.0327,842.0,337.0,17514.092,842.0,337.0,17514.092,880.0,756.0,39165.33
722.0,175.0,9087.74,722.0,175.0,9087.74,722.0,175.0,9087.74,722.0,175.0,9087.74,722.0,175.0,9087.74,722.0,175.0,9087.74,722.0,175.0,9087.74,954.0,375.0,19546.078,954.0,375.0,19546.078,998.0,858.0,44620.945
