Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
2,1.7660689655172415,16,0.0004873258734870975,-0.19171547074658907,0.05596658673666494,0.00024366293674354876,682,3415,3625,3201,5.173109736787637,-2.8916689535367675,-1.7320508075688785,1.7320508075688763,-1.0928148364400048
3,1.7785977859778597,16,0.0004689158412807435,-0.19658494700676857,0.05665452775748906,0.0002344579206403717,698,3571,3794,3374,5.308764942997812,-2.881334084104301,2.000000000000003,-2.0000000000000018,-1.184039302550713
4,1.8027626084163186,16,0.0005792938973060149,-0.22630978863571907,0.051658813769176096,0.0002896469486530075,539,2930,3113,2806,5.505634887205596,-4.098609279660608,1.4142135623730936,-1.4142135623730907,1.0092538907138928
5,1.822635135135135,15,0.0007700190684981558,-0.24153790185327742,0.050330009020106446,0.000385009534249078,407,2220,2368,2158,5.50605808909053,-4.5208229980575325,-1.0038236719940623,1.0020001115195112,-1.0000000000000018
6,1.7844488188976377,12,0.0008786060161977538,-0.24890314304799932,0.04064981487619006,0.00043930300809887687,365,1907,2032,1813,5.119828007589721,-4.185958833044286,-1.005168021203724,1.0026789701266776,-1.0000000000000009
7,1.7721518987341771,10,0.0009758545697875427,-0.2565688804586774,0.04072674894817927,0.00048792728489377126,328,1694,1817,1610,5.126011582711525,-4.154279920643183,-1.008154824452458,1.0018652477611911,1.000000000000001
8,1.755248950209958,11,0.001053570798445353,-0.25992097598587277,0.03669298638549584,0.0005267853992226765,307,1562,1667,1463,4.766093967380632,-3.8582527206144808,-1.0116555630129545,1.0027151470963438,1.0000000000000018
9,1.772007599746675,11,0.0011229452469877536,-0.2685662783773873,0.038451530794945864,0.0005614726234938768,279,1478,1579,1399,4.762281578215422,-4.0086896585206,-1.0117609207404783,1.0048062023203586,1.0000000000000009
10,1.7594086021505377,11,0.0011831934109956539,-0.2666803104790769,0.04325963623703399,0.000591596705497827,272,1390,1488,1309,4.611211348771106,-3.790400074165105,1.000000000000002,-1.0000000000000013,-1.000000000000001
11,1.7552498189717596,10,0.0012719201586751884,-0.26355299522174896,0.045654646341544924,0.0006359600793375941,257,1289,1381,1212,4.194467753317033,-3.126744682364782,1.0000000014733528,-1.0000000000000018,-1.0000000000000016
12,1.7201986754966887,10,0.0014251853152416642,-0.26364596779775606,0.03865586985224877,0.0007125926576208321,234,1138,1208,1039,3.5542217387171484,-2.298827132731269,-1.0895686271306868,1.0000000000000022,1.0000000000000013
13,1.70223752151463,9,0.0014661821890737557,-0.2630538850556977,0.028424333851711447,0.0007330910945368776,226,1107,1162,989,3.297364095121484,-2.302474059380662,1.000000003181287,-1.000000000000001,1.000000000000001
14,1.6485981308411215,10,0.0015421872131348192,-0.24704373073112706,0.022140251378648786,0.0007710936065674095,227,1028,1070,882,2.8436061334080547,-1.795273031566289,1.0000000016833837,-1.0000000000000049,-1.000000000000001
15,1.6136136136136137,9,0.0016168473082300739,-0.23642166109452456,0.015043410072649838,0.0008084236541150368,226,966,999,806,2.489141935332247,-1.884632065305409,-1.000000000000002,-1.0000000000000016,1.0000000000000013
16,1.5781584582441113,9,0.0016914881653205913,-0.2278655106465664,0.01534693698497919,0.0008457440826602954,225,906,934,737,2.3448511776916448,-1.3891303417939624,1.0000000000000013,-1.0000000000000009,1.0000000000000007
17,1.6021739130434782,8,0.001743388371102805,-0.2381760416998261,0.015579916359407092,0.0008716941855514027,217,886,920,737,2.840646403083514,-2.3671945000160055,-1.0000000000000007,-1.0000000000000004,1.0000000000000004
18,1.6091428571428572,8,0.0018411245505067012,-0.24774265278929622,0.01638117269076305,0.0009205622752533508,206,841,875,704,2.95733819660973,-2.533786568301369,1.000000000000001,-1.0000000000000009,1.0
19,1.6257449344457688,8,0.001940029754708555,-0.2505972615796774,0.019467908677425046,0.0009700148773542773,196,800,839,682,3.041151658339909,-2.569859446646708,1.0000000000000007,-1.0000000000000004,-1.0000000000000004
20,1.6004842615012107,7,0.0019399809230317708,-0.25215566817977625,0.01977431690983067,0.0009699904615158853,200,789,826,661,2.923071292529891,-2.396207000506727,1.0000000000000004,-1.0000000000000002,1.0
21,1.722905027932961,8,0.0019271868321397768,-0.31582827136059205,0.020484321084202305,0.0009635934160698886,166,853,895,771,3.081309666960149,-2.547395990718774,1.0000000000000009,1.0000000000000004,-1.0000000000000004
22,1.7735449735449735,7,0.001878755268585777,-0.3311083800924301,0.027161021780264187,0.0009393776342928885,160,895,945,838,3.7852165561872835,-3.383906202070167,-1.0000000000000004,0.9999999999999999,-0.9999999999999999
23,1.7897959183673469,9,0.0018281878635008652,-0.32714699847318496,0.0308320036052834,0.0009140939317504326,159,926,980,877,3.726535168023089,-3.104391218290376,-1.0000000000000013,1.0000000000000007,-1.0000000000000007
24,1.8050251256281407,8,0.0018159206495252924,-0.32998995163259487,0.0317078925888253,0.0009079603247626462,146,947,995,898,3.24039599969964,-2.407667402303355,-1.0000000000000009,-1.0000000000000009,1.0000000000000007
