Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
2,0.0,0.0,0,0,546,6,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,552,0,0.0,0.0,0,0,503,3,0.09230769230769231,0,0.0,0.0,23,0.08914728682170543,0.08846153846153847,24,0.09230769230769231,0.09230769230769231
3,0.0,0.0,0,1,500,5,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,505,0,0.0,0.0,0,0,458,4,0.09871244635193133,0,0.0,0.0,22,0.09606986899563319,0.0944206008583691,23,0.09871244635193133,0.09871244635193133
4,0.0,0.0,0,3,297,6,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,303,0,0.0,0.0,0,0,267,5,0.0759493670886076,0,0.0,0.0,17,0.07264957264957266,0.07172995780590717,18,0.0759493670886076,0.0759493670886076
5,0.0,0.0,0,1,268,3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,271,0,0.0,0.0,0,0,238,2,0.05944055944055944,0,0.0,0.0,16,0.05673758865248227,0.055944055944055944,17,0.05944055944055944,0.05944055944055944
6,0.0,0.0,0,7,742,7,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,7,749,0,0.0,0.0,0,0,695,7,0.07179487179487179,0,0.0,0.0,27,0.0703125,0.06923076923076923,28,0.07179487179487179,0.07179487179487179
7,0.0,0.0,0,4,749,3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,4,752,0,0.0,0.0,0,0,699,3,0.0546875,0,0.0,0.0,27,0.053465346534653464,0.052734375,28,0.0546875,0.0546875
8,0.0,0.0,0,5,1873,14,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,5,1887,0,0.0,0.0,0,0,1710,12,0.06853582554517133,0,0.0,0.0,42,0.06645569620253164,0.06542056074766354,44,0.06853582554517133,0.06853582554517133
9,0.0,0.0,0,7,4399,16,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,7,4415,0,0.0,0.0,0,0,4274,16,0.05438311688311688,0,0.0,0.0,66,0.05405405405405406,0.05357142857142857,67,0.05438311688311688,0.05438311688311688
10,0.0,0.0,0,11,12850,21,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,11,12871,0,0.0,0.0,0,0,12635,21,0.05465004793863854,0,0.0,0.0,113,0.05443159922928709,0.05417066155321189,114,0.05465004793863854,0.05465004793863854
11,0.0,0.0,0,31,45526,25,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,30,45552,0,0.0,0.0,0,0,44707,25,0.08313908313908314,0,0.0,0.0,212,0.0828125,0.08242612752721618,214,0.08313908313908314,0.08313908313908314
12,0.0,0.0,0,31,100727,48,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,30,100776,0,0.0,0.0,0,0,98236,46,0.11240721102863202,0,0.0,0.0,314,0.11158493248045487,0.11107180756986204,318,0.11240721102863202,0.11240721102863202
13,0.0,0.0,0,35,106515,52,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,34,106568,0,0.0,0.0,0,0,104601,51,0.1117948717948718,0,0.0,0.0,324,0.11141678129298486,0.1108450222374273,327,0.1117948717948718,0.1117948717948718
14,0.0,0.0,0,35,122067,48,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,35,122115,0,0.0,0.0,0,0,121405,47,0.11697860962566844,0,0.0,0.0,349,0.11727150537634409,0.1167614586818334,350,0.11697860962566844,0.11697860962566844
15,0.3191489361702128,0.10638297872340426,15,32,182583,126,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,47,182709,0,0.0,0.0,0,0,181868,34,0.07914201183431953,0,0.0,0.0,427,0.0791913946587537,0.07901554404145078,428,0.07914201183431953,0.07914201183431953
