Subgraph 1,Subgraph 2,Subgraph 3,Subgraph 4
200847,381356,25112064,38152,16,5387476,41224015,2390700429,14010,17413,32292,6877715,249124,994396,33,1692,3468,21749,13818,0,330
180494,348377,20541276,29132,20,5339088,34424766,1768963021,11298,14086,26216,4615360,251526,1004664,33,1107,3789,23742,15029,0,340
2920866,781222,1648374012,117476,228,14563104,234455715,684803949751,22515,29133,56492,73095255,403464,1610036,187395,126840,6165,33639,20896,600,565
2966396,1115957,1662058896,162044,236,19123300,380376271,689673274429,44640,46661,67604,110099985,835940,3338400,208116,141294,4407,43369,28474,605,395
3053769,2047839,1678213956,477088,7328,19415088,819550449,692033832438,347493,266081,137676,364358245,4136040,16538940,7056684,4713951,4314,211433,140198,171710,410
3052134,2470443,1675323596,533048,7452,19892780,1039143323,691696617427,394596,308064,180000,409731035,7793998,31170332,7174371,4796839,4200,502432,334608,171995,380
3034140,2487213,1670460836,524496,7440,17768332,1060319161,690986277207,400740,312081,179684,407764155,7778563,31107792,7172901,4795414,1089,498663,333698,171995,10
3015009,2482716,1665337988,528920,7428,17369224,1071339598,690226959213,401880,311271,173404,415400070,7759380,31031700,7172421,4795809,2424,497063,331493,171985,170
3013049,2526131,1664480052,525548,7428,18080916,1094598969,690107234195,399459,311718,181648,414784080,7819088,31270212,7172358,4795612,2376,502200,334999,171985,170
235206,306023,22858008,14224,20,11039016,28889403,1794311496,10362,10013,12420,2235195,503516,2012024,1356,1149,3474,43014,28217,0,445
201596,242765,17039240,10296,16,9365608,20154214,1132155563,8325,7965,9660,1422150,434777,1736488,1167,923,1986,38974,26210,0,255
88262,104082,5441672,3864,16,3182776,5904136,264918083,2724,3051,4940,296795,192546,769344,645,475,1062,21978,15000,0,155
65941,81252,3917148,2404,8,1963952,4183166,183069727,1860,2140,3600,161220,124313,496532,207,153,402,13549,9359,0,80
59414,70970,3470808,2204,8,1550468,3541046,160248226,1620,1943,3452,140140,101526,405764,174,131,351,10896,7578,0,75
53629,62426,3095724,2008,8,1187384,3070964,141275217,1389,1757,3324,122135,78814,314976,138,107,312,8281,5797,0,60
51855,58609,2894800,1280,0,1145616,2834256,128056728,579,804,1672,91345,68320,272500,0,5,0,6594,4661,0,0
48296,62382,2488028,1812,0,1032384,2858046,101927000,1020,1582,3608,109170,51285,204480,0,15,0,4002,2983,0,0
43050,52526,2089696,852,4,829740,2271090,81440960,1398,1712,3120,33220,40677,161688,6,14,0,3201,2329,0,0
37062,41961,1692892,752,4,633196,1700002,62551882,1248,1414,2328,25840,31976,127304,3,12,0,2472,1813,0,0
35702,38748,1596048,956,4,555728,1558727,58157785,1545,1730,2800,31195,25569,101676,3,22,0,1863,1432,0,0
35762,42188,1503936,2324,12,726096,1596309,51043945,2838,2608,2864,105710,42181,168384,213,202,474,4390,3076,0,75
36119,43268,1463920,2620,16,807680,1581605,47293730,3357,3174,3744,116885,45896,183584,408,342,474,4975,3721,0,70
32483,36948,1221176,2532,16,707896,1266460,36307499,3084,2860,3216,108940,37551,149884,399,336,453,3797,2810,0,70
31060,31777,1176800,1692,4,628868,1087727,35263650,1236,1240,1664,77240,33120,131960,213,157,0,3006,2224,0,0
26896,29226,913636,1344,0,544256,911360,24428274,1362,1258,1400,57770,30443,121332,0,10,0,3114,2296,0,0
27780,29265,973868,1356,0,530564,939020,27010346,1530,1384,1456,58740,25145,99760,0,10,0,2031,1544,0,0
1819873,312428,866836372,9844,4,3048796,113851507,294719827327,1512,1589,2324,5975690,95196,379164,3267,2183,0,2649,2006,0,0
1819197,459241,866751132,13596,4,3584356,174198610,294753156864,705,1005,2140,8912425,153357,611968,3267,2188,0,2364,1676,0,0
1818696,538096,866731568,17928,4,3535232,206281907,294771702876,3519,3124,3112,11877845,153555,612520,3267,2203,0,1977,1363,0,0
1820005,593672,866821984,17912,4,3822760,227877316,294790460274,3558,3118,2984,11876195,152555,607940,3267,2203,0,1776,1224,0,0
1817729,628760,866668112,17912,4,3276808,243607867,294794791635,10128,7533,3124,11875410,143514,571816,3270,2205,0,1347,928,0,0
1824505,757416,867044916,26420,4,3819092,292564643,294837253115,10146,7955,4764,17803580,398224,1590636,3270,2250,0,6444,4346,0,0
1826491,775875,867134916,30984,4,4084996,298164814,294841013980,9795,7807,5108,20794360,405381,1619364,3270,2280,0,7065,4725,0,0
38762,47707,1590612,0,0,744984,1750251,53185935,0,0,0,0,28581,113444,0,0,0,1842,1228,0,0
146962,208866,11188224,1012,0,5643360,15291045,655087040,309,981,3100,76255,191732,764468,0,5,0,12168,8222,0,0
230853,305381,22418168,5560,4,11163776,27845582,1674722522,2364,3923,9388,629915,424877,1695588,420,340,0,29682,20478,0,0
253649,337772,26301476,6284,4,12900840,32452455,2098857710,3036,4973,11796,715430,529066,2109264,429,371,0,40509,28121,0,0
288004,383222,32997452,8312,8,14955532,40229779,2911924124,5793,7506,14576,1045225,614146,2449404,1158,887,0,45756,31864,0,5
343422,465652,44102152,10284,4,19649176,54303304,4306052795,4035,6775,16340,1488015,756678,3016792,444,441,0,51729,35726,0,0
579948,717137,102790084,18748,8,35274108,111847284,13768676763,5112,10365,27828,3568425,1160278,4633492,1548,1352,3,65843,45454,0,0
1017026,1180481,257004340,39088,12,65473976,256903187,49308220407,12297,17971,39092,10466830,1860949,7436116,1815,1895,1278,85869,58253,0,0
1164241,1208274,359322072,40240,28,61133708,316480589,84348671308,33207,33465,45308,12246010,2014643,8046252,2649,2451,1401,93220,62974,20,80
1274205,1185534,426571916,38572,28,54035668,333523261,107671634621,32742,31508,38720,11800050,1464752,5849188,2343,2267,1341,54993,37186,20,60
1413407,1252011,509238192,48232,0,60048560,378113249,137752746461,7626,12951,31468,19975060,1801525,7200760,0,560,0,73713,50007,0,0
1488436,1337343,554212060,41264,0,61298164,417710470,154771926786,6600,11712,29248,17955925,1784483,7130332,0,360,0,69513,47182,0,0
1562699,1316826,612542872,39812,0,56813436,431978982,179076501537,4851,10314,28320,18461310,1719784,6873776,0,315,0,65244,44301,0,0
