0,1,2,3,4,5
0.9488465,0.05115346,0.9267734,0.0068649887,0.04805492,0.018306635
0.8585178,0.14148219,0.8327684,0.011299435,0.14463277,0.011299435
0.7174688,0.2825312,0.6686992,0.0071138213,0.31300813,0.011178861
0.76309615,0.23690383,0.73707277,0.013146363,0.24101666,0.008764242
0.79211956,0.20788044,0.7776097,0.012859304,0.20877458,0.0007564296
0.73277664,0.2672234,0.7066139,0.013001696,0.2736009,0.0067834933
0.86818814,0.13181183,0.857997,0.0024912804,0.13602391,0.0034877928
0.8085847,0.19141531,0.7948297,0.008617152,0.18916701,0.0073861303
0.79356307,0.20643693,0.7833676,0.01026694,0.2008898,0.0054757018
0.88461536,0.115384616,0.8788494,0.0060913707,0.11032149,0.0047377325
0.8203645,0.17963552,0.7947795,0.1650165,0.03690369,0.0033003301
0.8108108,0.1891892,0.7995803,0.00524659,0.18730326,0.007869884
0.79180104,0.20819898,0.7802744,0.0030747398,0.20955534,0.0070955534
0.827258,0.172742,0.81837076,0.003117207,0.17352453,0.0049875313
0.8413923,0.15860772,0.8317252,0.0023157082,0.16016982,0.0057892706
0.8739058,0.12609425,0.86815494,0.002671246,0.12707499,0.002098836
0.9216191,0.07838087,0.9180482,0.003014318,0.07667671,0.0022607385
0.8869788,0.11302122,0.88206667,0.002995133,0.11250468,0.0024335454
0.94010675,0.059893258,0.93348205,0.0036503752,0.060433988,0.0024335834
0.95981735,0.04018265,0.9525153,0.016220028,0.026328161,0.0049365303
0.95851064,0.041489363,0.9441249,0.008216927,0.037797865,0.009860313
0.9477562,0.052243803,0.93002415,0.01620131,0.04067563,0.013098931
0.9439292,0.056070827,0.9283843,0.006113537,0.05371179,0.011790393
0.9551591,0.044840887,0.9404702,0.008004002,0.03851926,0.013006504
0.9690027,0.030997304,0.95578945,0.0063157897,0.026666667,0.011228071
0.9522213,0.04777871,0.93121696,0.009700176,0.04144621,0.017636685
0.9174147,0.082585275,0.8894185,0.025738798,0.07244995,0.012392755
0.89908254,0.10091743,0.8584337,0.023092369,0.092369474,0.026104419
0.8121159,0.1878841,0.75306314,0.06032045,0.16682374,0.019792648
0.70477474,0.2952253,0.6661776,0.07043287,0.23991196,0.023477623
0.8346086,0.1653914,0.77597,0.040675845,0.13204005,0.05131414
0.8670103,0.13298969,0.85405105,0.05882353,0.0754717,0.011653719
0.8749421,0.12505789,0.847591,0.017699115,0.11504425,0.019665683
0.925155,0.07484499,0.89378476,0.010667903,0.064935066,0.030612245
0.9374457,0.0625543,0.92762256,0.009619789,0.05451214,0.008245533
0.9611111,0.03888889,0.9473423,0.007948336,0.0307998,0.013909588
0.923672,0.076328,0.9077726,0.016241299,0.062064964,0.013921114
0.90849674,0.09150327,0.870744,0.023959646,0.08196721,0.02332913
0.92541593,0.07458405,0.90344363,0.01282917,0.0729237,0.010803511
0.9074645,0.09253547,0.857453,0.011577424,0.10130246,0.029667148
0.90545684,0.094543144,0.85767233,0.008154188,0.10748703,0.026686434
0.92239183,0.077608146,0.8848708,0.011070111,0.0804428,0.023616236
0.92772585,0.07227414,0.89849895,0.020729093,0.066476054,0.014295925
0.9203314,0.07966858,0.88992137,0.005003574,0.09006433,0.015010722
0.9212963,0.0787037,0.8917717,0.009636768,0.08154188,0.017049666
0.8055717,0.19442832,0.76265824,0.16772152,0.050632913,0.01898734
0.93166965,0.06833036,0.8822406,0.007638447,0.08147676,0.028644176
0.9496815,0.050318472,0.9331496,0.004135079,0.053756032,0.008959338
0.9342448,0.06575521,0.8891967,0.0076177283,0.08102493,0.022160664
0.9325113,0.06748864,0.8964335,0.0068587107,0.07064472,0.0260631
0.9561944,0.043805614,0.93347794,0.0065075923,0.040491685,0.019522777
0.9656433,0.034356724,0.93142426,0.0037678976,0.037678976,0.027128862
0.9576491,0.042350907,0.9317507,0.005934718,0.042532146,0.019782394
0.9366472,0.06335282,0.90665233,0.012875536,0.060085837,0.020386266
0.938856,0.061143983,0.89102566,0.008547009,0.06837607,0.032051284
0.9449735,0.055026457,0.9119351,0.009269988,0.05561993,0.023174971
0.91749173,0.08250825,0.88148147,0.011111111,0.086419754,0.020987654
0.88832486,0.11167513,0.8013319,0.012208657,0.11986682,0.06659268
0.94214875,0.05785124,0.9158249,0.008978676,0.059483726,0.015712682
0.9559286,0.044071354,0.9380023,0.0045924224,0.045924224,0.011481056
0.93868923,0.061310783,0.91724944,0.0093240095,0.05827506,0.015151516
0.92948717,0.070512824,0.89315724,0.006002401,0.08043218,0.020408163
0.9469122,0.053087756,0.92183626,0.011166253,0.048387095,0.018610422
0.9224891,0.077510916,0.8769793,0.009744215,0.08769793,0.025578562
0.9376499,0.06235012,0.90603083,0.007012623,0.0743338,0.012622721
0.9375,0.0625,0.9005602,0.005602241,0.078431375,0.0154061625
0.9385542,0.061445784,0.91147995,0.0152143845,0.05670816,0.016597511
0.894186,0.10581395,0.8462532,0.064599484,0.07235142,0.016795866
0.9560853,0.04391468,0.9265306,0.008163265,0.042176872,0.02312925
0.9511568,0.048843186,0.93296087,0.00698324,0.044692736,0.015363129
0.9192463,0.0807537,0.88478583,0.016248154,0.07828656,0.020679468
0.9197861,0.080213904,0.8872621,0.016105417,0.07467057,0.021961933
0.9132653,0.0867347,0.8802309,0.014430014,0.08658009,0.01875902
0.92412937,0.07587065,0.89413446,0.010014306,0.07725322,0.018597998
0.8872727,0.11272727,0.8476052,0.053701017,0.069666184,0.029027576
0.9189189,0.08108108,0.87568307,0.021857923,0.07103825,0.031420764
0.79571813,0.2042819,0.6970618,0.044579536,0.20972644,0.04863222
0.9368889,0.06311111,0.910101,0.012121212,0.068686865,0.009090909
0.94981754,0.05018248,0.9372428,0.014403292,0.038065843,0.010288066
0.905945,0.09405501,0.8771061,0.009910802,0.09811695,0.014866204
0.94793534,0.05206463,0.922,0.011,0.05,0.017
0.93890387,0.061096136,0.91457283,0.011055277,0.06030151,0.014070352
0.8969432,0.103056766,0.884427,0.04701273,0.054848187,0.013712047
0.93659043,0.06340957,0.91131103,0.016709512,0.055269923,0.016709512
0.91407865,0.085921325,0.8873418,0.015189873,0.08734177,0.010126582
0.9378819,0.062118128,0.90852904,0.014833127,0.061804697,0.014833127
0.86717266,0.13282733,0.8,0.031460673,0.14157303,0.026966292
0.93679243,0.063207544,0.9151786,0.015625,0.05357143,0.015625
0.9280984,0.07190161,0.9103139,0.019058296,0.054932736,0.015695067
0.9250973,0.07490272,0.89850056,0.016147636,0.07266436,0.012687428
0.93352604,0.06647399,0.9047619,0.010204081,0.069161,0.015873017
0.9341847,0.06581532,0.91907513,0.019653179,0.04971098,0.011560693
0.9470588,0.052941177,0.8995434,0.007990868,0.06506849,0.02739726
0.8970297,0.102970295,0.8463385,0.014405762,0.11884754,0.020408163
0.9470588,0.052941177,0.8933951,0.008111239,0.07763615,0.020857474
0.9482587,0.051741295,0.91907513,0.011560693,0.047398843,0.021965317
0.9346272,0.06537283,0.91784036,0.008215962,0.06455399,0.0093896715
0.95824176,0.041758243,0.9427861,0.0062189056,0.043532338,0.0074626864
0.9488636,0.051136363,0.93669254,0.003875969,0.051679585,0.007751938
0.9857881,0.014211887,0.45699278,0.0013131977,0.015101773,0.52659225
0.97633874,0.02366127,0.8477854,0.0024953212,0.029320026,0.12039925
0.9486386,0.051361386,0.93753904,0.009369144,0.043722674,0.009369144
0.94954956,0.05045045,0.9347163,0.0061012814,0.050030507,0.009151922
0.9423748,0.057625145,0.9157466,0.005229518,0.058105752,0.020918071
0.96438664,0.03561334,0.9396311,0.0072666295,0.04415875,0.008943544
0.9644809,0.035519127,0.9500549,0.0043907794,0.03841932,0.0071350164
0.94736844,0.05263158,0.94182825,0.010156971,0.039704524,0.008310249
0.79754096,0.20245902,0.7388374,0.017691659,0.21145746,0.03201348
0.87384176,0.12615824,0.8140221,0.016236162,0.13800739,0.031734318
0.80499405,0.19500594,0.7522442,0.014362657,0.20406942,0.029323759
0.82803184,0.17196819,0.7586548,0.020771513,0.19040553,0.03016815
0.8497011,0.1502989,0.7946281,0.011983471,0.15661158,0.03677686
0.90898526,0.09101472,0.8316309,0.009158154,0.09756957,0.061641425
0.94474936,0.05525064,0.91834044,0.0075732633,0.04972012,0.024366152
0.86824214,0.13175786,0.8359564,0.02027845,0.1125908,0.031174334
0.90954304,0.09045695,0.88956696,0.009880848,0.08224353,0.018308632
0.954458,0.045542013,0.94032156,0.0049474337,0.044217687,0.010513296
0.9431438,0.05685619,0.9297951,0.0077258986,0.052065838,0.010413168
0.945679,0.054320987,0.9241405,0.004857997,0.057922274,0.013079222
0.9562798,0.04372019,0.94163424,0.0064850845,0.044098575,0.007782101
0.9549773,0.04502272,0.93209594,0.0063377093,0.051154368,0.010411951
0.95654505,0.043454934,0.94376814,0.006376812,0.04231884,0.007536232
0.95576406,0.044235926,0.93772626,0.006517017,0.04344678,0.01230992
0.9471753,0.05282465,0.9310345,0.01042502,0.044105854,0.014434643
0.88999236,0.110007636,0.8440367,0.010842369,0.12593828,0.019182652
0.8615717,0.13842826,0.80580175,0.020145044,0.14343272,0.030620467
0.91292137,0.08707865,0.88314784,0.015103338,0.08505564,0.016693164
0.9131944,0.08680555,0.8839286,0.011363637,0.08766234,0.017045455
0.9406953,0.059304703,0.911271,0.007194245,0.06634692,0.015187849
0.91284984,0.08715013,0.8834587,0.012781955,0.087218046,0.016541352
0.93877554,0.06122449,0.90975255,0.009461426,0.066229984,0.014556041
0.94878703,0.051212937,0.9154818,0.0063191154,0.05529226,0.022906793
0.9385214,0.0614786,0.8956044,0.004578755,0.07326008,0.026556777
0.9142408,0.085759245,0.8747681,0.010204081,0.089981444,0.025046382
0.9242298,0.07577019,0.8950914,0.013474495,0.07218479,0.019249279
0.89926887,0.10073111,0.8698955,0.0075973407,0.11111111,0.011396011
0.8959932,0.10400682,0.8722772,0.018811882,0.09108911,0.017821781
0.9329806,0.0670194,0.8118081,0.004612546,0.08210332,0.10147601
0.95400184,0.04599816,0.90976745,0.0009302326,0.059534885,0.029767442
0.9295517,0.07044831,0.8744395,0.004484305,0.07892377,0.042152468
0.936721,0.063279,0.8859489,0.003649635,0.06934307,0.041058395
0.9249771,0.075022876,0.8488665,0.007556675,0.07052897,0.07304786
0.9121683,0.08783165,0.8736402,0.006694561,0.09874477,0.020920502
0.9324074,0.06759259,0.8847118,0.009189641,0.07351713,0.032581452
0.674189,0.325811,0.6592105,0.004605263,0.32894737,0.007236842
0.689604,0.31039605,0.64355993,0.004025045,0.3305009,0.021914132
0.82205516,0.17794487,0.7591793,0.001799856,0.20230381,0.03671706
0.958612,0.04138796,0.94573367,0.003213138,0.04212781,0.008925384
0.9785276,0.021472393,0.97315437,0.0022371365,0.018642804,0.005965697
0.96564037,0.03435966,0.94983023,0.0018860807,0.04300264,0.005281026
0.97773737,0.022262609,0.9665385,0.00038461538,0.027307693,0.005769231
0.9721544,0.027845629,0.9582377,0.0018357044,0.033960532,0.0059660394
0.9705543,0.029445728,0.9507042,0.0042253523,0.03802817,0.0070422534
0.9437653,0.056234717,0.91475827,0.007633588,0.061068702,0.01653944
0.94467497,0.055325035,0.87448275,0.0055172415,0.060689654,0.059310343
0.9404255,0.05957447,0.906815,0.0027816412,0.072322674,0.018080669
0.9288956,0.071104385,0.9027778,0.0061728396,0.07716049,0.013888889
0.9370968,0.062903225,0.89905363,0.0063091484,0.07097792,0.023659306
0.923339,0.07666099,0.8968386,0.008319467,0.08153078,0.013311148
0.9267462,0.07325383,0.8876222,0.0016286644,0.09283388,0.01791531
0.9186047,0.08139535,0.88765824,0.006329114,0.087025315,0.01898734
0.95454544,0.045454547,0.91130435,0.006956522,0.07826087,0.003478261
0.8646865,0.13531353,0.7581121,0.07079646,0.12684366,0.044247787
0.8843106,0.11568938,0.8358209,0.0040705563,0.13704206,0.023066485
0.922956,0.077044025,0.88633287,0.00405954,0.086603515,0.023004059
0.866373,0.13362701,0.82603407,0.00486618,0.16301703,0.0060827252
0.921944,0.07805596,0.89840883,0.0073439414,0.07955936,0.014687883
0.9190405,0.08095952,0.8974042,0.0074165636,0.09023486,0.0049443757
0.9322533,0.067746684,0.90543735,0.0059101656,0.07210402,0.016548464
0.9644068,0.03559322,0.96332866,0.005641749,0.023977432,0.007052186
0.94085026,0.059149724,0.9186603,0.0031897926,0.060606062,0.01754386
0.8642202,0.13577981,0.81626505,0.001506024,0.16716868,0.015060241
0.8049209,0.19507909,0.7025921,0.006821282,0.24010915,0.05047749
0.8457944,0.1542056,0.80146164,0.0048721074,0.1729598,0.020706456
0.91525424,0.084745765,0.89272946,0.0035756854,0.091775924,0.011918951
0.943662,0.056338027,0.93488944,0.0036855037,0.054054055,0.0073710075
0.94056463,0.059435364,0.9165701,0.0011587485,0.06720742,0.015063731
0.92318636,0.07681365,0.9018743,0.0033076075,0.07828005,0.016538037
0.93113345,0.06886657,0.9016949,0.0033898305,0.0779661,0.016949153
0.9198036,0.0801964,0.8807947,0.0013245033,0.08874172,0.029139074
0.9275093,0.07249071,0.8890555,0.0029985008,0.088455774,0.019490255
0.91115314,0.08884688,0.87328243,0.0045801527,0.099236645,0.022900764
0.9275093,0.07249071,0.91131496,0.001529052,0.070336394,0.016819572
0.9302326,0.069767445,0.9059561,0.009404388,0.07210031,0.012539185
0.91434264,0.08565737,0.8962723,0.009724474,0.08589952,0.008103727
0.925636,0.07436399,0.86129034,0.0032258064,0.091935486,0.043548387
0.925,0.075,0.91463417,0.006968641,0.06620209,0.0121951215
0.8957055,0.10429448,0.8513514,0.010135135,0.11148649,0.027027028
0.9339019,0.06609808,0.90178573,0.0,0.08392857,0.014285714
0.90105265,0.09894737,0.8675721,0.010186757,0.09677419,0.025466893
0.9096386,0.090361446,0.8715447,0.0,0.11219512,0.016260162
0.93762994,0.062370062,0.92504257,0.0,0.059625212,0.015332198
0.9279661,0.0720339,0.8875,0.0,0.08214286,0.030357143
0.921371,0.07862903,0.8856152,0.0,0.08665511,0.027729636
0.9262948,0.07370518,0.8443316,0.0,0.08460237,0.07106599
