,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,382,0,337,0,0
1,382,33,337,18,12,1
2,357,191,305,23,155,32
3,451,120,370,39,64,14
4,530,57,447,6,50,18
5,569,71,500,22,40,11
6,614,58,539,11,41,16
7,654,50,588,13,31,16
8,690,43,625,11,27,10
9,540,63,467,15,44,15
10,496,61,434,19,34,9
11,493,29,427,6,22,7
12,446,27,390,7,16,6
13,407,49,350,10,34,6
14,407,245,348,14,224,11
15,612,14,555,2,12,3
16,550,12,494,3,6,4
17,507,17,455,4,10,8
18,488,17,439,5,8,5
19,474,34,426,9,22,2
20,456,132,407,5,124,6
21,344,33,287,8,19,4
22,364,31,300,8,16,4
23,385,45,311,14,24,11
24,410,33,337,8,23,6
25,430,30,356,8,17,2
26,422,22,351,8,9,6
27,308,25,236,8,18,10
28,308,25,244,5,20,7
29,307,23,243,7,13,11
30,283,27,233,8,16,4
31,277,18,224,6,10,7
32,263,21,225,7,12,2
33,251,43,219,32,12,3
34,265,20,231,5,14,4
35,250,21,215,4,14,8
36,244,10,212,3,6,5
37,229,21,199,4,15,5
38,252,50,205,15,32,11
39,294,71,245,14,52,13
40,336,34,284,10,20,8
41,368,76,304,21,42,17
42,465,256,385,94,106,22
43,729,278,597,97,132,34
44,990,102,845,30,58,20
45,1049,98,902,29,60,21
46,1081,110,936,39,55,17
47,1168,107,1007,30,71,26
48,1205,66,1065,18,46,24
49,1056,109,935,29,76,32
50,914,122,809,35,78,44
51,993,254,878,63,190,86
52,1160,262,1099,68,198,61
53,1299,26,1310,12,4,0
54,1192,39,1183,17,6,9
55,1140,28,1115,11,9,1
56,1040,44,989,21,2,8
57,944,51,850,22,34,14
58,767,92,575,26,44,31
59,659,219,336,74,83,31
60,918,135,517,56,30,13
61,1055,136,590,56,28,8
62,1208,128,667,53,25,14
63,1360,217,741,90,75,20
64,1533,150,859,42,72,11
65,1824,1018,878,626,549,18
66,2605,348,1870,128,113,43
67,2856,599,2051,300,85,20
68,3326,176,2361,61,62,4
69,3367,233,2387,79,114,28
70,3445,339,2437,111,181,32
71,3642,192,2622,67,93,14
72,2620,97,1704,29,56,9
73,2329,276,1521,44,218,60
74,2030,323,1429,58,241,44
75,2169,222,1634,46,155,21
76,2135,201,1645,37,145,35
77,2141,705,1600,106,619,87
78,2739,512,2268,61,460,58
79,3177,351,2756,28,324,51
80,3268,340,2865,37,286,10
81,3330,388,2895,38,338,59
82,3541,435,3123,42,388,32
83,3818,342,3392,26,325,29
84,3405,362,2991,28,330,76
85,3200,295,2853,20,273,30
86,3138,256,2771,16,239,23
87,3079,276,2717,25,242,20
88,2951,284,2554,30,239,22
89,2999,292,2470,25,248,51
90,3056,201,2482,11,189,52
91,2922,211,2328,12,192,62
92,2863,231,2313,11,218,64
93,2859,203,2353,10,189,52
94,2848,301,2354,23,265,72
95,2899,233,2449,15,220,35
96,2621,207,2292,18,192,59
97,2540,165,2274,9,170,19
98,2399,156,2168,18,129,11
99,2239,157,1998,14,137,20
100,2145,179,1890,15,170,20
101,1990,172,1730,11,168,44
102,1897,231,1682,15,225,26
103,1891,246,1679,17,251,23
104,1969,178,1764,14,175,20
105,1991,187,1806,17,185,26
106,2022,181,1842,8,186,19
107,2036,144,1848,9,147,34
108,1957,130,1807,10,124,9
109,1824,126,1668,6,127,12
110,1653,111,1510,1,121,9
111,1588,135,1431,3,152,15
112,1551,158,1373,7,166,27
113,1511,134,1354,5,133,16
114,1433,45,1266,6,35,11
115,1328,103,1163,2,108,11
116,1313,209,1144,9,202,18
117,1408,163,1245,8,164,19
118,1467,139,1286,4,145,16
119,1558,122,1325,9,114,28
120,1617,122,1360,8,117,20
121,1803,97,1536,2,107,20
122,1831,115,1558,3,121,9
123,1827,157,1519,11,157,18
124,1842,126,1527,3,129,13
125,1802,122,1483,6,121,11
126,1650,120,1381,11,103,20
127,1579,115,1330,6,108,13
128,1549,106,1283,3,109,22
129,1512,100,1275,9,90,14
130,1351,126,1114,61,80,2
131,1316,115,1087,6,111,19
132,1308,116,1060,6,112,33
133,1275,114,1039,6,109,28
134,1281,130,1016,6,127,40
135,1288,121,1020,3,123,29
136,1309,133,1031,8,134,27
137,1336,134,1072,5,130,33
138,1378,99,1116,6,95,24
139,1329,83,1095,7,70,19
140,1308,108,1061,14,93,16
141,1276,99,1032,6,94,21
142,1250,153,1004,5,156,37
143,1243,118,1025,4,121,31
144,1205,98,1017,4,95,18
145,1205,84,1004,5,77,29
146,1202,105,1009,1,109,28
147,1200,97,1013,3,99,31
148,1284,137,1060,5,133,38
149,1695,280,1190,20,256,117
150,2150,271,1528,16,271,126
151,2454,202,1861,3,233,64
152,2685,175,2097,5,188,65
153,3850,176,2598,15,160,1222
154,4021,151,3894,5,155,61
155,4103,202,3981,6,246,180
156,3853,190,3901,7,215,67
157,3643,155,3699,3,183,60
158,3577,139,3643,7,158,42
159,3492,106,3567,1,127,31
160,2150,105,2202,4,122,40
161,2020,92,2085,1,112,28
162,1577,97,1599,4,100,32
163,1446,94,1438,1,111,34
164,1343,104,1318,6,114,33
165,1273,83,1251,4,95,24
166,1242,83,1235,2,97,32
167,1203,73,1207,2,80,32
168,1216,107,1199,3,118,25
169,1223,86,1196,2,101,35
170,1210,102,1189,5,117,36
171,1179,75,1167,5,82,34
172,1209,135,1182,42,155,36
173,1223,93,1258,2,118,29
174,1221,76,1257,2,93,25
175,1196,102,1205,8,112,44
176,1224,104,1238,1,139,47
177,1282,102,1290,4,123,55
178,1475,135,1471,2,168,52
179,1591,117,1557,8,138,22
180,1728,102,1654,1,126,32
181,1902,115,1772,5,126,38
182,1986,138,1829,10,156,38
183,2072,124,1871,9,147,46
184,2147,138,1933,6,162,46
185,2083,123,1870,7,142,47
186,2051,170,1856,7,237,47
187,2133,213,1982,9,279,74
188,2238,190,2148,12,227,65
189,2355,194,2264,9,234,68
