,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,26,0,14,0,0
1,23,2,12,1,0,0
2,24,27,12,14,0,0
3,51,25,26,14,0,0
4,74,17,39,8,1,0
5,83,20,44,10,1,0
6,99,52,53,26,0,0
7,149,62,78,32,1,0
8,207,48,109,24,1,0
9,234,60,122,29,3,0
10,274,32,142,15,3,0
11,294,15,153,6,3,0
12,292,13,153,6,1,0
13,255,8,134,4,0,0
14,206,6,108,3,0,0
15,170,6,89,3,0,0
16,117,3,60,1,1,0
17,80,9,40,4,1,0
18,62,2,31,1,0,0
19,52,0,26,0,0,0
20,44,6,22,3,0,0
21,44,2,22,1,0,0
22,40,4,20,2,0,0
23,36,7,18,4,0,0
24,39,12,20,6,0,0
25,54,21,27,11,1,0
26,189,1695,84,1280,70,1
27,1950,1020,1466,471,318,28
28,2991,545,2292,190,255,40
29,3539,230,2778,72,103,13
30,3777,183,2967,48,104,11
31,3968,220,3132,47,139,11
32,4184,272,3324,72,170,16
33,3072,215,2241,50,176,58
34,2284,167,1698,46,128,77
35,1889,117,1479,41,77,45
36,1734,113,1434,26,101,19
37,1632,87,1388,24,43,13
38,1493,154,1268,34,101,19
39,1386,103,1173,34,42,18
40,1255,78,983,21,53,28
41,1096,58,832,15,31,9
42,982,41,716,14,20,4
43,909,73,618,20,40,10
44,903,71,617,23,38,48
45,857,98,565,24,71,120
46,884,94,690,31,62,36
47,899,96,725,22,75,18
48,946,58,790,21,34,11
49,1008,76,831,20,60,16
50,1009,41,854,11,33,11
51,926,37,786,3,43,3
52,760,63,619,14,48,11
53,692,68,561,20,35,7
54,688,139,501,32,79,14
55,809,120,574,29,84,50
56,862,48,651,14,36,64
57,905,56,729,10,50,16
58,929,60,757,11,53,6
59,915,57,752,16,35,12
60,907,56,753,16,49,8
61,828,73,688,18,65,12
62,743,61,610,22,59,8
63,715,62,584,24,43,13
64,708,55,588,12,50,11
65,721,71,592,16,43,15
66,755,78,606,20,40,12
67,808,72,624,15,59,58
68,858,140,675,35,113,35
69,949,99,770,27,68,27
70,994,87,806,23,46,16
71,1021,56,818,11,35,11
72,1024,74,810,23,48,62
73,1036,87,868,16,59,16
74,1028,75,830,17,63,40
75,914,56,748,15,40,46
76,882,52,732,7,43,14
77,862,58,720,12,37,3
78,884,54,708,16,28,7
79,794,24,612,7,10,2
80,722,32,531,5,23,6
81,594,12,420,2,8,1
82,506,36,319,8,21,3
83,447,24,275,2,26,2
84,427,39,249,9,21,6
85,422,87,231,19,52,13
86,1156,1559,324,370,1753,49
87,2769,236,2466,33,276,161
88,3054,187,2929,33,195,85
89,3265,135,3209,18,159,31
90,3409,175,3385,44,131,34
91,3614,174,3552,30,164,56
92,3885,334,3722,64,315,134
93,2661,592,2321,79,618,139
94,3146,869,2758,120,856,137
95,3779,339,3547,27,326,31
96,3968,251,3732,23,236,60
97,4053,188,3858,12,187,100
98,4003,159,3886,13,150,21
99,3692,116,3545,8,115,53
100,2966,118,2805,7,122,18
101,1883,135,1746,15,132,14
102,1710,159,1531,16,152,14
103,1543,163,1372,12,157,11
104,1503,207,1288,20,207,26
105,1627,258,1392,30,247,30
106,1761,169,1527,17,149,17
107,1812,141,1566,12,130,16
108,1867,212,1587,18,198,25
109,1963,205,1673,20,197,38
110,2090,286,1790,23,279,26
111,2184,285,1861,21,261,15
112,2204,254,1852,20,224,26
113,2345,274,1957,21,257,43
114,2507,220,2134,59,186,21
115,2510,247,2144,5,263,67
116,2514,214,2202,8,221,27
117,2356,200,2055,11,199,23
118,2240,180,1960,6,180,34
119,2157,230,1883,7,239,28
120,2034,231,1788,16,240,24
121,2008,172,1765,8,171,39
122,1912,185,1647,7,185,47
123,1876,138,1645,6,142,57
124,2069,335,1709,24,324,122
125,2943,1318,2157,108,1315,269
126,4146,614,3639,41,671,178
127,4666,453,4375,24,517,311
128,5299,748,5114,53,797,155
129,6011,617,5924,30,703,152
130,6520,477,6613,25,531,100
131,6593,530,6785,62,601,139
132,5523,343,5831,13,402,76
133,5220,345,5427,6,395,72
134,4841,380,4999,16,424,80
135,4088,334,4373,22,368,77
136,3587,304,3854,13,325,64
137,3385,244,3594,7,267,64
138,3042,236,3119,7,262,67
139,2922,292,2952,9,319,72
140,2827,186,2862,1,208,64
141,2592,196,2607,5,220,69
142,2472,172,2459,6,188,60
143,2356,210,2337,5,247,79
144,2316,185,2343,7,197,54
145,2158,25,2224,1,25,1
146,1818,126,1797,4,138,31
147,1787,283,1727,6,318,73
148,1848,199,1821,6,214,45
149,1823,183,1797,5,201,37
150,1720,159,1678,8,164,40
151,1682,130,1623,3,153,37
152,1883,145,1818,3,164,52
153,1948,153,1888,1,174,41
154,1775,147,1678,4,155,34
155,1694,114,1586,0,125,29
156,1625,116,1495,0,130,54
157,1640,164,1499,6,180,72
158,1705,140,1577,4,153,47
159,1689,95,1586,3,103,35
160,1614,84,1518,0,96,47
161,1523,89,1461,4,97,26
162,1510,86,1454,2,94,35
163,1452,110,1402,5,118,35
164,1345,91,1261,1,97,35
165,1269,132,1186,3,151,33
166,1290,117,1208,3,130,36
167,1367,124,1260,4,135,66
168,1487,131,1368,3,137,59
169,1522,94,1424,0,105,27
170,1482,84,1384,2,89,16
171,1434,106,1334,1,119,24
172,1400,82,1295,1,93,26
173,1356,138,1230,2,151,50
174,1325,130,1216,3,148,50
175,1251,80,1199,2,87,36
176,1231,78,1183,2,84,32
177,1234,98,1184,0,114,25
178,3652,73,1450,3,88,2284
179,3765,88,3716,2,110,132
180,3814,108,3775,5,133,125
181,3784,103,3846,1,130,35
182,3837,116,3911,5,145,36
183,3897,98,4000,4,101,32
184,3952,80,4003,3,79,77
185,1521,100,1562,3,110,38
186,1406,95,1484,5,106,85
187,1285,131,1393,2,166,42
188,1275,102,1408,0,127,19
189,1218,84,1331,0,110,14
190,1217,77,1304,3,88,21
191,1169,81,1245,3,93,16
192,1147,56,1200,3,63,11
193,1004,60,1032,2,71,8
194,909,63,884,0,82,21
195,867,56,841,0,69,20
196,827,55,809,1,66,19
197,796,64,796,1,78,24
198,775,51,765,0,63,21
199,774,80,765,3,90,17
200,821,67,823,3,84,20
201,798,53,821,0,58,18
202,804,58,809,1,70,23
203,815,45,827,3,48,14
204,750,50,759,0,63,17
205,754,58,761,1,70,22
206,715,68,736,2,83,15
207,692,61,701,0,79,21
208,709,73,724,2,88,18
209,769,92,779,2,124,20
210,841,78,871,1,95,22
211,876,54,914,3,66,13
212,886,68,914,1,82,22
213,905,64,938,0,76,27
214,926,61,949,5,68,27
215,942,74,953,0,91,31
216,919,91,912,2,123,34
217,927,91,951,2,112,18
218,981,75,998,0,92,21
219,1012,75,1021,0,100,28
220,1056,97,1077,5,128,22
