,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,3291,0,2857,0,0
1,3287,239,2852,82,144,17
2,3433,192,3015,76,93,17
3,3593,201,3178,59,121,16
4,2872,241,2568,80,149,9
5,2134,234,1898,76,167,17
6,1887,145,1669,48,82,14
7,1679,138,1453,36,110,11
8,1547,120,1344,36,68,15
9,1441,138,1267,41,83,8
10,1385,103,1212,36,52,9
11,1243,138,1081,47,77,7
12,1115,93,951,29,53,6
13,1062,100,888,33,59,9
14,998,72,813,24,39,6
15,931,68,742,22,37,5
16,865,69,675,22,34,6
17,810,110,623,36,67,11
18,783,92,612,31,57,4
19,788,51,628,12,36,6
20,733,93,584,38,33,6
21,823,72,595,22,41,113
22,844,101,728,31,66,13
23,884,96,776,37,53,11
24,888,107,768,25,94,11
25,904,59,797,16,46,5
26,901,79,799,41,33,6
27,898,64,804,23,41,4
28,789,83,692,25,59,11
29,770,61,672,24,36,8
30,740,71,633,22,45,6
31,673,87,550,33,64,8
32,699,83,588,25,61,9
33,708,52,608,17,36,11
34,706,80,613,26,50,2
35,701,65,593,18,55,5
36,713,65,612,18,48,10
37,717,65,622,20,42,9
38,702,65,597,18,50,8
39,674,58,575,18,40,9
40,710,63,608,16,50,12
41,705,70,611,13,59,9
42,696,50,606,16,30,6
43,672,52,575,12,40,3
44,654,46,566,17,29,9
45,634,42,546,10,34,11
46,630,55,550,14,44,8
47,605,53,523,14,47,9
48,577,47,512,13,34,3
49,558,30,501,5,29,6
50,537,45,489,15,26,12
51,528,49,472,10,43,4
52,532,36,476,8,32,7
53,505,60,448,21,32,4
54,500,38,436,7,30,4
55,513,50,445,14,44,10
56,538,53,481,15,41,4
57,580,132,511,34,108,13
58,762,306,643,89,282,18
59,1062,145,987,20,164,25
60,1161,96,1136,21,83,9
61,1243,111,1220,24,84,20
62,1329,244,1268,42,225,52
63,1541,249,1529,21,296,32
64,1649,150,1714,22,173,36
65,1481,164,1590,23,163,33
66,1493,104,1608,19,135,20
67,1507,100,1669,13,99,19
68,1509,87,1673,16,90,14
69,1334,95,1477,19,84,8
70,1172,82,1215,17,76,12
71,1117,104,1082,12,108,14
72,1061,147,1001,27,119,20
73,1116,169,1007,22,158,47
74,1216,142,1122,29,115,21
75,1296,173,1176,34,156,23
76,1468,269,1287,48,257,33
77,1837,376,1567,59,376,86
78,2154,213,1994,33,201,36
79,2275,168,2148,29,148,80
80,2274,182,2198,31,184,173
81,2334,152,2422,24,142,35
82,2330,146,2410,17,149,35
83,2196,115,2273,13,111,25
84,1821,96,1856,11,95,23
85,1685,86,1702,15,76,15
86,1565,140,1559,25,131,31
87,1362,100,1342,23,76,14
88,1267,65,1223,2,69,13
89,1139,69,1095,11,52,12
90,1077,93,1018,9,90,25
91,1071,95,1017,5,95,18
92,1088,97,1026,9,87,31
93,1019,133,955,26,111,28
94,1046,114,987,18,100,48
95,1116,116,1072,19,107,27
96,1207,139,1173,25,113,28
97,1267,151,1225,24,128,27
98,1553,440,1407,70,422,102
99,1973,246,1919,36,226,61
100,2141,218,2112,29,189,38
101,2255,173,2223,28,148,25
102,2353,254,2302,39,205,47
103,2481,163,2428,21,139,29
104,2614,341,2482,37,349,41
105,2421,227,2306,22,207,70
106,2358,126,2270,14,118,75
107,2239,112,2210,10,111,20
108,2184,156,2133,27,125,26
109,1999,155,1929,23,128,27
110,1999,141,1913,19,119,18
111,1713,135,1590,16,121,27
112,1594,121,1423,19,98,58
113,1533,123,1371,17,120,27
114,1538,110,1386,18,93,22
115,1493,99,1347,10,92,10
116,1449,128,1285,11,135,22
117,1447,155,1293,15,135,26
118,1477,157,1314,11,149,26
119,1526,207,1331,27,168,38
120,1613,173,1409,30,126,38
121,1734,268,1496,53,193,45
122,1935,197,1700,19,181,61
123,2019,274,1803,25,266,74
124,2126,156,1969,21,139,31
125,2163,139,1977,14,147,28
126,2098,129,1942,15,116,35
127,2189,130,1943,22,106,147
128,2064,159,1923,21,144,72
129,1996,148,1872,14,135,44
130,1880,216,1722,17,204,40
131,1974,205,1821,8,215,39
132,2063,142,1901,12,141,69
133,2072,133,1958,13,129,57
134,1944,135,1860,6,134,23
135,1838,82,1757,7,82,18
136,1768,122,1673,9,117,32
137,1676,132,1535,7,141,69
138,1540,103,1433,12,99,21
139,1548,156,1350,17,154,96
140,1611,201,1458,24,190,34
141,1752,224,1587,26,205,38
142,2071,404,1804,51,378,60
143,2405,224,2155,25,205,33
144,2481,165,2201,15,160,71
145,2564,144,2325,13,130,52
146,2516,216,2291,30,192,39
147,2545,201,2308,29,177,35
148,2663,153,2313,12,149,192
149,2283,189,2138,16,182,32
150,2275,169,2125,15,170,91
151,2300,152,2205,19,140,59
152,2443,904,2278,125,923,57
153,3106,114,3105,11,108,38
154,3008,183,2986,24,156,39
155,2916,200,2810,17,199,102
156,2938,137,2892,15,126,38
157,2802,114,2738,15,91,15
158,2653,137,2574,12,123,20
159,1686,110,1563,13,95,34
160,1619,126,1500,15,113,17
161,1500,76,1394,9,66,15
162,1266,106,1160,12,90,14
163,1204,91,1086,9,80,12
164,1176,95,1066,12,91,22
165,1149,139,1027,15,121,16
166,1600,105,1041,9,117,632
167,1631,106,1676,11,107,20
168,1776,81,1729,9,91,136
169,1784,91,1841,7,107,21
170,1830,98,1887,12,104,21
171,1883,114,1920,10,130,28
172,1910,147,1957,20,184,19
173,1440,153,1521,11,196,20
174,1486,179,1604,109,170,15
175,1511,78,1675,6,95,81
176,1479,79,1718,7,89,18
177,1440,66,1675,5,76,20
178,1387,78,1579,8,81,35
179,1301,104,1463,7,128,28
180,1246,158,1353,17,185,33
181,1275,177,1334,14,191,71
182,1386,164,1461,5,183,46
183,1474,91,1589,11,87,34
184,1618,85,1601,8,91,176
185,1618,97,1752,9,94,37
186,1635,66,1742,4,70,74
187,1527,90,1670,5,100,36
188,1424,89,1504,10,96,37
189,1286,65,1368,8,62,18
190,1248,72,1330,7,77,16
191,1145,91,1197,5,110,48
192,1223,87,1237,9,79,92
193,1179,64,1256,4,59,28
194,1216,84,1232,6,97,133
195,1170,64,1310,3,73,23
196,1178,66,1325,9,82,18
197,1187,88,1337,10,94,14
198,1143,62,1252,3,74,7
199,1066,78,1138,11,89,21
200,1104,58,1164,9,66,24
201,945,85,1001,10,100,15
202,988,61,1048,3,77,33
203,1014,91,1093,9,105,36
204,1009,54,1141,6,62,23
205,1004,52,1152,4,65,45
206,974,36,1149,4,49,20
207,941,48,1125,4,53,14
208,903,51,1093,4,55,21
209,879,73,1035,3,93,28
210,790,54,937,6,66,9
211,763,54,888,5,65,15
212,713,56,834,1,79,13
213,735,64,861,3,95,29
214,765,73,916,4,89,16
215,804,74,953,2,99,8
216,851,123,968,7,154,27
217,1033,144,1157,14,161,35
218,1166,92,1298,4,111,21
219,1214,74,1335,9,115,9
220,1252,78,1338,7,94,52
221,1359,81,1365,4,102,124
222,1496,56,1486,5,69,150
223,1514,86,1490,8,114,146
224,1518,123,1503,5,165,141
225,2171,91,1686,8,105,668
226,2567,206,2372,32,267,371
227,3892,164,2919,14,196,1277
228,3974,465,4230,17,820,89
