,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,520,0,805,0,0
1,464,65,670,29,50,56
2,485,55,695,27,55,43
3,493,39,709,16,31,38
4,513,48,720,20,48,35
5,530,33,740,16,37,34
6,517,36,716,12,35,51
7,496,44,695,15,42,61
8,491,47,691,14,49,81
9,489,45,715,23,47,67
10,512,47,773,16,46,61
11,520,22,793,8,24,38
12,510,34,774,8,39,41
13,529,34,777,11,39,69
14,523,39,783,15,40,50
15,512,34,760,14,32,74
16,499,52,747,21,47,68
17,517,47,763,19,42,91
18,548,34,839,11,40,57
19,555,23,867,8,28,82
20,551,28,865,11,24,68
21,554,31,865,7,38,56
22,560,51,844,19,53,67
23,582,40,849,15,49,65
24,564,29,816,10,29,67
25,571,25,821,9,27,55
26,566,22,803,11,18,50
27,558,17,788,5,27,63
28,540,38,781,13,48,75
29,553,42,793,15,57,72
30,550,44,813,18,46,94
31,575,33,860,8,44,72
32,574,27,901,11,29,50
33,571,21,911,5,21,55
34,568,30,894,10,38,54
35,568,20,853,8,30,95
36,555,38,847,7,55,80
37,556,36,826,11,38,83
38,541,31,823,13,38,75
39,540,25,861,9,37,30
40,561,26,847,10,35,43
41,572,26,841,5,35,62
42,582,46,830,11,54,90
43,597,36,853,10,51,78
44,599,29,863,11,30,87
45,597,45,865,20,54,70
46,624,19,930,4,24,47
47,614,26,915,6,31,48
48,620,26,900,5,27,82
49,605,29,861,9,42,87
50,602,36,851,10,51,82
51,600,28,858,12,34,83
52,585,38,846,12,40,94
53,608,22,914,5,29,39
54,616,24,894,8,26,63
55,597,23,884,8,35,66
56,598,26,858,11,29,82
57,601,23,830,6,35,80
58,580,30,828,10,46,61
59,567,32,795,12,43,59
60,589,27,844,10,36,53
61,595,17,852,5,25,58
62,587,22,840,4,32,76
63,575,27,835,8,34,72
64,576,32,839,8,42,76
65,578,20,836,3,32,76
66,571,23,838,13,29,66
67,564,18,841,9,25,60
68,552,15,844,4,23,42
69,545,26,794,7,37,68
70,550,21,785,7,24,83
71,539,35,768,18,44,66
72,549,27,789,7,38,67
73,546,15,783,3,16,79
74,560,24,805,5,31,74
75,580,22,855,7,31,63
76,574,20,842,8,24,66
77,569,25,830,7,50,77
78,565,24,836,11,33,86
79,585,25,857,11,33,67
80,597,30,879,10,27,75
81,594,21,884,8,31,42
82,593,13,853,1,19,42
83,570,23,812,7,24,65
84,566,20,773,6,21,77
85,555,29,738,9,38,86
86,559,25,772,5,31,71
87,546,29,760,10,35,67
88,565,14,789,6,19,65
89,574,20,821,4,27,46
90,574,17,815,7,28,64
91,571,23,805,8,26,66
92,562,20,783,7,27,59
93,571,26,758,7,27,63
94,561,13,737,4,24,51
95,548,10,730,2,15,63
96,543,26,738,7,38,64
97,547,10,748,4,11,70
98,532,22,729,4,27,85
99,522,24,737,6,35,77
100,525,19,757,6,28,75
101,527,31,787,14,42,60
102,546,20,829,1,27,44
103,535,13,790,2,22,47
104,538,29,780,12,44,60
105,544,27,784,8,37,84
106,547,29,802,6,28,79
107,539,16,791,8,26,53
108,537,20,761,4,25,83
109,557,24,797,13,47,61
110,576,20,850,8,21,40
111,559,16,816,3,16,59
112,537,23,764,7,35,59
113,518,21,734,5,29,67
114,539,28,748,10,46,50
115,544,24,733,4,33,68
116,542,15,726,2,22,55
117,543,16,734,8,19,55
118,537,17,725,5,26,56
119,533,22,714,8,29,63
120,528,15,728,4,18,80
121,494,25,728,3,28,47
122,477,18,697,0,24,38
123,462,17,671,6,19,36
124,454,20,642,9,23,48
125,460,21,642,9,26,50
126,446,15,614,4,16,58
127,444,17,589,1,23,60
128,453,17,597,4,21,69
129,452,15,642,7,20,34
130,462,12,654,3,15,45
131,451,16,647,3,12,46
132,466,13,626,3,24,71
133,469,16,653,4,29,63
134,499,23,670,7,33,73
135,491,16,692,5,23,56
136,521,28,729,8,41,68
137,521,10,779,3,16,48
138,522,13,780,5,23,45
139,516,13,750,1,14,56
140,509,15,717,5,24,64
141,498,19,696,6,32,63
142,509,18,725,7,29,71
143,490,21,708,6,29,48
144,504,22,720,6,27,40
145,495,17,713,4,25,36
146,499,18,710,6,28,61
147,512,13,701,1,15,73
148,508,10,696,0,20,65
149,497,15,661,5,24,49
150,488,33,647,11,41,34
151,504,12,669,5,22,46
152,502,13,681,4,25,41
153,501,18,665,5,22,66
154,509,9,672,6,15,66
155,496,26,662,8,45,54
156,523,20,685,4,31,65
157,532,22,709,3,23,89
158,544,7,762,1,11,55
159,542,17,761,6,35,45
160,540,17,760,2,23,63
161,535,17,751,5,31,54
162,532,21,744,8,39,88
163,554,20,792,5,23,105
164,547,20,801,8,25,84
165,566,12,852,5,27,67
166,565,19,871,4,22,65
167,573,14,867,5,28,75
168,592,24,882,8,30,88
169,594,21,891,4,27,75
170,575,26,856,10,36,63
171,578,15,843,5,25,71
172,586,13,854,4,23,55
173,579,26,835,1,34,59
174,595,20,836,3,34,49
175,586,23,799,4,28,67
176,594,24,782,5,46,71
177,592,25,786,9,28,100
178,601,20,825,6,26,66
179,601,12,838,7,25,56
180,579,16,833,1,19,60
181,584,19,842,4,22,63
182,596,31,829,8,39,67
