,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,2398,0,2425,0,0
1,342,34,262,7,29,2
2,234,26,165,2,25,3
3,213,20,143,3,18,5
4,211,26,150,2,22,3
5,239,47,167,4,41,4
6,310,80,209,6,76,13
7,418,94,289,11,77,14
8,504,138,356,19,108,19
9,720,512,474,362,451,37
10,1379,707,1301,63,1085,45
11,2168,406,2470,78,446,41
12,2600,229,2997,40,224,34
13,2791,134,3212,34,95,20
14,2867,125,3291,37,121,24
15,3093,2315,3545,154,2289,47
16,5007,926,5386,70,1523,218
17,5200,220,6152,22,245,117
18,4976,275,5954,12,333,74
19,4948,191,6038,19,237,73
20,4999,141,6204,31,169,39
21,5018,189,6286,58,111,31
22,3087,119,3795,27,92,24
23,2103,119,2202,18,119,33
24,1876,135,1950,12,155,32
25,1684,100,1704,16,90,19
26,1519,94,1477,14,90,14
27,1423,93,1334,10,100,21
28,1358,149,1288,17,145,42
29,1377,131,1327,11,136,32
30,1404,137,1358,11,148,31
31,1382,116,1336,14,140,17
32,1382,124,1385,25,111,18
33,1460,122,1454,11,132,46
34,1479,111,1500,12,134,31
35,1660,621,1549,23,658,231
36,2415,739,2372,33,805,273
37,3060,696,3318,27,821,85
38,3727,341,4147,16,472,73
39,4062,628,4650,30,720,115
40,4639,499,5318,18,588,126
41,5085,258,5889,9,316,91
42,4645,233,5374,10,302,38
43,4094,177,4610,9,235,97
44,3538,131,3992,8,164,14
45,3215,170,3544,9,215,23
46,2675,282,2806,10,327,88
47,2375,273,2436,5,309,113
48,2429,345,2449,11,387,163
49,2692,483,2773,8,541,87
50,2938,472,3077,8,518,61
51,3293,219,3479,9,227,27
52,3293,219,3476,5,248,23
53,3125,180,3269,5,187,38
54,2931,160,3070,3,177,20
55,2521,138,2627,4,144,7
56,1936,144,1943,5,152,23
57,1518,151,1479,7,153,27
58,1445,146,1371,8,165,45
59,1423,179,1313,7,184,42
60,1452,127,1323,9,113,43
61,1436,110,1291,2,122,40
62,1458,106,1301,8,137,22
63,1424,69,1293,4,75,16
64,1330,33,1201,4,25,7
65,1190,40,1017,5,40,4
66,981,48,805,6,43,13
67,887,57,673,7,59,54
68,797,68,611,6,75,17
69,707,60,515,7,62,12
70,675,64,490,4,81,10
71,754,74,550,7,81,38
72,819,75,633,3,87,23
73,849,77,690,6,75,10
74,872,90,675,5,98,42
75,881,73,725,3,82,16
76,906,88,753,3,98,12
77,935,48,783,3,63,7
78,864,51,719,3,60,12
79,832,57,689,4,65,17
80,835,68,694,13,57,11
81,788,43,632,4,44,19
82,754,40,597,4,46,5
83,680,30,529,5,29,6
84,647,45,490,3,44,6
85,665,54,476,3,58,34
86,688,54,493,8,53,49
87,667,72,518,3,96,15
88,685,59,563,3,85,14
89,692,32,605,2,43,10
90,692,44,621,1,60,12
91,745,118,634,1,208,39
92,785,77,779,5,107,20
93,819,131,801,2,180,40
94,908,64,914,2,79,18
95,940,66,913,5,78,28
96,1008,64,982,2,77,20
97,1066,69,1011,2,90,13
98,971,67,872,3,84,15
99,978,80,838,3,84,17
100,931,102,735,11,125,18
101,1009,116,814,4,145,67
102,1109,170,950,3,228,70
103,1231,72,1164,3,99,53
104,1283,114,1233,4,128,61
105,1381,121,1343,18,144,66
106,1463,100,1471,6,129,51
107,1475,84,1513,1,121,17
108,1986,924,1440,95,907,124
109,3816,211,3254,5,224,70
110,3998,150,3393,3,177,33
111,4004,111,3385,3,122,31
112,3963,124,3317,7,118,18
113,3993,134,3266,4,144,30
114,4078,191,3297,12,194,38
115,2808,140,2408,2,146,22
116,1670,120,1273,4,126,40
117,1704,198,1244,7,195,31
118,1819,126,1343,2,135,47
119,1859,143,1374,3,150,29
120,1883,136,1372,2,140,25
121,1874,252,1286,6,259,66
122,1986,162,1452,4,165,21
123,2014,120,1471,9,113,19
124,1916,179,1380,5,182,62
125,1989,110,1433,5,196,36
126,1924,92,1493,2,101,20
127,1966,211,1480,7,204,38
128,1967,242,1428,11,229,37
129,2159,271,1532,3,277,63
130,2752,114,1732,1,126,687
131,3301,105,2276,2,125,934
132,3265,173,3111,4,209,38
133,3521,246,3273,7,317,91
134,3592,135,3439,3,180,40
135,3485,138,3390,3,170,27
136,3474,306,3274,3,376,45
137,3122,190,2965,8,213,63
138,2453,262,2258,12,317,47
139,2595,235,2389,2,283,30
140,2468,188,2263,8,226,52
141,2573,260,2328,7,331,82
142,2691,184,2543,5,216,28
143,2512,171,2360,12,185,68
144,2461,116,2332,6,124,69
145,2226,129,2145,11,132,40
146,2054,89,2005,3,95,16
147,1904,126,1801,5,143,24
148,1635,114,1545,4,136,26
149,1536,100,1457,4,108,18
150,1359,93,1294,4,104,15
151,1374,211,1242,13,241,61
152,1460,123,1385,2,154,30
153,1571,162,1499,5,187,23
154,1666,152,1569,5,177,34
155,1766,164,1650,4,194,21
156,1907,163,1774,2,202,51
157,2081,239,1929,9,266,68
158,2057,196,1911,4,219,19
159,2153,177,1964,3,187,23
160,2144,177,1914,2,201,40
161,2149,153,1941,13,167,48
162,2125,143,1927,6,164,39
163,2038,109,1847,2,128,39
164,1818,127,1612,3,136,37
165,1717,90,1544,1,92,37
166,1606,105,1453,0,111,29
167,1465,105,1330,2,109,27
168,1343,86,1215,3,87,39
169,1262,114,1128,4,114,79
170,1255,86,1175,1,93,57
171,1202,73,1167,3,68,65
172,1187,122,1196,3,123,32
173,1202,68,1222,0,72,31
174,1153,69,1197,2,75,42
175,1131,67,1191,0,83,27
176,1043,56,1093,2,66,6
177,1005,59,1024,0,74,18
178,952,63,975,4,76,22
179,895,44,909,3,55,44
180,846,64,894,3,66,26
181,806,94,859,6,110,16
182,841,55,885,2,61,24
183,842,62,892,2,67,9
184,825,58,851,1,64,8
185,816,79,821,2,82,20
186,807,64,796,4,67,11
187,777,37,756,1,39,8
188,706,57,648,2,59,20
189,675,37,631,0,43,19
190,632,63,615,19,49,16
191,617,36,623,0,41,6
192,548,14,546,0,14,3
193,488,36,467,1,36,14
194,504,43,492,1,48,18
195,478,44,496,1,48,9
196,475,28,484,2,31,12
197,426,22,436,2,22,3
198,408,23,412,1,29,7
199,423,21,440,0,28,6
200,402,24,425,5,20,4
201,358,21,369,2,18,6
202,329,25,323,0,34,8
203,1000,22,994,1,24,8
204,1025,31,1009,1,41,11
205,1044,32,1039,1,39,13
206,1045,20,1048,1,21,6
207,1060,36,1073,0,41,16
208,1081,32,1119,0,38,8
209,1082,18,1127,1,21,6
210,814,62,544,2,72,336
211,850,84,904,16,82,12
212,907,58,956,3,66,20
213,962,41,1021,1,44,12
214,967,39,1018,2,44,11
215,976,40,1033,3,43,14
216,989,22,1051,0,26,10
217,543,24,578,0,27,8
218,453,29,485,1,34,6
219,414,25,429,1,25,8
220,401,31,414,2,30,11
221,389,35,400,2,36,12
222,369,15,381,2,17,11
223,355,11,365,0,15,6
224,336,22,342,3,20,9
225,320,19,339,0,24,4
226,302,23,322,1,25,9
227,289,13,309,0,15,10
228,262,20,278,0,28,4
229,251,12,270,0,15,2
230,260,20,279,0,23,8
231,260,17,284,2,13,15
232,259,16,280,0,16,5
233,251,26,272,0,32,20
234,265,24,295,0,30,12
235,266,15,308,0,18,6
236,274,13,330,1,13,3
237,294,22,334,0,33,11
238,303,27,358,2,33,5
239,325,17,372,1,23,4
240,296,5,344,0,7,6
241,272,16,316,0,19,6
242,271,14,315,0,15,1
243,267,14,307,0,15,3
244,225,16,246,0,20,10
245,201,7,216,0,9,2
246,188,14,204,2,15,2
247,209,12,226,2,11,10
248,199,8,219,0,8,7
249,185,11,207,0,14,1
250,182,13,202,0,19,5
251,186,18,202,0,26,8
252,210,19,234,2,20,1
253,225,21,242,0,26,3
254,224,19,230,2,18,5
255,261,18,250,0,22,16
256,304,44,302,1,54,5
257,351,32,350,3,34,5
258,377,32,355,7,51,6
259,398,22,402,1,27,8
260,460,18,408,1,19,74
261,582,13,472,0,15,139
262,621,36,572,2,37,59
263,628,36,596,1,41,27
264,643,32,625,0,34,23
265,715,45,638,4,57,92
266,1722,48,762,1,57,1027
267,1749,40,1763,1,49,47
