,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,1688,0,1467,0,0
1,1525,197,1307,83,82,14
2,1494,152,1261,64,57,10
3,1500,124,1262,53,35,10
4,1447,1514,1200,1452,114,13
5,2839,276,2653,87,149,42
6,2846,811,2621,255,479,101
7,3423,300,3221,97,184,57
8,3540,153,3376,46,83,15
9,3571,124,3391,36,67,21
10,3597,114,3416,37,45,17
11,2584,81,1922,22,42,14
12,2346,101,1736,33,54,12
13,1376,96,1017,27,50,8
14,1077,76,776,19,49,16
15,1003,87,723,25,39,13
16,951,72,674,16,45,9
17,926,82,645,19,50,12
18,931,102,654,30,54,11
19,909,77,633,21,42,12
20,869,71,604,18,43,5
21,834,156,581,64,46,6
22,906,97,627,32,41,9
23,914,68,636,20,37,8
24,869,61,612,19,28,5
25,798,89,553,29,40,4
26,807,54,556,16,28,4
27,787,50,542,13,28,13
28,1500,326,1322,10,322,25
29,1743,75,1608,20,43,24
30,1790,99,1640,19,70,13
31,1857,62,1694,15,41,21
32,1863,91,1706,32,39,17
33,1924,62,1769,16,59,8
34,1921,62,1801,21,32,10
35,962,88,672,21,55,12
36,1478,854,789,238,551,97
37,2308,320,1584,90,181,89
38,2557,118,1865,27,78,23
39,2570,122,1900,34,67,21
40,2666,308,1944,91,157,27
41,3092,529,2184,125,328,85
42,3769,863,2677,231,513,72
43,3559,415,2646,98,262,55
44,3619,256,2718,42,199,30
45,3759,184,2854,29,149,16
46,3813,179,2922,36,122,17
47,3667,164,2823,29,119,14
48,3212,185,2473,27,148,16
49,2232,174,1782,25,129,15
50,1901,142,1501,31,90,14
51,1754,134,1364,23,97,17
52,1698,179,1294,23,146,21
53,1709,160,1307,17,137,16
54,1715,162,1301,20,136,19
55,1678,136,1281,10,128,14
56,1641,180,1251,26,152,15
57,1737,187,1335,38,131,24
58,1792,115,1394,14,90,14
59,1666,90,1297,10,76,7
60,1614,121,1234,11,109,24
61,1561,95,1208,14,75,22
62,1518,130,1176,12,116,21
63,1447,121,1111,14,103,22
64,1337,114,1041,23,77,16
65,1320,103,1039,16,82,6
66,1338,80,1049,11,63,9
67,1238,74,953,8,64,11
68,1182,78,900,5,75,10
69,1067,79,820,6,78,9
70,985,86,760,8,76,15
71,950,94,742,9,84,9
72,926,55,730,7,43,8
73,887,48,699,5,40,5
74,854,64,671,13,47,8
75,833,63,652,5,57,9
76,812,64,621,6,57,8
77,750,48,574,5,41,9
78,692,61,519,7,53,5
79,681,44,521,5,38,3
80,673,43,514,3,48,5
81,640,47,497,3,46,9
82,617,34,482,5,28,3
83,700,177,478,23,145,17
84,1004,267,672,30,233,23
85,1262,131,910,11,118,9
86,1487,226,1033,25,207,13
87,1824,229,1279,32,192,26
88,2062,133,1486,7,132,19
89,2195,112,1612,11,107,9
90,2091,134,1551,11,126,15
91,1842,128,1386,20,105,8
92,1845,87,1396,6,86,17
93,1623,101,1247,15,80,12
94,1384,113,1073,11,107,9
95,1335,148,1035,6,146,9
96,1361,193,1078,11,184,11
97,1383,104,1134,10,95,24
98,1348,80,1130,7,74,19
99,1324,73,1124,3,72,7
100,1248,49,1088,2,52,6
101,1149,84,1006,11,67,6
102,1049,82,906,7,76,10
103,1005,240,828,7,248,30
104,1150,128,984,12,116,17
105,1195,88,1034,9,81,4
106,1209,83,1044,4,78,6
107,1246,77,1061,9,67,12
108,1243,81,1056,8,71,32
109,1257,76,1073,7,65,26
110,1177,229,875,25,198,21
111,1277,92,971,7,87,6
112,1301,134,988,9,126,21
113,1391,229,1071,15,220,20
114,1583,496,1245,201,300,22
115,2018,236,1687,5,249,53
116,2159,75,1882,8,68,13
117,1883,106,1695,12,92,17
118,1908,90,1712,8,83,14
119,1914,71,1676,2,72,18
120,1785,52,1499,5,54,13
121,1385,62,1035,7,53,5
122,1089,54,776,5,48,8
123,1057,66,749,7,59,9
124,999,68,704,8,62,11
125,989,120,686,19,100,13
126,1005,107,718,10,95,7
127,1010,81,743,12,64,3
128,1039,68,758,10,60,7
129,1052,45,769,5,40,5
130,1003,83,733,12,64,6
131,1023,68,737,8,58,9
132,956,68,687,11,54,8
133,996,217,698,44,144,24
134,1195,141,855,24,106,19
135,1301,139,942,27,92,11
136,1436,140,1039,22,105,16
137,1546,132,1117,17,117,13
138,1676,145,1219,22,116,28
139,1745,92,1300,13,76,17
140,1563,86,1168,10,71,7
141,1477,72,1102,9,60,6
142,1393,82,1025,11,65,15
143,1316,92,962,13,72,14
144,1250,137,892,24,101,14
145,1212,142,846,32,105,13
146,1341,263,905,106,217,32
147,1536,136,1173,14,114,21
148,1629,121,1257,16,97,5
149,1679,102,1285,11,87,14
150,1702,140,1288,16,151,15
151,1721,178,1340,11,162,12
152,1721,94,1373,8,80,7
153,1457,97,1091,2,104,13
154,1376,113,1047,13,92,8
155,1424,127,1052,13,117,197
156,1433,101,1250,11,91,23
157,1406,169,1199,16,155,23
158,1432,130,1204,11,127,19
159,1551,163,1284,12,160,21
160,1654,136,1359,12,130,16
161,1740,148,1413,10,152,16
162,1650,167,1281,14,163,26
163,1763,172,1375,17,159,14
164,1773,229,1382,19,237,25
165,1925,209,1529,16,215,50
166,1995,219,1620,15,234,32
167,2090,165,1745,20,140,20
168,2162,317,1755,50,256,35
169,2316,198,1880,22,175,28
170,2357,196,1924,22,171,23
171,2311,156,1856,16,149,18
172,2224,225,1753,20,211,23
173,2229,220,1714,24,206,32
174,2377,289,1834,32,278,35
175,2322,188,1849,18,167,19
176,2302,235,1825,30,202,26
177,2291,220,1861,24,194,20
178,2376,211,1937,19,184,24
179,2305,162,1904,17,144,22
180,2218,233,1830,21,213,17
181,2048,169,1695,6,180,19
182,1997,98,1671,6,109,4
183,1843,233,1534,7,248,23
184,1860,183,1565,9,186,21
185,1834,172,1546,11,186,39
186,1861,146,1600,18,148,25
187,1722,132,1507,8,136,27
188,1673,138,1461,9,133,32
189,1733,144,1523,12,135,22
190,1624,159,1396,14,147,29
191,1608,139,1360,14,123,34
192,1531,139,1279,9,123,30
193,1493,106,1219,4,101,25
194,1457,111,1179,5,104,25
195,1439,115,1159,7,110,30
196,1424,149,1146,11,145,61
197,1416,178,1189,10,171,34
198,1456,192,1242,32,198,60
199,1513,125,1373,11,142,40
200,1523,116,1435,9,139,32
201,1522,103,1478,13,124,33
202,1506,113,1483,7,124,24
203,1439,86,1422,7,89,35
204,1365,111,1319,7,113,19
205,1219,91,1157,7,93,17
206,1158,86,1077,1,108,20
207,1128,87,1025,8,81,12
208,1076,93,951,6,103,17
209,1029,100,929,8,106,20
210,1030,75,930,6,80,17
211,993,89,902,12,81,25
212,1003,86,917,9,82,15
213,980,71,884,4,74,17
214,952,80,870,7,79,17
215,942,103,858,5,105,20
216,945,70,847,5,75,14
217,930,28,829,4,23,9
218,867,68,733,3,73,17
219,859,102,726,6,103,26
220,888,82,770,7,84,24
221,864,60,765,8,52,15
222,811,58,711,5,59,8
223,789,63,682,3,70,14
224,826,62,729,1,65,6
225,803,61,707,4,63,11
226,740,61,627,6,58,12
227,687,43,569,0,51,7
228,700,71,565,4,81,20
229,753,93,597,4,106,13
230,779,57,629,4,63,11
231,769,45,631,3,43,9
232,772,64,618,7,60,15
233,773,53,626,1,60,8
234,788,66,660,3,80,9
235,774,102,652,3,122,36
236,734,78,677,4,83,10
237,766,81,688,1,97,16
238,814,85,752,11,76,16
239,842,67,775,3,79,10
240,864,60,805,3,64,7
241,864,46,772,1,49,9
242,773,64,656,4,70,14
243,760,55,657,3,62,12
244,713,67,618,9,54,18
245,699,72,605,3,80,20
246,729,61,626,1,63,51
247,746,65,668,4,68,24
248,764,45,699,2,45,10
249,740,29,671,1,28,9
250,693,56,615,5,56,15
251,674,51,612,4,49,4
252,625,33,555,0,37,15
253,536,37,471,2,35,2
254,481,42,405,4,40,8
255,497,40,406,2,38,8
256,557,42,427,3,38,48
257,549,35,444,1,37,30
258,533,37,458,3,39,28
259,528,36,484,3,43,8
260,542,46,506,5,42,8
261,538,32,514,0,40,4
262,525,36,511,1,42,6
263,512,58,476,2,66,20
264,521,55,497,4,57,8
265,506,37,484,1,38,8
266,517,71,479,2,79,10
267,538,32,509,6,28,12
268,532,29,506,2,29,8
269,509,33,486,4,34,6
270,461,31,428,1,31,6
271,434,40,391,0,49,10
272,436,42,410,2,47,7
273,399,40,365,3,42,13
274,410,33,377,0,39,5
275,416,24,395,2,26,7
276,456,34,403,2,35,37
277,464,43,446,3,47,12
278,466,38,457,5,37,6
279,464,40,441,2,42,11
280,476,70,444,7,70,16
281,538,58,509,1,76,28
282,600,39,578,2,42,47
283,575,43,590,4,41,6
284,607,62,598,1,73,18
285,647,47,646,1,53,4
286,676,56,657,3,65,13
287,669,68,655,2,78,14
288,670,54,634,0,68,11
289,697,140,654,4,177,32
290,920,458,916,8,746,169
291,1321,70,1747,4,81,19
292,1354,73,1795,6,76,14
