,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,2167,0,2167,0,0
1,46,127,1,12,120,5
2,35,42,4,2,43,10
3,21,21,3,1,20,1
4,10,11,2,0,11,1
5,14,8,5,0,8,1
6,25,22,4,1,22,0
7,31,34,9,7,29,2
8,25,26,6,2,25,3
9,22,20,4,3,18,5
10,25,26,8,2,22,3
11,39,47,11,4,41,4
12,78,80,22,6,76,13
13,102,94,17,11,77,14
14,110,138,41,19,108,19
15,260,512,75,362,451,37
16,453,707,202,63,1085,45
17,464,406,334,78,446,41
18,405,229,265,40,224,34
19,221,134,131,34,95,20
20,213,125,109,37,121,24
21,452,2315,356,154,2289,47
22,564,926,175,70,1523,218
23,370,220,194,22,245,117
24,293,275,167,12,333,74
25,260,191,161,19,237,73
26,208,141,120,31,169,39
27,182,189,111,58,111,31
28,155,119,107,27,92,24
29,138,119,79,18,119,33
30,174,135,129,12,155,32
31,158,100,93,16,90,19
32,131,94,82,14,90,14
33,139,93,91,10,100,21
34,201,149,129,17,145,42
35,146,131,78,11,136,32
36,175,137,102,11,148,31
37,142,116,108,14,140,17
38,140,124,93,25,111,18
39,195,122,133,11,132,46
40,139,111,80,12,134,31
41,498,621,254,23,658,231
42,559,739,259,33,805,273
43,357,696,217,27,821,85
44,416,341,249,16,472,73
45,460,628,312,30,720,115
46,337,499,147,18,588,126
47,261,258,111,9,316,91
48,152,233,95,10,302,38
49,257,177,102,9,235,97
50,91,131,37,8,164,14
51,163,170,74,9,215,23
52,261,282,130,10,327,88
53,224,273,68,5,309,113
54,321,345,139,11,387,163
55,365,483,244,8,541,87
56,220,472,115,8,518,61
57,114,219,54,9,227,27
58,93,219,45,5,248,23
59,88,180,23,5,187,38
60,63,160,20,3,177,20
61,52,138,24,4,144,7
62,98,144,31,5,152,23
63,111,151,40,7,153,27
64,117,146,33,8,165,45
65,171,179,55,7,184,42
66,152,127,53,9,113,43
67,139,110,45,2,122,40
68,129,106,42,8,137,22
69,91,69,24,4,75,16
70,56,33,11,4,25,7
71,56,40,9,5,40,4
72,60,48,10,6,43,13
73,108,57,16,7,59,54
74,88,68,19,6,75,17
75,62,60,16,7,62,12
76,70,64,18,4,81,10
77,109,74,23,7,81,38
78,95,75,17,3,87,23
79,66,77,19,6,75,10
80,119,90,37,5,98,42
81,73,73,27,3,82,16
82,81,88,30,3,98,12
83,67,48,21,3,63,7
84,68,51,19,3,60,12
85,89,57,23,4,65,17
86,85,68,30,13,57,11
87,80,43,27,4,44,19
88,51,40,13,4,46,5
89,45,30,10,5,29,6
90,52,45,21,3,44,6
91,104,54,27,3,58,34
92,105,54,23,8,53,49
93,76,72,22,3,96,15
94,66,59,18,3,85,14
95,41,32,14,2,43,10
96,58,44,23,1,60,12
97,141,118,32,1,208,39
98,82,77,24,5,107,20
99,139,131,35,2,180,40
100,100,64,31,2,79,18
101,119,66,48,5,78,28
102,93,64,36,2,77,20
103,94,69,23,2,90,13
104,80,67,18,3,84,15
105,115,80,38,3,84,17
106,128,102,43,11,125,18
107,185,116,74,4,145,67
108,190,170,82,3,228,70
109,125,72,51,3,99,53
110,175,114,56,4,128,61
111,188,121,57,18,144,66
112,147,100,51,6,129,51
113,123,84,41,1,121,17
114,789,924,71,95,907,124
115,1261,211,1062,5,224,70
116,175,150,58,3,177,33
117,135,111,34,3,122,31
118,130,124,47,7,118,18
119,163,134,60,4,144,30
120,198,191,65,12,194,38
121,173,140,54,2,146,22
122,161,120,53,4,126,40
123,214,198,59,7,195,31
124,199,126,66,2,135,47
125,166,143,35,3,150,29
126,151,136,31,2,140,25
127,278,252,62,6,259,66
128,181,162,80,4,165,21
129,139,120,52,9,113,19
130,243,179,70,5,182,62
131,238,110,47,5,196,36
132,127,92,52,2,101,20
133,231,211,65,7,204,38
134,272,242,55,11,229,37
135,277,271,77,3,277,63
136,786,114,49,1,126,687
137,1044,105,56,2,125,934
138,215,173,96,4,209,38
139,396,246,196,7,317,91
140,195,135,106,3,180,40
141,188,138,94,3,170,27
142,362,306,183,3,376,45
143,248,190,146,8,213,63
144,311,262,184,12,317,47
145,257,235,133,2,283,30
146,255,188,145,8,226,52
147,317,260,150,7,331,82
148,187,184,127,5,216,28
149,240,171,118,12,185,68
150,198,116,105,6,124,69
151,154,129,94,11,132,40
152,116,89,76,3,95,16
153,143,126,95,5,143,24
154,140,114,107,4,136,26
155,111,100,61,4,108,18
156,102,93,75,4,104,15
157,303,211,216,13,241,61
158,155,123,86,2,154,30
159,256,162,189,5,187,23
160,205,152,99,5,177,34
161,185,164,102,4,194,21
162,224,163,134,2,202,51
163,281,239,164,9,266,68
164,205,196,83,4,219,19
165,159,177,54,3,187,23
166,207,177,80,2,201,40
167,189,153,76,13,167,48
168,174,143,77,6,164,39
169,128,109,59,2,128,39
170,130,127,53,3,136,37
171,153,90,72,1,92,37
172,135,105,67,0,111,29
173,152,105,72,2,109,27
174,119,86,44,3,87,39
175,176,114,81,4,114,79
176,152,86,75,1,93,57
177,160,73,69,3,68,65
178,191,122,118,3,123,32
179,141,68,95,0,72,31
180,146,69,88,2,75,42
181,95,67,54,0,83,27
182,72,56,44,2,66,6
183,106,59,92,0,74,18
184,82,63,44,4,76,22
185,116,44,82,3,55,44
186,100,64,83,3,66,26
187,105,94,82,6,110,16
188,104,55,65,2,61,24
189,70,62,38,2,67,9
190,73,58,49,1,64,8
191,76,79,48,2,82,20
192,65,64,37,4,67,11
193,45,37,25,1,39,8
194,72,57,28,2,59,20
195,66,37,53,0,43,19
196,58,63,43,19,49,16
197,44,36,31,0,41,6
198,21,14,5,0,14,3
199,47,36,20,1,36,14
200,79,43,55,1,48,18
201,63,44,54,1,48,9
202,52,28,33,2,31,12
203,34,22,30,2,22,3
204,45,23,29,1,29,7
205,46,21,34,0,28,6
206,35,24,21,5,20,4
207,36,21,19,2,18,6
208,51,25,38,0,34,8
209,718,22,706,1,24,8
210,64,31,39,1,41,11
211,69,32,59,1,39,13
212,39,20,30,1,21,6
213,76,36,62,0,41,16
214,52,32,32,0,38,8
215,49,18,43,1,21,6
216,478,62,154,2,72,336
217,79,84,51,16,82,12
218,76,58,52,3,66,20
219,55,41,33,1,44,12
220,62,39,40,2,44,11
221,64,40,39,3,43,14
222,37,22,23,0,26,10
223,49,24,33,0,27,8
224,40,29,26,1,34,6
225,56,25,39,1,25,8
226,51,31,42,2,30,11
227,47,35,33,2,36,12
228,46,15,21,2,17,11
229,31,11,15,0,15,6
230,36,22,11,3,20,9
231,41,19,31,0,24,4
232,40,23,28,1,25,9
233,53,13,52,0,15,10
234,41,20,28,0,28,4
235,26,12,15,0,15,2
236,39,20,29,0,23,8
237,38,17,18,2,13,15
238,31,16,22,0,16,5
239,67,26,38,0,32,20
240,44,24,28,0,30,12
241,37,15,30,0,18,6
242,36,13,39,1,13,3
243,70,22,55,0,33,11
244,45,27,41,2,33,5
245,31,17,18,1,23,4
246,30,5,24,0,7,6
247,45,16,38,0,19,6
248,29,14,26,0,15,1
249,27,14,18,0,15,3
250,36,16,17,0,20,10
251,19,7,10,0,9,2
252,19,14,12,2,15,2
253,44,12,38,2,11,10
254,34,8,29,0,8,7
255,21,11,11,0,14,1
256,28,13,11,0,19,5
257,43,18,24,0,26,8
258,37,19,24,2,20,1
259,36,21,18,0,26,3
260,38,19,24,2,18,5
261,66,18,43,0,22,16
262,74,44,57,1,54,5
263,53,32,38,3,34,5
264,54,32,16,7,51,6
265,41,22,25,1,27,8
266,104,18,27,1,19,74
267,160,13,14,0,15,139
268,106,36,26,2,37,59
269,79,36,38,1,41,27
270,72,32,48,0,34,23
271,140,45,43,4,57,92
272,1070,48,40,1,57,1027
273,108,40,60,1,49,47
