Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
2,0.0,0.0,0,0,596,4,0.0,0.0,0,0,380,0,0.0,0.0,0,0,376,4,0.0,0.0,0,0,600,0,0.0,0.0,0,0,20,0,0.015188335358444714,20,0.018656716417910446,0.8,5,0.008710801393728223,0.0030845157310302285,25,0.015188335358444714,0.015188335358444714
3,0.0,0.0,0,0,701,1,0.0,0.0,0,0,380,0,0.0,0.0,0,0,380,0,0.0,0.0,0,0,701,1,0.0,0.0,0,0,42,0,0.0166256157635468,20,0.018975332068311195,0.7692307692307693,7,0.012280701754385965,0.004380475594493116,27,0.0166256157635468,0.0166256157635468
4,0.0,0.0,0,1,2142,19,0.0,0.0,0,1,379,0,0.0,0.0,0,0,376,4,0.0,0.0,0,0,2148,14,0.0,0.0,0,0,701,1,0.015873015873015872,20,0.020429009193054137,0.6896551724137931,27,0.013622603430877902,0.009208731241473396,47,0.015873015873015872,0.015873015873015872
5,0.0,0.0,0,0,2632,20,0.0,0.0,0,0,702,0,0.0,0.0,0,0,695,7,0.0,0.0,0,0,2639,13,0.0,0.0,0,0,506,0,0.016693418940609953,27,0.020594965675057208,0.8709677419354839,23,0.012749445676274944,0.0074578469520103765,52,0.016693418940609953,0.016693418940609953
6,0.0,0.0,0,0,3520,20,0.0,0.0,0,0,870,0,0.0,0.0,0,0,863,7,0.0,0.0,0,0,3527,13,0.0,0.0,0,0,756,0,0.016406890894175553,30,0.022865853658536585,0.8333333333333334,28,0.011940298507462687,0.007732670533001933,60,0.016406890894175553,0.016406890894175553
7,0.0,0.0,0,0,3057,23,0.0,0.0,0,0,506,0,0.0,0.0,0,0,499,7,0.0,0.0,0,0,3069,11,0.0,0.0,0,0,600,0,0.015041633091592801,23,0.017517136329017517,0.6216216216216216,25,0.01037344398340249,0.006782419967444384,56,0.015041633091592801,0.015041633091592801
8,0.0,0.0,0,0,2732,24,0.0,0.0,0,0,552,0,0.0,0.0,0,0,544,8,0.0,0.0,0,0,2747,9,0.0,0.0,0,0,380,0,0.014351475764960736,24,0.0182648401826484,0.5714285714285714,20,0.008406893652795292,0.005477951246233908,53,0.014351475764960736,0.014351475764960736
9,0.0,0.0,0,0,2943,27,0.0,0.0,0,0,462,0,0.0,0.0,0,0,454,8,0.0,0.0,0,0,2961,9,0.0,0.0,0,0,272,0,0.014884979702300407,22,0.016730038022813688,0.5238095238095238,17,0.007142857142857143,0.0046537092800438,55,0.014884979702300407,0.014884979702300407
10,0.0,0.0,0,0,2625,27,0.0,0.0,0,0,420,0,0.0,0.0,0,0,412,8,0.0,0.0,0,0,2643,9,0.0,0.0,0,0,306,0,0.01401239558070601,21,0.015957446808510637,0.5121951219512195,18,0.007515657620041753,0.004904632152588556,52,0.01401239558070601,0.01401239558070601
11,0.0,0.0,0,0,647,3,0.0,0.0,0,0,90,0,0.0,0.0,0,0,90,0,0.0,0.0,0,0,649,1,0.0,0.0,0,0,72,0,0.00975609756097561,10,0.010050251256281407,0.3448275862068966,9,0.005389221556886228,0.0034142640364188165,26,0.00975609756097561,0.00975609756097561
12,0.0,0.0,0,0,459,3,0.0,0.0,0,0,56,0,0.0,0.0,0,0,56,0,0.0,0.0,0,0,460,2,0.0,0.0,0,0,42,0,0.008990600735594606,8,0.009852216748768473,0.26666666666666666,7,0.004281345565749235,0.0028961522548613984,22,0.008990600735594606,0.008990600735594606
13,0.0,0.0,0,0,56,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,56,0,0.0,0.0,0,0,0,0,0.005434782608695652,1,0.0028653295128939827,0.038461538461538464,1,0.0008904719501335708,0.0006915629322268327,8,0.005434782608695652,0.005434782608695652
14,0.0,0.0,0,0,152,4,0.0,0.0,0,0,12,0,0.0,0.0,0,0,10,2,0.0,0.0,0,0,155,1,0.0,0.0,0,0,20,0,0.011274934952298352,4,0.017391304347826087,0.15384615384615385,5,0.005417118093174431,0.0044365572315882874,13,0.011274934952298352,0.011274934952298352
