Epoch 100 | Edge Type: o-o-nobank | Train Loss: 0.0423 | Train AUCROC inf
Epoch 200 | Edge Type: o-o-nobank | Train Loss: 0.0215 | Train AUCROC inf
Epoch 300 | Edge Type: o-o-nobank | Train Loss: 0.0149 | Train AUCROC inf
Epoch 400 | Edge Type: o-o-nobank | Train Loss: 0.0114 | Train AUCROC inf
Epoch 500 | Edge Type: o-o-nobank | Train Loss: 0.0091 | Train AUCROC inf
Epoch 100 | Edge Type: o-n | Train Loss: 0.0001 | Train AUCROC inf
Epoch 200 | Edge Type: o-n | Train Loss: 0.0000 | Train AUCROC inf
Epoch 300 | Edge Type: o-n | Train Loss: 0.0000 | Train AUCROC inf
Epoch 400 | Edge Type: o-n | Train Loss: 0.0000 | Train AUCROC inf
Epoch 500 | Edge Type: o-n | Train Loss: 0.0000 | Train AUCROC inf
Epoch 100 | Edge Type: n-n | Train Loss: 1.3588 | Train AUCROC 0.5958
Epoch 200 | Edge Type: n-n | Train Loss: 1.3421 | Train AUCROC 0.6283
Epoch 300 | Edge Type: n-n | Train Loss: 1.3296 | Train AUCROC 0.6368
Epoch 400 | Edge Type: n-n | Train Loss: 1.3206 | Train AUCROC 0.6462
Epoch 500 | Edge Type: n-n | Train Loss: 1.3074 | Train AUCROC 0.6515
Epoch 100 | Edge Type: o-o-bank | Train Loss: 0.7102 | Train AUCROC 0.9244
Epoch 200 | Edge Type: o-o-bank | Train Loss: 0.5467 | Train AUCROC 1.0000
Epoch 300 | Edge Type: o-o-bank | Train Loss: 0.4605 | Train AUCROC 1.0000
Epoch 400 | Edge Type: o-o-bank | Train Loss: 0.2915 | Train AUCROC 1.0000
Epoch 500 | Edge Type: o-o-bank | Train Loss: 0.2736 | Train AUCROC 0.9994
Epoch 100 | Edge Type: o-o-nobank | Train Loss: 3.1327 | Train AUCROC 0.8762
Epoch 200 | Edge Type: o-o-nobank | Train Loss: 2.8038 | Train AUCROC 0.9013
Epoch 300 | Edge Type: o-o-nobank | Train Loss: 2.6659 | Train AUCROC 0.9149
Epoch 400 | Edge Type: o-o-nobank | Train Loss: 2.5258 | Train AUCROC 0.9223
Epoch 500 | Edge Type: o-o-nobank | Train Loss: 2.4467 | Train AUCROC 0.9286
Epoch 100 | Edge Type: o-n | Train Loss: 0.0174 | Train AUCROC inf
Epoch 200 | Edge Type: o-n | Train Loss: 0.0072 | Train AUCROC inf
Epoch 300 | Edge Type: o-n | Train Loss: 0.0046 | Train AUCROC inf
Epoch 400 | Edge Type: o-n | Train Loss: 0.0034 | Train AUCROC inf
Epoch 500 | Edge Type: o-n | Train Loss: 0.0025 | Train AUCROC inf
Epoch 100 | Edge Type: n-n | Train Loss: 2.2533 | Train AUCROC 0.5792
Epoch 200 | Edge Type: n-n | Train Loss: 2.0475 | Train AUCROC 0.5949
Epoch 300 | Edge Type: n-n | Train Loss: 2.1495 | Train AUCROC 0.5999
Epoch 400 | Edge Type: n-n | Train Loss: 2.0093 | Train AUCROC 0.6278
Epoch 500 | Edge Type: n-n | Train Loss: 2.0282 | Train AUCROC 0.6353
Epoch 100 | Edge Type: o-o-bank | Train Loss: 1.2884 | Train AUCROC 0.9890
Epoch 200 | Edge Type: o-o-bank | Train Loss: 0.7637 | Train AUCROC 0.9908
Epoch 300 | Edge Type: o-o-bank | Train Loss: 0.6965 | Train AUCROC 0.9895
Epoch 400 | Edge Type: o-o-bank | Train Loss: 0.5792 | Train AUCROC 0.9911
Epoch 500 | Edge Type: o-o-bank | Train Loss: 0.5308 | Train AUCROC 0.9910
Epoch 100 | Edge Type: o-o-nobank | Train Loss: 5.1864 | Train AUCROC 0.8763
Epoch 200 | Edge Type: o-o-nobank | Train Loss: 4.7206 | Train AUCROC 0.9008
Epoch 300 | Edge Type: o-o-nobank | Train Loss: 4.9905 | Train AUCROC 0.8978
Epoch 400 | Edge Type: o-o-nobank | Train Loss: 4.4258 | Train AUCROC 0.9126
Epoch 500 | Edge Type: o-o-nobank | Train Loss: 4.3651 | Train AUCROC 0.9177
Epoch 100 | Edge Type: o-n | Train Loss: 1.2735 | Train AUCROC 0.9603
Epoch 200 | Edge Type: o-n | Train Loss: 1.0739 | Train AUCROC 0.9715
Epoch 300 | Edge Type: o-n | Train Loss: 0.9730 | Train AUCROC 0.9747
Epoch 400 | Edge Type: o-n | Train Loss: 0.8905 | Train AUCROC 0.9775
Epoch 500 | Edge Type: o-n | Train Loss: 0.7379 | Train AUCROC 0.9860
Epoch 100 | Edge Type: n-n | Train Loss: 1.4305 | Train AUCROC 0.7836
Epoch 200 | Edge Type: n-n | Train Loss: 1.4176 | Train AUCROC 0.7879
Epoch 300 | Edge Type: n-n | Train Loss: 1.4199 | Train AUCROC 0.7895
Epoch 400 | Edge Type: n-n | Train Loss: 1.4150 | Train AUCROC 0.7924
Epoch 500 | Edge Type: n-n | Train Loss: 1.4073 | Train AUCROC 0.7971
Epoch 100 | Edge Type: o-o-bank | Train Loss: 1.7384 | Train AUCROC 0.9867
Epoch 200 | Edge Type: o-o-bank | Train Loss: 1.4806 | Train AUCROC 0.9880
Epoch 300 | Edge Type: o-o-bank | Train Loss: 1.3485 | Train AUCROC 0.9904
Epoch 400 | Edge Type: o-o-bank | Train Loss: 1.1433 | Train AUCROC 0.9926
Epoch 500 | Edge Type: o-o-bank | Train Loss: 1.0618 | Train AUCROC 0.9927
Epoch 100 | Edge Type: o-o-nobank | Train Loss: 8.4556 | Train AUCROC 0.8709
Epoch 200 | Edge Type: o-o-nobank | Train Loss: 7.9274 | Train AUCROC 0.8888
Epoch 300 | Edge Type: o-o-nobank | Train Loss: 7.6337 | Train AUCROC 0.8957
Epoch 400 | Edge Type: o-o-nobank | Train Loss: 7.2699 | Train AUCROC 0.9067
Epoch 500 | Edge Type: o-o-nobank | Train Loss: 7.0665 | Train AUCROC 0.9130
Epoch 100 | Edge Type: o-n | Train Loss: 1.7362 | Train AUCROC 0.9397
Epoch 200 | Edge Type: o-n | Train Loss: 1.2946 | Train AUCROC 0.9698
Epoch 300 | Edge Type: o-n | Train Loss: 1.0233 | Train AUCROC 0.9779
Epoch 400 | Edge Type: o-n | Train Loss: 0.9164 | Train AUCROC 0.9841
Epoch 500 | Edge Type: o-n | Train Loss: 0.8531 | Train AUCROC 0.9869
Epoch 100 | Edge Type: n-n | Train Loss: 1.3914 | Train AUCROC 0.8051
Epoch 200 | Edge Type: n-n | Train Loss: 1.3782 | Train AUCROC 0.8244
Epoch 300 | Edge Type: n-n | Train Loss: 1.3673 | Train AUCROC 0.8268
