Subgraph 1,Subgraph 2,Subgraph 3,Subgraph 4
6981533,1528897,6672031688,17508,0,2312356,1241125435,4489753251319,342675,228774,1296,23194715,58875,234900,0,5,0,108,72,0,0
9058,2904,155068,0,0,1220,37937,2168783,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,2364,83984,0,0,208,35350,1201837,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,1584,49268,0,0,332,17612,583196,0,0,0,0,0,0,0,0,0,0,0,0,0
4415,1496,65772,0,0,392,18029,848134,0,0,0,0,0,0,0,0,0,0,0,0,0
7674,2207,174600,4,0,488,39506,3244666,0,2,8,0,0,0,0,0,0,0,0,0,0
17910,9043,717760,4,0,3352,302572,22366421,0,2,8,0,0,0,0,0,0,0,0,0,0
25387,14394,1252280,96,0,6036,596988,47372506,0,8,32,1265,0,0,0,0,0,0,0,0,0
56795,31106,4511296,756,0,18268,2007841,264311506,0,39,156,87890,0,0,0,0,0,0,0,0,0
508299,688286,97407868,11912,4,27267368,92795285,13732020212,9255,10624,17816,3550905,7712925,30685620,9,81,0,3538848,2361152,0,0
1877257,2962298,653766528,65312,36,201473268,712583304,161336550028,47127,49523,72420,32989995,69342283,276399712,4932,4228,7338,47414078,31633539,5,35
2582027,4302056,1054114696,96644,64,328084860,1232327916,304446443929,74499,76636,107880,55626865,112073416,446931584,14040,10960,11172,76572407,51086211,20,70
2833894,4871929,1212117196,119628,64,378725760,1475244240,366857360695,88716,94018,139496,71155260,128618690,512939640,14535,11995,11568,87345914,58275888,20,70
2855377,4947041,1227088188,106960,84,375809560,1507682896,373286495564,85545,91678,138592,62798000,130721418,521365492,14445,11510,8628,90666361,60488646,50,105
3003938,5236736,1322887264,115036,88,414789296,1639597073,412376409436,92721,98533,146876,69672250,140185617,559165988,12201,10169,9042,94567537,63090011,50,100
10731480,7593396,8845448636,458472,360,538430072,3420972269,5577199269319,554283,433802,257120,510162780,160800732,641802708,449949,304646,14832,102248169,68212359,535,3345
12209634,12473002,9748479224,1462596,4576,1487324876,6155655863,6002269262751,1438545,1114109,620316,1810910850,262474648,1048889172,7400778,4976297,14820,86213032,57563788,53675,6125
10703280,9526882,8642055524,1492496,4588,957105388,4569086851,5478352599521,1197051,950151,608468,1845588055,143692438,574183532,7439541,5007529,15639,43743844,29237742,53675,5980
10519550,9147098,8544384580,1603416,4688,845378364,4463595510,5444162113591,1727595,1317738,664032,1950233595,124641518,497929092,7516215,5065320,15453,40250487,26916765,53870,5255
10680397,9339304,8668061332,1673320,4600,876534124,4631018764,5503290178467,1240422,1002487,702156,2023287220,133708329,534277136,7476825,5043270,22017,43371920,29001398,53690,5425
10850362,9820501,8784711916,1703784,4608,928898008,4962284023,5554339498664,1121256,932721,740868,2049760510,142616012,569884068,7473360,5042095,29706,44896813,30014856,53690,8540
10954094,9964013,8875326096,1742116,4616,932872800,5114077869,5597644313946,1135422,948325,765508,2089386165,148343870,592829880,7471911,5043159,31053,46141037,30843940,53695,8995
3351201,5862357,1488208472,393436,68,766367080,1975990030,504471607640,293532,296391,402812,257313950,135499370,541529540,8475,16785,25734,43404860,28999226,10,7750
1146034,1819896,341627564,134508,40,105490256,448111115,80150525149,79899,81174,111632,61336020,13384727,53495408,3096,5934,8820,1592889,1069776,5,1680
1001155,1582827,288585484,110352,60,75143792,373386599,64970663914,47139,51686,81040,47925540,11076207,44272828,9378,9152,12324,1373993,917698,15,2445
689055,1086137,166412652,72420,44,38834468,218524223,31325957259,32565,34475,51060,26376365,6322046,25268104,7782,6998,8175,799385,534245,10,1720
512941,751957,108641472,58492,40,22646304,133293687,17862670034,24873,26252,38680,18460540,3476928,13891912,6777,6073,7113,388685,259132,10,1390
453912,638501,91857044,51840,28,17847928,107792839,14315192173,17496,19848,32736,15761945,2714530,10846300,6423,5672,2961,300468,201506,5,625
537508,711017,118749796,72504,40,22668340,131222986,20095636149,17508,22187,42060,24109845,3039185,12143700,9117,8413,4872,307979,206194,5,625
571501,698661,130117760,77164,40,25387264,133106089,22673268902,14547,20642,43776,26396445,2959237,11821968,9402,8768,5085,284988,190007,5,585
635431,731319,153508944,97832,52,28884304,148121515,28217825951,14610,22440,50800,35709210,3009008,12021832,9831,10299,9006,281584,185990,10,860
587498,679393,137451408,103036,32,24002452,133453300,24447923623,21915,27668,52232,36610450,2244101,8964984,6996,9189,5238,180198,119669,5,390
640897,737044,158890580,113624,24,25315524,153097575,29812153776,28194,33630,59336,42422275,2445387,9767608,1893,6237,3678,189490,127527,0,210
737607,838314,195173428,119268,24,31766716,186012514,39129629860,31518,36549,62148,47534565,2803772,11201128,2019,6126,3951,206679,139460,0,220
745967,878976,194270356,128672,40,35814792,193354578,38565724150,33192,39944,71264,50580740,2904469,11603316,2733,7307,8124,219070,145891,0,805
2131649,1971974,941271844,236476,36,166717756,729447721,315628141123,79362,83449,122164,157314250,10499293,41974392,7899,11746,7398,664932,447365,0,835
4968044,3849501,3437947152,645148,48,477838960,2226014767,1794657699938,164955,179883,279652,663919335,25893151,103536464,22440,35360,17406,1356369,910420,0,1620
7659068,5689047,6701655452,1071548,244,793184348,4122893645,4400828969222,340110,332049,421236,1384564110,43982750,175872740,64239,79176,42474,2080112,1382214,445,3140
9182603,7029746,8898849504,1813856,468,972500860,5594708041,6453211357069,481842,479379,632604,2616694135,62049302,248111868,93840,151330,55353,3079724,2045383,1840,3605
12716559,10053246,14165977900,2571688,616,1948933060,9256133758,11860295508507,702813,705445,947612,4276745870,123526318,493967852,139461,221734,118908,7240047,4802655,2360,9935
15277417,12596714,18077386016,2918964,228,3134980732,12474159908,16120632439493,730071,763870,1108624,5214139735,197377358,789315292,117369,218621,136740,13977062,9293488,16397,19018
16706718,13473912,20462389160,3308952,200,3741432176,13872591012,18878112744660,740757,798846,1220032,6142553860,229524961,917842544,116055,243935,133149,16655171,11082035,17234,18611
13442530,11652729,14692904260,2351576,140,2841749728,10783325667,12111891298479,462435,540270,927920,3916119010,183773579,734866536,51093,139667,71169,13682758,9115303,11074,9906
9402674,9486190,8175113480,1231068,88,2072002248,7158728561,5368889606495,189858,271869,581188,1644871135,135130973,540289932,40656,69174,67785,11334064,7542161,8894,9116
6378980,6925631,4398192252,674564,68,1322824772,4210759406,2279363545742,113385,166105,362060,718694350,88406938,353432592,20169,32586,39546,8189400,5451854,10,3300
5520019,5566831,3475845824,467820,36,1110703568,3110892149,1631848212888,46602,88891,231292,461331620,71137935,284382960,684,11971,24471,6841152,4554812,10,3015
