Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
0,2.022518765638032,12,0.0008437708659315945,-0.26269777687475687,0.0014095048382964145,0.00042188543296579716,1,2394,2398,2425,1.0,-1.0,1.0,-1.0,1.0
1,1.5957446808510638,10,0.004255319148936171,-0.1524861773744985,0.0,0.002127659574468085,83,371,376,300,1.0,-1.0,1.0,-1.0,1.0
2,1.5,9,0.005791505791505792,-0.1618830438702002,0.0,0.0028957528957528956,71,256,260,195,-1.0000000089878023,1.0000000082047036,1.0,-1.0,1.0
3,1.4506437768240343,8,0.006252774900103596,-0.11558192108405868,0.0,0.0031263874500517983,66,231,233,169,1.0,-1.0,1.0,-1.0,0.0
4,1.4936708860759493,7,0.006329113924050633,-0.12437417921903424,0.0,0.0031645569620253164,62,235,237,177,1.0,-1.0,1.0,-1.0,0.0
5,1.5104895104895104,7,0.005299963194700037,-0.16767501272428126,0.00815850815850816,0.0026499815973500184,74,283,286,216,1.0,-1.0,1.0,-1.0,1.0
6,1.558974358974359,9,0.004007646167029201,-0.11824048066174493,0.005982905982905983,0.0020038230835146002,91,386,390,304,1.0,-1.0,1.0,-1.0,1.0
7,1.52734375,10,0.0029889310176125245,-0.1001084989038807,0.008470052083333334,0.0014944655088062623,131,504,512,391,1.0,-1.0,1.0,-1.0,1.0
8,1.5638629283489096,9,0.0024397237571745865,-0.12982638925303985,0.006749827146613505,0.001219861878587293,151,634,642,502,1.0,-1.0,1.0,-1.0,1.0
9,2.1493506493506493,11,0.001746020023842932,-0.41881837055764193,0.025461707126953496,0.000873010011921466,182,1221,1232,1324,1.0000000242629414,1.0,-1.0,1.0,-1.0
10,2.3911792905081497,14,0.001146848580579448,-0.45581886051683135,0.02030660791182293,0.0005734242902897241,248,2063,2086,2494,1.9271419915062473,-1.0000000000000013,-1.0000000000000009,-1.0000000000000004,-1.0000000000000004
11,2.358197358197358,15,0.0009165166568975353,-0.4325227983755042,0.01764735931288467,0.0004582583284487676,327,2535,2574,3035,2.069959995498951,1.4142135623730958,-1.4142135623730934,1.3247179572447458,-1.0000000000000018
12,2.3294450335807704,16,0.0008237075790596786,-0.41101467002822617,0.022793559079423157,0.0004118537895298392,382,2778,2829,3295,2.13698882417353,1.4142135623730954,-1.4142135623730943,1.4142135623730943,-1.4142135623730916
13,2.298119658119658,15,0.0007859506354718394,-0.4025268963291638,0.021591078327038618,0.00039297531773591966,416,2874,2925,3361,2.2145887628965326,1.4142135623730991,-1.4142135623730965,1.414213562373096,-1.414213562373095
14,2.321524064171123,17,0.0007761698643166575,-0.3989829217341711,0.023470765217278172,0.00038808493215832884,412,2940,2992,3473,2.1465712394589542,-1.7320508075688772,1.7320508075688772,-1.4142135623730978,1.4142135623730976
15,2.231878698224852,19,0.0004127757903134551,-0.44335383767706366,0.023710947485505122,0.0002063878951567276,408,5320,5408,6035,2.300168219746771,2.214588762896533,-1.73205080756888,1.732050807568879,1.4422495703074036
16,2.426091353446823,22,0.0004089837075938677,-0.42151964466185327,0.04355004751440255,0.00020449185379693382,424,4529,5933,7197,10.406464126081858,-9.895563410298134,-2.000000000000035,2.0000000000000133,1.4610133932113045
17,2.411808118081181,22,0.0004450651629601737,-0.4100330882342434,0.049167997414264544,0.0002225325814800868,398,4234,5420,6536,11.443400053405991,-11.087152348481961,2.000000000000008,-1.999999999999996,1.6697178829567705
18,2.427347171967244,24,0.0004623518422794752,-0.395747500330851,0.05344121287648681,0.00023117592113973756,357,4131,5251,6373,12.153299220454345,-11.760109221179391,1.9697442823542977,-1.3478455749956884,-1.3478455749956884
19,2.477913991048842,25,0.00048227208856536436,-0.404288436652415,0.05929325399566827,0.00024113604428268218,305,3964,5139,6367,13.022023522260744,-12.62694951940802,2.34402612670654,1.3247179572447438,-1.2938006455057343
