Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
931.0,102.0,654.0,30.0,54.0,11.0
909.0,77.0,633.0,21.0,42.0,12.0
869.0,71.0,604.0,18.0,43.0,5.0
834.0,156.0,581.0,64.0,46.0,6.0
906.0,97.0,627.0,32.0,41.0,9.0
914.0,68.0,636.0,20.0,37.0,8.0
869.0,61.0,612.0,19.0,28.0,5.0
798.0,89.0,553.0,29.0,40.0,4.0
807.0,54.0,556.0,16.0,28.0,4.0
787.0,50.0,542.0,13.0,28.0,13.0
1500.0,326.0,1322.0,10.0,322.0,25.0
1743.0,75.0,1608.0,20.0,43.0,24.0
1790.0,99.0,1640.0,19.0,70.0,13.0
1857.0,62.0,1694.0,15.0,41.0,21.0
1863.0,91.0,1706.0,32.0,39.0,17.0
1924.0,62.0,1769.0,16.0,59.0,8.0
1921.0,62.0,1801.0,21.0,32.0,10.0
962.0,88.0,672.0,21.0,55.0,12.0
1478.0,854.0,789.0,238.0,551.0,97.0
2308.0,320.0,1584.0,90.0,181.0,89.0
2557.0,118.0,1865.0,27.0,78.0,23.0
2570.0,122.0,1900.0,34.0,67.0,21.0
2666.0,308.0,1944.0,91.0,157.0,27.0
3092.0,529.0,2184.0,125.0,328.0,85.0
3769.0,863.0,2677.0,231.0,513.0,72.0
3559.0,415.0,2646.0,98.0,262.0,55.0
3619.0,256.0,2718.0,42.0,199.0,30.0
3759.0,184.0,2854.0,29.0,149.0,16.0
3813.0,179.0,2922.0,36.0,122.0,17.0
3667.0,164.0,2823.0,29.0,119.0,14.0
3212.0,185.0,2473.0,27.0,148.0,16.0
2232.0,174.0,1782.0,25.0,129.0,15.0
1901.0,142.0,1501.0,31.0,90.0,14.0
1754.0,134.0,1364.0,23.0,97.0,17.0
1698.0,179.0,1294.0,23.0,146.0,21.0
1709.0,160.0,1307.0,17.0,137.0,16.0
1715.0,162.0,1301.0,20.0,136.0,19.0
1678.0,136.0,1281.0,10.0,128.0,14.0
1641.0,180.0,1251.0,26.0,152.0,15.0
1737.0,187.0,1335.0,38.0,131.0,24.0
1792.0,115.0,1394.0,14.0,90.0,14.0
1666.0,90.0,1297.0,10.0,76.0,7.0
1614.0,121.0,1234.0,11.0,109.0,24.0
1561.0,95.0,1208.0,14.0,75.0,22.0
1518.0,130.0,1176.0,12.0,116.0,21.0
1447.0,121.0,1111.0,14.0,103.0,22.0
1337.0,114.0,1041.0,23.0,77.0,16.0
1320.0,103.0,1039.0,16.0,82.0,6.0
1338.0,80.0,1049.0,11.0,63.0,9.0
1238.0,74.0,953.0,8.0,64.0,11.0
1182.0,78.0,900.0,5.0,75.0,10.0
1067.0,79.0,820.0,6.0,78.0,9.0
985.0,86.0,760.0,8.0,76.0,15.0
950.0,94.0,742.0,9.0,84.0,9.0
926.0,55.0,730.0,7.0,43.0,8.0
887.0,48.0,699.0,5.0,40.0,5.0
854.0,64.0,671.0,13.0,47.0,8.0
833.0,63.0,652.0,5.0,57.0,9.0
812.0,64.0,621.0,6.0,57.0,8.0
750.0,48.0,574.0,5.0,41.0,9.0
692.0,61.0,519.0,7.0,53.0,5.0
681.0,44.0,521.0,5.0,38.0,3.0
673.0,43.0,514.0,3.0,48.0,5.0
640.0,47.0,497.0,3.0,46.0,9.0
617.0,34.0,482.0,5.0,28.0,3.0
700.0,177.0,478.0,23.0,145.0,17.0
1004.0,267.0,672.0,30.0,233.0,23.0
1262.0,131.0,910.0,11.0,118.0,9.0
1487.0,226.0,1033.0,25.0,207.0,13.0
1824.0,229.0,1279.0,32.0,192.0,26.0
2062.0,133.0,1486.0,7.0,132.0,19.0
2195.0,112.0,1612.0,11.0,107.0,9.0
2091.0,134.0,1551.0,11.0,126.0,15.0
1842.0,128.0,1386.0,20.0,105.0,8.0
1845.0,87.0,1396.0,6.0,86.0,17.0
1623.0,101.0,1247.0,15.0,80.0,12.0
1384.0,113.0,1073.0,11.0,107.0,9.0
1335.0,148.0,1035.0,6.0,146.0,9.0
1361.0,193.0,1078.0,11.0,184.0,11.0
1383.0,104.0,1134.0,10.0,95.0,24.0
1348.0,80.0,1130.0,7.0,74.0,19.0
1324.0,73.0,1124.0,3.0,72.0,7.0
1248.0,49.0,1088.0,2.0,52.0,6.0
1149.0,84.0,1006.0,11.0,67.0,6.0
1049.0,82.0,906.0,7.0,76.0,10.0
1005.0,240.0,828.0,7.0,248.0,30.0
1150.0,128.0,984.0,12.0,116.0,17.0
1195.0,88.0,1034.0,9.0,81.0,4.0
1209.0,83.0,1044.0,4.0,78.0,6.0
1246.0,77.0,1061.0,9.0,67.0,12.0
1243.0,81.0,1056.0,8.0,71.0,32.0
1257.0,76.0,1073.0,7.0,65.0,26.0
1177.0,229.0,875.0,25.0,198.0,21.0
1277.0,92.0,971.0,7.0,87.0,6.0
1301.0,134.0,988.0,9.0,126.0,21.0
1391.0,229.0,1071.0,15.0,220.0,20.0
1583.0,496.0,1245.0,201.0,300.0,22.0
2018.0,236.0,1687.0,5.0,249.0,53.0
2159.0,75.0,1882.0,8.0,68.0,13.0
1883.0,106.0,1695.0,12.0,92.0,17.0
1908.0,90.0,1712.0,8.0,83.0,14.0
1914.0,71.0,1676.0,2.0,72.0,18.0
1785.0,52.0,1499.0,5.0,54.0,13.0
1385.0,62.0,1035.0,7.0,53.0,5.0
1089.0,54.0,776.0,5.0,48.0,8.0
1057.0,66.0,749.0,7.0,59.0,9.0
999.0,68.0,704.0,8.0,62.0,11.0
989.0,120.0,686.0,19.0,100.0,13.0
1005.0,107.0,718.0,10.0,95.0,7.0
1010.0,81.0,743.0,12.0,64.0,3.0
1039.0,68.0,758.0,10.0,60.0,7.0
1052.0,45.0,769.0,5.0,40.0,5.0
1003.0,83.0,733.0,12.0,64.0,6.0
1023.0,68.0,737.0,8.0,58.0,9.0
956.0,68.0,687.0,11.0,54.0,8.0
996.0,217.0,698.0,44.0,144.0,24.0
1195.0,141.0,855.0,24.0,106.0,19.0
1301.0,139.0,942.0,27.0,92.0,11.0
1436.0,140.0,1039.0,22.0,105.0,16.0
1546.0,132.0,1117.0,17.0,117.0,13.0
1676.0,145.0,1219.0,22.0,116.0,28.0
1745.0,92.0,1300.0,13.0,76.0,17.0
1563.0,86.0,1168.0,10.0,71.0,7.0
1477.0,72.0,1102.0,9.0,60.0,6.0
1393.0,82.0,1025.0,11.0,65.0,15.0
1316.0,92.0,962.0,13.0,72.0,14.0
1250.0,137.0,892.0,24.0,101.0,14.0
1212.0,142.0,846.0,32.0,105.0,13.0
1341.0,263.0,905.0,106.0,217.0,32.0
1536.0,136.0,1173.0,14.0,114.0,21.0
1629.0,121.0,1257.0,16.0,97.0,5.0
1679.0,102.0,1285.0,11.0,87.0,14.0
1702.0,140.0,1288.0,16.0,151.0,15.0
1721.0,178.0,1340.0,11.0,162.0,12.0
1721.0,94.0,1373.0,8.0,80.0,7.0
1457.0,97.0,1091.0,2.0,104.0,13.0
1376.0,113.0,1047.0,13.0,92.0,8.0
1424.0,127.0,1052.0,13.0,117.0,197.0
1433.0,101.0,1250.0,11.0,91.0,23.0
1406.0,169.0,1199.0,16.0,155.0,23.0
1432.0,130.0,1204.0,11.0,127.0,19.0
1551.0,163.0,1284.0,12.0,160.0,21.0
1654.0,136.0,1359.0,12.0,130.0,16.0
1740.0,148.0,1413.0,10.0,152.0,16.0
1650.0,167.0,1281.0,14.0,163.0,26.0
1763.0,172.0,1375.0,17.0,159.0,14.0
1773.0,229.0,1382.0,19.0,237.0,25.0
1925.0,209.0,1529.0,16.0,215.0,50.0
1995.0,219.0,1620.0,15.0,234.0,32.0
2090.0,165.0,1745.0,20.0,140.0,20.0
2162.0,317.0,1755.0,50.0,256.0,35.0
2316.0,198.0,1880.0,22.0,175.0,28.0
2357.0,196.0,1924.0,22.0,171.0,23.0
2311.0,156.0,1856.0,16.0,149.0,18.0
2224.0,225.0,1753.0,20.0,211.0,23.0
2229.0,220.0,1714.0,24.0,206.0,32.0
2377.0,289.0,1834.0,32.0,278.0,35.0
2322.0,188.0,1849.0,18.0,167.0,19.0
2302.0,235.0,1825.0,30.0,202.0,26.0
2291.0,220.0,1861.0,24.0,194.0,20.0
2376.0,211.0,1937.0,19.0,184.0,24.0
2305.0,162.0,1904.0,17.0,144.0,22.0
2218.0,233.0,1830.0,21.0,213.0,17.0
2048.0,169.0,1695.0,6.0,180.0,19.0
1997.0,98.0,1671.0,6.0,109.0,4.0
1843.0,233.0,1534.0,7.0,248.0,23.0
1860.0,183.0,1565.0,9.0,186.0,21.0
1834.0,172.0,1546.0,11.0,186.0,39.0
1861.0,146.0,1600.0,18.0,148.0,25.0
1722.0,132.0,1507.0,8.0,136.0,27.0
1673.0,138.0,1461.0,9.0,133.0,32.0
1733.0,144.0,1523.0,12.0,135.0,22.0
1624.0,159.0,1396.0,14.0,147.0,29.0
1608.0,139.0,1360.0,14.0,123.0,34.0
1531.0,139.0,1279.0,9.0,123.0,30.0
1493.0,106.0,1219.0,4.0,101.0,25.0
1457.0,111.0,1179.0,5.0,104.0,25.0
1439.0,115.0,1159.0,7.0,110.0,30.0
1424.0,149.0,1146.0,11.0,145.0,61.0
1416.0,178.0,1189.0,10.0,171.0,34.0
1456.0,192.0,1242.0,32.0,198.0,60.0
1513.0,125.0,1373.0,11.0,142.0,40.0
1523.0,116.0,1435.0,9.0,139.0,32.0
1522.0,103.0,1478.0,13.0,124.0,33.0
1506.0,113.0,1483.0,7.0,124.0,24.0
1439.0,86.0,1422.0,7.0,89.0,35.0
1365.0,111.0,1319.0,7.0,113.0,19.0
1219.0,91.0,1157.0,7.0,93.0,17.0
1158.0,86.0,1077.0,1.0,108.0,20.0
1128.0,87.0,1025.0,8.0,81.0,12.0
1076.0,93.0,951.0,6.0,103.0,17.0
1029.0,100.0,929.0,8.0,106.0,20.0
1030.0,75.0,930.0,6.0,80.0,17.0
993.0,89.0,902.0,12.0,81.0,25.0
1003.0,86.0,917.0,9.0,82.0,15.0
980.0,71.0,884.0,4.0,74.0,17.0
952.0,80.0,870.0,7.0,79.0,17.0
942.0,103.0,858.0,5.0,105.0,20.0
945.0,70.0,847.0,5.0,75.0,14.0
930.0,28.0,829.0,4.0,23.0,9.0
867.0,68.0,733.0,3.0,73.0,17.0
859.0,102.0,726.0,6.0,103.0,26.0
888.0,82.0,770.0,7.0,84.0,24.0
864.0,60.0,765.0,8.0,52.0,15.0
811.0,58.0,711.0,5.0,59.0,8.0
789.0,63.0,682.0,3.0,70.0,14.0
826.0,62.0,729.0,1.0,65.0,6.0
803.0,61.0,707.0,4.0,63.0,11.0
740.0,61.0,627.0,6.0,58.0,12.0
687.0,43.0,569.0,0.0,51.0,7.0
700.0,71.0,565.0,4.0,81.0,20.0
753.0,93.0,597.0,4.0,106.0,13.0
779.0,57.0,629.0,4.0,63.0,11.0
769.0,45.0,631.0,3.0,43.0,9.0
772.0,64.0,618.0,7.0,60.0,15.0
773.0,53.0,626.0,1.0,60.0,8.0
788.0,66.0,660.0,3.0,80.0,9.0
774.0,102.0,652.0,3.0,122.0,36.0
734.0,78.0,677.0,4.0,83.0,10.0
766.0,81.0,688.0,1.0,97.0,16.0
814.0,85.0,752.0,11.0,76.0,16.0
842.0,67.0,775.0,3.0,79.0,10.0
864.0,60.0,805.0,3.0,64.0,7.0
864.0,46.0,772.0,1.0,49.0,9.0
773.0,64.0,656.0,4.0,70.0,14.0
760.0,55.0,657.0,3.0,62.0,12.0
713.0,67.0,618.0,9.0,54.0,18.0
699.0,72.0,605.0,3.0,80.0,20.0
729.0,61.0,626.0,1.0,63.0,51.0
746.0,65.0,668.0,4.0,68.0,24.0
764.0,45.0,699.0,2.0,45.0,10.0
740.0,29.0,671.0,1.0,28.0,9.0
693.0,56.0,615.0,5.0,56.0,15.0
674.0,51.0,612.0,4.0,49.0,4.0
625.0,33.0,555.0,0.0,37.0,15.0
536.0,37.0,471.0,2.0,35.0,2.0
481.0,42.0,405.0,4.0,40.0,8.0
497.0,40.0,406.0,2.0,38.0,8.0
557.0,42.0,427.0,3.0,38.0,48.0
549.0,35.0,444.0,1.0,37.0,30.0
533.0,37.0,458.0,3.0,39.0,28.0
528.0,36.0,484.0,3.0,43.0,8.0
542.0,46.0,506.0,5.0,42.0,8.0
538.0,32.0,514.0,0.0,40.0,4.0
525.0,36.0,511.0,1.0,42.0,6.0
512.0,58.0,476.0,2.0,66.0,20.0
521.0,55.0,497.0,4.0,57.0,8.0
506.0,37.0,484.0,1.0,38.0,8.0
517.0,71.0,479.0,2.0,79.0,10.0
538.0,32.0,509.0,6.0,28.0,12.0
532.0,29.0,506.0,2.0,29.0,8.0
509.0,33.0,486.0,4.0,34.0,6.0
461.0,31.0,428.0,1.0,31.0,6.0
434.0,40.0,391.0,0.0,49.0,10.0
436.0,42.0,410.0,2.0,47.0,7.0
399.0,40.0,365.0,3.0,42.0,13.0
410.0,33.0,377.0,0.0,39.0,5.0
416.0,24.0,395.0,2.0,26.0,7.0
456.0,34.0,403.0,2.0,35.0,37.0
464.0,43.0,446.0,3.0,47.0,12.0
466.0,38.0,457.0,5.0,37.0,6.0
464.0,40.0,441.0,2.0,42.0,11.0
476.0,70.0,444.0,7.0,70.0,16.0
538.0,58.0,509.0,1.0,76.0,28.0
600.0,39.0,578.0,2.0,42.0,47.0
575.0,43.0,590.0,4.0,41.0,6.0
607.0,62.0,598.0,1.0,73.0,18.0
647.0,47.0,646.0,1.0,53.0,4.0
676.0,56.0,657.0,3.0,65.0,13.0
669.0,68.0,655.0,2.0,78.0,14.0
670.0,54.0,634.0,0.0,68.0,11.0
697.0,140.0,654.0,4.0,177.0,32.0
920.0,458.0,916.0,8.0,746.0,169.0
1321.0,70.0,1747.0,4.0,81.0,19.0
1354.0,73.0,1795.0,6.0,76.0,14.0
