,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,3145,0,2655,0,0
1,2387,388,2028,66,280,39
2,2099,219,1832,45,144,18
3,1977,231,1737,30,191,9
4,1845,139,1614,25,96,5
5,1787,125,1564,23,93,9
6,1710,166,1501,38,104,6
7,1651,182,1441,42,136,74
8,1405,224,1278,70,131,11
9,1365,158,1253,38,97,9
10,1288,156,1168,31,112,4
11,1308,185,1177,35,135,8
12,1356,216,1215,60,180,6
13,1417,182,1302,48,115,7
14,1343,220,1208,62,166,12
15,1324,252,1234,81,222,13
16,1414,346,1398,76,244,10
17,1608,243,1581,49,177,108
18,1679,251,1748,50,194,13
19,1725,294,1766,62,209,11
20,1839,301,1878,71,255,7
21,1928,207,1975,46,159,10
22,1900,234,1885,51,150,5
23,1872,174,1761,32,137,27
24,1710,187,1622,29,164,4
25,1663,192,1569,26,157,6
26,1539,178,1455,49,108,2
27,1397,182,1273,43,110,4
28,1359,117,1206,31,68,58
29,1239,129,1147,44,51,9
30,1166,193,1057,49,110,30
31,1157,176,1049,49,112,5
32,1139,160,1022,54,94,1
33,1162,168,997,43,121,4
34,1141,184,1008,46,120,4
35,1169,133,1020,46,73,4
36,1179,180,1038,38,135,7
37,1139,154,1017,34,107,6
38,1107,143,995,39,81,2
39,1096,127,971,35,93,1
40,1079,135,949,34,91,3
41,1006,101,901,25,60,2
42,977,113,865,34,55,4
43,899,106,775,22,73,0
44,834,119,711,31,79,2
45,802,246,701,40,196,6
46,909,196,807,26,157,3
47,959,191,856,21,168,5
48,1048,287,963,42,238,0
49,1216,511,1151,69,451,3
50,1622,397,1577,48,362,7
51,1916,303,1892,32,288,7
52,1998,285,1996,38,272,5
53,2108,218,2129,32,200,3
54,2144,203,2175,28,196,4
55,2103,231,2153,31,217,8
56,1865,315,1910,45,281,8
57,1803,295,1821,48,263,15
58,1814,302,1818,59,268,7
59,1819,280,1832,54,250,7
60,1851,266,1901,39,263,4
61,1905,270,1979,51,230,7
62,1935,280,2005,50,247,5
63,1912,253,1968,35,245,4
64,1870,277,1940,36,249,7
65,1834,278,1904,36,264,7
66,1832,286,1895,50,255,6
67,1850,249,1900,37,225,5
68,1835,215,1874,26,204,7
69,1763,243,1807,54,195,3
70,1734,86,1760,24,46,1
71,1554,184,1542,40,137,5
72,1456,342,1410,74,293,5
73,1490,350,1452,64,305,4
74,1594,399,1559,96,349,10
75,1775,313,1775,55,280,7
