,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,1688,0,1467,0,0
1,1525,197,1307,83,82,14
2,1491,155,1259,66,58,9
3,1496,128,1259,54,39,8
4,1437,1524,1198,1458,113,10
5,2813,302,2651,107,138,35
6,2813,844,2612,285,458,101
7,3399,324,3216,116,172,55
8,3530,163,3373,53,83,11
9,3547,148,3387,52,64,12
10,3574,137,3410,57,36,12
11,2571,94,1918,28,43,11
12,2322,125,1732,50,44,9
13,1358,114,1013,40,42,7
14,1041,112,773,44,35,8
15,969,121,713,45,35,7
16,915,108,667,42,32,3
17,879,129,633,49,41,3
18,887,146,635,58,50,6
19,884,102,628,35,39,6
20,846,94,599,36,33,2
21,803,187,572,84,39,2
22,874,129,614,51,38,6
23,892,90,630,33,33,5
24,850,80,606,30,26,2
25,776,111,546,45,33,2
26,782,79,550,33,20,1
27,756,81,533,27,34,2
28,651,1175,472,1141,62,4
29,1707,111,1592,36,62,5
30,1730,159,1617,62,59,4
31,1809,110,1675,38,47,11
32,1813,141,1691,58,42,3
33,1875,111,1738,39,68,7
34,1901,82,1788,32,34,10
35,930,120,661,43,48,8
36,906,1426,652,696,313,14
37,2180,448,1560,148,203,33
38,2504,171,1853,61,67,12
39,2533,159,1894,56,61,11
40,2566,408,1920,166,120,13
41,2905,716,2153,253,282,34
42,3515,1117,2632,421,411,29
43,3488,486,2618,146,244,53
44,3567,308,2708,80,176,25
45,3713,230,2839,58,138,13
46,3782,210,2907,53,121,16
47,3631,200,2811,50,116,8
48,3160,237,2459,65,131,9
49,2183,223,1764,52,125,10
50,1848,195,1481,58,94,3
51,1688,200,1335,61,98,7
52,1614,263,1263,73,137,11
53,1639,230,1285,62,123,7
54,1635,242,1277,67,130,2
55,1606,208,1255,54,115,9
56,1559,262,1227,83,126,8
57,1633,291,1295,96,125,12
58,1739,168,1373,44,86,9
59,1632,124,1278,26,80,6
60,1537,198,1200,45,122,11
61,1502,154,1179,39,87,14
62,1414,234,1131,66,122,6
63,1373,195,1087,56,95,12
64,1282,169,1026,56,68,7
65,1275,148,1018,44,75,6
66,1297,121,1033,33,62,4
67,1197,115,943,34,54,5
68,1138,122,884,34,68,4
69,1024,122,798,30,82,3
70,929,142,745,39,72,3
71,902,142,721,33,85,5
72,890,91,715,27,42,4
73,860,75,689,22,34,4
74,806,112,651,38,46,4
75,788,108,633,26,64,0
76,770,106,606,30,54,2
77,715,83,566,25,37,1
78,641,112,496,37,49,2
79,658,67,512,20,32,3
80,644,72,504,20,46,0
81,599,88,481,26,46,2
82,584,67,469,23,26,0
83,539,338,427,121,113,2
84,799,472,601,161,185,11
85,1177,216,879,64,104,1
86,1330,383,992,139,141,6
87,1646,407,1216,150,148,15
88,1974,221,1455,69,110,10
89,2134,173,1594,52,91,2
90,2017,208,1531,63,101,8
91,1804,166,1371,39,105,4
92,1789,143,1369,37,88,11
93,1559,165,1224,53,72,5
94,1311,186,1040,54,101,5
95,1266,217,997,40,149,10
96,1307,247,1050,35,192,7
97,1338,149,1107,29,103,24
98,1311,117,1119,22,83,6
99,1277,120,1097,24,81,4
100,1220,77,1076,16,53,3
101,1106,127,990,33,66,1
102,1009,122,886,26,83,4
103,898,347,770,43,294,6
104,1083,195,960,44,121,4
105,1144,139,1012,39,74,3
106,1156,136,1019,29,84,0
107,1198,125,1040,28,78,3
108,1185,139,1044,54,67,2
109,1202,131,1057,40,72,2
110,1006,400,819,134,160,6
111,1218,151,946,42,81,2
112,1220,215,952,52,131,9
113,1304,316,1029,65,219,13
114,1509,570,1218,303,242,5
115,1957,297,1662,31,268,33
116,2112,122,1866,35,63,7
117,1817,172,1672,55,76,13
118,1837,161,1688,48,76,5
119,1819,166,1635,55,69,9
120,1732,105,1477,26,65,3
121,1339,108,1015,33,49,3
122,1038,105,753,34,46,4
123,986,137,723,51,45,5
124,938,129,679,43,59,4
125,890,219,650,82,79,7
126,927,185,689,58,79,4
127,976,115,726,33,59,4
128,991,116,744,41,47,3
129,1000,97,748,33,37,1
130,952,134,712,48,50,5
131,964,127,719,45,45,3
132,869,155,645,66,44,5
133,845,368,627,119,153,11
134,1106,230,822,72,104,6
135,1211,229,909,81,77,5
136,1347,229,1002,73,98,9
137,1444,234,1083,80,95,6
138,1557,264,1170,89,118,8
139,1683,154,1274,42,83,7
140,1502,147,1147,48,59,2
141,1437,112,1087,32,57,1
142,1323,152,1003,52,57,4
143,1237,171,932,54,69,6
144,1159,228,871,84,74,2
145,1123,231,819,93,77,7
146,1184,420,861,220,174,5
147,1448,224,1148,65,102,7
148,1565,185,1232,60,79,4
149,1605,176,1264,59,66,8
150,1606,236,1263,79,124,4
151,1620,279,1307,82,131,5
152,1673,142,1353,36,74,5
153,1406,148,1069,29,102,10
154,1326,163,1026,39,91,4
155,1322,229,1017,47,157,158
156,1370,164,1232,49,79,15
157,1287,288,1166,95,121,11
158,1343,219,1177,67,110,7
159,1447,267,1252,80,137,8
160,1569,221,1335,67,109,6
161,1645,243,1385,72,129,5
162,1535,282,1241,88,144,11
163,1659,276,1342,83,136,4
164,1655,347,1337,97,214,15
165,1790,344,1487,108,177,38
166,1872,342,1582,86,221,12
167,2008,247,1719,69,127,10
168,2026,453,1721,137,223,15
169,2208,306,1851,91,150,13
170,2249,304,1884,90,156,10
171,2232,235,1832,68,126,13
172,2109,340,1720,93,185,9
173,2092,357,1670,108,186,12
174,2199,467,1774,146,242,17
175,2239,271,1819,66,159,9
176,2207,330,1801,95,181,6
177,2222,289,1836,67,186,10
178,2293,294,1906,63,187,8
179,2246,221,1883,50,138,16
180,2119,332,1795,82,200,4
181,1974,243,1670,51,169,10
182,1948,147,1665,48,74,3
183,1749,327,1499,67,230,16
184,1793,250,1548,53,168,12
185,1731,275,1512,78,161,31
186,1780,227,1574,64,141,12
187,1655,199,1490,49,124,15
188,1597,214,1441,54,122,18
189,1670,207,1508,54,117,13
190,1539,244,1379,72,119,16
191,1532,215,1344,60,110,17
192,1453,217,1259,55,111,16
193,1431,168,1206,44,84,15
194,1394,174,1161,43,92,17
195,1363,191,1127,47,109,23
196,1344,229,1119,52,145,47
197,1341,253,1161,49,171,23
198,1376,272,1214,79,188,51
199,1438,200,1351,60,131,24
200,1471,168,1422,41,133,19
201,1466,159,1464,43,124,17
202,1440,179,1468,45,117,8
203,1376,149,1401,33,107,12
204,1314,162,1304,36,110,8
205,1176,134,1148,30,93,3
206,1093,151,1054,42,102,8
207,1062,153,1001,55,62,8
208,1020,149,937,41,94,5
209,991,138,906,26,116,15
210,980,125,907,32,85,9
211,948,134,882,33,89,16
212,947,142,895,36,89,3
213,935,116,873,30,70,6
214,897,135,852,50,68,3
215,888,157,832,31,110,15
216,900,115,831,34,65,11
217,892,66,814,23,26,2
218,824,111,729,31,61,5
219,796,165,698,34,120,9
220,842,128,753,32,83,17
221,831,93,757,22,58,3
222,762,107,684,34,62,3
223,747,105,671,33,57,8
224,787,101,719,30,50,2
225,774,90,701,22,57,5
226,697,104,619,40,39,5
227,653,77,561,24,39,3
228,627,144,542,49,72,7
229,673,173,573,64,75,8
230,744,92,621,31,46,9
231,733,81,623,29,30,4
232,723,113,602,45,43,10
233,738,88,619,28,45,3
234,750,104,633,25,87,7
235,713,163,634,33,130,16
236,704,108,666,27,72,9
237,721,126,685,33,79,5
238,768,131,741,45,59,10
239,797,112,763,35,64,5
240,829,95,795,28,51,5
241,832,78,760,21,45,5
242,737,100,650,30,56,8
243,720,95,635,23,69,7
244,681,99,610,27,52,10
245,649,122,584,31,83,10
246,664,126,606,31,82,22
247,698,113,658,30,68,8
248,739,70,692,19,42,3
249,715,54,664,13,29,3
250,667,82,607,27,40,17
251,653,72,601,18,46,4
252,605,53,548,9,40,10
253,516,57,467,18,23,2
254,453,70,399,22,32,4
255,462,75,395,23,33,3
256,488,111,410,40,60,6
257,496,88,430,14,66,2
258,510,60,440,16,39,33
259,515,49,471,7,49,11
260,512,76,495,23,40,3
261,511,59,502,19,32,5
262,501,60,501,18,38,3
263,469,101,459,20,79,6
264,494,82,483,16,65,2
265,486,57,478,9,42,2
266,491,97,467,15,84,4
267,511,59,502,20,27,6
268,511,50,500,15,25,5
269,489,53,478,16,31,5
270,444,48,424,9,32,1
271,413,61,387,12,46,5
272,415,63,393,13,51,9
273,378,61,359,13,44,7
274,381,62,366,18,35,2
275,388,52,374,16,34,6
276,388,102,381,37,55,4
277,442,65,432,13,55,8
278,446,58,445,17,34,9
279,442,62,433,10,50,3
280,440,106,432,31,60,14
281,491,105,486,21,93,14
282,548,91,564,12,79,14
283,544,74,579,22,39,1
284,559,110,575,27,78,10
285,620,74,638,18,47,1
286,641,91,643,23,65,7
287,626,111,634,28,73,14
288,636,88,627,23,58,5
289,627,210,615,36,203,13
290,768,610,805,107,747,180
291,1280,111,1732,29,76,14
292,1317,110,1780,32,67,12
