,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,180,0,148,0,0
1,178,6,147,2,2,2
2,184,40,153,8,25,5
3,224,30,191,10,21,11
4,254,24,233,8,11,5
5,202,54,173,10,42,6
6,222,42,199,11,25,7
7,239,36,216,7,23,11
8,269,38,252,6,26,1
9,275,39,246,7,29,5
10,282,74,244,16,52,6
11,325,51,295,7,39,3
12,331,69,292,14,45,7
13,352,57,311,7,44,9
14,366,58,331,7,50,9
15,385,77,365,9,64,6
16,419,72,404,10,61,10
17,429,74,415,10,56,4
18,458,136,438,20,104,9
19,532,303,503,119,123,18
20,785,159,704,53,75,27
21,902,106,801,42,48,12
22,946,79,832,16,48,9
23,952,53,826,16,25,8
24,940,57,808,9,42,15
25,881,158,737,17,126,5
26,792,330,656,14,308,6
27,958,321,837,24,275,5
28,1155,317,1026,26,269,1
29,1391,525,1248,32,480,9
30,1847,300,1714,18,268,7
31,2070,516,1933,32,463,9
32,2420,656,2283,39,591,9
33,2745,375,2595,26,326,8
34,2801,656,2646,579,103,5
35,3156,766,3045,38,709,20
36,3410,932,3293,25,891,19
37,4064,874,3933,23,840,16
38,4445,870,4308,23,836,15
39,4668,701,4545,27,665,4
40,4993,442,4871,25,405,7
41,4826,642,4708,28,602,4
42,4717,342,4595,45,288,3
43,4159,221,4041,105,99,9
44,3560,200,3439,62,140,10
45,2787,199,2690,74,113,24
46,2209,163,2119,33,122,16
47,1947,127,1873,35,79,12
48,1421,63,1358,17,40,10
49,1113,80,1055,25,45,9
50,987,127,926,57,57,9
51,949,141,851,60,72,13
52,888,251,786,90,169,16
53,978,509,897,154,299,13
54,1357,342,1234,109,200,55
55,1634,306,1533,150,104,15
56,1848,311,1716,61,228,29
57,2046,212,1914,52,132,58
58,2124,178,2016,43,114,10
59,2047,113,1903,35,55,20
60,1742,197,1561,64,86,13
61,1602,234,1368,80,123,15
62,1567,176,1322,56,90,13
63,1432,189,1174,39,141,28
64,1364,212,1136,49,144,20
65,1392,180,1180,43,116,16
66,1446,159,1241,52,94,12
67,1390,179,1231,61,86,21
68,1340,172,1190,54,92,13
69,1345,378,1193,297,63,27
70,1537,146,1379,33,121,38
71,1457,113,1345,26,75,5
72,1388,148,1272,42,107,23
73,1378,163,1291,45,98,24
74,1345,116,1275,34,63,11
75,1273,95,1226,24,63,14
76,1067,90,922,19,61,9
77,921,105,826,32,64,10
78,907,107,826,30,68,12
79,852,93,771,27,53,12
80,782,127,701,44,57,8
81,790,195,701,45,137,18
82,880,88,803,17,68,3
83,883,70,808,20,38,5
84,855,91,779,25,50,4
85,825,111,735,35,56,7
86,825,98,727,36,41,2
87,794,122,694,32,85,10
88,743,91,632,30,45,6
89,747,85,626,21,60,7
90,749,81,644,26,45,8
91,730,130,645,74,50,5
92,736,61,673,16,39,7
93,697,81,652,27,34,3
94,643,100,582,31,56,8
95,642,106,590,37,50,6
96,654,130,585,43,62,3
97,698,106,609,34,49,7
98,686,139,568,66,46,9
99,765,123,630,46,48,8
100,809,312,671,85,224,7
