,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,2398,0,2425,0,0
1,342,34,262,7,29,2
2,228,32,165,8,20,2
3,202,31,143,10,15,1
4,201,36,148,7,22,0
5,223,63,166,16,33,1
6,271,119,205,33,63,3
7,365,147,288,57,41,5
8,472,170,354,42,96,10
9,617,615,471,460,370,23
10,1214,872,1299,223,947,25
11,2067,507,2467,171,368,29
12,2536,293,2997,96,181,21
13,2763,162,3210,56,81,14
14,2831,161,3290,69,99,15
15,2917,2491,3364,186,2411,74
16,4975,958,5381,90,1520,206
17,5181,239,6148,36,238,114
18,4937,314,5940,38,329,66
19,4905,234,6001,37,267,62
20,4963,177,6185,51,175,32
21,4985,222,6265,72,121,28
22,3064,142,3784,42,93,19
23,2063,159,2193,45,113,21
24,1809,202,1915,48,176,10
25,1632,152,1683,49,84,13
26,1465,148,1450,42,97,6
27,1369,147,1309,41,107,8
28,1264,243,1236,58,178,20
29,1321,187,1309,40,146,11
30,1327,214,1318,50,162,18
31,1328,170,1301,44,146,16
32,1331,175,1358,54,111,16
33,1370,212,1401,49,171,22
34,1428,162,1475,38,141,23
35,1368,913,1430,81,872,78
36,2125,1029,2266,69,1065,83
37,2956,800,3269,60,877,45
38,3617,451,4061,56,545,46
39,3913,777,4547,68,830,70
40,4522,616,5283,34,685,48
41,4985,358,5867,29,382,27
42,4609,269,5346,19,332,27
43,3967,304,4580,45,302,24
44,3508,161,3984,28,155,11
45,3137,248,3513,55,211,12
46,2529,428,2723,42,433,33
47,2233,415,2405,35,401,22
48,2207,567,2379,39,564,28
49,2469,706,2606,54,697,52
50,2820,590,3007,37,591,29
51,3237,275,3456,27,251,8
52,3249,263,3452,17,271,12
53,3079,226,3259,23,204,13
54,2901,190,3057,14,188,11
55,2495,164,2615,18,143,6
56,1887,193,1932,30,151,10
57,1467,202,1466,38,144,18
58,1370,221,1360,46,174,9
59,1317,285,1285,66,184,11
60,1362,217,1301,47,128,12
61,1382,164,1278,36,110,31
62,1384,180,1287,68,103,10
63,1379,114,1287,37,59,5
64,1304,59,1198,24,13,2
65,1158,72,1014,33,18,1
66,949,80,802,30,28,7
67,816,128,670,33,78,12
68,740,125,607,46,55,1
69,671,96,512,32,48,4
70,637,102,486,39,53,7
71,676,152,544,49,79,4
72,754,140,627,45,70,4
73,809,117,684,34,60,3
74,801,161,665,40,99,16
75,838,116,719,28,75,4
76,864,130,746,31,85,4
77,890,93,773,36,44,3
78,826,89,716,33,40,5
79,780,109,683,41,45,6
80,781,122,682,52,39,2
81,736,95,626,42,25,6
82,721,73,593,32,25,2
83,650,60,525,26,17,1
84,617,75,482,21,39,1
85,602,117,463,36,57,15
86,610,132,481,35,81,6
87,618,121,509,37,82,4
88,648,96,555,25,80,5
89,669,55,602,14,42,2
90,665,71,617,21,49,7
91,661,202,626,74,148,34
92,734,128,773,39,93,6
93,741,209,791,61,145,26
94,847,125,907,44,58,4
95,878,128,906,51,53,14
96,960,112,973,32,68,8
97,1003,132,1006,55,51,4
98,924,114,868,37,66,3
99,916,142,831,50,57,4
100,854,179,728,76,76,9
101,911,214,783,56,151,40
102,999,280,912,44,266,29
103,1172,131,1143,25,119,32
104,1193,204,1211,54,126,35
105,1307,195,1332,64,130,45
106,1389,174,1462,47,125,23
107,1412,147,1503,51,88,10
108,1367,1543,1412,632,491,31
109,2685,1342,2224,1135,173,21
110,3900,248,3382,87,113,24
111,3937,178,3381,67,65,28
112,3893,194,3308,66,72,14
113,3910,217,3253,69,105,17
114,3966,303,3283,103,132,23
115,2720,228,2399,74,92,13
116,1588,202,1259,69,85,30
117,1556,346,1231,132,98,16
118,1704,241,1318,87,86,36
119,1742,260,1368,102,76,10
120,1783,236,1370,94,61,14
121,1707,419,1275,155,133,54
122,1882,266,1427,90,108,17
123,1929,205,1458,77,68,9
124,1783,312,1361,122,95,51
125,1842,257,1419,116,127,8
126,1853,163,1484,57,66,9
127,1809,368,1459,133,118,19
128,1767,442,1406,183,96,20
129,1979,451,1501,129,211,34
130,2235,631,1714,52,547,233
131,2583,823,2266,64,728,279
132,3156,282,3084,85,161,32
133,3320,447,3236,171,204,77
134,3511,216,3428,71,128,35
135,3395,228,3375,80,112,23
136,3274,506,3237,163,263,35
137,3028,284,2944,80,170,55
138,2284,431,2217,149,226,42
139,2453,377,2368,124,191,21
140,2340,316,2236,105,172,36
141,2425,408,2313,133,240,62
142,2606,269,2536,73,170,13
143,2392,291,2337,95,148,45
144,2386,191,2304,44,131,52
145,2166,189,2128,50,118,32
146,1996,147,1992,49,71,7
147,1834,196,1787,56,115,15
148,1570,179,1519,47,127,18
149,1483,153,1444,44,86,13
150,1306,146,1270,40,96,11
151,1216,369,1176,107,248,26
152,1371,212,1347,51,159,14
153,1432,301,1436,96,173,9
154,1551,267,1542,86,138,19
155,1659,271,1612,76,172,9
156,1788,282,1738,77,188,26
157,1941,379,1890,97,251,34
158,1941,312,1891,94,159,9
159,2066,264,1951,77,131,18
160,2034,287,1887,94,137,39
161,2043,259,1911,83,147,28
162,2033,235,1902,60,155,19
163,1977,170,1832,44,111,29
164,1744,201,1596,52,119,21
165,1640,167,1512,44,94,24
166,1546,165,1439,36,102,16
167,1392,178,1305,46,95,22
168,1286,143,1199,44,77,24
169,1179,197,1103,30,151,41
170,1200,141,1149,18,115,44
171,1155,120,1140,26,71,66
172,1107,202,1153,45,122,34
173,1150,120,1198,30,69,28
174,1106,116,1165,27,79,45
175,1093,105,1177,25,78,21
176,1012,87,1083,25,55,4
177,954,110,992,28,86,10
178,906,109,960,32,74,11
179,844,95,872,22,80,37
180,803,107,862,20,89,18
181,752,148,833,39,110,9
182,786,110,862,30,72,8
183,808,96,886,30,47,7
184,795,88,843,23,52,6
185,780,115,809,21,87,8
186,779,92,786,21,65,6
187,753,61,747,18,36,3
188,662,101,638,28,58,5
189,643,69,606,12,59,16
190,609,86,605,25,66,3
191,599,54,611,10,46,3
192,534,28,544,9,10,0
193,461,63,462,14,38,4
194,462,85,461,14,77,7
195,443,79,465,14,71,4
196,448,55,464,15,41,9
197,413,35,427,6,29,1
198,392,39,405,12,26,6
199,402,42,428,13,29,4
200,389,37,420,12,20,2
201,338,41,361,14,19,1
202,300,54,305,15,40,5
203,303,719,305,684,37,1
204,987,69,990,21,48,3
205,1009,67,1013,19,58,2
206,1031,34,1035,7,27,7
207,1027,69,1042,17,50,21
208,1055,58,1097,13,44,11
209,1063,37,1113,11,23,8
210,397,479,441,26,462,25
211,812,122,890,41,74,9
212,872,93,933,17,81,14
213,936,67,1010,13,52,3
214,942,64,1007,20,35,13
215,951,65,1015,18,43,17
216,974,37,1043,7,31,6
217,528,39,566,6,32,9
218,440,42,480,10,31,5
219,389,50,415,13,30,5
220,373,59,390,8,54,5
221,364,60,382,8,57,3
222,349,35,369,9,29,4
223,342,24,363,6,16,1
224,321,37,337,8,25,4
225,311,28,324,6,22,15
226,286,39,314,10,27,6
227,266,36,288,9,31,6
228,249,33,270,6,32,2
229,241,22,268,7,11,1
230,241,39,266,7,33,4
231,246,31,278,4,24,8
232,246,29,275,4,21,1
233,238,39,257,4,39,24
234,243,46,279,10,41,7
235,252,29,295,5,27,5
236,257,30,307,3,35,2
237,253,63,302,17,53,6
238,287,43,343,8,45,2
239,311,31,365,10,22,3
240,286,15,336,1,17,3
241,255,33,303,2,35,1
242,260,25,307,7,14,3
243,260,21,296,3,17,9
244,214,27,242,7,18,9
245,197,11,215,3,7,2
246,180,22,198,7,15,3
247,189,32,202,9,36,2
248,184,23,203,2,27,2
249,179,17,204,5,12,1
250,173,22,196,8,15,7
251,165,39,189,11,30,6
252,195,34,223,7,26,1
253,207,39,234,11,25,1
254,212,31,225,9,18,3
255,223,56,224,13,45,6
256,263,85,268,24,60,10
257,325,58,334,19,35,4
258,347,62,350,34,31,4
259,379,41,389,13,25,11
260,385,93,399,8,82,13
261,443,152,470,5,146,5
262,546,111,566,19,78,7
263,572,92,579,24,56,6
264,603,72,603,21,42,16
265,611,149,619,20,140,12
266,727,1043,749,20,1026,52
267,1678,111,1749,27,80,4
