graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
1,1103.7717155281703,0.7480572796012728,1,1,254,-37,254,-37,254,-37,254,-37,176,-79,148,-132,148,-132,64,-321,29,-461,0,-720
2,975.8017216627567,0.7977842363880344,1,0,196,-37,196,-37,196,-37,196,-37,147,-78,120,-155,120,-155,47,-330,20,-454,0,-609
3,843.409153376936,0.8403360355695735,1,1,146,-38,146,-38,146,-38,146,-38,113,-73,98,-146,98,-146,32,-334,20,-409,0,-510
4,783.3792185142519,0.8741999205722658,1,0,130,-36,130,-36,130,-36,130,-36,70,-87,62,-159,62,-159,15,-339,17,-397,0,-444
5,736.2927406948951,0.8907912684748316,1,1,105,-36,105,-36,105,-36,105,-36,50,-87,40,-168,40,-168,2,-351,6,-422,0,-349
6,672.5600344950627,0.9067752158121429,1,1,77,-34,77,-34,77,-34,77,-34,30,-83,21,-164,21,-164,-13,-335,-4,-432,0,-250
7,574.1376141658026,0.9294842619415322,1,0,38,-28,38,-28,38,-28,38,-28,11,-85,-1,-158,-1,-158,-22,-299,-4,-392,0,-141
8,547.18004349574,0.9356956414916188,1,0,-4,-29,-4,-29,-4,-29,-4,-29,-13,-76,3,-151,3,-151,-18,-290,-8,-398,0,-39
9,540.460914405473,0.9379787180868514,1,1,-22,-30,-22,-30,-22,-30,-22,-30,-18,-76,-14,-140,-14,-140,-50,-289,-20,-393,0,0
10,553.2052060492562,0.9391874588020376,1,1,-2,-30,-2,-30,-2,-30,-2,-30,4,-83,3,-133,3,-133,-41,-278,-23,-425,0,0
11,553.293773686276,0.9344736715087525,0,1,27,-34,27,-34,27,-34,27,-34,14,-85,12,-131,12,-131,-43,-292,-23,-411,0,0
12,558.1263297856499,0.9334137092240462,0,0,41,-28,41,-28,41,-28,41,-28,7,-79,19,-121,19,-121,-39,-303,-25,-414,0,0
13,583.2032235850553,0.9330898153218172,1,0,37,-25,37,-25,37,-25,37,-25,38,-78,17,-136,17,-136,-47,-301,-39,-439,0,0
14,658.1869035464015,0.9150799629542311,0,1,94,-28,94,-28,94,-28,94,-28,39,-76,15,-139,15,-139,-58,-333,-42,-482,0,0
15,625.5445627611193,0.9192359319478304,0,0,70,-25,70,-25,70,-25,70,-25,42,-71,16,-139,16,-139,-51,-325,-50,-461,0,0
16,595.0394944875508,0.9277140471236571,1,0,63,-27,63,-27,63,-27,63,-27,45,-66,14,-131,14,-131,-56,-320,-45,-432,0,0
17,597.3432848873418,0.9308077042080192,1,1,93,-30,93,-30,93,-30,93,-30,33,-63,14,-141,14,-141,-45,-316,-31,-413,0,0
18,615.0300805651704,0.9310311176783435,1,1,76,-32,76,-32,76,-32,76,-32,36,-80,17,-138,17,-138,-46,-322,-42,-444,0,0
19,640.9516362409881,0.9252693481753494,1,1,106,-27,106,-27,106,-27,106,-27,47,-71,17,-136,17,-136,-39,-324,-31,-459,0,0
20,646.7449265359567,0.9237966927813743,0,1,106,-28,106,-28,106,-28,106,-28,67,-75,24,-143,24,-143,-27,-339,-28,-449,0,0
21,635.4478735506162,0.9275422258153309,0,0,122,-24,122,-24,122,-24,122,-24,34,-75,-2,-149,-2,-149,-24,-309,-15,-441,0,0
22,615.6232614188648,0.9366053675961126,1,0,70,-31,70,-31,70,-31,70,-31,39,-83,30,-148,30,-148,-31,-320,-12,-445,0,0
23,669.9395495117451,0.927661967380448,0,1,105,-28,105,-28,105,-28,105,-28,25,-74,39,-157,39,-157,-7,-344,-9,-474,0,0
24,653.7254775515484,0.9239321512831291,0,0,101,-27,101,-27,101,-27,101,-27,29,-75,20,-159,20,-159,-26,-325,-22,-468,0,0
25,670.0231339289711,0.920860804250829,0,0,80,-31,80,-31,80,-31,80,-31,25,-74,35,-147,35,-147,-21,-340,-26,-501,0,0
26,698.127495519264,0.9120970670752904,0,0,90,-32,90,-32,90,-32,90,-32,27,-82,33,-147,33,-147,-35,-374,-30,-506,0,0
27,672.658903159692,0.9143202133984527,1,0,56,-26,56,-26,56,-26,56,-26,27,-77,41,-146,41,-146,-17,-338,-26,-519,0,0
28,647.0950471144096,0.9214366131200096,1,1,41,-25,41,-25,41,-25,41,-25,30,-71,43,-146,43,-146,-16,-334,-20,-495,0,0
29,689.2720798059355,0.9157526324634843,1,1,50,-30,50,-30,50,-30,50,-30,16,-77,52,-145,52,-145,-33,-366,-18,-522,0,0
30,643.9301204323339,0.9261272338248954,1,1,26,-28,26,-28,26,-28,26,-28,22,-74,49,-139,49,-139,-22,-337,-18,-495,0,0
31,633.527426399205,0.930735191729468,1,1,34,-25,34,-25,34,-25,34,-25,14,-81,48,-153,48,-153,-17,-333,-14,-474,0,0
32,645.2937315672608,0.9268913272255893,1,1,43,-23,43,-23,43,-23,43,-23,-5,-81,49,-147,49,-147,-16,-330,-9,-493,0,0
33,647.2186647494029,0.924890147904607,1,1,69,-22,69,-22,69,-22,69,-22,-14,-77,34,-145,34,-145,-22,-344,-11,-478,0,0
34,665.4780236792196,0.922305822531365,1,1,38,-28,38,-28,38,-28,38,-28,-4,-75,46,-151,46,-151,-7,-328,-21,-520,0,0
35,648.168959454246,0.9238610247620376,0,1,55,-20,55,-20,55,-20,55,-20,-6,-69,48,-132,48,-132,-15,-350,-18,-489,0,0
36,655.4784512094963,0.9241262752019896,1,0,21,-28,21,-28,21,-28,21,-28,-28,-76,47,-149,47,-149,2,-324,-14,-514,0,0
37,658.9635801772356,0.922375897112868,0,1,-31,-24,-31,-24,-31,-24,-31,-24,-36,-73,39,-150,39,-150,4,-332,-3,-513,0,0
38,607.4635791551622,0.9295475595978905,0,0,-60,-23,-60,-23,-60,-23,-60,-23,-33,-64,43,-139,43,-139,5,-307,-4,-459,0,0
39,579.0259061561926,0.9338389144885175,0,0,-55,-19,-55,-19,-55,-19,-55,-19,-37,-67,33,-143,33,-143,6,-292,2,-433,0,0
40,619.9395131785036,0.9297551054927828,0,0,-53,-23,-53,-23,-53,-23,-53,-23,-49,-71,31,-147,31,-147,15,-301,-6,-477,0,0
41,627.2272315516922,0.9308805059660795,1,0,-23,-26,-23,-26,-23,-26,-23,-26,-72,-82,28,-153,28,-153,5,-305,-5,-485,0,0
42,651.3048441398237,0.9319661417408627,1,1,-11,-25,-11,-25,-11,-25,-11,-25,-65,-79,30,-150,30,-150,-24,-362,-2,-482,0,0
43,664.8368220849384,0.9301921017150353,1,1,2,-29,2,-29,2,-29,2,-29,-32,-82,29,-158,29,-158,-9,-342,-9,-512,0,0
44,680.3227175392573,0.9265270190516781,0,1,8,-30,8,-30,8,-30,8,-30,-54,-81,8,-164,8,-164,-34,-355,-9,-518,0,0
45,686.3191677346626,0.9280237551084797,1,0,20,-35,20,-35,20,-35,20,-35,-38,-95,20,-186,20,-186,-16,-350,-14,-511,0,0
46,672.548139540955,0.9308002645242562,0,1,12,-33,12,-33,12,-33,12,-33,-46,-91,9,-191,9,-191,-25,-355,-7,-487,0,0
47,662.60923627731,0.932555574549724,0,0,10,-32,10,-32,10,-32,10,-32,-51,-89,14,-176,14,-176,-40,-356,-8,-483,0,0
48,666.1824074530939,0.9329518424371622,1,0,18,-35,18,-35,18,-35,18,-35,-37,-88,26,-184,26,-184,-25,-366,-13,-474,0,0
49,663.7311202587988,0.9305976349874562,0,1,32,-40,32,-40,32,-40,32,-40,-26,-85,8,-166,8,-166,-39,-362,-9,-484,0,0
50,731.836047212762,0.917275069082345,0,0,49,-35,49,-35,49,-35,49,-35,-20,-95,26,-172,26,-172,-33,-399,-18,-539,0,0
51,737.6726916458274,0.9131177369483822,0,0,49,-35,49,-35,49,-35,49,-35,-29,-93,34,-175,34,-175,-16,-408,-21,-538,0,0
52,710.0894309873933,0.9182210018555248,1,0,46,-34,46,-34,46,-34,46,-34,-34,-95,12,-172,12,-172,-27,-385,-8,-522,0,0
53,732.8806178362203,0.915179827884442,0,1,47,-38,47,-38,47,-38,47,-38,-35,-96,19,-180,19,-180,-37,-413,-5,-524,0,0
54,708.3572544980393,0.9228681895558536,1,0,37,-45,37,-45,37,-45,37,-45,-55,-109,-15,-190,-15,-190,-31,-397,-2,-492,0,0
55,733.0593427547323,0.9123502864998722,1,1,42,-31,42,-31,42,-31,42,-31,-39,-91,6,-180,6,-180,-32,-403,0,-537,0,0
56,746.724848923618,0.9107577707947183,0,1,23,-35,23,-35,23,-35,23,-35,-41,-91,-15,-192,-15,-192,-15,-410,-1,-546,0,0
57,743.7539915859276,0.9117241339325922,0,0,30,-36,30,-36,30,-36,30,-36,-49,-97,7,-205,7,-205,-43,-433,3,-509,0,0
58,737.6523571439327,0.9089377344603764,0,0,24,-38,24,-38,24,-38,24,-38,-42,-82,9,-191,9,-191,-31,-405,-3,-538,0,0
59,726.7124603307693,0.9082425611425017,0,0,17,-42,17,-42,17,-42,17,-42,-39,-89,0,-189,0,-189,-22,-401,1,-527,0,0
60,736.4557013154288,0.9105188539861891,1,0,-2,-43,-2,-43,-2,-43,-2,-43,-46,-97,9,-209,9,-209,2,-377,-3,-542,0,0
61,708.1391106272835,0.9154917821385273,0,1,0,-44,0,-44,0,-44,0,-44,-56,-101,-1,-192,-1,-192,-2,-359,6,-527,0,0
62,714.3283558700439,0.9142295283222917,1,0,-17,-42,-17,-42,-17,-42,-17,-42,-73,-83,14,-184,14,-184,-11,-365,4,-537,0,0
63,679.1244363148775,0.9205795237921859,0,1,-22,-33,-22,-33,-22,-33,-22,-33,-47,-79,12,-167,12,-167,-10,-355,-9,-514,0,0
64,705.3594828170952,0.915989239620962,1,0,-13,-26,-13,-26,-13,-26,-13,-26,-73,-82,16,-166,16,-166,-7,-391,4,-523,0,0
65,685.51148786873,0.9173210302707316,0,1,-5,-27,-5,-27,-5,-27,-5,-27,-59,-75,22,-169,22,-169,-10,-358,3,-521,0,0
66,676.3031864482083,0.9173106022266305,0,0,-29,-29,-29,-29,-29,-29,-29,-29,-59,-83,43,-166,43,-166,7,-358,16,-503,0,0
67,687.0567662136805,0.9125314620789322,0,0,-36,-29,-36,-29,-36,-29,-36,-29,-52,-77,29,-157,29,-157,-4,-358,9,-525,0,0
68,676.9069359963746,0.9107414901346609,0,0,-20,-29,-20,-29,-20,-29,-20,-29,-49,-75,21,-159,21,-159,9,-348,10,-522,0,0
69,671.4767307956397,0.9128353145315987,0,0,-18,-30,-18,-30,-18,-30,-18,-30,-24,-72,10,-161,10,-161,-7,-373,2,-499,0,0
70,626.7208309925561,0.9229246694871167,0,0,-31,-26,-31,-26,-31,-26,-31,-26,-50,-72,23,-163,23,-163,1,-337,10,-459,0,0
71,619.0508864382637,0.9254445281071099,0,0,-26,-27,-26,-27,-26,-27,-26,-27,-35,-81,1,-157,1,-157,-2,-311,8,-473,0,0
72,629.4179851259415,0.9235074351824079,1,0,-22,-25,-22,-25,-22,-25,-22,-25,-70,-93,1,-172,1,-172,3,-337,15,-453,0,0
73,642.2585149299307,0.9168946926317153,0,1,-28,-23,-28,-23,-28,-23,-28,-23,-69,-76,7,-170,7,-170,12,-336,12,-475,0,0
74,648.1851587316698,0.9215616023353285,1,0,-22,-29,-22,-29,-22,-29,-22,-29,-63,-81,23,-171,23,-171,7,-338,9,-480,0,0
75,678.4430705667204,0.9190206451890849,1,1,-25,-27,-25,-27,-25,-27,-25,-27,-67,-79,23,-167,23,-167,-3,-358,7,-509,0,0
76,656.8059074033972,0.9220961652128095,0,1,-26,-22,-26,-22,-26,-22,-26,-22,-74,-76,4,-168,4,-168,11,-346,8,-489,0,0
77,694.2103427636324,0.914645282404324,1,0,-38,-25,-38,-25,-38,-25,-38,-25,-79,-73,8,-154,8,-154,9,-352,-4,-539,0,0
78,673.6505028573793,0.9180474887909982,1,1,-51,-25,-51,-25,-51,-25,-51,-25,-80,-72,14,-146,14,-146,14,-352,7,-512,0,0
79,707.84956028806,0.9162069912681526,1,1,-33,-29,-33,-29,-33,-29,-33,-29,-65,-80,-4,-156,-4,-156,1,-383,-4,-536,0,0
80,740.642963917163,0.9137713515623525,1,1,-42,-26,-42,-26,-42,-26,-42,-26,-87,-96,9,-170,9,-170,4,-382,-3,-564,0,0
81,723.0366519063884,0.9135156913014344,0,1,-48,-31,-48,-31,-48,-31,-48,-31,-87,-90,30,-171,30,-171,15,-381,4,-537,0,0
82,714.934262712314,0.9132179046953544,0,0,-60,-37,-60,-37,-60,-37,-60,-37,-77,-102,19,-167,19,-167,16,-383,-6,-521,0,0
83,686.9374061732262,0.9162740569680007,0,0,-70,-44,-70,-44,-70,-44,-70,-44,-78,-101,25,-167,25,-167,15,-380,5,-476,0,0
84,708.4094861024943,0.9076616623749478,0,0,-83,-45,-83,-45,-83,-45,-83,-45,-63,-89,54,-152,54,-152,20,-364,1,-519,0,0
85,705.3729509982645,0.9084614110902927,0,0,-65,-44,-65,-44,-65,-44,-65,-44,-71,-87,46,-164,46,-164,20,-364,4,-519,0,0
86,658.4307100978812,0.9187880689220551,1,0,-74,-43,-74,-43,-74,-43,-74,-43,-67,-84,47,-149,47,-149,14,-346,15,-473,0,0
87,652.9509935668985,0.9171371620665816,0,1,-81,-38,-81,-38,-81,-38,-81,-38,-47,-81,50,-154,50,-154,3,-352,19,-457,0,0
88,691.4904193117935,0.9099456452559997,1,0,-65,-38,-65,-38,-65,-38,-65,-38,-36,-76,31,-159,31,-159,3,-378,5,-503,0,0
89,705.3580650988546,0.9114702678213314,1,1,-61,-39,-61,-39,-61,-39,-61,-39,-24,-74,29,-171,29,-171,14,-371,5,-522,0,0
90,707.4390433104467,0.9098923277688735,1,1,-71,-35,-71,-35,-71,-35,-71,-35,-23,-73,43,-166,43,-166,11,-363,8,-528,0,0
91,725.6975954211231,0.9067225825492224,0,1,-54,-34,-54,-34,-54,-34,-54,-34,-18,-74,27,-174,27,-174,7,-359,-3,-560,0,0
92,716.0167595803886,0.9049364201739907,0,0,-37,-36,-37,-36,-37,-36,-37,-36,-48,-88,47,-162,47,-162,0,-373,1,-544,0,0
93,724.121536760232,0.9070148170425688,0,0,-12,-34,-12,-34,-12,-34,-12,-34,-59,-83,2,-180,2,-180,16,-383,-2,-545,0,0
94,685.118237970644,0.9091059262132711,0,0,-66,-36,-66,-36,-66,-36,-66,-36,-48,-81,33,-165,33,-165,18,-352,3,-507,0,0
95,636.8579119395472,0.9162891421619692,0,0,-53,-31,-53,-31,-53,-31,-53,-31,-54,-78,38,-155,38,-155,10,-338,1,-465,0,0
96,635.7735445895811,0.9212411731571786,1,0,-18,-40,-18,-40,-18,-40,-18,-40,-45,-82,16,-157,16,-157,-5,-342,-8,-470,0,0
97,640.7089823000767,0.916362411577884,0,1,-54,-42,-54,-42,-54,-42,-54,-42,-62,-82,31,-152,31,-152,13,-329,2,-474,0,0
98,639.3973725313547,0.9159346015539059,1,0,-41,-36,-41,-36,-41,-36,-41,-36,-48,-87,8,-159,8,-159,10,-341,4,-469,0,0
99,615.6289466878568,0.9199416408616075,1,1,-40,-36,-40,-36,-40,-36,-40,-36,-67,-78,16,-144,16,-144,3,-343,8,-444,0,0
100,593.5612857995372,0.9250499415307591,1,1,-40,-32,-40,-32,-40,-32,-40,-32,-47,-79,2,-140,2,-140,0,-310,6,-445,0,0
101,620.8308948497972,0.9224178737873289,1,1,-25,-32,-25,-32,-25,-32,-25,-32,-62,-80,14,-159,14,-159,1,-314,4,-468,0,0
102,616.7268439106571,0.9249445500954672,0,1,-30,-32,-30,-32,-30,-32,-30,-32,-51,-82,3,-155,3,-155,7,-319,3,-462,0,0
103,599.553166950188,0.9242402940404658,0,0,-24,-33,-24,-33,-24,-33,-24,-33,-56,-79,4,-145,4,-145,2,-320,5,-446,0,0
104,638.5953335250736,0.9204200669647556,1,0,-42,-31,-42,-31,-42,-31,-42,-31,-59,-76,10,-154,10,-154,11,-338,5,-475,0,0
105,640.8556779806199,0.9208626601384455,1,1,-53,-30,-53,-30,-53,-30,-53,-30,-40,-76,4,-162,4,-162,4,-350,2,-462,0,0
106,625.5445627611193,0.9257896467805605,1,1,-26,-22,-26,-22,-26,-22,-26,-22,-42,-79,7,-162,7,-162,-4,-345,3,-455,0,0
107,610.0745856040883,0.9240209571881731,0,1,-42,-25,-42,-25,-42,-25,-42,-25,-32,-70,15,-140,15,-140,-2,-319,0,-464,0,0
108,629.0818706654961,0.9207798939222127,0,0,-29,-26,-29,-26,-29,-26,-29,-26,-37,-79,-5,-151,-5,-151,-19,-319,-6,-484,0,0
109,651.3539744255806,0.9214103904108483,1,0,-39,-29,-39,-29,-39,-29,-39,-29,-50,-85,10,-162,10,-162,3,-338,-2,-488,0,0
