from,to,date,value
2203125,117515,2017-07-25,2.711385e+22
2203125,166056,2017-07-25,1.797435e+21
2203125,1285733,2017-07-25,6.39765e+21
2203125,2208595,2017-07-25,6.093e+21
1414122,1929785,2017-07-25,1e+20
2203125,1422642,2017-07-25,6.03207e+22
2203125,2209275,2017-07-25,1.46232e+22
2203125,2096049,2017-07-25,6.093e+23
2203125,17039,2017-07-25,3.0465e+22
2203125,33750,2017-07-25,5.17905e+22
2203125,1845151,2017-07-25,7.9209e+22
2203125,341145,2017-07-25,1.2186e+22
2203125,2209518,2017-07-25,2.4372e+22
2203125,1989109,2017-07-25,9.109035e+22
2203125,2203509,2017-07-25,3.3078897e+22
2203125,1966588,2017-07-25,7.85997e+21
2203125,1434982,2017-07-25,1.94976e+22
2203125,862101,2017-07-25,1.52325e+22
2203125,2211227,2017-07-25,7.73043282e+21
2203125,30152,2017-07-25,3.0465e+22
2203125,2221111,2017-07-25,1.03581e+23
2203125,2203515,2017-07-25,6.8663857086e+20
2203125,304284,2017-07-25,1.94976e+23
2203125,68414,2017-07-25,9.1395e+22
2203125,38656,2017-07-25,1.8279e+22
2203125,1430565,2017-07-25,6.143565807e+21
2203125,349275,2017-07-25,4.81347e+22
2203125,2217874,2017-07-25,7.9209e+22
2203125,67221,2017-07-25,1.0132659e+23
2203125,2219053,2017-07-25,4.8744e+22
2203125,345001,2017-07-25,8.5302e+21
2203125,124923,2017-07-25,1.2186e+23
2203125,1790753,2017-07-25,9.1395e+22
2203125,1806494,2017-07-25,9.1395e+22
2203125,2215964,2017-07-25,9.0938025e+21
2203125,2218799,2017-07-25,6.093e+21
2203125,31718,2017-07-25,6.21486e+21
2203125,2203093,2017-07-25,6.0000000000000006e+26
336985,346307,2017-07-25,6.21320379e+24
2203125,228125,2017-07-25,6.093e+21
2203125,468123,2017-07-25,9.1395e+22
2203125,2087664,2017-07-25,3.0465e+21
2203125,38512,2017-07-25,1.2186e+22
2203125,16615,2017-07-25,3.0465e+22
2203125,1889024,2017-07-25,2.19348e+22
2203125,245591,2017-07-25,6.635277e+22
2203125,1194544,2017-07-25,2.4372e+22
2203125,2203546,2017-07-25,1.2186e+22
2203125,1881426,2017-07-25,2.4372e+22
2203125,1750458,2017-07-25,1.115019e+21
2203125,1690330,2017-07-25,9.1395e+24
2203125,99939,2017-07-25,1.2186e+23
2203125,119183,2017-07-25,1.8279e+22
2203125,25851,2017-07-25,1.03581e+22
2203125,62011,2017-07-25,3.016035e+23
2203125,267715,2017-07-25,3.96045e+22
1967401,1967675,2017-07-25,1.3255e+22
2203125,7976,2017-07-25,9.7488e+21
2203125,2206793,2017-07-25,1.8023094e+21
2203125,72874,2017-07-25,1.8279e+23
2203125,349905,2017-07-25,1.2186e+22
2203125,192239,2017-07-25,1.072368e+22
2203125,35475,2017-07-25,6.093e+20
2203125,193951,2017-07-25,1.52325e+22
2203125,2214436,2017-07-25,7.19734796352e+21
2203125,57107,2017-07-25,6.093e+22
2203125,2203453,2017-07-25,8.5521536883e+20
2203125,2219680,2017-07-25,3.028221e+21
2203125,2207789,2017-07-25,6.093e+21
2203125,38560,2017-07-25,3.6558e+22
21064,332485,2017-07-25,5e+18
2203125,36806,2017-07-25,1.992411e+23
2203125,61972,2017-07-25,1.858365e+22
2202386,71299,2017-07-25,2.4372e+23
2203125,301664,2017-07-25,2.31534e+21
2203125,38884,2017-07-25,6.093e+20
2203125,2203458,2017-07-25,4.14324e+21
2203125,25923,2017-07-25,1.8279e+21
2203125,24325,2017-07-25,2.4372e+23
2203125,247817,2017-07-25,3.016035e+23
2203125,31807,2017-07-25,6.093e+21
2203125,2203551,2017-07-25,6.093e+21
2203125,185062,2017-07-25,3.6749355472377e+21
2203125,124275,2017-07-25,9.048105e+22
2203125,7582,2017-07-25,4.2651e+22
2203125,2203406,2017-07-25,1.03581e+22
2203125,122007,2017-07-25,1.2186e+22
2203125,2213182,2017-07-25,1.395297e+22
2203125,2205089,2017-07-25,1.817430867261e+22
2203125,1301497,2017-07-25,8.5302e+22
2203125,119143,2017-07-25,1.03581e+22
2203125,1717401,2017-07-25,2.01069e+22
2203125,298846,2017-07-25,9.1395e+21
2203125,66220,2017-07-25,3.0465e+23
2203125,1807102,2017-07-25,3.6558e+22
2203125,1781102,2017-07-25,6.093e+21
2203125,2221066,2017-07-25,3.0465e+21
2203125,188839,2017-07-25,1.8279e+23
2203125,347616,2017-07-25,1.444041e+23
2203125,2203467,2017-07-25,3.0465e+22
2203125,2215937,2017-07-25,3.0465e+21
2203125,874867,2017-07-25,5.288724e+22
2203125,70927,2017-07-25,6.093e+23
2203125,2212831,2017-07-25,3.0465e+20
2203125,342243,2017-07-25,6.15393e+21
2203125,2208260,2017-07-25,9.054198e+23
2203125,2218789,2017-07-25,1.2186e+22
2203125,1766274,2017-07-25,4.14324e+22
2203125,2538,2017-07-25,9.1395e+21
2203125,274293,2017-07-25,3.10743e+22
2203125,2200661,2017-07-25,6.093e+21
2203125,123795,2017-07-25,6.093e+20
2203125,339497,2017-07-25,7.9209e+22
2203125,2205444,2017-07-25,1.182042e+22
2203125,288466,2017-07-25,3.16836e+22
2203125,346984,2017-07-25,3.0465e+21
2203125,245859,2017-07-25,3.10743e+23
2203125,2198919,2017-07-25,1.2186e+23
2203125,2203383,2017-07-25,3.0465e+23
2203125,39945,2017-07-25,4.8744e+22
2203125,1440050,2017-07-25,1.88883e+22
2203125,110760,2017-07-25,4.8744e+22
2203125,1269679,2017-07-25,1.64511e+23
2203125,2010269,2017-07-25,1.8279e+22
2203125,2218797,2017-07-25,1.8279e+21
2203125,1921147,2017-07-25,2.4372e+22
2203125,189488,2017-07-25,1.8279e+23
2203125,1747625,2017-07-25,6.093e+21
2203125,285970,2017-07-25,1.2186e+22
2203125,1867695,2017-07-25,3.6558e+22
2203125,2217793,2017-07-25,3.9921336e+24
2203125,457457,2017-07-25,1.94976e+22
2203125,73977,2017-07-25,1.40139e+23
2203125,128567,2017-07-25,1.03581e+23
2203125,296579,2017-07-25,3.058686e+23
2203125,326475,2017-07-25,3.4206102e+22
2203125,36748,2017-07-25,2.833245e+22
2203125,193642,2017-07-25,2.711385e+22
2203125,2203595,2017-07-25,1.8279e+24
2203125,2214628,2017-07-25,6.093e+22
2203125,2218640,2017-07-25,6.093e+23
2203125,2203379,2017-07-25,5.17905e+20
2203125,35316,2017-07-25,1.2186e+23
2203125,2088092,2017-07-25,2.98557e+21
2203125,2211627,2017-07-25,1.2186e+21
2203125,2160758,2017-07-25,4.2651e+21
2203125,459081,2017-07-25,4.2651e+22
2203125,2214217,2017-07-25,2.44863857169e+21
2203125,2214517,2017-07-25,3.25746068127492e+21
2203125,349184,2017-07-25,1.602459e+23
2203125,36612,2017-07-25,2.4372e+22
2203125,289455,2017-07-25,1.52325e+23
2203125,2213245,2017-07-25,6.093e+21
2203125,2207742,2017-07-25,1.40139e+23
2203125,272769,2017-07-25,9.1395e+22
2203125,24506,2017-07-25,6.093e+21
2203125,2218614,2017-07-25,7.335219406488894e+21
2203125,2203605,2017-07-25,6.093e+22
2203125,253439,2017-07-25,1.2186e+22
2203125,345294,2017-07-25,5.97114e+21
2203125,2103788,2017-07-25,1.2186e+21
2203125,1944112,2017-07-25,6.093e+21
2203125,120152,2017-07-25,1.76697e+22
2203125,34109,2017-07-25,3.16836e+22
2203125,88449,2017-07-25,5.4837e+23
2203125,314473,2017-07-25,3.0465e+22
2203125,32306,2017-07-25,1.8279e+22
2203125,38890,2017-07-25,3.0465e+22
2203125,2203572,2017-07-25,3.0465e+21
2203125,2211216,2017-07-25,6.093e+22
2203125,343812,2017-07-25,6.093e+21
2203125,105939,2017-07-25,1.8279e+22
2203125,2203535,2017-07-25,2.61999e+22
2203125,2203528,2017-07-25,1.52325e+23
2203125,2213818,2017-07-25,1.8279e+22
2203125,39092,2017-07-25,1.2186e+21
2203125,2203495,2017-07-25,4.4507847843e+21
72972,2221113,2017-07-25,1e+23
346307,2199884,2017-07-25,1.0959642e+23
2203125,38729,2017-07-25,6.39765e+21
2203125,1292196,2017-07-25,1.8279e+22
2203125,306848,2017-07-25,3.0465e+22
2203125,38959,2017-07-25,3.016035e+22
2203125,1782129,2017-07-25,1.37812223439e+21
2203125,65641,2017-07-25,1.553715e+22
2203125,2210381,2017-07-25,6.08532282e+21
2203125,38644,2017-07-25,6.915555e+22
2203125,65722,2017-07-25,6.093e+22
2203125,2206056,2017-07-25,6.093e+22
2203125,81470,2017-07-25,1.5608497464099e+23
2203125,344889,2017-07-25,1.090647e+23
2203125,329278,2017-07-25,6.15393e+21
2203125,255316,2017-07-25,3.0465e+22
2203125,1750105,2017-07-25,1.82789e+22
2203125,38920,2017-07-25,6.2325297e+23
2203125,1967401,2017-07-25,2.13255e+23
2203125,38752,2017-07-25,1.2186e+22
2203125,2209975,2017-07-25,3.150081e+22
2203125,2217790,2017-07-25,3.77766e+22
2203125,33672,2017-07-25,1.8279e+21
2203125,2008389,2017-07-25,1.8279e+22
2203125,34905,2017-07-25,1.52325e+22
2203125,1439720,2017-07-25,1.8279e+22
2203125,45174,2017-07-25,1.2186e+22
2203125,339239,2017-07-25,1.2186e+23
2203125,2210414,2017-07-25,6.093e+21
2203125,39037,2017-07-25,7.896528e+23
2203125,2220664,2017-07-25,2.223945e+23
2203125,27267,2017-07-25,1.8279e+22
2203125,116334,2017-07-25,1.014110578683e+22
2203125,34794,2017-07-25,9.1395e+20
2203125,2218819,2017-07-25,1.8279e+22
2203125,2203508,2017-07-25,3.448638e+22
2203125,37111,2017-07-25,1.2186e+22
2203125,2105535,2017-07-25,1.06095873564e+22
2203125,36503,2017-07-25,2.31534e+22
2203125,1853164,2017-07-25,3.03175494e+22
2203125,36930,2017-07-25,1.70604e+23
2203125,2199466,2017-07-25,3.125709e+22
2203125,23649,2017-07-25,1.249065e+23
2203125,864602,2017-07-25,6.7023e+21
2203125,2203445,2017-07-25,6.093e+21
2203125,69507,2017-07-25,2.4372e+22
2203125,276989,2017-07-25,1.8333837e+22
2203125,871658,2017-07-25,1.2186e+22
2203125,338701,2017-07-25,2.4372e+22
2203125,28751,2017-07-25,2.13255e+23
2203125,2220764,2017-07-25,1.2186e+22
2203125,45023,2017-07-25,1.8279e+22
