from,to,date,value
1,2,2004-04-15,1.0
3,4,2004-04-16,1.0
5,2,2004-04-19,1.0
29,25,2004-04-20,1.0
27,28,2004-04-20,1.0
26,7,2004-04-20,1.0
25,21,2004-04-20,1.0
9,22,2004-04-20,1.0
9,24,2004-04-20,1.0
19,22,2004-04-20,1.0
20,21,2004-04-20,1.0
19,18,2004-04-20,1.0
9,18,2004-04-20,1.0
8,23,2004-04-20,1.0
9,17,2004-04-20,1.0
9,16,2004-04-20,1.0
9,15,2004-04-20,1.0
9,14,2004-04-20,1.0
12,13,2004-04-20,1.0
9,11,2004-04-20,1.0
9,10,2004-04-20,1.0
8,7,2004-04-20,1.0
6,7,2004-04-20,1.0
41,39,2004-04-21,1.0
41,42,2004-04-21,1.0
41,43,2004-04-21,1.0
9,40,2004-04-21,1.0
48,46,2004-04-21,1.0
46,22,2004-04-21,1.0
44,46,2004-04-21,1.0
47,46,2004-04-21,1.0
41,13,2004-04-21,1.0
44,45,2004-04-21,1.0
41,14,2004-04-21,1.0
41,15,2004-04-21,1.0
30,31,2004-04-21,1.0
36,40,2004-04-21,1.0
38,39,2004-04-21,1.0
36,37,2004-04-21,1.0
34,33,2004-04-21,1.0
34,35,2004-04-21,1.0
32,33,2004-04-21,1.0
41,11,2004-04-21,1.0
99,8,2004-04-22,1.0
48,97,2004-04-22,1.0
97,98,2004-04-22,1.0
98,97,2004-04-22,1.0
96,88,2004-04-22,1.0
91,47,2004-04-22,1.0
84,8,2004-04-22,1.0
8,84,2004-04-22,1.0
97,48,2004-04-22,1.0
48,58,2004-04-22,1.0
102,97,2004-04-22,1.0
97,102,2004-04-22,1.0
101,100,2004-04-22,1.0
103,72,2004-04-22,1.0
103,58,2004-04-22,1.0
104,59,2004-04-22,1.0
100,101,2004-04-22,1.0
91,81,2004-04-22,1.0
87,8,2004-04-22,1.0
3,84,2004-04-22,1.0
36,89,2004-04-22,1.0
90,56,2004-04-22,1.0
36,90,2004-04-22,1.0
36,84,2004-04-22,1.0
91,92,2004-04-22,1.0
36,93,2004-04-22,1.0
36,60,2004-04-22,1.0
51,58,2004-04-22,1.0
94,84,2004-04-22,1.0
69,84,2004-04-22,1.0
69,95,2004-04-22,1.0
105,56,2004-04-22,1.0
29,58,2004-04-22,1.0
105,61,2004-04-22,1.0
44,79,2004-04-22,1.0
80,58,2004-04-22,1.0
96,32,2004-04-22,1.0
118,100,2004-04-22,1.0
119,120,2004-04-22,1.0
120,119,2004-04-22,1.0
120,75,2004-04-22,1.0
119,58,2004-04-22,1.0
74,73,2004-04-22,1.0
118,120,2004-04-22,1.0
121,108,2004-04-22,1.0
72,106,2004-04-22,1.0
44,92,2004-04-22,1.0
26,122,2004-04-22,1.0
1,123,2004-04-22,1.0
96,124,2004-04-22,1.0
125,126,2004-04-22,1.0
44,117,2004-04-22,1.0
106,72,2004-04-22,1.0
87,58,2004-04-22,1.0
105,8,2004-04-22,1.0
105,33,2004-04-22,1.0
105,107,2004-04-22,1.0
105,81,2004-04-22,1.0
44,102,2004-04-22,1.0
36,105,2004-04-22,1.0
36,104,2004-04-22,1.0
34,108,2004-04-22,1.0
34,109,2004-04-22,1.0
36,110,2004-04-22,1.0
111,112,2004-04-22,1.0
34,58,2004-04-22,1.0
36,113,2004-04-22,1.0
36,109,2004-04-22,1.0
79,109,2004-04-22,1.0
114,105,2004-04-22,1.0
101,115,2004-04-22,1.0
56,90,2004-04-22,1.0
56,105,2004-04-22,1.0
56,68,2004-04-22,1.0
36,88,2004-04-22,1.0
44,116,2004-04-22,1.0
87,63,2004-04-22,1.0
48,86,2004-04-22,1.0
41,43,2004-04-22,1.0
41,52,2004-04-22,1.0
41,58,2004-04-22,1.0
41,59,2004-04-22,1.0
9,64,2004-04-22,1.0
9,58,2004-04-22,1.0
12,66,2004-04-22,1.0
32,58,2004-04-22,1.0
67,32,2004-04-22,1.0
41,32,2004-04-22,1.0
32,68,2004-04-22,1.0
68,56,2004-04-22,1.0
68,61,2004-04-22,1.0
67,8,2004-04-22,1.0
69,67,2004-04-22,1.0
70,51,2004-04-22,1.0
41,61,2004-04-22,1.0
41,56,2004-04-22,1.0
41,65,2004-04-22,1.0
41,64,2004-04-22,1.0
9,49,2004-04-22,1.0
86,48,2004-04-22,1.0
44,51,2004-04-22,1.0
32,52,2004-04-22,1.0
36,32,2004-04-22,1.0
53,54,2004-04-22,1.0
36,55,2004-04-22,1.0
56,57,2004-04-22,1.0
36,58,2004-04-22,1.0
44,50,2004-04-22,1.0
44,59,2004-04-22,1.0
44,14,2004-04-22,1.0
36,56,2004-04-22,1.0
56,61,2004-04-22,1.0
62,50,2004-04-22,1.0
32,59,2004-04-22,1.0
36,50,2004-04-22,1.0
41,63,2004-04-22,1.0
71,72,2004-04-22,1.0
19,58,2004-04-22,1.0
19,52,2004-04-22,1.0
83,59,2004-04-22,1.0
51,70,2004-04-22,1.0
38,58,2004-04-22,1.0
63,79,2004-04-22,1.0
67,59,2004-04-22,1.0
44,84,2004-04-22,1.0
19,85,2004-04-22,1.0
19,72,2004-04-22,1.0
19,8,2004-04-22,1.0
84,86,2004-04-22,1.0
71,58,2004-04-22,1.0
19,64,2004-04-22,1.0
12,32,2004-04-22,1.0
83,58,2004-04-22,1.0
72,71,2004-04-22,1.0
73,74,2004-04-22,1.0
44,75,2004-04-22,1.0
32,77,2004-04-22,1.0
19,82,2004-04-22,1.0
9,76,2004-04-22,1.0
41,81,2004-04-22,1.0
79,58,2004-04-22,1.0
41,80,2004-04-22,1.0
79,70,2004-04-22,1.0
79,48,2004-04-22,1.0
41,78,2004-04-22,1.0
41,76,2004-04-22,1.0
79,63,2004-04-22,1.0
95,63,2004-04-23,1.0
103,109,2004-04-23,1.0
103,63,2004-04-23,1.0
48,81,2004-04-23,1.0
95,81,2004-04-23,1.0
145,48,2004-04-23,1.0
145,95,2004-04-23,1.0
96,95,2004-04-23,1.0
95,109,2004-04-23,1.0
96,48,2004-04-23,1.0
9,109,2004-04-23,1.0
144,121,2004-04-23,1.0
71,72,2004-04-23,1.0
144,99,2004-04-23,1.0
19,82,2004-04-23,1.0
105,56,2004-04-23,1.0
124,135,2004-04-23,1.0
105,58,2004-04-23,1.0
105,63,2004-04-23,1.0
105,61,2004-04-23,1.0
105,135,2004-04-23,1.0
135,124,2004-04-23,1.0
9,32,2004-04-23,1.0
63,105,2004-04-23,1.0
72,71,2004-04-23,1.0
142,58,2004-04-23,1.0
143,32,2004-04-23,1.0
144,105,2004-04-23,1.0
9,135,2004-04-23,1.0
1,135,2004-04-23,1.0
3,155,2004-04-23,1.0
36,109,2004-04-23,1.0
30,132,2004-04-23,1.0
3,58,2004-04-23,1.0
68,56,2004-04-23,1.0
36,156,2004-04-23,1.0
131,30,2004-04-23,1.0
101,51,2004-04-23,1.0
101,34,2004-04-23,1.0
9,8,2004-04-23,1.0
36,73,2004-04-23,1.0
9,76,2004-04-23,1.0
9,157,2004-04-23,1.0
19,158,2004-04-23,1.0
9,58,2004-04-23,1.0
140,124,2004-04-23,1.0
9,121,2004-04-23,1.0
105,144,2004-04-23,1.0
9,154,2004-04-23,1.0
9,22,2004-04-23,1.0
6,146,2004-04-23,1.0
44,60,2004-04-23,1.0
44,105,2004-04-23,1.0
63,95,2004-04-23,1.0
44,32,2004-04-23,1.0
114,105,2004-04-23,1.0
34,109,2004-04-23,1.0
36,105,2004-04-23,1.0
36,147,2004-04-23,1.0
19,120,2004-04-23,1.0
9,136,2004-04-23,1.0
9,148,2004-04-23,1.0
9,149,2004-04-23,1.0
9,150,2004-04-23,1.0
9,151,2004-04-23,1.0
9,152,2004-04-23,1.0
9,153,2004-04-23,1.0
44,74,2004-04-23,1.0
99,126,2004-04-23,1.0
103,72,2004-04-23,1.0
103,117,2004-04-23,1.0
69,95,2004-04-23,1.0
72,124,2004-04-23,1.0
69,124,2004-04-23,1.0
132,30,2004-04-23,1.0
36,99,2004-04-23,1.0
36,133,2004-04-23,1.0
36,60,2004-04-23,1.0
36,134,2004-04-23,1.0
36,81,2004-04-23,1.0
103,135,2004-04-23,1.0
69,79,2004-04-23,1.0
124,85,2004-04-23,1.0
36,112,2004-04-23,1.0
32,130,2004-04-23,1.0
44,127,2004-04-23,1.0
36,104,2004-04-23,1.0
44,79,2004-04-23,1.0
36,124,2004-04-23,1.0
36,127,2004-04-23,1.0
36,128,2004-04-23,1.0
44,129,2004-04-23,1.0
44,116,2004-04-23,1.0
9,120,2004-04-23,1.0
79,58,2004-04-23,1.0
124,109,2004-04-23,1.0
124,61,2004-04-23,1.0
124,72,2004-04-23,1.0
85,124,2004-04-23,1.0
133,135,2004-04-23,1.0
135,133,2004-04-23,1.0
124,8,2004-04-23,1.0
19,111,2004-04-23,1.0
44,90,2004-04-23,1.0
44,141,2004-04-23,1.0
38,86,2004-04-23,1.0
38,101,2004-04-23,1.0
103,101,2004-04-23,1.0
38,61,2004-04-23,1.0
75,120,2004-04-23,1.0
38,81,2004-04-23,1.0
44,102,2004-04-23,1.0
140,105,2004-04-23,1.0
19,52,2004-04-23,1.0
44,88,2004-04-23,1.0
96,32,2004-04-23,1.0
62,136,2004-04-23,1.0
137,138,2004-04-23,1.0
96,137,2004-04-23,1.0
19,139,2004-04-23,1.0
101,190,2004-04-24,1.0
103,192,2004-04-24,1.0
140,185,2004-04-24,1.0
191,175,2004-04-24,1.0
101,100,2004-04-24,1.0
41,188,2004-04-24,1.0
41,86,2004-04-24,1.0
102,97,2004-04-24,1.0
189,8,2004-04-24,1.0
176,86,2004-04-24,1.0
185,109,2004-04-24,1.0
176,97,2004-04-24,1.0
176,132,2004-04-24,1.0
176,120,2004-04-24,1.0
176,149,2004-04-24,1.0
176,61,2004-04-24,1.0
176,20,2004-04-24,1.0
194,195,2004-04-24,1.0
194,149,2004-04-24,1.0
41,192,2004-04-24,1.0
193,149,2004-04-24,1.0
103,109,2004-04-24,1.0
103,190,2004-04-24,1.0
109,124,2004-04-24,1.0
193,190,2004-04-24,1.0
190,109,2004-04-24,1.0
191,78,2004-04-24,1.0
187,186,2004-04-24,1.0
41,177,2004-04-24,1.0
189,175,2004-04-24,1.0
186,185,2004-04-24,1.0
32,185,2004-04-24,1.0
41,185,2004-04-24,1.0
185,32,2004-04-24,1.0
185,147,2004-04-24,1.0
41,168,2004-04-24,1.0
9,32,2004-04-24,1.0
63,174,2004-04-24,1.0
174,63,2004-04-24,1.0
176,72,2004-04-24,1.0
155,32,2004-04-24,1.0
185,186,2004-04-24,1.0
103,188,2004-04-24,1.0
103,63,2004-04-24,1.0
103,58,2004-04-24,1.0
63,185,2004-04-24,1.0
63,155,2004-04-24,1.0
185,63,2004-04-24,1.0
32,155,2004-04-24,1.0
41,186,2004-04-24,1.0
103,97,2004-04-24,1.0
185,97,2004-04-24,1.0
103,177,2004-04-24,1.0
155,63,2004-04-24,1.0
176,58,2004-04-24,1.0
184,101,2004-04-24,1.0
176,196,2004-04-24,1.0
103,215,2004-04-24,1.0
44,214,2004-04-24,1.0
103,82,2004-04-24,1.0
214,215,2004-04-24,1.0
189,199,2004-04-24,1.0
211,85,2004-04-24,1.0
211,93,2004-04-24,1.0
211,213,2004-04-24,1.0
212,209,2004-04-24,1.0
211,101,2004-04-24,1.0
32,198,2004-04-24,1.0
68,101,2004-04-24,1.0
176,101,2004-04-24,1.0
101,184,2004-04-24,1.0
199,210,2004-04-24,1.0
199,209,2004-04-24,1.0
209,199,2004-04-24,1.0
63,199,2004-04-24,1.0
63,127,2004-04-24,1.0
103,56,2004-04-24,1.0
103,168,2004-04-24,1.0
88,101,2004-04-24,1.0
19,109,2004-04-24,1.0
219,124,2004-04-24,1.0
176,218,2004-04-24,1.0
36,209,2004-04-24,1.0
176,216,2004-04-24,1.0
214,109,2004-04-24,1.0
215,62,2004-04-24,1.0
103,127,2004-04-24,1.0
41,216,2004-04-24,1.0
41,215,2004-04-24,1.0
215,67,2004-04-24,1.0
176,217,2004-04-24,1.0
176,8,2004-04-24,1.0
103,210,2004-04-24,1.0
189,144,2004-04-24,1.0
204,184,2004-04-24,1.0
204,104,2004-04-24,1.0
204,205,2004-04-24,1.0
176,166,2004-04-24,1.0
176,175,2004-04-24,1.0
176,184,2004-04-24,1.0
176,177,2004-04-24,1.0
176,181,2004-04-24,1.0
176,180,2004-04-24,1.0
176,203,2004-04-24,1.0
176,185,2004-04-24,1.0
176,202,2004-04-24,1.0
176,188,2004-04-24,1.0
176,201,2004-04-24,1.0
176,192,2004-04-24,1.0
176,190,2004-04-24,1.0
176,200,2004-04-24,1.0
176,199,2004-04-24,1.0
176,198,2004-04-24,1.0
176,197,2004-04-24,1.0
3,185,2004-04-24,1.0
3,32,2004-04-24,1.0
199,58,2004-04-24,1.0
103,132,2004-04-24,1.0
199,20,2004-04-24,1.0
191,121,2004-04-24,1.0
101,88,2004-04-24,1.0
63,46,2004-04-24,1.0
101,208,2004-04-24,1.0
36,105,2004-04-24,1.0
204,129,2004-04-24,1.0
175,191,2004-04-24,1.0
121,191,2004-04-24,1.0
204,123,2004-04-24,1.0
194,207,2004-04-24,1.0
194,206,2004-04-24,1.0
194,199,2004-04-24,1.0
199,101,2004-04-24,1.0
63,184,2004-04-24,1.0
41,63,2004-04-24,1.0
38,109,2004-04-24,1.0
161,164,2004-04-24,1.0
38,128,2004-04-24,1.0
164,8,2004-04-24,1.0
124,109,2004-04-24,1.0
103,85,2004-04-24,1.0
175,50,2004-04-24,1.0
32,174,2004-04-24,1.0
32,109,2004-04-24,1.0
9,61,2004-04-24,1.0
9,165,2004-04-24,1.0
9,20,2004-04-24,1.0
41,56,2004-04-24,1.0
176,63,2004-04-24,1.0
32,177,2004-04-24,1.0
32,175,2004-04-24,1.0
164,177,2004-04-24,1.0
164,178,2004-04-24,1.0
161,63,2004-04-24,1.0
32,164,2004-04-24,1.0
9,58,2004-04-24,1.0
96,163,2004-04-24,1.0
32,26,2004-04-24,1.0
163,72,2004-04-24,1.0
161,162,2004-04-24,1.0
34,101,2004-04-24,1.0
9,8,2004-04-24,1.0
36,129,2004-04-24,1.0
36,109,2004-04-24,1.0
36,147,2004-04-24,1.0
129,8,2004-04-24,1.0
160,72,2004-04-24,1.0
44,129,2004-04-24,1.0
44,74,2004-04-24,1.0
1,159,2004-04-24,1.0
51,101,2004-04-24,1.0
105,129,2004-04-24,1.0
105,135,2004-04-24,1.0
58,8,2004-04-24,1.0
32,58,2004-04-24,1.0
41,76,2004-04-24,1.0
41,120,2004-04-24,1.0
67,154,2004-04-24,1.0
103,173,2004-04-24,1.0
8,164,2004-04-24,1.0
8,58,2004-04-24,1.0
32,130,2004-04-24,1.0
51,157,2004-04-24,1.0
103,101,2004-04-24,1.0
56,172,2004-04-24,1.0
56,171,2004-04-24,1.0
56,170,2004-04-24,1.0
56,68,2004-04-24,1.0
41,134,2004-04-24,1.0
41,169,2004-04-24,1.0
41,167,2004-04-24,1.0
41,157,2004-04-24,1.0
41,166,2004-04-24,1.0
41,165,2004-04-24,1.0
41,132,2004-04-24,1.0
56,154,2004-04-24,1.0
164,179,2004-04-24,1.0
32,179,2004-04-24,1.0
177,32,2004-04-24,1.0
175,32,2004-04-24,1.0
183,184,2004-04-24,1.0
41,180,2004-04-24,1.0
96,164,2004-04-24,1.0
177,180,2004-04-24,1.0
180,177,2004-04-24,1.0
180,181,2004-04-24,1.0
180,182,2004-04-24,1.0
41,90,2004-04-24,1.0
220,48,2004-04-25,1.0
144,222,2004-04-25,1.0
175,48,2004-04-25,1.0
144,185,2004-04-25,1.0
48,175,2004-04-25,1.0
9,175,2004-04-25,1.0
9,209,2004-04-25,1.0
12,175,2004-04-25,1.0
48,52,2004-04-25,1.0
144,195,2004-04-25,1.0
176,198,2004-04-25,1.0
95,168,2004-04-25,1.0
220,95,2004-04-25,1.0
191,237,2004-04-25,1.0
103,66,2004-04-25,1.0
88,220,2004-04-25,1.0
220,214,2004-04-25,1.0
52,48,2004-04-25,1.0
103,52,2004-04-25,1.0
191,175,2004-04-25,1.0
9,144,2004-04-25,1.0
176,201,2004-04-25,1.0
168,95,2004-04-25,1.0
194,209,2004-04-25,1.0
227,144,2004-04-25,1.0
63,127,2004-04-25,1.0
204,241,2004-04-25,1.0
32,243,2004-04-25,1.0
32,144,2004-04-25,1.0
194,182,2004-04-25,1.0
194,199,2004-04-25,1.0
194,242,2004-04-25,1.0
9,216,2004-04-25,1.0
103,144,2004-04-25,1.0
144,241,2004-04-25,1.0
44,214,2004-04-25,1.0
41,32,2004-04-25,1.0
9,244,2004-04-25,1.0
88,32,2004-04-25,1.0
211,233,2004-04-25,1.0
32,88,2004-04-25,1.0
9,177,2004-04-25,1.0
9,235,2004-04-25,1.0
143,95,2004-04-25,1.0
144,48,2004-04-25,1.0
143,32,2004-04-25,1.0
19,233,2004-04-25,1.0
34,242,2004-04-25,1.0
233,88,2004-04-25,1.0
19,52,2004-04-25,1.0
211,246,2004-04-25,1.0
211,228,2004-04-25,1.0
228,97,2004-04-25,1.0
245,191,2004-04-25,1.0
127,63,2004-04-25,1.0
144,240,2004-04-25,1.0
239,175,2004-04-25,1.0
175,191,2004-04-25,1.0
144,238,2004-04-25,1.0
144,88,2004-04-25,1.0
239,236,2004-04-25,1.0
88,144,2004-04-25,1.0
36,222,2004-04-25,1.0
144,32,2004-04-25,1.0
3,132,2004-04-25,1.0
144,23,2004-04-25,1.0
12,90,2004-04-25,1.0
36,214,2004-04-25,1.0
36,221,2004-04-25,1.0
225,223,2004-04-25,1.0
214,175,2004-04-25,1.0
175,214,2004-04-25,1.0
96,224,2004-04-25,1.0
212,66,2004-04-25,1.0
51,215,2004-04-25,1.0
41,134,2004-04-25,1.0
41,97,2004-04-25,1.0
41,223,2004-04-25,1.0
41,222,2004-04-25,1.0
222,120,2004-04-25,1.0
176,223,2004-04-25,1.0
176,226,2004-04-25,1.0
221,161,2004-04-25,1.0
229,230,2004-04-25,1.0
214,101,2004-04-25,1.0
227,26,2004-04-25,1.0
204,221,2004-04-25,1.0
3,32,2004-04-25,1.0
56,214,2004-04-25,1.0
44,226,2004-04-25,1.0
161,221,2004-04-25,1.0
103,98,2004-04-25,1.0
176,221,2004-04-25,1.0
103,175,2004-04-25,1.0
19,215,2004-04-25,1.0
19,109,2004-04-25,1.0
19,175,2004-04-25,1.0
214,56,2004-04-25,1.0
103,56,2004-04-25,1.0
215,51,2004-04-25,1.0
96,231,2004-04-25,1.0
214,215,2004-04-25,1.0
220,32,2004-04-25,1.0
103,215,2004-04-25,1.0
96,164,2004-04-25,1.0
96,32,2004-04-25,1.0
96,95,2004-04-25,1.0
103,168,2004-04-25,1.0
96,232,2004-04-25,1.0
103,20,2004-04-25,1.0
97,191,2004-04-25,1.0
9,101,2004-04-25,1.0
176,233,2004-04-25,1.0
48,81,2004-04-25,1.0
237,32,2004-04-25,1.0
101,34,2004-04-25,1.0
96,48,2004-04-25,1.0
103,221,2004-04-25,1.0
12,81,2004-04-25,1.0
41,174,2004-04-25,1.0
12,168,2004-04-25,1.0
32,237,2004-04-25,1.0
131,30,2004-04-25,1.0
9,190,2004-04-25,1.0
9,97,2004-04-25,1.0
103,233,2004-04-25,1.0
9,233,2004-04-25,1.0
63,185,2004-04-25,1.0
63,202,2004-04-25,1.0
103,8,2004-04-25,1.0
103,185,2004-04-25,1.0
212,6,2004-04-25,1.0
124,109,2004-04-25,1.0
103,86,2004-04-25,1.0
191,236,2004-04-25,1.0
166,234,2004-04-25,1.0
69,34,2004-04-25,1.0
103,93,2004-04-25,1.0
235,191,2004-04-25,1.0
103,58,2004-04-25,1.0
32,58,2004-04-25,1.0
97,228,2004-04-25,1.0
63,92,2004-04-25,1.0
103,166,2004-04-25,1.0
63,199,2004-04-25,1.0
1,30,2004-04-25,1.0
41,166,2004-04-25,1.0
69,185,2004-04-25,1.0
41,173,2004-04-25,1.0
191,136,2004-04-25,1.0
34,101,2004-04-26,1.0
103,52,2004-04-26,1.0
260,127,2004-04-26,1.0
101,68,2004-04-26,1.0
9,135,2004-04-26,1.0
127,260,2004-04-26,1.0
20,275,2004-04-26,1.0
140,278,2004-04-26,1.0
140,6,2004-04-26,1.0
263,277,2004-04-26,1.0
101,34,2004-04-26,1.0
199,279,2004-04-26,1.0
199,260,2004-04-26,1.0
41,280,2004-04-26,1.0
176,283,2004-04-26,1.0
276,8,2004-04-26,1.0
282,34,2004-04-26,1.0
277,68,2004-04-26,1.0
260,199,2004-04-26,1.0
176,101,2004-04-26,1.0
68,101,2004-04-26,1.0
271,101,2004-04-26,1.0
19,52,2004-04-26,1.0
63,127,2004-04-26,1.0
41,101,2004-04-26,1.0
281,254,2004-04-26,1.0
103,228,2004-04-26,1.0
144,260,2004-04-26,1.0
272,273,2004-04-26,1.0
69,271,2004-04-26,1.0
212,48,2004-04-26,1.0
176,267,2004-04-26,1.0
176,270,2004-04-26,1.0
212,254,2004-04-26,1.0
95,168,2004-04-26,1.0
19,265,2004-04-26,1.0
103,166,2004-04-26,1.0
204,48,2004-04-26,1.0
176,269,2004-04-26,1.0
48,256,2004-04-26,1.0
274,48,2004-04-26,1.0
101,271,2004-04-26,1.0
263,239,2004-04-26,1.0
135,105,2004-04-26,1.0
275,20,2004-04-26,1.0
176,256,2004-04-26,1.0
103,270,2004-04-26,1.0
198,256,2004-04-26,1.0
263,222,2004-04-26,1.0
103,265,2004-04-26,1.0
176,248,2004-04-26,1.0
58,199,2004-04-26,1.0
176,166,2004-04-26,1.0
295,296,2004-04-26,1.0
204,79,2004-04-26,1.0
204,276,2004-04-26,1.0
204,68,2004-04-26,1.0
211,260,2004-04-26,1.0
291,32,2004-04-26,1.0
211,228,2004-04-26,1.0
105,135,2004-04-26,1.0
36,236,2004-04-26,1.0
51,294,2004-04-26,1.0
36,291,2004-04-26,1.0
32,291,2004-04-26,1.0
63,290,2004-04-26,1.0
199,58,2004-04-26,1.0
114,124,2004-04-26,1.0
9,260,2004-04-26,1.0
69,104,2004-04-26,1.0
