from,to,date,value
345284,102601,2017-06-12,1e+20
344814,344815,2017-06-12,1.1e+18
344718,65893,2017-06-12,2e+18
347470,347471,2017-06-12,3e+21
345651,350816,2017-06-12,1e+19
350219,350369,2017-06-12,4.9e+19
37761,350906,2017-06-12,3.25e+20
104330,342119,2017-06-12,6e+21
350830,350831,2017-06-12,3.9e+19
348239,348240,2017-06-12,1.85e+20
350763,350764,2017-06-12,8350.0
331819,345334,2017-06-12,1e+18
246936,252674,2017-06-12,1e+20
347396,350793,2017-06-12,1e+18
33472,34396,2017-06-12,1e+18
254602,350863,2017-06-12,1e+19
254602,350863,2017-06-12,1e+20
89967,96327,2017-06-12,5e+21
17751,33087,2017-06-12,1.5e+19
34339,34340,2017-06-12,3e+18
346142,350860,2017-06-12,2.5e+19
37282,276959,2017-06-12,1e+17
345742,62637,2017-06-12,5e+19
348021,348022,2017-06-12,1e+21
47521,350827,2017-06-12,1e+18
326929,334541,2017-06-12,1e+18
74847,350807,2017-06-12,2e+18
338415,334152,2017-06-12,1e+18
322002,350870,2017-06-12,1.99e+20
344814,344815,2017-06-12,2e+18
39095,39588,2017-06-12,2.4e+20
345242,39375,2017-06-12,8e+19
345253,350783,2017-06-12,5e+21
331819,345334,2017-06-12,2e+18
57821,350792,2017-06-12,9.99e+21
251673,344807,2017-06-12,1.77e+20
350891,350892,2017-06-12,1e+18
254989,344962,2017-06-12,5e+20
64948,26025,2017-06-12,1e+19
344611,344887,2017-06-12,3.54e+22
349163,349164,2017-06-12,1.975e+20
350763,350774,2017-06-12,4760.0
347275,114699,2017-06-12,5e+20
332584,332585,2017-06-12,4.5e+19
255325,256192,2017-06-12,2e+20
301724,350914,2017-06-12,5e+18
254658,29745,2017-06-12,5e+19
335024,350875,2017-06-12,1e+18
350781,322849,2017-06-12,1000000000.0
340320,105947,2017-06-12,2.02e+20
343371,350907,2017-06-12,1e+18
251593,253873,2017-06-12,1.745e+21
36810,350834,2017-06-12,2.5e+19
218492,205691,2017-06-12,1e+18
254814,345008,2017-06-12,1e+19
226208,256860,2017-06-12,1e+18
345664,350825,2017-06-12,4.193035861e+20
345260,345261,2017-06-12,1e+18
122104,38578,2017-06-12,1e+18
75814,350900,2017-06-12,5e+18
350763,350764,2017-06-12,6370.0
343364,346435,2017-06-12,1e+19
251673,344807,2017-06-12,1.7e+20
