from,to,date,value
2005720,2005680,2017-09-10,13861.0
58966,2008655,2017-09-10,2.9183e+23
2005720,2009180,2017-09-11,300000000.0
2005720,2009180,2017-09-11,3e+24
1970981,97349,2017-09-13,1.7000015e+24
2009180,2011163,2017-09-14,1e+20
1873539,1873538,2017-09-14,1e+21
2010029,2002133,2017-09-14,19716000000000.0
2010016,2006325,2017-09-14,18000000.0
2010217,2010218,2017-09-14,1.5e+18
1873539,1873538,2017-09-14,5e+20
2007955,2006782,2017-09-15,6.999999999999999e+23
22370,37051,2017-09-15,1.06e+23
121498,194164,2017-09-16,1e+18
1722045,25748,2017-09-16,1.695999e+24
2010594,70253,2017-09-16,1.7000015e+24
1722045,25748,2017-09-16,1.696e+24
305373,2000803,2017-09-17,1.202751e+24
1873539,1873538,2017-09-17,5e+20
75320,88015,2017-09-18,2.216e+23
273632,284823,2017-09-18,3.047e+23
2000795,2004095,2017-09-18,2.22463e+23
2009330,237021,2017-09-18,1.325e+23
1746511,104254,2017-09-18,8.5e+19
123314,123232,2017-09-18,4.99985e+23
464979,2002462,2017-09-18,1.108e+23
2009850,2004024,2017-09-18,1.01e+22
1967496,1955061,2017-09-18,1.108e+23
115541,114350,2017-09-18,3.8226e+22
2010082,225923,2017-09-18,3.83645e+23
115541,2008292,2017-09-18,2.77e+22
335782,331616,2017-09-18,6e+20
1954870,1779080,2017-09-18,1.8282e+23
464979,2002462,2017-09-19,1.108e+23
1748561,2008804,2017-09-19,8.31e+22
2006021,2011167,2017-09-19,9.85e+20
191986,192555,2017-09-19,1e+20
2010319,2010320,2017-09-19,4.998465e+23
1748561,2007220,2017-09-19,1.108e+23
2009876,2011165,2017-09-19,1.31575e+23
2007205,1432285,2017-09-19,4.99985e+23
857895,267894,2017-09-19,2.77e+22
2007917,2011164,2017-09-19,1.108e+23
2006312,25706,2017-09-19,4.986e+23
2007917,33870,2017-09-19,1.108e+23
2008267,2011166,2017-09-19,1e+18
2010326,1967975,2017-09-19,1.385e+23
2009876,2005099,2017-09-19,7.8945e+22
2009051,1456695,2017-09-20,1.385e+22
2009850,2011168,2017-09-20,3.601e+23
1722045,25748,2017-09-20,1.696e+24
1968898,1968695,2017-09-20,1.108e+23
1968100,125841,2017-09-20,1e+19
1935977,2011169,2017-09-20,4.99985e+23
121498,194164,2017-09-20,1.7000015e+24
1971061,449029,2017-09-20,1e+18
1971029,96008,2017-09-20,1e+18
2010766,205674,2017-09-20,2.216e+23
