Epoch: 01 | Edge Type: o-o-bank | Train Loss: 0.6658 | Train AUCROC: 0.5064 | GPU: 0.0MiB
Epoch: 01 | Edge Type: o-o-nobank | Train Loss: 0.6931 | Train AUCROC: 0.5194 | GPU: 0.0MiB
Epoch: 01 | Edge Type: o-n | Train Loss: 0.6931 | Train AUCROC: 0.4973 | GPU: 0.0MiB
Epoch: 01 | Edge Type: n-n | Train Loss: 0.6857 | Train AUCROC: 0.5011 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-o-bank | Train Loss: 0.5908 | Train AUCROC: 0.4944 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-o-nobank | Train Loss: 0.6923 | Train AUCROC: 0.5169 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-n | Train Loss: 0.6928 | Train AUCROC: 0.4991 | GPU: 0.0MiB
Epoch: 02 | Edge Type: n-n | Train Loss: 0.6408 | Train AUCROC: 0.4986 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-o-bank | Train Loss: 0.5836 | Train AUCROC: 0.5017 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-o-nobank | Train Loss: 0.6910 | Train AUCROC: 0.4941 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-n | Train Loss: 0.6922 | Train AUCROC: 0.4984 | GPU: 0.0MiB
Epoch: 03 | Edge Type: n-n | Train Loss: 0.5850 | Train AUCROC: 0.5017 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-o-bank | Train Loss: 0.5827 | Train AUCROC: 0.5027 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-o-nobank | Train Loss: 0.6898 | Train AUCROC: 0.5212 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-n | Train Loss: 0.6914 | Train AUCROC: 0.4972 | GPU: 0.0MiB
Epoch: 04 | Edge Type: n-n | Train Loss: 0.5465 | Train AUCROC: 0.5013 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-o-bank | Train Loss: 0.5819 | Train AUCROC: 0.5090 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-o-nobank | Train Loss: 0.6889 | Train AUCROC: 0.5303 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-n | Train Loss: 0.6906 | Train AUCROC: 0.5028 | GPU: 0.0MiB
Epoch: 05 | Edge Type: n-n | Train Loss: 0.5237 | Train AUCROC: 0.5073 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-o-bank | Train Loss: 0.5813 | Train AUCROC: 0.4987 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-o-nobank | Train Loss: 0.6883 | Train AUCROC: 0.4794 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-n | Train Loss: 0.6897 | Train AUCROC: 0.5018 | GPU: 0.0MiB
Epoch: 06 | Edge Type: n-n | Train Loss: 0.5098 | Train AUCROC: 0.4994 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-o-bank | Train Loss: 0.5806 | Train AUCROC: 0.5023 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-o-nobank | Train Loss: 0.6878 | Train AUCROC: 0.5215 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-n | Train Loss: 0.6891 | Train AUCROC: 0.4975 | GPU: 0.0MiB
Epoch: 07 | Edge Type: n-n | Train Loss: 0.5009 | Train AUCROC: 0.5004 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-o-bank | Train Loss: 0.5800 | Train AUCROC: 0.4986 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-o-nobank | Train Loss: 0.6874 | Train AUCROC: 0.5161 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-n | Train Loss: 0.6885 | Train AUCROC: 0.4990 | GPU: 0.0MiB
Epoch: 08 | Edge Type: n-n | Train Loss: 0.4947 | Train AUCROC: 0.4951 | GPU: 0.0MiB
