Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
0,2.1946564885496183,11,0.004196283916920876,-0.2572279619388792,0.10429289413778613,0.002098141958460438,55,448,524,575,3.1696317871304536,1.4142135623730974,-1.4142135623730971,-1.4055164159864129,-1.4055164159864129
1,2.0469483568075115,11,0.004816349074841204,-0.3159450117209033,0.055403393127795644,0.002408174537420602,53,382,426,436,2.6030595863740027,-1.4142135623730965,1.4142135623730958,1.000000000000001,1.0000000000000007
2,2.039119804400978,10,0.004997842657845533,-0.32011250245793405,0.05632171689216516,0.0024989213289227674,52,367,409,417,2.5718499991786317,1.0000000000000009,1.0000000000000002,-1.0000000000000002,1.0000000000000002
3,2.0296296296296297,10,0.005023835716905023,-0.3194574547147129,0.05087032773350967,0.002511917858452512,50,365,405,411,2.5109290369086734,1.0000000000000036,-1.000000000000001,-1.000000000000001,-1.0000000000000009
4,2.0097323600973236,9,0.004901786244139813,-0.33050501580080643,0.03877218730005622,0.0024508931220699067,50,378,411,413,2.4513720870104394,-1.0000000000000016,1.0000000000000009,1.0,-0.9999999999999999
5,1.9952941176470589,10,0.004705882352941176,-0.3368134134040502,0.04690733128480155,0.002352941176470588,53,394,425,424,2.4379902410608834,-1.0780716553283844,-1.0780716553283844,1.0,1.0
6,2.031496062992126,9,0.005346042271031911,-0.3401765174860314,0.05407564214913445,0.002673021135515955,49,349,381,387,2.462133056407609,-1.1483144970365449,-1.1483144970365449,-1.0000000000000004,1.0000000000000002
7,2.0,7,0.005434782608695654,-0.3451860389764943,0.04878800620923505,0.002717391304347826,49,336,369,369,2.5771727764683074,-1.2785606927147875,-1.2785606927147875,1.1493022489808713,1.0000000000000002
8,1.9927272727272727,7,0.007272727272727272,-0.36352670004785387,0.04485834747388062,0.0036363636363636364,37,252,275,274,2.2721360656155922,1.1024283954731302,-1.0670301695617108,-1.0670301695617108,1.0
9,2.16,8,0.007883211678832117,-0.4153499229032326,0.04914897832450579,0.003941605839416058,25,255,275,297,2.185444404249014,-1.2615087921716968,1.0,0.8528349929803792,-0.7192529979529841
10,2.1811023622047245,8,0.008620957953378356,-0.45164932649030154,0.04270716605898247,0.004310478976689179,24,235,254,277,2.1530898932667473,-1.5331627818652782,1.0,-0.5231514708220961,-0.5231514708220961
11,2.1298701298701297,8,0.009260304912478826,-0.4346286291080545,0.0455211720173357,0.004630152456239413,22,217,231,246,1.9999999999999967,-1.0000000000000007,1.0,-0.4999999999999995,-0.4999999999999995
12,2.0676328502415457,8,0.010037052671075464,-0.4412738272410573,0.04276983181569789,0.005018526335537733,21,194,207,214,1.908974861222305,1.0000000000000002,1.0,-0.9999999999999998,-0.6779468404816338
