Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
2,0.0,0.0,0,0,90,1,0.0,0.0,0,0,56,0,0.0,0.0,0,0,56,1,0.0,0.0,0,0,90,0,0.0,0.0,0,0,2,0,0.018518518518518517,8,0.020050125313283207,0.6153846153846154,2,0.014184397163120567,0.003795066413662239,10,0.018518518518518517,0.018518518518518517
3,0.0,0.0,0,0,156,2,0.0,0.0,0,0,72,0,0.0,0.0,0,0,72,1,0.0,0.0,0,0,156,0,0.0,0.0,0,0,6,1,0.02443609022556391,9,0.023746701846965697,0.6923076923076923,3,0.0196078431372549,0.005780346820809248,13,0.02443609022556391,0.02443609022556391
4,0.0,0.0,0,0,272,4,0.0,0.0,0,0,90,0,0.0,0.0,0,0,90,3,0.0,0.0,0,0,272,0,0.0,0.0,0,0,30,1,0.030303030303030304,10,0.026954177897574125,0.7142857142857143,6,0.031578947368421054,0.010968921389396709,17,0.030303030303030304,0.030303030303030304
5,0.0,0.0,0,0,380,5,0.0,0.0,0,0,110,0,0.0,0.0,0,0,110,4,0.0,0.0,0,0,380,0,0.0,0.0,0,0,30,1,0.035523978685612786,11,0.02894736842105263,0.6875,6,0.03278688524590164,0.010968921389396709,20,0.035523978685612786,0.035523978685612786
6,0.0,0.0,0,0,379,4,0.0,0.0,0,0,72,0,0.0,0.0,0,0,72,3,0.0,0.0,0,0,380,0,0.0,0.0,0,0,42,0,0.03616636528028933,9,0.025139664804469275,0.5,7,0.035897435897435895,0.013084112149532711,20,0.03616636528028933,0.03616636528028933
7,0.0,0.0,0,0,341,3,0.0,0.0,0,0,90,1,0.0,0.0,0,0,90,1,0.0,0.0,0,0,342,0,0.0,0.0,0,0,6,0,0.03518518518518519,10,0.031055900621118012,0.47619047619047616,3,0.013761467889908258,0.005780346820809248,19,0.03518518518518519,0.03518518518518519
8,0.0,0.0,0,0,271,3,0.0,0.0,0,0,72,1,0.0,0.0,0,0,72,1,0.0,0.0,0,0,272,0,0.0,0.0,0,0,12,0,0.031598513011152414,9,0.029605263157894735,0.42857142857142855,4,0.017094017094017096,0.007736943907156673,17,0.031598513011152414,0.031598513011152414
9,0.0,0.0,0,0,271,4,0.0,0.0,0,0,90,0,0.0,0.0,0,0,90,2,0.0,0.0,0,0,272,0,0.0,0.0,0,0,6,1,0.031835205992509365,10,0.03773584905660377,0.47619047619047616,3,0.011152416356877323,0.005847953216374269,17,0.031835205992509365,0.031835205992509365
10,0.0,0.0,0,0,271,2,0.0,0.0,0,0,30,0,0.0,0.0,0,0,30,0,0.0,0.0,0,0,272,0,0.0,0.0,0,0,42,1,0.03041144901610018,6,0.0234375,0.24,7,0.0231023102310231,0.013108614232209739,17,0.03041144901610018,0.03041144901610018
11,0.0,0.0,0,0,378,5,0.0,0.0,0,0,42,0,0.0,0.0,0,0,42,1,0.0,0.0,0,0,379,1,0.0,0.0,0,0,42,2,0.03690036900369004,7,0.030973451327433628,0.28,7,0.022151898734177215,0.013539651837524178,20,0.03690036900369004,0.03690036900369004
12,0.0,0.0,0,0,379,5,0.0,0.0,0,0,56,0,0.0,0.0,0,0,56,1,0.0,0.0,0,0,379,1,0.0,0.0,0,0,56,3,0.03676470588235294,8,0.03902439024390244,0.2962962962962963,8,0.02359882005899705,0.015473887814313346,20,0.03676470588235294,0.03676470588235294
13,0.0,0.0,0,0,378,7,0.0,0.0,0,0,20,0,0.0,0.0,0,0,20,0,0.0,0.0,0,0,378,2,0.0,0.0,0,0,56,4,0.035523978685612786,5,0.02336448598130841,0.19230769230769232,8,0.022922636103151862,0.0148975791433892,20,0.035523978685612786,0.035523978685612786
14,0.0,0.0,0,3,595,8,0.0,0.0,0,0,132,0,0.0,0.0,0,0,132,2,0.0,0.0,0,3,595,2,0.0,0.0,0,0,56,4,0.04448398576512456,12,0.05970149253731343,0.3870967741935484,8,0.0221606648199446,0.015065913370998116,25,0.04448398576512456,0.04448398576512456
15,0.0,0.0,0,2,269,6,0.0,0.0,0,0,42,1,0.0,0.0,0,0,42,1,0.0,0.0,0,2,270,0,0.0,0.0,0,0,30,1,0.031135531135531136,7,0.030042918454935622,0.25,6,0.019169329073482427,0.011583011583011582,17,0.031135531135531136,0.031135531135531136
16,0.0,0.0,0,2,208,2,0.0,0.0,0,0,30,0,0.0,0.0,0,0,30,0,0.0,0.0,0,2,208,0,0.0,0.0,0,0,20,1,0.02722323049001815,6,0.031914893617021274,0.21428571428571427,5,0.013774104683195593,0.009560229445506692,15,0.02722323049001815,0.02722323049001815
17,0.0,0.0,0,1,547,12,0.0,0.0,0,0,56,1,0.0,0.0,0,0,56,3,0.0,0.0,0,1,549,2,0.0,0.0,0,0,20,1,0.0425531914893617,8,0.0425531914893617,0.27586206896551724,5,0.013297872340425532,0.009345794392523364,24,0.0425531914893617,0.0425531914893617
18,0.0,0.0,0,0,420,4,0.0,0.0,0,0,56,0,0.0,0.0,0,0,56,1,0.0,0.0,0,0,420,0,0.0,0.0,0,0,42,2,0.03608247422680412,8,0.0449438202247191,0.22857142857142856,7,0.017326732673267328,0.012797074954296161,21,0.03608247422680412,0.03608247422680412
19,0.0,0.0,0,0,462,4,0.0,0.0,0,0,42,1,0.0,0.0,0,0,42,0,0.0,0.0,0,0,462,0,0.0,0.0,0,0,30,1,0.03806228373702422,7,0.04093567251461988,0.19444444444444445,6,0.014742014742014743,0.01107011070110701,22,0.03806228373702422,0.03806228373702422
20,0.0,0.0,0,1,461,4,0.0,0.0,0,0,30,1,0.0,0.0,0,0,30,0,0.0,0.0,0,1,461,0,0.0,0.0,0,0,42,2,0.037996545768566495,6,0.03896103896103896,0.16216216216216217,7,0.01647058823529412,0.012915129151291513,22,0.037996545768566495,0.037996545768566495
21,0.0,0.0,0,0,420,4,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,420,0,0.0,0.0,0,0,72,2,0.035897435897435895,2,0.013793103448275862,0.05405405405405406,9,0.020454545454545454,0.016423357664233577,21,0.035897435897435895,0.035897435897435895
22,0.0,0.0,0,0,462,6,0.0,0.0,0,0,20,1,0.0,0.0,0,0,20,1,0.0,0.0,0,0,462,0,0.0,0.0,0,0,42,2,0.03600654664484452,5,0.034482758620689655,0.12195121951219512,7,0.015021459227467811,0.012280701754385965,22,0.03600654664484452,0.03600654664484452
23,0.0,0.0,0,0,506,5,0.0,0.0,0,0,20,0,0.0,0.0,0,0,20,0,0.0,0.0,0,0,506,0,0.0,0.0,0,0,42,3,0.03697749196141479,5,0.035211267605633804,0.11627906976744186,7,0.014583333333333334,0.012089810017271158,23,0.03697749196141479,0.03697749196141479
