Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5
2,3.037037037037037,15,0.0056345770631484925,0.010435953951688861,0.04143162393162392,0.002817288531574246,70,464,540,820,2.9469973499220226,2.879385241571823,2.737513752684232,2.732050807569253,2.7050393879504533
3,2.9849624060150375,17,0.005621398128088584,0.02569395504901584,0.04008173843700158,0.0028106990640442914,72,453,532,794,3.316906643036602,2.7320508075688794,2.70503938795046,2.661353971210997,2.6180339887499087
4,2.9340463458110517,18,0.005239368474662592,0.04716697009791231,0.043110157816040155,0.0026196842373312963,78,469,561,823,3.600336581558998,2.7553309357725815,2.7553309357725815,2.7320508075688847,2.7050393879504835
5,2.9378330373001775,18,0.0052274609204629495,0.0403069599673738,0.037062525639999254,0.0026137304602314748,74,483,563,827,3.650586178411285,3.039916598001929,3.0000000000000075,2.897505861119991,2.52519835275239
6,2.9439421338155514,17,0.005333228503289043,0.027830501108177936,0.03877762075294252,0.0026666142516445215,69,473,553,814,3.850225902680684,3.0399165980019363,2.879385241571806,2.759844366791233,2.481194304092027
7,3.011111111111111,17,0.005586477015048444,0.026352053443915606,0.032775412168257016,0.002793238507524222,60,451,540,813,3.6629526501834615,3.25688056495978,3.047322195797497,2.931851652578134,2.8114577796802296
8,3.104089219330855,20,0.005780426851640327,-0.05420653986306539,0.03597668305507223,0.002890213425820163,56,457,538,835,3.725135061858541,3.218095388723277,3.0746573763816074,2.8132791495894427,2.8132791495894427
9,3.191011235955056,19,0.005986887872335939,-0.030146196253345876,0.046559450633417106,0.00299344393616797,58,449,534,852,4.126669748379864,3.371732433186257,3.198033321859492,2.8344901501460353,2.7889731623445875
10,3.2057245080500896,21,0.005745026000089766,-0.021954260070414393,0.0560679023059324,0.002872513000044883,65,464,559,896,3.9781093441045643,3.3464758182078107,3.130377597791101,2.8325174811060116,2.8325174811060116
11,3.1845018450184504,20,0.00588632503700268,-0.03129374724408138,0.06361313981913659,0.0029431625185013404,69,449,542,863,4.067057733692147,3.4261689688296704,3.1614824957272663,2.777333152007888,2.596026891612491
12,3.1691176470588234,18,0.005836312425522696,-0.020084291409339775,0.056965799366946256,0.0029181562127613475,60,461,544,862,4.0812937502170925,3.36133543281116,2.719020612659946,2.5419983747674326,2.500907033046309
13,3.1829484902309058,22,0.005663609413222252,0.03544826529137236,0.05986487009409276,0.002831804706611126,60,470,563,896,5.07011696545898,3.013735312430647,3.013735312430647,3.0108933571477894,2.543374921271219
14,3.1601423487544484,21,0.005633052315070317,0.10068604310885962,0.045010708031983204,0.002816526157535159,56,478,562,888,4.617662659992369,3.016853484641365,3.016853484641365,2.84775906502256,2.640375835919026
