0,1,2,3,4,5
0.9245614,0.0754386,0.9138686,0.027007299,0.050729927,0.00839416
0.8911212,0.108878806,0.86933655,0.027508091,0.09587379,0.0072815535
0.92123413,0.07876588,0.89793104,0.025747126,0.069425285,0.0068965517
0.92901963,0.07098039,0.9153731,0.021532299,0.055583376,0.007511267
0.9325658,0.067434214,0.9186906,0.024815205,0.04593453,0.010559662
0.9324675,0.067532465,0.9202009,0.025669644,0.04520089,0.008928572
0.91358596,0.08641405,0.8956209,0.033593282,0.058788244,0.0119976
0.90505725,0.09494275,0.88096714,0.03781773,0.06571606,0.01549907
0.906047,0.09395302,0.8123018,0.029169308,0.088142045,0.07038681
0.93603414,0.06396589,0.9192334,0.02258727,0.049281314,0.008898015
0.8979701,0.10202991,0.88030094,0.038303692,0.07592339,0.0054719565
0.920712,0.07928803,0.8974008,0.030779753,0.061559506,0.010259918
0.8121442,0.18785578,0.8195395,0.10329807,0.0721842,0.0049782204
0.8657596,0.13424036,0.84997046,0.064382754,0.07088009,0.014766687
0.89390516,0.10609481,0.8720657,0.039319247,0.075704224,0.012910798
0.8344635,0.1655365,0.77742106,0.06367041,0.12734082,0.03156768
0.91445875,0.085541256,0.8839779,0.035158213,0.06780513,0.013058765
0.9374057,0.06259427,0.92052317,0.022635816,0.051307846,0.0055331993
0.952545,0.04745503,0.94,0.017948719,0.036923077,0.0051282053
0.93857807,0.06142196,0.92102337,0.021690767,0.048387095,0.008898776
0.9332431,0.06675688,0.9059728,0.021289177,0.059136607,0.0136014195
0.95079595,0.04920405,0.9344367,0.017186506,0.04137492,0.0070019094
0.9232198,0.076780185,0.90522087,0.020883534,0.06586345,0.008032128
0.9058116,0.09418838,0.8650043,0.035253655,0.08512468,0.014617369
0.8986995,0.10130048,0.86446565,0.026933102,0.09383145,0.014769766
0.9023067,0.097693354,0.86638653,0.0302521,0.08235294,0.021008404
0.9305655,0.0694345,0.9020979,0.018356644,0.062062938,0.017482517
0.9115442,0.088455774,0.8958525,0.024884792,0.0718894,0.007373272
0.92716235,0.072837636,0.9139383,0.02057998,0.05612722,0.009354537
0.9101796,0.08982036,0.88436633,0.022201665,0.07678076,0.016651249
0.91796875,0.08203125,0.8914729,0.023255814,0.07751938,0.007751938
0.882263,0.117737,0.86044276,0.040423483,0.08373436,0.0153994225
0.8826607,0.11733931,0.8338055,0.033050045,0.109537296,0.023607176
0.8702186,0.12978142,0.8334786,0.04272014,0.097646035,0.026155187
0.8899868,0.11001317,0.86386555,0.038655464,0.08235294,0.01512605
0.8984615,0.101538464,0.86035687,0.028704422,0.09387122,0.017067494
0.8796512,0.12034883,0.85967505,0.047267355,0.072378136,0.020679468
0.88213533,0.11786469,0.8581267,0.037190083,0.09435262,0.010330578
0.8465533,0.15344664,0.7800708,0.06603774,0.13738208,0.016509434
0.8561673,0.1438327,0.80419946,0.035695538,0.14540683,0.014698163
0.91156465,0.088435374,0.8864223,0.028394425,0.06917914,0.01600413
0.8891576,0.1108424,0.8581731,0.035576925,0.08701923,0.01923077
0.92054033,0.079459675,0.91056913,0.027737925,0.054997608,0.006695361
