,Prob Old Nodes,Prob New Nodes,Prob OO,Prob NN,Prob ON,Prob OON
0,0,232,0,185,0,0
1,0,311,0,252,0,0
2,0,217,0,169,0,0
3,0,258,0,188,0,0
4,0,233,0,171,0,0
5,93,336,43,220,102,10
6,81,278,41,126,112,9
7,83,204,50,88,79,12
8,62,156,37,67,57,9
9,46,136,19,60,36,8
10,87,1542,38,1471,109,9
11,111,318,25,121,130,33
12,346,880,45,312,449,91
13,189,336,46,124,169,52
14,76,172,41,59,81,8
15,72,152,42,56,61,12
16,55,149,38,66,30,11
17,63,105,42,34,42,8
18,67,137,48,54,48,8
19,44,136,28,51,46,3
20,37,129,23,54,36,6
21,28,125,18,49,31,7
22,27,119,16,48,31,1
23,33,137,16,55,37,3
24,45,155,23,64,48,6
25,26,107,11,37,40,5
26,26,99,9,38,34,1
27,35,189,18,85,40,2
28,27,132,22,52,39,6
29,37,93,24,35,33,4
30,21,88,18,35,26,1
31,25,116,15,48,32,2
32,25,81,16,34,20,1
33,19,86,5,30,35,1
34,28,1191,11,1155,50,3
35,62,113,20,37,62,5
36,48,168,13,66,61,2
37,49,113,14,40,46,10
38,39,147,15,61,42,2
39,62,117,18,42,70,4
40,27,95,17,39,33,5
41,38,129,17,50,44,8
42,88,1449,45,713,304,14
43,130,455,66,150,207,29
44,82,173,56,62,67,11
45,68,163,43,56,65,10
46,153,416,91,170,121,13
47,243,725,115,259,280,31
48,343,1195,171,473,397,23
49,249,517,135,160,254,42
50,147,316,81,85,176,24
51,129,238,78,62,139,14
52,116,216,63,57,120,15
53,96,205,57,52,118,7
54,89,270,49,81,133,4
55,82,258,45,62,143,4
56,54,206,30,65,92,2
57,63,211,33,66,100,7
58,87,280,45,83,135,11
59,79,235,42,66,121,8
60,63,254,35,77,123,3
61,78,223,41,59,124,7
62,79,275,44,94,123,6
63,78,302,33,104,122,10
64,48,179,20,49,88,9
65,39,130,27,28,82,5
66,67,212,40,57,116,8
67,52,159,26,39,92,13
68,65,246,31,73,124,4
69,56,209,29,63,96,8
70,38,181,25,61,71,5
71,47,152,22,45,77,3
72,33,127,18,35,65,2
73,34,119,14,35,56,5
74,38,129,23,36,72,3
75,34,128,21,32,84,2
76,50,151,32,44,72,2
77,35,146,18,36,83,5
78,18,94,7,28,43,3
79,20,79,10,23,36,3
80,20,114,7,38,48,2
81,17,110,5,27,65,1
82,22,111,10,30,62,2
83,21,84,15,25,38,1
84,25,112,14,37,49,2
85,21,71,14,20,36,2
86,18,72,8,20,46,0
87,15,93,11,28,48,1
88,18,68,12,23,27,0
89,52,342,25,124,111,3
90,69,477,40,163,187,10
91,47,218,23,65,104,1
92,101,386,57,142,138,6
93,101,414,47,157,143,14
94,95,221,49,69,110,10
95,57,176,27,54,90,2
96,63,221,37,68,104,7
97,67,177,27,45,105,4
98,62,153,30,40,92,8
99,40,180,22,63,68,4
100,70,206,43,66,97,2
101,74,225,41,41,155,10
102,60,256,37,39,195,4
103,61,153,31,29,107,21
104,61,125,31,25,86,6
105,50,126,33,28,81,3
106,52,81,38,16,57,1
107,33,134,16,36,68,2
108,39,131,23,29,87,3
109,42,369,27,47,309,5
110,46,198,32,45,122,4
111,41,146,20,42,75,3
112,43,141,22,31,85,0
113,30,127,17,30,76,3
114,28,144,13,55,71,2
115,41,139,25,44,73,2
116,77,429,32,157,144,6
117,40,153,24,43,81,2
118,45,217,19,53,131,11
119,51,322,18,72,213,13
120,52,573,26,303,245,6
121,153,305,38,36,266,32
122,55,128,17,37,65,5
123,53,180,13,57,80,10
124,45,171,17,57,69,6
125,48,175,17,62,65,7
126,42,123,26,40,55,3
127,17,113,6,36,48,3
128,23,108,14,35,48,3
129,35,144,20,54,46,2
130,25,137,14,49,56,2
131,42,226,22,84,82,4
132,34,191,17,61,79,4
133,20,117,13,34,59,3
134,30,118,21,42,47,3
135,32,101,23,34,39,1
136,32,139,21,51,49,4
137,24,132,15,47,46,3
138,25,160,17,68,45,4
139,52,387,32,128,157,8
140,65,235,47,74,106,5
141,67,232,52,82,78,4
142,72,229,41,73,98,10
143,63,239,40,83,94,6
144,64,269,34,92,117,6
145,48,171,31,54,79,5
146,36,151,27,51,57,2
147,32,114,26,33,57,1
148,39,158,23,54,59,4
149,51,178,26,58,68,4
150,37,235,18,86,77,2
151,35,247,18,103,78,4
152,54,429,32,225,174,4
153,63,229,34,68,101,8
154,34,189,14,60,85,5
155,48,186,30,65,66,6
156,70,245,23,84,123,2
157,50,286,25,87,128,5
158,29,147,10,39,73,4
159,41,157,18,36,97,8
160,37,167,18,42,90,6
161,162,257,20,55,175,140
162,50,171,32,53,78,15
163,52,304,31,103,121,11
164,41,221,23,67,112,6
165,67,269,41,81,137,7
166,44,227,28,68,113,5
167,43,255,25,78,132,2
168,66,285,29,90,144,11
169,51,288,34,90,134,3
170,55,361,28,103,217,11
171,87,347,37,110,176,37
172,78,353,48,94,218,11
173,50,261,24,78,124,7
174,67,459,41,141,221,14
175,67,317,45,99,147,11
176,69,320,38,101,152,6
177,66,244,54,72,130,11
178,76,353,45,101,182,8
179,88,373,62,117,184,9
180,98,480,75,155,239,15
181,75,284,52,74,156,7
182,80,343,53,102,181,7
183,71,293,56,68,188,8
184,86,298,58,64,190,7
185,56,231,41,52,144,11
186,75,347,54,89,206,3
187,57,252,42,56,169,6
188,20,153,8,52,72,1
189,58,356,34,83,231,11
190,56,262,38,60,166,11
191,81,284,45,80,167,30
192,68,233,53,68,141,12
193,62,203,35,51,125,13
194,56,220,33,57,124,14
195,59,212,37,55,120,11
196,52,248,26,74,119,14
197,62,219,28,62,110,16
198,54,220,30,57,110,15
199,50,171,25,45,85,17
200,51,178,34,45,92,16
201,51,198,21,49,112,22
202,68,247,23,57,154,40
203,55,257,33,51,174,20
204,86,282,34,86,184,51
205,66,204,40,61,133,25
206,58,169,44,42,132,20
207,79,159,27,43,124,17
208,34,182,16,46,118,6
209,46,150,30,33,108,12
210,39,165,19,37,111,7
211,28,140,14,31,100,2
212,40,161,27,47,105,6
213,23,156,18,56,64,6
214,33,149,21,41,94,7
215,45,143,32,30,113,14
216,33,131,22,37,84,6
217,46,140,30,36,91,12
218,29,147,15,39,89,3
219,30,121,19,33,71,6
220,37,137,27,52,66,3
221,40,160,19,31,113,13
222,36,119,19,34,70,8
223,12,68,3,25,24,2
224,34,115,12,34,59,4
225,44,169,29,37,119,9
226,45,129,18,32,86,17
227,23,98,7,25,57,2
228,18,108,12,35,61,3
229,24,105,13,33,57,11
230,21,103,12,31,50,2
231,19,93,11,24,57,5
232,21,105,13,41,38,5
233,27,77,20,24,39,3
234,31,150,18,54,68,7
235,40,174,24,65,74,8
236,29,94,21,32,46,8
237,23,81,10,29,30,4
238,35,113,24,45,43,10
239,24,89,13,28,46,4
240,35,106,27,25,91,6
241,46,166,27,33,134,15
242,39,109,22,27,73,8
243,40,126,27,33,79,6
244,29,139,14,49,63,9
245,29,117,20,40,62,3
246,23,99,14,30,51,4
247,24,78,17,21,45,6
248,23,103,13,30,59,5
249,36,98,22,24,70,7
250,37,103,21,28,55,11
251,30,124,21,33,82,10
252,53,136,19,36,84,16
253,36,116,12,31,70,7
254,24,70,8,19,42,3
255,20,55,5,13,30,3
256,36,85,13,28,41,17
257,31,74,14,19,47,8
258,25,59,11,10,45,8
259,19,58,7,19,22,2
260,29,72,14,24,30,5
261,22,75,11,23,33,3
262,25,115,11,41,63,4
263,28,89,12,14,67,2
264,57,64,20,17,41,33
265,31,50,17,7,50,10
266,22,79,13,24,41,4
267,20,60,14,19,33,5
268,34,60,24,18,38,3
269,23,104,18,21,80,5
270,20,83,10,16,66,2
271,23,61,14,11,43,2
272,20,98,11,15,85,4
273,25,60,17,20,28,6
274,19,53,9,15,30,3
275,14,54,2,16,33,5
276,16,49,6,9,33,2
277,19,62,9,12,47,4
278,22,66,13,13,56,7
279,21,64,6,15,43,6
280,14,62,4,18,35,2
281,21,55,9,17,36,7
282,24,106,11,52,43,2
283,31,65,20,13,55,8
284,21,59,13,17,35,9
285,20,65,12,11,52,3
286,37,111,19,31,65,11
287,45,106,32,21,95,15
288,49,97,30,17,78,13
289,26,74,17,22,39,1
290,33,117,21,29,84,11
291,28,76,22,20,47,1
292,49,92,37,23,66,7
293,43,114,28,30,72,16
294,33,91,26,26,56,5
295,45,212,49,39,202,12
296,181,622,92,132,768,143
297,46,114,30,31,75,14
298,35,110,17,32,67,12
