graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
1,195.27928717608532,0.9878162410165862,1,1,13,-5,13,-5,13,-5,13,-5,13,-5,13,-5,13,-5,4,110,4,110,0,-112
2,163.6917835445628,0.9889378421649726,0,0,15,10,15,10,15,10,15,10,15,10,15,10,15,10,9,81,9,81,0,-106
3,164.09753197412812,0.9880281053397048,0,0,10,12,10,12,10,12,10,12,10,12,10,12,10,12,8,88,8,88,0,-98
4,172.2498185775532,0.986653206709433,0,0,14,15,14,15,14,15,14,15,14,15,14,15,14,15,5,86,5,86,0,-109
5,187.4406572758429,0.9849818059956151,0,1,10,16,10,16,10,16,10,16,10,16,10,16,10,16,7,100,7,100,0,-112
6,190.6541371174515,0.9861690710585376,1,1,17,20,17,20,17,20,17,20,17,20,17,20,17,20,7,96,7,96,0,-114
7,154.57037232277082,0.9874942828594874,0,0,10,8,10,8,10,8,10,8,10,8,10,8,10,8,3,81,3,81,0,-98
8,140.32106042928837,0.9892672546913474,0,0,11,12,11,12,11,12,11,12,11,12,11,12,11,12,4,69,4,69,0,-91
9,107.29864864013899,0.9888728404812387,0,0,6,11,6,11,6,11,6,11,6,11,6,11,6,11,2,55,2,55,0,-66
10,115.8619868636819,0.9867772528731298,1,1,9,17,9,17,9,17,9,17,9,17,9,17,9,17,4,53,4,53,0,-72
11,100.19481024484253,0.9882135999562626,0,0,4,10,4,10,4,10,4,10,4,10,4,10,4,10,1,50,1,50,0,-65
12,111.1035552986492,0.98334546273853,0,0,9,15,9,15,9,15,9,15,9,15,9,15,9,15,3,50,3,50,0,-72
13,100.77698149875297,0.9836458308002997,0,0,5,20,5,20,5,20,5,20,5,20,5,20,5,20,1,43,1,43,0,-59
14,108.97247358851683,0.9788211561576494,0,0,5,24,5,24,5,24,5,24,5,24,5,24,5,24,3,45,3,45,0,-60
15,91.804139340228,0.9811242114936736,0,0,5,21,5,21,5,21,5,21,5,21,5,21,5,21,2,39,2,39,0,-46
16,95.88534820294495,0.9765271404853578,0,0,2,20,2,20,2,20,2,20,2,20,2,20,2,20,3,46,3,46,0,-46
17,46.021733996015406,0.9879464867496492,0,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,23,1,23,0,-22
18,46.76537180435969,0.9884702174933852,0,0,5,6,5,6,5,6,5,6,5,6,5,6,5,6,2,22,2,22,0,-28
19,44.96665431183423,0.9903579228876791,1,1,2,9,2,9,2,9,2,9,2,9,2,9,2,9,1,20,1,20,0,-25
20,47.61302342846965,0.9890233683613646,1,1,1,10,1,10,1,10,1,10,1,10,1,10,1,10,3,23,3,23,0,-22
21,27.874719729532707,0.9952467812152136,1,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,1,10,1,10,0,-20
22,51.146847410177685,0.9844777500470249,0,0,3,13,3,13,3,13,3,13,3,13,3,13,3,13,2,17,2,17,0,-28
23,43.42810150121693,0.9903660759513329,1,1,3,11,3,11,3,11,3,11,3,11,3,11,3,11,2,14,2,14,0,-24
24,64.1404708432983,0.9850636065021047,1,1,1,16,1,16,1,16,1,16,1,16,1,16,1,16,1,26,1,26,0,-31
25,121.60180919706745,0.9778170667790903,1,1,12,24,12,24,12,24,12,24,12,24,12,24,12,24,6,45,6,45,0,-75
26,155.32546475063256,0.9676305533662874,1,1,8,36,8,36,8,36,8,36,8,36,8,36,8,36,6,65,6,65,0,-78
27,147.99662158306182,0.9720124826414402,1,1,5,29,5,29,5,29,5,29,5,29,5,29,5,29,4,68,4,68,0,-81
28,157.05731437917814,0.9699249672162783,1,1,4,35,4,35,4,35,4,35,4,35,4,35,4,35,2,68,2,68,0,-82
29,168.8993783292289,0.9698278328293305,1,1,8,41,8,41,8,41,8,41,8,41,8,41,8,41,2,68,2,68,0,-84
30,175.50498568416796,0.967346902105542,0,1,4,36,4,36,4,36,4,36,4,36,4,36,4,36,4,81,4,81,0,-92
31,167.54402406531844,0.9699593238094748,0,0,8,42,8,42,8,42,8,42,8,42,8,42,8,42,1,66,1,66,0,-81
32,104.34557968596465,0.9845292455411074,0,0,7,23,7,23,7,23,7,23,7,23,7,23,7,23,2,43,2,43,0,-56
33,127.20062892926276,0.9792715715084123,1,1,9,29,9,29,9,29,9,29,9,29,9,29,9,29,5,54,5,54,0,-62
34,132.58959235173776,0.976458005278946,0,0,6,34,6,34,6,34,6,34,6,34,6,34,6,34,3,53,3,53,0,-60
35,137.22973438726754,0.978100859289587,1,1,2,36,2,36,2,36,2,36,2,36,2,36,2,36,4,60,4,60,0,-50
36,135.65397155999526,0.974981920571901,0,0,5,35,5,35,5,35,5,35,5,35,5,35,5,35,3,57,3,57,0,-56
37,150.74481748969018,0.9748968655671139,1,1,3,40,3,40,3,40,3,40,3,40,3,40,3,40,5,61,5,61,0,-63
38,148.889220563478,0.9752534081877429,0,0,4,40,4,40,4,40,4,40,4,40,4,40,4,40,5,61,5,61,0,-58
39,119.59933110180843,0.9815322769811153,0,0,3,29,3,29,3,29,3,29,3,29,3,29,3,29,4,53,4,53,0,-52
40,112.8007092176286,0.9859177727546746,1,1,7,23,7,23,7,23,7,23,7,23,7,23,7,23,4,49,4,49,0,-62
41,131.5408681741154,0.9861406317361509,1,1,14,21,14,21,14,21,14,21,14,21,14,21,14,21,4,58,4,58,0,-78
42,112.85388783732708,0.9880786814226356,1,0,4,16,4,16,4,16,4,16,4,16,4,16,4,16,2,58,2,58,0,-64
43,107.82393055347222,0.9916198175585642,1,1,9,8,9,8,9,8,9,8,9,8,9,8,9,8,3,54,3,54,0,-69
44,143.05243793798132,0.9874157060487809,0,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,69,7,69,0,-90
45,153.11107079502776,0.9886128782496771,1,1,14,17,14,17,14,17,14,17,14,17,14,17,14,17,4,76,4,76,0,-92
46,161.39392801465613,0.988675705631936,1,1,10,19,10,19,10,19,10,19,10,19,10,19,10,19,3,83,3,83,0,-95
47,177.9494310190398,0.9845402120054351,0,0,7,21,7,21,7,21,7,21,7,21,7,21,7,21,10,96,10,96,0,-98
48,159.3172934743746,0.9844720269774153,0,0,9,26,9,26,9,26,9,26,9,26,9,26,9,26,6,81,6,81,0,-83
49,148.94629904767692,0.9863888610420666,1,0,9,25,9,25,9,25,9,25,9,25,9,25,9,25,5,74,5,74,0,-79
50,139.0215810584817,0.9851133685332325,0,0,10,20,10,20,10,20,10,20,10,20,10,20,10,20,7,70,7,70,0,-77
51,113.85077953180645,0.9860291351341934,0,0,7,17,7,17,7,17,7,17,7,17,7,17,7,17,4,60,4,60,0,-58
52,83.81527307120105,0.9885068651046762,0,0,5,14,5,14,5,14,5,14,5,14,5,14,5,14,0,41,0,41,0,-46
53,61.0163912403872,0.9910806816994646,0,0,6,7,6,7,6,7,6,7,6,7,6,7,6,7,1,29,1,29,0,-38
54,49.33558553417604,0.9927901715360402,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,26,1,26,0,-32
55,74.95998932764064,0.9864960216401162,0,1,6,11,6,11,6,11,6,11,6,11,6,11,6,11,3,37,3,37,0,-42
56,53.86093203798092,0.9909749577117468,0,0,4,6,4,6,4,6,4,6,4,6,4,6,4,6,2,28,2,28,0,-31
57,37.296112397943034,0.9948212437010407,1,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,22,2,22,0,-18
58,51.99038372622383,0.9903390591333262,0,0,6,12,6,12,6,12,6,12,6,12,6,12,6,12,3,20,3,20,0,-25
59,42.720018726587654,0.9929270694345006,1,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,2,21,2,21,0,-16
60,51.20546845796843,0.9885001627244165,0,0,4,14,4,14,4,14,4,14,4,14,4,14,4,14,0,21,0,21,0,-16
61,48.61069841094653,0.9867245953588213,0,0,3,12,3,12,3,12,3,12,3,12,3,12,3,12,0,22,0,22,0,-18
62,54.49770637375485,0.9848114818567371,0,0,5,12,5,12,5,12,5,12,5,12,5,12,5,12,2,25,2,25,0,-23
63,59.90826320300064,0.9804793717968971,0,0,4,14,4,14,4,14,4,14,4,14,4,14,4,14,2,28,2,28,0,-23
64,53.879495172096775,0.9873689770317914,1,1,7,10,7,10,7,10,7,10,7,10,7,10,7,10,4,24,4,24,0,-26
65,59.16079783099616,0.9850276982690642,1,1,5,13,5,13,5,13,5,13,5,13,5,13,5,13,2,27,2,27,0,-26
66,27.184554438136374,0.9952718351607226,0,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,14,0,14,0,-16
