graph_num,l2_norm,cosine_similarity,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
1,47.265209192385896,0.9731882502414541,1,1,8,5,17,23,1,8,2,11,3,21,2,17,2,17,1,10,0,0,0,0
2,232.90556025994744,0.9194912717751917,1,1,5,1,30,22,3,13,19,43,10,73,11,103,15,133,10,116,3,53,0,0
3,352.1647341799005,0.8835371758849091,1,1,-4,4,21,18,-13,8,10,41,7,76,14,130,25,210,12,183,7,141,0,0
4,601.5721070661439,0.8380123298796586,1,1,-30,0,6,14,-38,8,5,60,15,149,28,229,29,312,17,309,13,293,0,0
5,727.6036008706939,0.8140469994844004,1,1,-37,-3,-7,8,-56,2,-18,32,-12,88,22,225,43,405,20,368,18,403,0,0
6,866.464655943911,0.8169453590064185,1,1,-56,2,-11,21,-66,14,-27,44,-28,89,21,254,39,422,29,483,21,502,0,0
7,1053.9473421381165,0.8088408384834629,1,1,-77,-1,-41,3,-96,-4,-55,18,-51,51,-20,147,50,502,44,600,27,668,0,0
8,1189.7520750139502,0.8090218265741611,1,1,-76,-1,-47,4,-111,-4,-81,8,-80,33,-40,101,40,471,41,643,37,854,0,0
9,1197.5291228191488,0.8314515371338506,1,1,-79,-3,-62,-2,-126,-6,-97,-2,-95,13,-68,69,30,410,29,620,37,908,0,0
10,1166.0137220461859,0.8770124476058228,1,1,-88,-2,-58,5,-125,0,-105,8,-104,23,-83,65,-10,286,-2,500,33,983,0,0
11,1339.72609140824,0.8583110703531369,1,1,-96,-3,-77,-1,-142,-5,-120,0,-119,9,-110,33,-24,277,-3,519,46,1170,0,0
12,1247.4538067599938,0.8790087287991635,1,1,-92,-2,-84,-2,-141,-8,-121,-5,-123,-4,-123,7,-30,229,-25,396,39,1124,0,0
13,1133.9876542537843,0.9118295570738701,1,1,-94,-3,-76,-2,-147,-9,-121,2,-137,2,-137,5,-62,142,-60,258,27,1050,0,0
14,1061.1983791921282,0.9394710420914925,1,1,-104,-1,-90,1,-166,-4,-136,7,-152,13,-153,25,-86,113,-105,149,3,980,0,0
15,940.6444599315939,0.9592442714666687,1,1,-103,1,-85,4,-161,-4,-147,3,-167,5,-172,15,-109,127,-129,166,-24,830,0,0
16,886.0169298608238,0.9697213439701059,1,1,-120,0,-104,0,-184,-9,-173,-7,-193,-10,-202,-16,-132,52,-165,73,-48,750,0,0
17,862.9339488048897,0.9746138558961568,1,1,-109,0,-95,2,-185,-6,-171,-3,-204,-2,-216,-7,-144,55,-167,89,-63,713,0,0
18,879.4702951208756,0.9775078659962784,1,1,-111,1,-98,2,-191,-1,-183,1,-225,-5,-248,-12,-177,42,-209,63,-83,694,0,0
19,1344.270806050626,0.9548379995887081,1,1,-177,-1,-162,-1,-260,-2,-244,3,-274,-2,-285,6,-185,103,-192,181,-36,1162,0,0
20,1404.9686829249968,0.9531302304173036,1,1,-184,-1,-174,3,-274,2,-258,5,-288,5,-301,7,-195,100,-198,199,-34,1211,0,0
21,1566.3524507594068,0.9374823765518212,0,0,-183,-1,-179,-1,-282,-4,-266,-3,-288,-9,-291,-7,-177,136,-177,232,-3,1391,0,0
22,1322.52334572967,0.9546968925525706,1,1,-168,-1,-153,2,-255,0,-237,2,-263,-2,-264,-1,-165,106,-183,180,-36,1154,0,0
23,1643.8144664164506,0.928258981887018,0,0,-158,0,-145,0,-264,-3,-243,1,-260,-2,-260,2,-134,205,-126,363,8,1478,0,0
24,2051.9926900454593,0.878745440716215,0,0,-174,-2,-154,-1,-269,-5,-241,-2,-250,1,-233,15,-65,414,-48,696,57,1801,0,0
25,1586.0829108214994,0.9098488178424,0,0,-113,-2,-103,-1,-209,-6,-183,-5,-195,-1,-189,15,-60,265,-62,478,38,1426,0,0
26,1655.9610502665817,0.9004593699451843,0,0,-131,-3,-112,0,-206,-7,-170,-2,-195,-1,-186,11,-49,302,-51,491,45,1493,0,0
27,1695.235971775021,0.8961771809732726,0,0,-130,-5,-112,-4,-215,-15,-186,-15,-203,-12,-171,26,-41,336,-31,569,50,1500,0,0
28,1573.878966121601,0.9164653155669888,1,1,-118,-4,-93,0,-192,-4,-168,0,-189,-4,-179,16,-65,242,-56,473,33,1425,0,0
29,1711.9062474329603,0.9069102869442993,1,1,-140,-2,-124,0,-223,-5,-192,2,-195,2,-191,5,-54,294,-59,506,41,1544,0,0
30,1538.4277688601437,0.9292898873756226,1,1,-139,-2,-109,1,-216,-7,-180,-4,-204,-2,-196,13,-59,270,-80,415,15,1386,0,0
31,1631.6243440203998,0.9323461307770563,1,1,-142,-2,-126,0,-240,-9,-208,-6,-244,-9,-239,-5,-114,189,-107,366,12,1488,0,0
32,1764.9441917522493,0.9241652027888541,1,1,-156,-5,-144,-3,-252,-12,-225,-6,-258,-19,-255,-20,-100,241,-95,480,19,1586,0,0
33,1805.339857201408,0.9225519946736336,1,1,-161,-7,-147,-2,-258,-9,-229,-3,-261,-19,-254,-5,-97,250,-90,485,21,1626,0,0
34,1767.5864901045154,0.9282338078035728,1,1,-153,-6,-141,-3,-255,-17,-226,-12,-266,-15,-256,-5,-122,195,-131,365,16,1620,0,0
35,1486.6600149328024,0.9492203276647635,1,1,-133,-7,-113,-6,-230,-17,-207,-10,-244,-5,-248,-7,-133,159,-151,240,-16,1356,0,0
36,1738.6661554191478,0.9360211479542417,1,1,-165,-6,-149,-6,-260,-19,-225,-18,-267,-9,-272,-12,-128,220,-118,440,5,1561,0,0
37,1540.5284807493824,0.9521917938016069,1,1,-146,-4,-129,-3,-244,-15,-218,-14,-257,-15,-273,-14,-166,150,-179,258,-21,1392,0,0
38,1895.5782758831142,0.9283980287059928,0,0,-172,-5,-161,-5,-271,-12,-250,-11,-269,-16,-270,-5,-122,250,-123,437,16,1724,0,0
39,2107.3281661857986,0.9097900892734112,0,0,-170,-4,-158,-3,-268,-11,-240,-8,-266,-11,-249,11,-84,351,-79,610,44,1901,0,0
40,2164.6604814612383,0.903437866411318,0,0,-163,-4,-146,-4,-263,-13,-227,-11,-258,-9,-247,9,-56,417,-62,659,51,1942,0,0
41,2384.9006268605826,0.8822490654728393,0,0,-164,-2,-134,-1,-265,-12,-199,-2,-218,-2,-180,67,34,688,24,1037,73,1973,0,0
